SAMPLES,c1_13482,c1_4799,c1_8186,c2_10681,c2_14731,c2_22024,c2_34870,c2_47202,c2_48370,c2_4910,c2_50391,c2_53914,c2_55779,c2_57401,c2_5966
15061434,2,2,2,4,4,2,0,3,3,1,4,2,0,2,1
15061435,1,1,2,3,3,1,2,3,2,1,3,2,1,0,3
15061436,1,1,1,4,4,1,1,4,3,2,2,2,0,0,2
15061437,1,1,2,4,4,2,2,4,2,1,3,NA,1,1,1
15061438,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061439,1,1,2,4,4,2,2,4,2,1,3,NA,1,1,1
15061441,4,2,2,2,2,3,1,3,3,1,3,3,1,0,2
15061442,1,0,2,4,4,2,1,4,2,1,3,1,2,0,1
15061443,1,1,1,4,4,1,1,4,3,2,2,2,0,0,2
15061444,2,1,3,4,3,2,0,4,3,3,3,2,NA,1,2
15061445,4,2,2,2,2,3,1,3,3,1,3,3,1,0,2
15061447,2,2,1,4,3,2,2,4,2,0,4,2,0,0,2
15061453,4,2,2,2,2,3,1,3,3,1,3,3,1,0,2
15061458,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15061459,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061461,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15061462,1,1,2,4,4,2,2,4,2,1,3,NA,1,1,1
15061463,3,2,0,4,3,1,1,4,3,0,4,2,0,0,2
15061469,1,0,2,3,4,3,1,4,3,0,1,2,1,0,3
15061470,1,2,3,4,3,2,2,3,4,3,3,2,0,0,1
15061471,1,2,3,4,3,2,2,3,4,3,3,2,0,0,1
15061475,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061477,2,1,3,4,3,2,0,4,3,3,3,2,NA,1,2
15061478,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061479,3,3,0,4,3,2,1,4,3,0,4,3,0,0,2
15061480,4,2,2,2,2,3,1,3,3,1,3,3,1,0,2
15061481,4,0,2,3,4,1,1,3,3,0,3,2,1,0,2
15061482,1,1,1,4,4,1,1,4,3,2,2,2,0,0,2
15061484,2,1,1,3,4,1,2,3,3,2,4,2,2,0,2
15061485,1,1,1,4,4,1,1,4,3,2,2,2,0,0,2
15061487,2,1,2,4,3,2,1,4,3,3,3,2,2,2,2
15061488,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061489,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061490,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061492,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061493,1,2,3,4,3,3,2,4,2,2,3,2,1,2,2
15061495,1,2,3,4,3,3,2,4,2,2,3,2,1,2,2
15061498,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061500,1,1,1,4,4,1,1,4,3,2,2,2,0,0,2
15061501,2,1,2,4,3,3,2,3,2,0,4,2,1,1,2
15061503,3,2,0,4,2,1,1,4,3,0,4,3,0,0,2
15061504,3,0,3,3,4,3,0,4,4,1,3,3,0,0,2
15061505,2,2,1,4,3,0,3,2,4,1,4,3,NA,0,1
15061507,1,0,2,4,4,2,1,4,2,1,3,1,2,0,1
15061508,1,0,2,4,4,2,1,4,2,1,3,1,2,0,1
15061509,2,1,2,4,4,1,1,2,2,1,2,2,1,1,2
15061511,2,1,2,4,4,1,1,2,2,1,2,2,1,1,2
15061514,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061516,2,1,2,4,3,3,2,3,2,0,4,2,1,1,2
15061517,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15061518,3,2,0,4,3,2,1,4,3,0,4,3,0,0,2
15061520,2,1,3,4,3,1,1,4,4,2,3,2,2,0,1
15061521,1,1,2,3,3,1,2,3,4,1,3,2,2,1,2
15061523,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061524,2,3,2,4,3,2,2,4,2,1,3,2,1,2,2
15061525,1,0,2,4,4,2,1,4,2,1,3,1,2,0,1
15061526,2,1,2,NA,3,2,1,3,3,1,3,3,1,1,2
15061528,1,2,3,4,3,3,2,4,2,2,3,2,1,2,2
15061530,1,0,2,4,4,2,1,4,2,1,3,1,2,0,1
15061533,1,0,2,4,4,2,1,4,2,1,3,1,2,0,1
15061534,2,0,2,3,4,1,2,3,2,1,3,3,2,3,2
15061535,1,2,3,4,3,3,2,4,2,1,3,2,1,2,2
15061536,1,0,2,4,4,2,1,4,2,1,2,1,2,0,1
15061537,3,0,2,2,4,1,2,4,1,1,3,3,0,0,3
15061538,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061539,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061542,4,0,2,3,4,1,1,3,3,0,3,2,1,0,2
15061543,1,3,2,4,2,0,0,4,3,2,2,2,2,0,2
15061546,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061549,2,1,1,3,3,1,1,3,3,2,3,2,1,0,1
15061550,2,1,2,4,3,2,1,3,3,2,3,3,1,1,2
15061551,1,1,1,4,4,1,1,4,3,2,2,2,0,0,2
15061553,3,3,1,3,4,1,1,4,2,4,4,3,1,0,1
15061555,3,1,1,3,4,1,2,3,3,1,4,2,1,0,2
15061556,1,1,1,4,4,1,1,4,3,2,2,2,0,0,2
15061557,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061561,2,2,0,4,4,0,2,4,2,1,4,2,2,0,1
15061564,3,3,0,4,3,1,1,4,3,0,4,3,0,0,2
15061565,1,0,2,3,4,2,3,3,2,1,2,3,0,0,3
15061566,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061567,1,1,3,4,3,1,2,4,4,2,3,2,1,0,1
15061571,3,1,0,3,3,1,2,4,3,1,3,2,0,0,2
15061575,2,1,1,3,4,1,2,3,3,2,4,2,2,0,2
15061576,1,2,3,4,3,2,2,3,4,3,3,2,0,0,1
15061577,2,2,1,4,3,2,0,3,3,2,3,2,1,0,2
15061580,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15061585,1,2,3,4,3,2,2,3,4,3,3,2,0,0,1
15061586,1,2,3,4,3,2,2,3,4,3,3,2,0,0,1
15061588,1,1,1,4,4,1,1,4,3,2,2,2,0,0,2
15061601,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15061602,2,2,1,3,4,1,2,4,2,3,4,2,1,0,1
15061604,3,3,1,3,2,3,2,2,0,4,3,4,1,0,2
15061608,1,2,3,4,3,2,2,3,4,3,3,2,0,0,1
15061609,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061610,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15061614,3,0,3,3,4,3,0,4,4,1,3,3,0,0,2
15061621,2,1,2,4,3,3,2,3,2,0,4,2,1,1,2
15061622,2,1,2,3,4,1,2,3,3,2,3,2,1,0,2
15061626,0,1,1,2,3,3,2,4,4,2,2,2,1,0,2
15061627,3,2,2,4,3,1,3,4,3,2,4,2,1,0,2
15061628,2,1,2,4,4,1,1,2,2,1,2,2,1,1,2
15061629,1,0,3,4,4,0,1,4,4,1,3,1,2,1,2
15061630,2,0,2,3,4,1,2,3,2,1,3,3,2,3,2
15061632,3,0,3,3,4,3,0,4,4,1,3,3,0,0,2
15061633,1,1,0,3,4,3,0,4,4,2,2,4,1,0,1
15061638,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061639,2,0,1,4,4,1,3,4,4,1,4,4,1,0,3
15061640,4,2,2,3,4,1,2,3,4,3,3,2,2,0,3
15061641,2,0,1,4,4,1,3,4,4,1,4,4,1,0,3
15061642,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061645,4,1,2,3,4,1,2,3,4,3,3,2,2,0,3
15061646,3,0,2,2,4,1,2,4,1,1,3,3,0,0,3
15061649,3,2,1,4,4,3,1,3,4,1,2,3,0,0,0
15061650,2,1,1,2,3,4,2,4,3,1,3,4,0,2,3
15061651,1,0,2,4,4,2,1,4,2,1,3,1,2,0,1
15061653,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15061654,3,0,3,3,4,3,0,4,4,1,3,3,0,0,2
15061658,3,0,3,3,4,3,0,4,4,1,3,3,0,0,2
15061659,1,2,3,4,3,2,2,3,4,3,3,2,0,0,1
15061665,2,2,1,4,2,2,3,4,2,3,4,2,0,0,2
15061666,3,3,1,2,3,0,2,4,3,2,3,1,1,0,0
15061667,2,1,1,3,4,1,2,3,3,2,4,2,2,0,2
15061668,2,2,1,4,2,2,3,4,2,3,4,2,0,0,2
15061669,1,0,1,3,4,2,2,2,3,1,4,1,2,0,3
15061670,2,0,1,4,4,1,3,4,4,1,4,4,1,0,3
15061671,2,2,1,3,3,1,2,3,3,3,4,3,2,0,3
15061673,2,0,2,4,4,2,2,4,3,0,3,2,1,0,2
15061677,1,1,1,3,3,1,3,4,3,1,4,3,2,0,1
15061678,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061679,1,1,2,3,3,1,2,3,2,1,3,2,1,0,3
15061680,2,0,1,4,4,1,3,4,4,1,4,4,1,0,3
15061682,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061683,2,1,1,3,3,2,0,3,2,1,3,2,1,0,2
15061684,3,3,1,4,1,3,1,3,4,1,3,2,1,0,2
15061686,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15061687,1,1,1,4,3,0,1,4,1,0,3,2,1,0,2
15061688,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15061690,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061702,4,2,2,3,4,1,2,3,4,3,3,2,2,0,3
15061706,1,1,3,3,4,1,2,4,4,2,4,3,1,1,2
15061707,4,2,2,4,3,2,1,3,3,1,2,4,1,0,2
15061709,1,0,1,3,4,2,2,2,3,1,4,1,2,0,3
15061712,1,1,2,4,3,2,3,4,2,2,3,1,0,2,2
15061714,2,2,2,4,4,1,0,3,3,1,4,2,0,2,1
15061717,2,1,2,3,3,2,3,3,3,1,3,3,0,0,2
15061719,3,0,2,2,4,1,2,4,1,1,3,3,0,0,3
15061720,2,2,2,4,4,1,0,3,3,1,4,2,0,2,0
15061722,2,2,1,4,3,2,2,3,2,0,4,2,0,0,2
15061723,2,1,2,4,3,3,2,3,2,0,4,2,1,1,2
15061724,2,1,2,4,3,2,1,3,3,1,3,2,1,1,2
15061725,2,2,2,4,4,1,0,3,3,1,4,2,0,2,1
15061726,3,2,2,3,4,1,2,3,4,4,4,3,0,0,3
15061729,2,1,2,4,3,2,1,3,3,2,3,3,1,1,2
15061733,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061734,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061735,2,2,2,4,4,2,0,3,3,1,4,2,0,2,1
15061736,2,1,2,4,3,2,1,3,3,2,3,3,1,1,2
15061737,2,1,2,4,3,2,1,3,3,2,3,3,1,1,2
15061738,1,1,1,2,3,1,3,4,3,1,4,3,2,0,2
15061740,1,2,1,4,3,2,2,3,4,0,3,2,0,1,4
15061744,2,2,1,3,3,3,1,2,2,2,1,4,1,1,3
15061747,3,0,2,2,4,1,2,4,1,1,3,3,0,0,3
15061751,1,2,3,4,3,2,2,3,4,3,3,2,0,0,1
15061752,1,2,1,4,3,2,2,3,4,0,3,2,0,1,4
15061753,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061754,1,1,0,2,4,2,1,3,3,2,3,3,0,0,1
15061755,3,0,1,4,4,1,2,4,3,0,4,3,2,0,1
15061756,3,0,1,4,4,1,2,4,3,0,4,3,2,0,1
15061757,1,1,2,3,2,1,2,3,2,1,3,2,1,0,3
15061758,1,1,2,4,4,2,2,4,2,1,3,NA,1,1,1
15061760,2,1,2,4,3,2,1,3,3,2,3,3,1,1,2
15061761,3,0,2,2,4,1,2,4,1,1,3,3,0,0,3
15061762,1,2,3,4,3,3,2,4,2,2,3,2,1,2,2
15061764,2,1,2,4,4,1,1,2,2,1,2,2,1,1,2
15061766,4,0,2,3,4,1,1,3,3,0,3,2,1,0,2
15061769,3,3,1,4,3,0,2,4,4,2,4,2,NA,0,3
15061771,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061772,3,1,1,3,3,2,1,3,3,0,4,2,2,0,2
15061773,2,1,1,4,4,2,1,4,2,2,2,2,1,1,3
15061776,1,1,1,4,4,1,1,4,3,2,2,2,0,0,2
15061777,1,1,2,3,3,1,2,3,2,1,3,2,1,0,3
15061784,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061785,2,4,1,4,1,2,2,4,3,0,4,1,1,0,3
15061788,2,3,2,4,3,2,2,4,2,1,3,2,1,2,2
15061789,1,1,1,4,4,1,1,4,3,2,2,2,0,0,2
15061790,1,1,2,3,3,1,2,3,2,1,3,2,1,0,3
15061795,2,0,2,3,4,1,2,3,2,1,2,3,2,3,2
15061797,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061798,3,2,0,4,3,1,1,4,3,0,4,3,0,0,2
15061799,1,1,2,3,3,1,2,3,2,1,3,2,1,0,3
15061800,4,3,3,3,0,1,2,3,2,3,3,2,NA,1,1
15061811,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061813,1,1,1,4,4,1,1,4,3,2,2,2,0,0,2
15061814,2,0,1,4,4,1,3,4,4,1,4,4,1,0,3
15061815,3,0,3,3,4,3,0,4,4,1,3,3,0,0,2
15061826,3,3,0,4,3,1,1,4,3,0,4,3,0,0,2
15061905,1,3,2,4,2,0,0,4,3,2,2,3,2,0,2
15061906,2,0,1,3,4,3,2,4,3,1,4,2,NA,0,1
15061907,4,2,4,4,2,3,2,4,3,3,3,3,1,1,3
15061908,2,1,1,3,3,1,1,2,3,2,3,2,1,0,1
15061909,1,2,3,3,4,3,2,3,0,0,3,1,1,1,1
15061910,3,0,3,3,4,3,0,4,4,1,3,3,0,0,2
15061911,2,2,0,3,3,1,1,4,2,1,2,3,0,0,2
15061915,2,2,0,3,3,1,1,4,2,1,2,3,0,0,2
15061917,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15061918,1,2,3,4,3,2,2,3,4,3,3,2,0,0,1
15061926,3,0,3,3,4,3,0,4,4,1,3,3,0,0,2
15061927,2,1,2,4,4,3,0,4,1,1,3,1,1,1,2
15061929,0,3,3,4,3,1,0,3,2,1,4,3,1,0,4
15061930,1,2,3,4,3,2,2,3,4,3,3,2,0,0,1
15061933,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15061934,2,1,2,4,3,2,1,3,3,2,3,3,1,1,2
15061937,2,0,2,3,4,1,2,4,4,2,4,2,1,0,1
15061939,1,1,1,3,3,1,3,4,3,1,4,3,2,0,3
15061941,1,0,1,3,4,2,2,2,3,1,4,1,2,0,3
15061944,1,3,1,4,4,1,1,4,4,3,4,4,2,0,2
15061945,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15061948,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15061949,1,1,2,3,4,2,2,3,3,2,3,2,2,0,2
15061951,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15061952,2,1,2,4,3,2,1,3,3,2,3,3,1,1,2
15061953,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061954,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15061957,1,0,1,4,4,2,2,2,3,2,4,2,2,0,3
15061958,1,1,2,4,3,1,2,4,4,2,3,2,1,0,1
15061960,2,0,1,3,4,3,2,4,3,1,4,2,NA,0,1
15061961,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061964,3,0,2,2,4,1,2,4,1,1,3,3,0,0,3
15061965,3,1,1,2,4,1,2,4,2,2,3,2,0,0,3
15061966,2,1,2,4,3,2,1,4,3,3,3,2,2,2,2
15061967,3,1,1,3,4,0,2,4,3,2,3,1,1,0,2
15061968,1,1,2,3,3,1,2,3,2,1,3,2,1,0,3
15061969,2,1,3,3,4,2,1,4,4,3,3,3,1,1,3
15062036,1,1,2,3,3,1,2,3,4,2,3,2,2,1,2
15062038,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15062039,1,3,2,4,2,0,0,4,3,2,2,3,2,0,2
15062050,2,4,2,4,3,1,0,3,3,2,4,NA,0,0,2
15062051,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15062052,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15062053,1,3,1,NA,2,0,0,4,3,1,2,3,1,0,2
15062063,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15062067,2,1,3,3,4,2,1,4,4,3,3,3,1,1,3
15062069,2,3,2,4,3,2,2,4,2,1,3,2,1,2,2
15062071,3,0,2,2,4,1,2,4,1,1,3,3,0,0,3
15062080,2,2,2,NA,3,1,3,4,4,2,3,3,1,0,2
15062081,4,0,2,4,4,1,3,3,3,2,4,2,2,0,2
15062092,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15062094,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15062097,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15062100,2,0,2,4,4,2,2,4,4,1,2,3,1,1,4
15062101,2,1,1,3,4,1,2,3,3,2,4,2,2,0,2
15062102,2,1,3,3,4,2,3,4,3,1,4,3,1,0,3
15062103,0,1,0,3,3,1,4,4,4,0,4,3,1,0,2
15062105,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15062106,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15062107,1,0,2,4,4,2,1,4,2,1,3,1,2,0,1
15062108,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15062109,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15062112,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15062115,4,2,2,2,2,3,1,3,3,1,3,3,1,0,2
15062117,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15062118,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15062119,2,2,1,4,3,2,1,3,3,2,3,2,1,0,2
15062122,3,3,1,2,3,0,2,4,3,2,3,1,1,0,0
