SAMPLES,c1_8132,c2_1506,c2_23841,c2_26165,c2_26167,c2_26210,c2_26211,c2_2653,c2_31180,c2_32644,c2_35101,c2_49128,c2_50502,c2_52067,c2_56238
15061486,4,4,3,4,0,3,3,1,1,4,3,1,3,3,4
15060214,4,4,1,4,0,0,4,1,1,3,4,1,1,2,4
15061333,4,2,3,2,2,2,2,1,4,3,3,0,2,3,2
15061962,3,4,0,3,1,2,2,2,2,2,4,2,2,1,4
15061624,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061282,4,4,2,3,1,1,4,3,3,3,3,3,1,4,4
15061529,3,3,3,2,2,2,3,1,3,4,4,1,2,3,3
15061935,3,4,0,3,1,2,2,2,2,3,4,2,2,1,4
15061568,4,4,3,2,2,2,2,1,2,4,4,1,3,3,4
15061491,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061318,4,4,3,3,1,1,3,1,3,4,4,1,1,4,4
15061361,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061515,3,4,1,3,1,1,3,1,2,4,4,2,1,3,4
15062123,3,4,1,2,1,1,3,1,3,4,3,1,2,3,4
15061358,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15061428,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061496,3,3,3,2,3,2,4,0,4,4,3,2,1,3,3
15061648,4,3,3,3,1,2,2,1,3,4,3,2,2,3,3
15061808,3,4,3,2,3,3,3,2,1,4,4,1,1,4,4
15061600,3,4,4,2,3,3,2,0,2,4,4,2,0,4,4
15061730,4,3,3,2,2,3,3,1,4,4,3,1,2,3,3
15061623,3,4,3,2,1,1,3,2,3,4,3,0,2,3,4
15061405,4,4,2,3,1,1,4,3,3,3,3,3,1,4,4
15061299,4,4,2,3,1,1,4,3,3,3,3,3,1,4,4
15061578,3,3,4,2,3,3,2,2,3,4,4,1,0,4,4
15061476,4,4,3,2,2,3,2,1,4,4,4,2,2,3,4
15061765,3,3,3,2,2,2,3,1,3,4,4,1,2,3,3
15062111,4,3,3,1,2,2,2,2,3,3,3,2,2,3,3
15061397,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061713,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15061584,3,3,2,2,1,4,3,0,2,4,4,2,2,3,4
15061912,4,4,2,3,1,2,3,0,4,4,3,2,2,3,3
15061260,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15062099,4,4,3,2,3,3,2,3,4,2,4,1,2,4,4
15061350,4,3,4,2,2,2,2,0,2,3,4,1,1,4,4
15060933,4,3,3,3,2,3,3,1,3,3,3,3,0,3,3
15061548,4,4,3,2,1,1,3,2,3,4,2,1,1,3,4
15061348,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061560,4,4,1,2,2,2,2,3,1,3,4,1,2,4,4
15061544,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061449,2,3,3,2,3,3,3,0,2,4,4,2,0,4,3
15062348,3,3,3,3,1,1,3,2,2,4,4,1,2,4,4
15061916,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15062138,3,3,3,2,2,2,2,1,2,4,NA,2,0,3,3
15061946,3,3,3,2,3,1,4,0,4,4,3,2,1,3,3
15061676,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15060536,4,2,3,4,1,3,2,1,3,2,4,1,2,4,NA
15061391,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061662,2,3,3,2,3,3,3,0,2,4,4,2,0,4,3
15061228,4,4,3,1,2,3,3,2,4,4,3,2,1,4,4
15061356,4,4,2,2,2,3,2,2,4,3,4,1,0,2,4
15061963,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061338,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15062331,4,4,2,2,2,3,2,2,4,3,4,1,0,3,4
15062098,3,3,3,3,1,1,3,2,2,4,4,1,2,4,4
15062114,3,3,4,2,1,1,3,0,3,4,3,3,1,4,3
15062046,4,4,3,3,1,2,3,0,4,4,3,1,2,3,3
15062370,3,3,4,2,3,3,2,2,3,4,4,1,0,4,4
15061685,4,4,4,1,2,2,2,1,3,3,4,1,2,4,4
15061540,3,4,1,2,1,1,3,1,3,4,3,1,2,3,4
15061721,3,3,4,3,1,2,3,2,3,3,4,2,2,3,3
15062074,3,3,3,3,1,1,3,1,3,4,4,1,2,4,3
15062362,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061689,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061357,3,3,4,2,3,3,2,2,3,4,4,1,0,4,4
15061376,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061308,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
