"nMarkers","HCLTraits","Traits","HCLs","Models","Means"
15,"PriBrote.LCH.L","PriBrote","L","RKHS",0.385666666666667
15,"PriFlor.LCH.C","PriFlor","C","",0
15,"PriFlor.LCH.H","PriFlor","H","",0
15,"PriFlor.LCH.L","PriFlor","L","RKHS",0.557166666666667
15,"PriTuber.LCH.C","PriTuber","C","RKHS",0.434333333333333
15,"PriTuber.LCH.H","PriTuber","H","RKHS",0.419333333333333
15,"PriTuber.LCH.L","PriTuber","L","",0
15,"Pulpa.LCH.C","Pulpa","C","RKHS",0.487166666666667
15,"Pulpa.LCH.H","Pulpa","H","RKHS",0.302333333333333
15,"Pulpa.LCH.L","Pulpa","L","EGBLUP",0.413333333333333
15,"SecBrote.LCH.C","SecBrote","C","",0
15,"SecBrote.LCH.H","SecBrote","H","",0
15,"SecBrote.LCH.L","SecBrote","L","BL",0.318333333333333
15,"SecTuber.LCH.C","SecTuber","C","EGBLUP",0.2085
15,"SecTuber.LCH.H","SecTuber","H","BRR",0.308166666666667
15,"SecTuber.LCH.L","SecTuber","L","BA",0.311
15,"Tallo.LCH.C","Tallo","C","EGBLUP",0.5245
15,"Tallo.LCH.H","Tallo","H","RKHS",0.400333333333333
15,"Tallo.LCH.L","Tallo","L","RKHS",0.550333333333333
25,"Baya.LCH.C","Baya","C","BA",0.293333333333333
25,"Baya.LCH.H","Baya","H","BC",0.272
25,"Baya.LCH.L","Baya","L","BA",0.256166666666667
25,"PriBrote.LCH.C","PriBrote","C","RKHS",0.545166666666667
25,"PriBrote.LCH.H","PriBrote","H","RKHS",0.206666666666667
25,"PriBrote.LCH.L","PriBrote","L","RKHS",0.432833333333333
25,"PriFlor.LCH.C","PriFlor","C","RKHS",0.560333333333333
25,"PriFlor.LCH.H","PriFlor","H","RKHS",0.859666666666667
25,"PriFlor.LCH.L","PriFlor","L","RKHS",0.544833333333333
25,"PriTuber.LCH.C","PriTuber","C","RKHS",0.4455
25,"PriTuber.LCH.H","PriTuber","H","RKHS",0.398166666666667
25,"PriTuber.LCH.L","PriTuber","L","RKHS",0.406166666666667
25,"Pulpa.LCH.C","Pulpa","C","RKHS",0.532666666666667
25,"Pulpa.LCH.H","Pulpa","H","BL",0.417666666666667
25,"Pulpa.LCH.L","Pulpa","L","RKHS",0.506333333333333
25,"SecBrote.LCH.C","SecBrote","C","RKHS",0.270166666666667
25,"SecBrote.LCH.H","SecBrote","H","",0
25,"SecBrote.LCH.L","SecBrote","L","BC",0.316666666666667
25,"SecTuber.LCH.C","SecTuber","C","BL",0.261666666666667
25,"SecTuber.LCH.H","SecTuber","H","RKHS",0.299833333333333
25,"SecTuber.LCH.L","SecTuber","L","EGBLUP",0.344
25,"Tallo.LCH.C","Tallo","C","EGBLUP",0.539833333333333
25,"Tallo.LCH.H","Tallo","H","RKHS",0.541833333333333
25,"Tallo.LCH.L","Tallo","L","RKHS",0.553666666666667
35,"Baya.LCH.C","Baya","C","GBLUP",0.279166666666667
35,"Baya.LCH.H","Baya","H","BA",0.260166666666667
35,"Baya.LCH.L","Baya","L","GBLUP",0.236
35,"PriBrote.LCH.C","PriBrote","C","EGBLUP",0.542833333333333
35,"PriBrote.LCH.H","PriBrote","H","RKHS",0.349333333333333
35,"PriBrote.LCH.L","PriBrote","L","RKHS",0.457
35,"PriFlor.LCH.C","PriFlor","C","EGBLUP",0.654833333333333
35,"PriFlor.LCH.H","PriFlor","H","RKHS",0.865833333333333
35,"PriFlor.LCH.L","PriFlor","L","RKHS",0.6425
35,"PriTuber.LCH.C","PriTuber","C","RKHS",0.539
35,"PriTuber.LCH.H","PriTuber","H","RKHS",0.444833333333333
35,"PriTuber.LCH.L","PriTuber","L","RKHS",0.461166666666667
35,"Pulpa.LCH.C","Pulpa","C","RKHS",0.532
35,"Pulpa.LCH.H","Pulpa","H","GBLUP",0.417833333333333
35,"Pulpa.LCH.L","Pulpa","L","RKHS",0.5065
35,"SecBrote.LCH.C","SecBrote","C","BL",0.250166666666667
35,"SecBrote.LCH.H","SecBrote","H","BRR",0.296
35,"SecBrote.LCH.L","SecBrote","L","BA",0.3385
35,"SecTuber.LCH.C","SecTuber","C","RKHS",0.2965
35,"SecTuber.LCH.H","SecTuber","H","RKHS",0.3835
35,"SecTuber.LCH.L","SecTuber","L","GBLUP",0.323166666666667
35,"Tallo.LCH.C","Tallo","C","RKHS",0.572
35,"Tallo.LCH.H","Tallo","H","RKHS",0.541666666666667
35,"Tallo.LCH.L","Tallo","L","RKHS",0.5745
4641,"Baya.LCH.C","Baya","C","BL",0.15068
4641,"Baya.LCH.H","Baya","H","BB",0.12812
4641,"Baya.LCH.L","Baya","L","BL",0.1168
4641,"PriBrote.LCH.C","PriBrote","C","RKHS",0.57444
4641,"PriBrote.LCH.H","PriBrote","H","SVM",0.40144
4641,"PriBrote.LCH.L","PriBrote","L","BA",0.4302
4641,"PriFlor.LCH.C","PriFlor","C","BRR",0.62984
4641,"PriFlor.LCH.H","PriFlor","H","SVM",0.83952
4641,"PriFlor.LCH.L","PriFlor","L","RR",0.66528
4641,"PriTuber.LCH.C","PriTuber","C","SVM",0.53816
4641,"PriTuber.LCH.H","PriTuber","H","SVM",0.43708
4641,"PriTuber.LCH.L","PriTuber","L","SVM",0.51056
4641,"Pulpa.LCH.C","Pulpa","C","RKHS",0.47784
4641,"Pulpa.LCH.H","Pulpa","H","SVM",0.35224
4641,"Pulpa.LCH.L","Pulpa","L","EGBLUP",0.4522
4641,"SecBrote.LCH.C","SecBrote","C","BB",0.183
4641,"SecBrote.LCH.H","SecBrote","H","RKHS",0.2144
4641,"SecBrote.LCH.L","SecBrote","L","BL",0.2746
4641,"SecTuber.LCH.C","SecTuber","C","BA",0.19988
4641,"SecTuber.LCH.H","SecTuber","H","SVM",0.238
4641,"SecTuber.LCH.L","SecTuber","L","RKHS",0.37992
4641,"Tallo.LCH.C","Tallo","C","EGBLUP",0.53752
4641,"Tallo.LCH.H","Tallo","H","RKHS",0.53212
4641,"Tallo.LCH.L","Tallo","L","GBLUP",0.55656
50,"Baya.LCH.C","Baya","C","BA",0.306166666666667
50,"Baya.LCH.H","Baya","H","BL",0.2735
50,"Baya.LCH.L","Baya","L","GBLUP",0.250833333333333
50,"PriBrote.LCH.C","PriBrote","C","RKHS",0.5855
50,"PriBrote.LCH.H","PriBrote","H","BC",0.326
50,"PriBrote.LCH.L","PriBrote","L","RKHS",0.453166666666667
50,"PriFlor.LCH.C","PriFlor","C","EGBLUP",0.660833333333333
50,"PriFlor.LCH.H","PriFlor","H","RKHS",0.839333333333333
50,"PriFlor.LCH.L","PriFlor","L","RKHS",0.651166666666667
50,"PriTuber.LCH.C","PriTuber","C","RKHS",0.556
50,"PriTuber.LCH.H","PriTuber","H","RKHS",0.431666666666667
50,"PriTuber.LCH.L","PriTuber","L","EGBLUP",0.5215
50,"Pulpa.LCH.C","Pulpa","C","BA",0.526333333333333
50,"Pulpa.LCH.H","Pulpa","H","GBLUP",0.408166666666667
50,"Pulpa.LCH.L","Pulpa","L","RKHS",0.521
50,"SecBrote.LCH.C","SecBrote","C","BC",0.248166666666667
50,"SecBrote.LCH.H","SecBrote","H","EGBLUP",0.359833333333333
50,"SecBrote.LCH.L","SecBrote","L","BA",0.338
50,"SecTuber.LCH.C","SecTuber","C","BRR",0.2685
50,"SecTuber.LCH.H","SecTuber","H","EGBLUP",0.374833333333333
50,"SecTuber.LCH.L","SecTuber","L","EGBLUP",0.353333333333333
50,"Tallo.LCH.C","Tallo","C","BL",0.608666666666667
50,"Tallo.LCH.H","Tallo","H","EGBLUP",0.554833333333333
50,"Tallo.LCH.L","Tallo","L","RKHS",0.604333333333333
