Prefix,HCL_component,Traits,Models,Predictive_ability
Baya,C,Baya.C,BRR,0.087
Baya,C,Baya.C,BRR,0.071
Baya,C,Baya.C,BRR,0.221
Baya,C,Baya.C,BRR,0.136
Baya,C,Baya.C,BRR,0.051
Baya,C,Baya.C,BRR,0.26
Baya,C,Baya.C,GBLUP,0.129
Baya,C,Baya.C,GBLUP,0.181
Baya,C,Baya.C,GBLUP,0.047
Baya,C,Baya.C,GBLUP,0.256
Baya,C,Baya.C,GBLUP,0.299
Baya,C,Baya.C,GBLUP,0.239
Baya,C,Baya.C,GBLUP,0.269
Baya,C,Baya.C,GBLUP,0.121
Baya,C,Baya.C,GBLUP,0.291
Baya,C,Baya.C,GBLUP,0.052
Baya,C,Baya.C,GBLUP,0.248
Baya,C,Baya.C,GBLUP,0.078
Baya,C,Baya.C,GBLUP,0.266
Baya,C,Baya.C,GBLUP,0.259
Baya,C,Baya.C,GBLUP,0.11
Baya,C,Baya.C,GBLUP,0.175
Baya,C,Baya.C,GBLUP,0.141
Baya,C,Baya.C,GBLUP,0.158
Baya,C,Baya.C,GBLUP,0.347
Baya,C,Baya.C,GBLUP,0.069
Baya,C,Baya.C,GBLUP,0.187
Baya,C,Baya.C,GBLUP,0.2
Baya,C,Baya.C,GBLUP,0.149
Baya,C,Baya.C,GBLUP,0.112
Baya,C,Baya.C,GBLUP,0.147
Baya,C,Baya.C,EGBLUP,0.255
Baya,C,Baya.C,EGBLUP,0.163
Baya,C,Baya.C,EGBLUP,0.19
Baya,C,Baya.C,EGBLUP,0.112
Baya,C,Baya.C,EGBLUP,0.143
Baya,C,Baya.C,EGBLUP,-0.008
Baya,C,Baya.C,EGBLUP,0.168
Baya,C,Baya.C,EGBLUP,0.258
Baya,C,Baya.C,EGBLUP,0.196
Baya,C,Baya.C,EGBLUP,0.14
Baya,C,Baya.C,EGBLUP,-0.001
Baya,C,Baya.C,EGBLUP,0.243
Baya,C,Baya.C,EGBLUP,0.124
Baya,C,Baya.C,EGBLUP,0.276
Baya,C,Baya.C,EGBLUP,0.196
Baya,C,Baya.C,EGBLUP,0.232
Baya,C,Baya.C,EGBLUP,0.252
Baya,C,Baya.C,EGBLUP,0.214
Baya,C,Baya.C,EGBLUP,0.063
Baya,C,Baya.C,EGBLUP,0.054
Baya,C,Baya.C,EGBLUP,0.133
Baya,C,Baya.C,EGBLUP,0.196
Baya,C,Baya.C,EGBLUP,0.312
Baya,C,Baya.C,EGBLUP,0.115
Baya,C,Baya.C,EGBLUP,0.054
Baya,C,Baya.C,RKHS,0.215
Baya,C,Baya.C,RKHS,-0.112
Baya,C,Baya.C,RKHS,0.149
Baya,C,Baya.C,RKHS,0.073
Baya,C,Baya.C,RKHS,0.148
Baya,C,Baya.C,RKHS,0.21
Baya,C,Baya.C,RKHS,-0.104
Baya,C,Baya.C,RKHS,0.233
Baya,C,Baya.C,RKHS,0.165
Baya,C,Baya.C,RKHS,0.129
Baya,C,Baya.C,RKHS,0.042
Baya,C,Baya.C,RKHS,0.207
Baya,C,Baya.C,RKHS,-0.038
Baya,C,Baya.C,RKHS,0.161
Baya,C,Baya.C,RKHS,0.266
Baya,C,Baya.C,RKHS,0.059
Baya,C,Baya.C,RKHS,0.167
Baya,C,Baya.C,RKHS,0.031
Baya,C,Baya.C,RKHS,0.096
Baya,C,Baya.C,RKHS,0.178
Baya,C,Baya.C,RKHS,0.187
Baya,C,Baya.C,RKHS,0.064
Baya,C,Baya.C,RKHS,0.043
Baya,C,Baya.C,RKHS,0.044
Baya,C,Baya.C,RKHS,0.275
Baya,C,Baya.C,Lasso,-0.001
Baya,C,Baya.C,Lasso,0.131
Baya,C,Baya.C,Lasso,0.137
Baya,C,Baya.C,Lasso,0.055
Baya,C,Baya.C,Lasso,0.28
Baya,C,Baya.C,Lasso,0.01
Baya,C,Baya.C,Lasso,NA
Baya,C,Baya.C,Lasso,0.045
Baya,C,Baya.C,Lasso,0.106
Baya,C,Baya.C,Lasso,0.14
Baya,C,Baya.C,Lasso,0.124
Baya,C,Baya.C,Lasso,0.239
Baya,C,Baya.C,Lasso,0.094
Baya,C,Baya.C,Lasso,0.172
Baya,C,Baya.C,Lasso,0.165
Baya,C,Baya.C,Lasso,0.184
Baya,C,Baya.C,Lasso,0.158
Baya,C,Baya.C,Lasso,0.107
Baya,C,Baya.C,Lasso,0.087
Baya,C,Baya.C,Lasso,0.262
Baya,C,Baya.C,Lasso,0.079
Baya,C,Baya.C,Lasso,0.166
Baya,C,Baya.C,Lasso,0.118
Baya,C,Baya.C,Lasso,0.215
Baya,C,Baya.C,Lasso,0.222
Baya,C,Baya.C,RR,0.088
Baya,C,Baya.C,RR,0.151
Baya,C,Baya.C,RR,0.138
Baya,C,Baya.C,RR,0.086
Baya,C,Baya.C,RR,0.216
Baya,C,Baya.C,RR,0.181
Baya,C,Baya.C,RR,0.02
Baya,C,Baya.C,RR,0.032
Baya,C,Baya.C,RR,0.151
Baya,C,Baya.C,RR,0.272
Baya,C,Baya.C,RR,0.23
Baya,C,Baya.C,RR,-0.037
Baya,C,Baya.C,RR,0.227
Baya,C,Baya.C,RR,0.168
Baya,C,Baya.C,RR,0.174
Baya,C,Baya.C,RR,-0.011
Baya,C,Baya.C,RR,0.242
Baya,C,Baya.C,RR,0.036
Baya,C,Baya.C,RR,0.161
Baya,C,Baya.C,RR,0.326
Baya,C,Baya.C,RR,0.208
Baya,C,Baya.C,RR,0.19
Baya,C,Baya.C,RR,0.005
Baya,C,Baya.C,RR,0.179
Baya,C,Baya.C,RR,0.243
Baya,C,Baya.C,SVM,0.055
Baya,C,Baya.C,SVM,0.182
Baya,C,Baya.C,SVM,0.19
Baya,C,Baya.C,SVM,0.128
Baya,C,Baya.C,SVM,0.252
Baya,C,Baya.C,SVM,-0.026
Baya,C,Baya.C,SVM,0.108
Baya,C,Baya.C,SVM,0.106
Baya,C,Baya.C,SVM,0.251
Baya,C,Baya.C,SVM,0.292
Baya,C,Baya.C,SVM,0.219
Baya,C,Baya.C,SVM,0.226
Baya,C,Baya.C,SVM,0.12
Baya,C,Baya.C,SVM,-0.015
Baya,C,Baya.C,SVM,0.114
Baya,C,Baya.C,SVM,0.148
Baya,C,Baya.C,SVM,-0.057
Baya,C,Baya.C,SVM,0.363
Baya,C,Baya.C,SVM,0.124
Baya,C,Baya.C,SVM,-0.085
Baya,C,Baya.C,SVM,0.116
Baya,C,Baya.C,SVM,0.241
Baya,C,Baya.C,SVM,0.015
Baya,C,Baya.C,SVM,0.136
Baya,C,Baya.C,SVM,0.083
Baya,C,Baya.C,RF,0.004
Baya,C,Baya.C,RF,-0.03
Baya,C,Baya.C,RF,0.071
Baya,C,Baya.C,RF,0.084
Baya,C,Baya.C,RF,0.045
Baya,C,Baya.C,RF,-0.017
Baya,C,Baya.C,RF,0.026
Baya,C,Baya.C,RF,0.073
Baya,C,Baya.C,RF,0.178
Baya,C,Baya.C,RF,0.056
Baya,C,Baya.C,RF,0.031
Baya,C,Baya.C,RF,-0.092
Baya,C,Baya.C,RF,0.042
Baya,C,Baya.C,RF,0.051
Baya,C,Baya.C,RF,-0.019
Baya,C,Baya.C,RF,0.007
Baya,C,Baya.C,RF,0.204
Baya,C,Baya.C,RF,-0.066
Baya,C,Baya.C,RF,0.211
Baya,C,Baya.C,RF,0.029
Baya,C,Baya.C,RF,0.119
Baya,C,Baya.C,RF,0.132
Baya,C,Baya.C,RF,0.119
Baya,C,Baya.C,RF,-0.024
Baya,C,Baya.C,RF,-0.206
Baya,H,Baya.H,BA,0.259
Baya,H,Baya.H,BA,0.121
Baya,H,Baya.H,BA,0.194
Baya,H,Baya.H,BA,0.241
Baya,H,Baya.H,BA,0.189
Baya,H,Baya.H,BA,0.174
Baya,H,Baya.H,BA,0.317
Baya,H,Baya.H,BA,0.096
Baya,H,Baya.H,BA,0.25
Baya,H,Baya.H,BA,0.18
Baya,H,Baya.H,BA,0.304
Baya,H,Baya.H,BA,0.13
Baya,H,Baya.H,BA,0.071
Baya,H,Baya.H,BA,0.266
Baya,H,Baya.H,BA,-0.045
Baya,H,Baya.H,BA,0.171
Baya,H,Baya.H,BA,0.248
Baya,H,Baya.H,BA,0.047
Baya,H,Baya.H,BA,0.177
Baya,H,Baya.H,BA,0.213
Baya,H,Baya.H,BA,0.148
Baya,H,Baya.H,BA,0.298
Baya,H,Baya.H,BA,0.18
Baya,H,Baya.H,BA,0.206
Baya,H,Baya.H,BA,-0.004
Baya,H,Baya.H,BB,0.128
Baya,H,Baya.H,BB,-0.008
Baya,H,Baya.H,BB,0.028
Baya,H,Baya.H,BB,-0.01
Baya,H,Baya.H,BB,0.285
Baya,H,Baya.H,BB,0.031
Baya,H,Baya.H,BB,0.127
Baya,H,Baya.H,BB,0.106
Baya,H,Baya.H,BB,0.149
Baya,H,Baya.H,BB,0.133
Baya,H,Baya.H,BB,-0.014
Baya,H,Baya.H,BB,0.121
Baya,H,Baya.H,BB,0.235
Baya,H,Baya.H,BB,0.184
Baya,H,Baya.H,BB,0.134
Baya,H,Baya.H,BB,0.25
Baya,H,Baya.H,BB,0.163
Baya,H,Baya.H,BB,0.146
Baya,H,Baya.H,BB,0.225
Baya,H,Baya.H,BB,0.173
Baya,H,Baya.H,BB,0.056
Baya,H,Baya.H,BB,0.345
Baya,H,Baya.H,BB,0.111
Baya,H,Baya.H,BB,0.125
Baya,H,Baya.H,BB,0.15
Baya,H,Baya.H,BC,0.239
Baya,H,Baya.H,BC,0.015
Baya,H,Baya.H,BC,0.204
Baya,H,Baya.H,BC,0.068
Baya,H,Baya.H,BC,0.171
Baya,H,Baya.H,BC,0.211
Baya,H,Baya.H,BC,0.377
Baya,H,Baya.H,BC,0.181
Baya,H,Baya.H,BC,0.127
Baya,H,Baya.H,BC,0.113
Baya,H,Baya.H,BC,0.208
Baya,H,Baya.H,BC,0.191
Baya,H,Baya.H,BC,0.26
Baya,H,Baya.H,BC,0.141
Baya,H,Baya.H,BC,0.129
Baya,H,Baya.H,BC,0.168
Baya,H,Baya.H,BC,0.187
Baya,H,Baya.H,BC,0.277
Baya,H,Baya.H,BC,0.119
Baya,H,Baya.H,BC,0.235
Baya,H,Baya.H,BC,0.187
Baya,H,Baya.H,BC,-0.002
Baya,H,Baya.H,BC,0.244
Baya,H,Baya.H,BC,0.209
Baya,H,Baya.H,BC,0.151
Baya,H,Baya.H,BL,0.203
Baya,H,Baya.H,BL,0.247
Baya,H,Baya.H,BL,0.279
Baya,H,Baya.H,BL,0.011
Baya,H,Baya.H,BL,0.222
Baya,H,Baya.H,BL,0.071
Baya,H,Baya.H,BL,0.061
Baya,H,Baya.H,BL,0.301
Baya,H,Baya.H,BL,0.168
Baya,H,Baya.H,BL,0.187
Baya,H,Baya.H,BL,0.195
Baya,H,Baya.H,BL,0.243
Baya,H,Baya.H,BL,0.211
Baya,H,Baya.H,BL,0.245
Baya,H,Baya.H,BL,0.184
Baya,H,Baya.H,BL,0.269
Baya,H,Baya.H,BL,0.148
Baya,H,Baya.H,BL,0.171
Baya,H,Baya.H,BL,0.168
Baya,H,Baya.H,BL,0.074
Baya,H,Baya.H,BL,0.384
Baya,H,Baya.H,BL,0.211
Baya,H,Baya.H,BL,0.032
Baya,H,Baya.H,BL,0.066
Baya,H,Baya.H,BL,0.233
Baya,H,Baya.H,BRR,0.218
Baya,H,Baya.H,BRR,0.1
Baya,H,Baya.H,BRR,0.211
Baya,H,Baya.H,BRR,0.173
Baya,H,Baya.H,BRR,0.213
Baya,H,Baya.H,BRR,0.155
Baya,H,Baya.H,BRR,0.202
Baya,H,Baya.H,BRR,0.144
Baya,H,Baya.H,BRR,0.133
Baya,H,Baya.H,BRR,0.169
Baya,H,Baya.H,BRR,0.22
Baya,H,Baya.H,BRR,0.132
Baya,H,Baya.H,BRR,0.119
Baya,H,Baya.H,BRR,0.251
Baya,H,Baya.H,BRR,0.063
Baya,H,Baya.H,BRR,0.229
Baya,H,Baya.H,BRR,0.167
Baya,H,Baya.H,BRR,0.201
Baya,H,Baya.H,BRR,0.257
Baya,H,Baya.H,BRR,0.082
Baya,H,Baya.H,BRR,0.149
Baya,H,Baya.H,BRR,0.166
Baya,H,Baya.H,BRR,0.248
Baya,H,Baya.H,BRR,0.209
Baya,H,Baya.H,BRR,0.067
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,-0.198
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,-0.159
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,-0.074
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,GBLUP,NA
Baya,H,Baya.H,RKHS,0.138
Baya,H,Baya.H,RKHS,0.254
Baya,H,Baya.H,RKHS,0.057
Baya,H,Baya.H,RKHS,0.195
Baya,H,Baya.H,RKHS,0.05
Baya,H,Baya.H,RKHS,0.024
Baya,H,Baya.H,RKHS,0.348
Baya,H,Baya.H,RKHS,0.128
Baya,H,Baya.H,RKHS,-0.042
Baya,H,Baya.H,RKHS,0.239
Baya,H,Baya.H,RKHS,0.111
Baya,H,Baya.H,RKHS,0.262
Baya,H,Baya.H,RKHS,0.033
Baya,H,Baya.H,RKHS,0.312
Baya,H,Baya.H,RKHS,0.175
Baya,H,Baya.H,RKHS,0.162
Baya,H,Baya.H,RKHS,0.183
Baya,H,Baya.H,RKHS,0.233
Baya,H,Baya.H,RKHS,0.154
Baya,H,Baya.H,RKHS,0.098
Baya,H,Baya.H,RKHS,0.187
Baya,H,Baya.H,RKHS,0.133
Baya,H,Baya.H,RKHS,0.043
Baya,H,Baya.H,RKHS,0.021
Baya,H,Baya.H,RKHS,0.252
Baya,H,Baya.H,Lasso,0.204
Baya,H,Baya.H,Lasso,0.157
Baya,H,Baya.H,Lasso,NA
Baya,H,Baya.H,Lasso,-0.052
Baya,H,Baya.H,Lasso,0.166
Baya,H,Baya.H,Lasso,0.182
Baya,H,Baya.H,Lasso,0.253
Baya,H,Baya.H,Lasso,0.142
Baya,H,Baya.H,Lasso,0.169
Baya,H,Baya.H,Lasso,0.162
Baya,H,Baya.H,Lasso,0.188
Baya,H,Baya.H,Lasso,0.231
Baya,H,Baya.H,Lasso,0.006
Baya,H,Baya.H,Lasso,0.05
Baya,H,Baya.H,Lasso,0.202
Baya,H,Baya.H,Lasso,0.231
Baya,H,Baya.H,Lasso,0.103
Baya,H,Baya.H,Lasso,0.102
Baya,H,Baya.H,Lasso,0.218
Baya,H,Baya.H,Lasso,0.187
Baya,H,Baya.H,Lasso,0.297
Baya,H,Baya.H,Lasso,0.133
Baya,H,Baya.H,Lasso,0.157
Baya,H,Baya.H,Lasso,0.094
Baya,H,Baya.H,Lasso,0.168
Baya,H,Baya.H,RR,0.105
Baya,H,Baya.H,RR,0.17
Baya,H,Baya.H,RR,0.265
Baya,H,Baya.H,RR,0.064
Baya,H,Baya.H,RR,0.206
Baya,H,Baya.H,RR,0.211
Baya,H,Baya.H,RR,0.269
Baya,H,Baya.H,RR,0.166
Baya,H,Baya.H,RR,0.058
Baya,H,Baya.H,RR,0.28
Baya,H,Baya.H,RR,0.156
Baya,H,Baya.H,RR,0.03
Baya,H,Baya.H,RR,0.28
Baya,H,Baya.H,RR,0.277
Baya,H,Baya.H,RR,0.193
Baya,H,Baya.H,RR,0.189
Baya,H,Baya.H,RR,0.229
Baya,H,Baya.H,RR,0.227
Baya,H,Baya.H,RR,0.165
Baya,H,Baya.H,RR,0.095
Baya,H,Baya.H,RR,0.251
Baya,H,Baya.H,RR,0.236
Baya,H,Baya.H,RR,0.194
Baya,H,Baya.H,RR,0.093
Baya,H,Baya.H,RR,0.17
Baya,H,Baya.H,SVM,0.073
Baya,H,Baya.H,SVM,0.341
Baya,H,Baya.H,SVM,0.038
Baya,H,Baya.H,SVM,0.035
Baya,H,Baya.H,SVM,0.042
Baya,H,Baya.H,SVM,0.21
Baya,H,Baya.H,SVM,0.157
Baya,H,Baya.H,SVM,0.278
Baya,H,Baya.H,SVM,0.057
Baya,H,Baya.H,SVM,-0.001
Baya,H,Baya.H,SVM,0.02
Baya,H,Baya.H,SVM,0.18
Baya,H,Baya.H,SVM,0.258
Baya,H,Baya.H,SVM,0.367
Baya,H,Baya.H,SVM,0.064
Baya,H,Baya.H,SVM,0.141
Baya,H,Baya.H,SVM,0.07
Baya,H,Baya.H,SVM,0.036
Baya,H,Baya.H,SVM,0.181
Baya,H,Baya.H,SVM,0.157
Baya,H,Baya.H,SVM,0.148
Baya,H,Baya.H,SVM,-0.01
Baya,H,Baya.H,SVM,0.107
Baya,H,Baya.H,SVM,0.273
Baya,H,Baya.H,SVM,0.216
Baya,H,Baya.H,RF,0.133
Baya,H,Baya.H,RF,0.058
Baya,H,Baya.H,RF,-0.004
Baya,H,Baya.H,RF,0.167
Baya,H,Baya.H,RF,0.118
Baya,H,Baya.H,RF,0.163
Baya,H,Baya.H,RF,0.171
Baya,H,Baya.H,RF,0.149
Baya,H,Baya.H,RF,0.142
Baya,H,Baya.H,RF,0.092
Baya,H,Baya.H,RF,-0.025
Baya,H,Baya.H,RF,0.112
Baya,H,Baya.H,RF,0.206
Baya,H,Baya.H,RF,0.066
Baya,H,Baya.H,RF,0.181
Baya,H,Baya.H,RF,0.09
Baya,H,Baya.H,RF,0.077
Baya,H,Baya.H,RF,0.047
Baya,H,Baya.H,RF,0.23
Baya,H,Baya.H,RF,0.204
Baya,H,Baya.H,RF,0.096
Baya,H,Baya.H,RF,-0.008
Baya,H,Baya.H,RF,0.116
Baya,H,Baya.H,RF,0.102
Baya,H,Baya.H,RF,0.227
Baya,L,Baya.L,BA,0.019
Baya,L,Baya.L,BA,0.05
Baya,L,Baya.L,BA,0.061
Baya,L,Baya.L,BA,0.305
Baya,L,Baya.L,BA,0.087
Baya,L,Baya.L,BA,0.042
Baya,L,Baya.L,BA,0.102
Baya,L,Baya.L,BA,0.355
Baya,L,Baya.L,BA,0.068
Baya,L,Baya.L,BA,-0.012
Baya,L,Baya.L,BA,0.159
Baya,L,Baya.L,BA,0.035
Baya,L,Baya.L,BA,0.132
Baya,L,Baya.L,BA,0.008
Baya,L,Baya.L,BA,0.321
Baya,L,Baya.L,BA,-0.196
Baya,L,Baya.L,BA,0.313
Baya,L,Baya.L,BA,0.15
Baya,L,Baya.L,BA,-0.075
Baya,L,Baya.L,BA,0.154
Baya,L,Baya.L,BA,0.183
Baya,L,Baya.L,BA,0.149
Baya,L,Baya.L,BA,0.115
Baya,L,Baya.L,BA,0.127
Baya,L,Baya.L,BA,0.061
Baya,L,Baya.L,BB,-0.027
Baya,L,Baya.L,BB,0.164
Baya,L,Baya.L,BB,-0.05
Baya,L,Baya.L,BB,0.159
Baya,L,Baya.L,BB,0
Baya,L,Baya.L,BB,0.119
Baya,L,Baya.L,BB,-0.046
Baya,L,Baya.L,BB,0.098
Baya,L,Baya.L,BB,0.306
Baya,L,Baya.L,BB,0.068
Baya,L,Baya.L,BB,0.112
Baya,L,Baya.L,BB,0.119
Baya,L,Baya.L,BB,-0.062
Baya,L,Baya.L,BB,-0.009
Baya,L,Baya.L,BB,-0.003
Baya,L,Baya.L,BB,-0.025
Baya,L,Baya.L,BB,0.136
Baya,L,Baya.L,BB,0.063
Baya,L,Baya.L,BB,-0.186
Baya,L,Baya.L,BB,0.325
Baya,L,Baya.L,BB,0.15
Baya,L,Baya.L,BB,0.097
Baya,L,Baya.L,BB,-0.068
Baya,L,Baya.L,BB,0.001
Baya,L,Baya.L,BB,0.186
Baya,L,Baya.L,BC,0.152
Baya,L,Baya.L,BC,-0.051
Baya,L,Baya.L,BC,-0.046
Baya,L,Baya.L,BC,-0.094
Baya,L,Baya.L,BC,0.186
Baya,L,Baya.L,BC,-0.037
Baya,L,Baya.L,BC,0.064
Baya,L,Baya.L,BC,0.103
Baya,L,Baya.L,BC,-0.023
Baya,L,Baya.L,BC,0.23
Baya,L,Baya.L,BC,0.187
Baya,L,Baya.L,BC,0.059
Baya,L,Baya.L,BC,0.026
Baya,L,Baya.L,BC,0.156
Baya,L,Baya.L,BC,0.214
Baya,L,Baya.L,BC,0.07
Baya,L,Baya.L,BC,0.067
Baya,L,Baya.L,BC,0.207
Baya,L,Baya.L,BC,0.064
Baya,L,Baya.L,BC,-0.077
Baya,L,Baya.L,BC,-0.152
Baya,L,Baya.L,BC,0.114
Baya,L,Baya.L,BC,0.171
Baya,L,Baya.L,BC,0.126
Baya,L,Baya.L,BC,0.169
Baya,L,Baya.L,BL,0.003
Baya,L,Baya.L,BL,0.077
Baya,L,Baya.L,BL,0.178
Baya,L,Baya.L,BL,0.064
Baya,L,Baya.L,BL,0.335
Baya,L,Baya.L,BL,-0.152
Baya,L,Baya.L,BL,0.195
Baya,L,Baya.L,BL,0.217
Baya,L,Baya.L,BL,-0.007
Baya,L,Baya.L,BL,0.174
Baya,L,Baya.L,BL,0.203
Baya,L,Baya.L,BL,0.136
Baya,L,Baya.L,BL,-0.003
Baya,L,Baya.L,BL,0.145
Baya,L,Baya.L,BL,-0.053
Baya,L,Baya.L,BL,0.08
Baya,L,Baya.L,BL,0.18
Baya,L,Baya.L,BL,0.181
Baya,L,Baya.L,BL,-0.025
Baya,L,Baya.L,BL,0
Baya,L,Baya.L,BL,0.127
Baya,L,Baya.L,BL,0.008
Baya,L,Baya.L,BL,0.213
Baya,L,Baya.L,BL,0.175
Baya,L,Baya.L,BL,0.005
Baya,L,Baya.L,BRR,0.123
Baya,L,Baya.L,BRR,0.248
Baya,L,Baya.L,BRR,0.177
Baya,L,Baya.L,BRR,-0.11
Baya,L,Baya.L,BRR,0.121
Baya,L,Baya.L,BRR,0.227
Baya,L,Baya.L,BRR,0.077
Baya,L,Baya.L,BRR,0.183
Baya,L,Baya.L,BRR,-0.016
Baya,L,Baya.L,BRR,-0.001
Baya,L,Baya.L,BRR,0.098
Baya,L,Baya.L,BRR,0.082
Baya,L,Baya.L,BRR,0.134
Baya,L,Baya.L,BRR,0.172
Baya,L,Baya.L,BRR,0.058
Baya,L,Baya.L,BRR,0.131
Baya,L,Baya.L,BRR,-0.048
Baya,L,Baya.L,BRR,0.072
Baya,L,Baya.L,BRR,0.277
Baya,L,Baya.L,BRR,0.125
Baya,L,Baya.L,BRR,0.103
Baya,L,Baya.L,BRR,0.018
Baya,L,Baya.L,BRR,-0.026
Baya,L,Baya.L,BRR,0.142
Baya,L,Baya.L,BRR,0.048
Baya,L,Baya.L,GBLUP,0.104
