,,,,,,,,,"Color Tallo",,,,,,,"Color Primario Flor",,,,,,,,,,,,,,,,"Color Baya",,,,,"Color Primario Tuberculo",,,,,"Color Secudario Tuberculo",,,,,,"Color Primario Pulpa",,,,"Color Secundario Pulpa",,,,,,,,,,"Color Primario Brote",,,,,"Color Secundario Brote",,,
11,15062036,"107(011)","LEONA","Tib L49",3,"3 Verde con muchas manchas",144,"A","144A",1,"1 Recto",7,"7 Morado","N80","B","N80B",1,"1 Pálido / Claro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",3,"3 Escasa",1,"1 Globosa",6,"6 Verde con bandas pigmentadas","143A","143A",7,"7 Rojo-morado","N77","D","N77D","1 Pálido / Claro","2 Amarillo",160,"A","160A","4 Manchas dispersas",1,"1 Blanco",155,"A","155A","0 Ausente",0,0,0,"0 Ausente",6,"6 Oblongo","1 Aplanado","5 Medio",4,"4 Morado","N 83","A","N 83A",1,"1 Blanco",155,"B","155B",5,"5 En las yemas",
12,15060042,"107.A(012)","LEONA","Tib L49",4,"4 Pigmentado con abundante verde","N 77","A","N 77A",2,"2 Ondulado",6,"6 Lila","N81","B","N81B",2,"2 Intermedio",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",5,"5 Moderada",1,"1 Globosa",1,"1 Verde","144B","144B",7,"7 Rojo-morado","N77","D","N77D","1 Pálido / Claro","2 Amarillo",160,"A","160A","4 Manchas dispersas",1,"1 Blanco",155,"A","155A","0 Ausente",,,,"0 Ausente",1,"1Comprimodo","1 Aplanado","5 Medio",4,"4 Morado","N 92","C","N 92C",1,"1 Blanco",155,"B","155B",5,"5 En las yemas",
13,15062038,"114.1(013)","OJONA U OJO DE BUEY","Tib L49",2,"2 Verde con pocas manchas",144,"A","144A",1,"1 Recto",7,"7 Morado","N82","A","N82A",3,"3 Intenso / Oscuro",0,"0 Ausente",0,"0 Ausente",7,"7 Rotada",5,"5 Moderada",1,"1 Globosa",2,"2 Verde con pocos puntos blancos","143B","143B",6,"6 Rojo",178,"A","178A","3 Intenso / Oscuro","2 Amarillo",162,"B","162B","4 Manchas dispersas",3,"3 Amarillo claro",160,"C","160C","0 Ausente",,,,"0 Ausente",6,"6 Oblongo","1 Aplanado","3 Superficial",3,"3 Rojo",72,"B","72B",1,"1 Blanco","NN155","B","NN155B",5,"5 En las yemas",
14,15060050,"129(014)","JARDINA MORADA","Tib L49",3,"3 Verde con muchas manchas",144,"A","144A",1,"1 Recto",7,"7 Morado","N82","B","N82B",1,"1 Pálido / Claro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",1,"1 Aborto floral",1,"1 Globosa",5,"5 Verde con áreas pigmentadas","146B","146B",2,"2 Amrillo",165,"D","165D","2 Intermedio","7 Rojo Morado",187,"C","187C","6 Manchas salpicadas",1,"1 Blanco",155,"A","155A","0 Ausente",0,0,0,"0 Ausente",2,"2 Redondo","1 Aplanado","5 Medio",4,"4 Morado","N 81","B","N 81B",1,"1 Blanco","NN155","C","NN155C",5,"5 En las yemas",
15,15060056,"140(015)","OJO DE BUEY","Tib L49",2,"2 Verde con pocas manchas",144,"A","144A",1,"1 Recto",1,"1 Blanco",157,"B","157B",".",".",0,"0 Ausente",0,"0 Ausente",5,"5 Pentagonal",3,"3 Escasa",1,"1 Globosa",1,"1 Verde","144B","144B",2,"2 Amarillo",162,"A","162A","2 Intermedio","5 Rosado ",65,"B","65B","6 Manchas salpicadas",1,"1 Blanco",155,"C","155C","0 Ausente",0,0,0,"0 Ausente",1,"1 Comprimido","0 Ausente","9 Muy profundo",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","C","NN155C",5,"5 En las yemas",
16,15061905,"155(016)","PASTUSA O BARNIZA","Tib L49",3,"3 Verde con muchas manchas",143,"B","143B",2,"2 Ondulado",7,"7 Morado",86,"B","86B",3,"3 Intenso / Oscuro",1,"1  Blanco",3,"3 Acumen (blanco)-Ambos",3,"3 Semi-estrellada",3,"3 Escasa",".",".",".",".",".",".",6,"6 Rojo",178,"A","178A","2 Intermedio","1 Blanco-crema",160,"A","160A","1 En los ojos",2,"2 Crema",160,"D","160D","0 Ausente",,,,"0 Ausente",2,"2 Redondo","1 Aplanado","5 Medio",3,"3 Rojo","N78","B","N78B",1,"1 Blanco","NN155","C","NN155C",5,"5 En las yemas",
17,15060063,"156(017)","CARICINA","Tib L49",5,"5 Pigmentado con poco verde","N 77","A","N 77A",2,"2 Ondulado",7,"7 Morado","N81","A","N81A",3,"3 Intenso / Oscuro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",3,"3 Escasa",1,"1 Globosa",2,"2 Verde con pocos puntos blancos","144C","144C",6,"6 Rojo",183,"B","183B","3 Intenso / Oscuro","0 Ausente",,,,"0 Ausente",4,"4 Amarillo",160,"D","160D","6 Rojo",184,"B","184B","1 Pocas manchas",5,"5 Elíptico","4 Fusiforme","5 Medio",3,"3 Rojo","N78","A","N78A",1,"1 Blanco","NN155","C","NN155C",2,"2 En el ápice",
18,15060070,"168(018)","NEGRA","Tib L49",5,"5 Pigmentado con poco verde","N 77","A","N 77A",1,"1 Recto",7,"7 Morado","N81","A","N81A",3,"3 Intenso / Oscuro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",3,"3 Escasa",1,"1 Globosa",5,"5 Verde con áreas pigmentadas","144A","144A",9,"9 Negruzco","N186","A","N186A","3 Intenso / Oscuro","1 Blanco-crema",160,"A","160A","4 Manchas dispersas",2,"2 Crema",155,"A","155A","7 Morado",83,"A","83A","5 Anillo vascular y médula",2,"2 Redondo","1 Aplanado","5 Medio",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","C","NN155C",5,"5 En las yemas",
19,15062039,"169(019)","MAMPUERA","Tib L49",2,"2 Verde con pocas manchas",144,"A","144A",1,"1 Recto",7,"7 Morado",77,"A","77A",3,"3 Intenso / Oscuro",1,"1  Blanco",3,"3 Acumen (blanco)-Ambos",5,"5 Pentagonal",1,"1 Aborto floral",1,"1 Globosa",1,"1 Verde","143A","143A",1,"1 Blanco-crema",163,"D","163D","1 Pálido / Claro","6 Rojo","N77","D","N77D","3 Alrededor de los ojos",2,"2 Crema",160,"C","160C","0 Ausente",0,0,0,"0 Ausente",2,"2 Redondo","1 Aplanado","5 Medio",4,"4 Morado",83,"A","83A",1,"1 Blanco","NN155","C","NN155C",2,"2 En el ápice",
20,15060072,"178(020)","CHAUCHA BLANCA LARGA O CHAUCHA OCA","Tib L49",2,"2 Verde con pocas manchas",144,"A","144A",2,"2 Ondulado",7,"7 Morado","N87","B","N87B",2,"2 Intermedio",1,"1 Blanco",2,"2 Acumen (blanco)-Envez",3,"3 Semi-estrellada",3,"3 Escasa",1,"1 Globosa",1,"1 Verde","144C","144C",5,"5 Rosado",31,"C","31C","1 Pálido / Claro","2 Amarillo",161,"A","161A","6 Manchas salpicadas",3,"3 Amarillo claro",160,"C","160C","0 Ausente",0,0,0,"0 Ausente",1,"1 Comprimido","0 Ausente","5 Medio",3,"3 Rojo","NN74","B","NN74B",1,"1 Blanco","NN155","B","NN155B",5,"5 En las yemas",
21,15061906,"190(021)","S.N","Tib L49",5,"5 Pigmentado con poco verde","N 77","A","N 77A",1,"1 Recto",7,"7 Morado",92,"A","92A",1,"1 Pálido / Claro",0,"0 Ausente",0,"0 Ausente",5,"5 Pentagonal",5,"5 Moderada",1,"1 Globosa",2,"2 Verde con pocos puntos blancos","144A","144A",9,"9 Negruzco","N186","A","N186A","3 Intenso / Oscuro","0 Ausente",,,,"0 Ausente",2,"2 Crema",155,"A","155A","7 Morado","N79","A","N79A","3 Anillo vascular angosto",1,"1 Comprimido","1 Aplanado","5 Medio",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","D","NN155D",2,"2 En el ápice",
22,15061907,"198.1(022)","ALGODONA","Tib L49",1,"1 Verde",144,"B","144B",1,"1 Recto",1,"1 Blanco",157,"B","157B",".",".",0,"0 Ausente",0,"0 Ausente",7,"7 Rotada",5,"5 Moderada",1,"1 Globosa",6,"6 Verde con bandas pigmentadas","146A","146A",2,"2 Amarillo",160,"A","160A","2 Intermedio","0 Ausente",,,,"0 Ausente",3,"3 Amarillo claro",160,"C","160C","0 Ausente",,,,"0 Ausente",6,"6 Oblongo","1 Aplanado","3 Superficial",1,"1 Blanco","NN155","A","NN155A",4,"4 Morado","N78","B","N78B",4,"4 Muchas manchas a lo largo",
23,15060081,"203(023)","PINTADA","Tib L49",3,"3 Verde con muchas manchas",144,"A","144A",1,"1 Recto",7,"7 Morado",92,"A","92A",1,"1 Pálido / Claro",8,"8 Violeta",6,"6 Bandas en el Envez",7,"7 Rotada",3,"3 Escasa",3,"3 Ovoide",5,"5 Verde con áreas pigmentadas","146C","146C",2,"2 Amarillo",162,"B","162B","2 Intermedio","8 Morado",187,"B","187B","6 Manchas salpicadas",2,"2 Crema",155,"B","155B","0 Ausente",0,0,0,"0 Ausente",1,"1 Comprimido","1 Aplanado","5 Medio",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","B","NN155B",5,"5 En las yemas",
24,15062331,"204(024)","NEGRA CEJI-BLANCA","Tib L49",3,"3 Verde con muchas manchas",144,"A","144A",1,"1 Recto",7,"7 Morado","N81","B","N81B",1,"1 Pálido / Claro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",3,"3 Escasa",1,"1 Globosa",5,"5 Verde con áreas pigmentadas","156A","156A",8,"8 Morado","N77","D","N77D","1 Pálido / Claro","1 Blanco-crema",164,"C","164C","3 Alrededor de los ojos",1,"1 Blanco",155,"A","155A","0 Ausente",0,0,0,"0 Ausente",2,"2 Redondo","1 Aplanado","5 Medio",4,"4 Morado","N82","A","N82A",1,"1 Blanco","NN155","B","NN155B",2,"2 En el ápice",
25,15060082,"204.A(025)","NEGRA CEJI-BLANCA","Tib L49",3,"3 Verde con muchas manchas",144,"A","144A",2,"2 Ondulado",7,"7 Morado",83,"B","83B",3,"3 Intenso / Oscuro",0,"0 Ausente",0,"0 Ausente",7,"7 Rotada",3,"3 Escasa",1,"1 Globosa",4,"4 Verde con abundantes puntos blancos","146A","146A",2,"2 Amarillo",160,"A","160A","1 Pálido / Claro","8 Morado","N79","A","N79A","6 Manchas salpicadas",2,"2 Crema",155,"A","155A","0 Ausente",0,0,0,"0 Ausente",2,"2 Redondo","1 Aplanado","5 Medio",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","A","NN155A",5,"5 En las yemas",
26,15062332,"205.A(026)","ROSADA","Tib L49",3,"3 Verde con muchas manchas",144,"A","144A",2,"2 Ondulado",7,"7 Morado",72,"B","72B",1,"1 Pálido / Claro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",3,"3 Escasa",1,"1 Globosa",1,"1 Verde","144B","144B",8,"8 Morado","N77","B","N77B","2 Intermedio","1 Blanco-crema",165,"D","165D","6 Manchas salpicadas",2,"2 Crema",155,"A","155A","0 Ausente",,,,"0 Ausente",2,"2 Redondo","1 Aplanado","3 Superficial",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","B","NN155B",5,"5 En las yemas",
27,15061908,"206(027)","MARGARITA","Tib L49",4,"4 Pigmentado con abundante verde","N 77","A","N 77A",2,"2 Ondulado",7,"7 Morado",72,"B","72B",3,"3 Intenso / Oscuro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",3,"3 Escasa",1,"1 Globosa",1,"1 Verde","146B","146B",6,"6 Rojo",183,"B","183B","3 Intenso / Oscuro","8 Morado","N186","B","N186B","6 Manchas salpicadas",3,"3 Amarillo claro",162,"D","162D","0 Ausente",,,,"0 Ausente",2,"2 Redondo","0 Ausente","3 Superficial",4,"4 Morado","N81","B","N81B",1,"1 Blanco","NN155","B","NN155B",5,"5 En las yemas",
28,15060085,"214(028)","BLANCA LECHE","Tib L49",3,"3 Verde con muchas manchas",144,"A","144A",1,"1 Recto",7,"7 Morado","N88","A","N88A",2,"2 Intermedio",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",7,"7 Profusa",1,"1 Globosa",1,"1 Verde","143B","143B",9,"9 Negruzco","N187","A","N187A","3 Intenso / Oscuro","0 Ausente",0,0,0,"0 Ausente",2,"2 Crema",155,"B","155B","0 Ausente",0,0,0,"0 Ausente",2,"2 Redondo","0 Ausente","5 Medio",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","B","NN155B",2,"2 En el ápice",
29,15061909,"214.1(029)","BLANCA LECHE","Tib L49",3,"3 Verde con muchas manchas",144,"A","144A",1,"1 Recto",7,"7 Morado","N81","A","N81A",3,"3 Intenso / Oscuro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",7,"7 Profusa",1,"1 Globosa",6,"6 Verde con bandas pigmentadas","144C","144C",9,"9 Negruzco","N186","B","N186B","3 Intenso / Oscuro","0 Ausente",0,0,0,"0 Ausente",2,"2 Crema",160,"D","160D","0 Ausente",0,0,0,"0 Ausente",1,"1 Comprimido","0 Ausente","7 Profundo",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","B","NN155B",5,"5 En las yemas",
30,15060087,"216.A(030)","ROSA","Tib L49",5,"5 Pigmentado con poco verde","N 77","A","N 77A",1,"1 Recto",7,"7 Morado","N80","A","N80A",3,"3 Intenso / Oscuro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",3,"3 Escasa",1,"1 Globosa",6,"6 Verde con bandas pigmentadas","146B","146B",9,"8 Morado","N187","A","N187A","3 Intenso / Oscuro","1 Blanco-crema",162,"C","162C","4 Manchas dispersas",1,"1 Blanco","NN155","A","NN155A","7 Morado","N79","B","N79B","5 Anillo vascular y médula",2,"2 Redondo","1 Aplanado","5 Medio",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","B","NN155B",5,"5 En las yemas",
31,15060090,"224(031)","GUATA","Tib L49",2,"2 Verde con pocas manchas",144,"A","144A",1,"1 Recto",7,"7 Morado","N80","A","N80A",1,"1 Pálido / Claro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",3,"3 Escasa",1,"1 Globosa",1,"1 Verde","144B","144B",8,"8 Morado","N77","B","N77B","1 Pálido / Claro","2 Amarillo",162,"C","162C","6 Manchas salpicadas",1,"1 Blanco",155,"B","155B","0 Ausente",0,0,0,"0 Ausente",2,"2 Redondo","1 Aplanado","5 Medio",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","C","NN155C",2,"2 En el ápice",
32,15060097,"255(032)","CARETA","Tib L49",1,"1 Verde",144,"A","144A",1,"1 Recto",7,"7 Morado","N88","C","N88C",1,"1 Pálido / Claro",1,"1 Blanco",3,"3 Acumen (blanco)-Ambos",3,"3 Semi-estrellada",1,"1 Aborto floral",1,"1 Globosa",1,"1 Verde","143B","143B",2,"2 Amarillo",161,"A","161A","2 Intermedio","0 Ausente",0,,0,"0 Ausente",1,"1 Blanco",155,"B","155B","0 Ausente",0,0,0,"0 Ausente",6,"6 Oblongo","1 Aplanado","3 Superficial",2,"2 Rosado",75,"C","75C",1,"1 Blanco","NN155","A","NN155A",2,"2 En el ápice",
33,15060100,"262(033)","COLORADA CHIQUITA","Tib L49",3,"3 Verde con muchas manchas",144,"A","144A",1,"1 Recto",1,"1 Blanco",157,"B","157B",".",".",0,"0 Ausente",0,"0 Ausente",5,"5 Pentagonal",5,"5 Moderada",1,"1 Globosa",1,"1 Verde","145B","145B",7,"7 Rojo-morado",183,"D","183D","3 Intenso / Oscuro","2 Amarillo",161,"A","161A","0 Ausente",2,"2 Crema",160,"C","160C","0 Ausente",0,0,0,"0 Ausente",2,"6 Oblongo","0 Ausente","7 Profundo",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","C","NN155C",5,"5 En las yemas",
34,15060101,"263(034)","GUATA BLANCA","Tib L49",2,"2 Verde con pocas manchas",144,"A","144A",2,"2 Ondulado",1,"1 Blanco",157,"B","157B",".",".",0,"0 Ausente",0,"0 Ausente",5,"5 Pentagonal",3,"3 Escasa",1,"1 Globosa",5,"5 Verde con áreas pigmentadas","143A","143A",8,"8 Morado","N77","D","N77D","1 Pálido / Claro","1 Blanco-crema",160,"A","160A","6 Manchas salpicadas",2,"2 Crema",155,"A","155A","0 Ausente",,,,"0 Ausente",2,"2 Redondo","1 Aplanado","3 Superficial",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","C","NN155C",5,"5 En las yemas",
35,15060102,"268(035)","GUATA BLANCA","Tib L49",2,"2 Verde con pocas manchas",144,"A","144A",2,"2 Ondulado",1,"1 Blanco",157,"B","157B",".",".",0,"0 Ausente",0,"0 Ausente",7,"7 Rotada",3,"3 Escasa",1,"1 Globosa",1,"1 Verde","144A","144A",9,"9 Negruzco",187,"B","187B","3 Intenso / Oscuro","0 Ausente",0,0,0,"0 Ausente",1,"1 Blanco",155,"A","155A","7 Morado",77,"A","77A","5 Anillo vascular y médula",2,"2 Redondo","1 Aplanado","5 Medio",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","C","NN155C",5,"5 En las yemas",
36,15061910,"301.1(037)","PATIPASA O RAIZUDA","Tib L49",3,"3 Verde con muchas manchas",144,"A","144A",2,"2 Ondulado",7,"7 Morado",83,"B","83B",3,"3 Intenso / Oscuro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",7,"7 Profusa",1,"1 Globosa",5,"5 Verde con áreas pigmentadas","144A","144A",8,"8 Morado","N77","D","N77D","1 Pálido / Claro","0 Ausente",0,0,0,"0 Ausente",2,"2 Crema",155,"A","155A","0 Ausente",0,0,0,"0 Ausente",2,"2 Redondo","1 Aplanado","3 Superficial",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","C","NN155C",5,"5 En las yemas",
37,15060110,"305(038)","TUQUERREÑA","Tib L49",5,"5 Pigmentado con poco verde","N 77","A","N 77A",1,"1 Recto",7,"7 Morado","N81","A","N81A",3,"3 Intenso / Oscuro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",7,"7 Profusa",1,"1 Globosa",5,"5 Verde con áreas pigmentadas","144A","144A",8,"8 Morado","N77","A","N77A","3 Intenso / Oscuro","2 Amarillo",162,"A","162A","4 Manchas dispersas",2,"2 Crema",155,"A","155A","7 Morado","N67","B","N67B","5 Anillo vascular y médula",2,"2 Redondo","1 Aplanado","5 Medio",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","B","NN155B",5,"5 En las yemas",
38,15060112,"308(039)","CARETA","Tib L49",2,"2 Verde con pocas manchas",144,"A","144A",1,"1 Recto",8,"8 Violeta","N87","A","N87A",3,"3 Intenso / Oscuro",0,"0 Ausente",0,"0 Ausente",7,"7 Rotada",3,"3 Escasa",1,"1 Globosa",5,"5 Verde con áreas pigmentadas","146A","146A",6,"6 Rojo",187,"B","187B","3 Intenso / Oscuro","1 Blanco-crema",161,"A","161A","1 En los ojos",3,"3 Amarillo claro",160,"D","160D","0 Ausente",,,,"0 Ausente",2,"2 Redondo","1 Aplanado","5 Medio",4,"4 Morado","N92","C","N92C",1,"1 Blanco","NN155","C","NN155C",5,"5 En las yemas",
39,15060114,"310(040)","CARETA BLANCA","Tib L49",2,"2 Verde con pocas manchas",144,"A","144A",1,"1 Recto",7,"7 Morado",86,"C","86C",3,"3 Intenso / Oscuro",1,"1  Blanco",2,"2 Acumen (blanco)-Envez",7,"7 Rotada",5,"5 Moderada",5,"5 Cónica",4,"4 Verde con abundantes puntos blancos","144A","144A",8,"8 Morado",183,"D","183D","1 Pálido / Claro","1 Blanco-crema",161,"A","161A","6 Manchas salpicadas",2,"2 Crema",155,"A","155A","0 Ausente",0,0,0,"0 Ausente",2,"2 Redondo","1 Aplanado","3 Superficial",4,"4 Morado",83,"D","83D",1,"1 Blanco",155,"B","155B",2,"2 En el ápice",
