SAMPLES,c1_14770,c1_15521,c1_16021,c1_8132,c1_8353,c1_8518,c2_1506,c2_22205,c2_23841,c2_26165,c2_26167,c2_26210,c2_26211,c2_2653,c2_31180,c2_32644,c2_34002,c2_35101,c2_37762,c2_44712,c2_49128,c2_50502,c2_52067,c2_56238,c2_57678
15060910,1,4,4,4,2,4,4,2,2,3,1,2,3,2,1,4,2,3,1,3,3,1,2,4,3
15061007,2,3,4,4,2,4,4,1,3,2,3,2,4,1,4,4,3,3,1,4,2,2,4,4,2
15061011,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061122,0,4,4,4,2,3,4,2,2,2,2,3,2,2,4,2,2,4,2,3,1,0,2,4,3
15061204,1,NA,2,4,4,4,2,4,1,3,1,2,2,3,4,4,3,4,1,4,1,1,3,2,3
15061213,1,4,4,3,0,3,4,3,2,3,1,1,3,3,2,3,1,3,2,3,2,2,2,4,2
15061215,1,4,4,3,0,3,4,3,2,3,1,1,3,3,2,3,1,3,2,3,2,2,2,4,2
15061216,1,3,3,4,3,4,3,3,4,3,1,2,2,0,4,4,2,4,1,4,2,1,3,3,1
15061225,1,4,3,4,2,4,4,1,2,3,1,1,4,3,3,3,2,3,1,3,3,1,4,4,2
15061226,2,3,4,4,1,4,3,2,4,4,1,2,2,0,3,4,2,4,2,2,2,2,4,3,3
15061237,2,4,3,4,3,4,3,2,3,3,2,3,3,1,3,3,2,3,1,4,3,0,3,3,0
15061256,1,4,3,4,2,4,2,1,2,2,3,2,3,2,4,4,4,2,0,3,1,2,4,2,1
15061257,3,3,2,4,3,4,4,2,4,1,3,4,3,0,3,4,1,4,3,3,1,1,3,4,2
15061258,2,4,3,4,0,4,3,2,3,2,2,3,3,1,4,4,4,3,0,3,1,2,3,3,1
15061259,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061261,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,2,3,4,1
15061262,2,3,4,3,1,2,4,2,1,3,1,1,3,1,2,4,3,4,2,4,2,1,3,4,2
15061263,3,3,4,3,2,2,4,3,1,4,0,0,4,0,3,4,3,4,2,4,3,1,3,4,1
15061264,2,3,4,3,1,2,4,2,1,3,1,1,3,2,2,3,2,NA,2,4,2,1,3,4,2
15061265,2,4,4,3,2,3,3,3,3,3,1,1,3,1,3,4,3,4,1,3,1,2,4,3,1
15061270,2,4,4,4,1,3,4,3,4,1,2,2,2,1,3,3,3,4,0,3,1,2,4,4,1
15061271,1,4,4,4,0,4,2,1,3,2,1,2,2,2,1,3,4,3,0,4,1,1,3,2,2
15061273,2,4,4,3,1,3,3,3,3,3,1,1,3,1,3,4,3,4,1,3,1,2,4,3,1
15061274,1,3,4,3,1,3,4,1,2,4,0,1,3,1,2,4,2,4,1,3,3,2,2,4,1
15061277,1,4,4,4,1,4,3,2,1,4,1,2,3,3,2,4,3,3,2,4,1,3,2,4,1
15061279,1,4,4,4,1,3,3,2,3,1,2,2,2,2,3,3,3,3,0,3,2,2,3,3,1
15061281,1,4,4,3,0,3,4,3,2,3,1,1,3,3,2,3,1,3,2,3,2,2,2,4,2
15061283,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061286,1,4,4,4,0,4,2,1,3,2,1,2,2,2,1,3,4,3,0,4,1,1,3,2,2
15061288,1,4,4,3,0,3,4,3,2,3,1,1,3,3,2,3,1,3,2,3,2,2,2,4,2
15061289,1,4,4,3,0,3,4,3,2,3,1,1,3,3,2,3,1,3,2,3,2,2,2,4,2
15061290,2,4,3,4,2,3,3,2,1,2,1,2,2,2,1,4,1,3,1,4,3,1,2,3,3
15061291,2,NA,4,4,1,4,3,4,4,2,2,2,2,0,2,3,4,4,1,4,1,1,4,4,0
15061293,1,3,4,2,1,3,3,3,4,1,3,2,2,0,3,4,3,2,2,4,2,2,4,3,1
15061295,1,4,4,2,1,4,3,3,3,3,2,1,4,1,4,3,3,1,3,3,2,2,3,3,1
15061296,1,3,4,3,0,3,3,2,4,2,2,2,2,0,2,2,3,4,1,3,3,1,4,3,2
15061297,1,4,3,4,2,4,2,1,2,2,3,2,3,2,4,4,4,2,0,3,1,2,4,2,1
15061298,2,4,4,4,0,2,4,2,3,1,3,3,1,1,4,4,4,4,0,4,1,0,4,4,2
15061300,1,4,4,3,0,3,3,3,4,2,1,1,3,0,3,4,3,3,2,4,3,2,4,3,1
15061301,2,4,4,4,0,2,4,2,3,1,3,3,1,1,4,4,4,4,0,4,1,0,4,4,2
15061302,0,3,4,3,0,3,4,2,4,1,3,3,1,2,2,2,4,4,1,4,2,0,4,4,1
15061303,1,4,4,3,0,4,4,3,0,3,1,2,2,2,2,3,1,4,2,3,2,2,1,4,2
15061305,1,3,4,3,1,3,4,2,2,3,2,3,2,0,2,3,2,4,1,3,1,0,3,4,1
15061307,1,4,3,4,1,2,4,1,3,1,2,3,3,2,4,4,3,3,1,2,2,1,4,4,1
15061312,2,NA,4,4,1,4,3,4,4,2,2,2,2,0,2,3,4,4,1,4,1,1,4,4,0
15061313,2,4,4,3,1,3,4,3,1,2,1,1,3,1,3,4,3,3,0,3,1,2,3,4,2
15061314,0,3,4,4,1,3,3,1,3,3,1,2,2,1,3,4,3,3,0,4,2,2,3,3,2
15061317,2,3,4,3,2,2,4,2,1,3,1,1,3,1,2,4,3,4,2,4,2,1,3,4,2
15061320,3,3,4,4,3,3,4,2,2,1,4,4,3,2,3,2,1,4,2,2,3,1,2,4,1
15061323,1,4,3,4,2,4,4,1,2,3,1,1,4,3,3,3,2,2,1,3,3,1,4,4,2
15061324,1,4,4,3,1,3,2,2,1,1,3,3,3,1,1,4,0,4,NA,4,2,2,3,3,1
15061327,3,4,4,4,2,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,2,3,4,1
15061329,3,3,4,3,0,4,3,3,4,2,3,3,2,2,3,4,3,4,1,4,1,0,4,4,0
15061330,0,4,3,3,1,3,4,1,3,3,1,2,2,1,1,4,2,4,1,4,2,0,4,4,1
15061331,1,3,4,3,0,3,4,2,3,2,1,2,2,0,3,4,4,3,2,4,1,1,3,4,1
15061335,0,4,4,3,2,4,4,1,4,2,2,2,2,2,3,3,3,3,1,3,2,0,4,4,2
15061336,3,4,4,4,2,4,4,2,3,2,2,2,2,2,2,4,3,4,1,3,1,2,3,4,2
15061340,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061342,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061344,2,3,4,4,2,3,4,2,3,2,3,3,2,3,4,2,3,4,1,3,1,2,4,4,2
15061345,1,4,4,3,0,4,3,3,3,3,1,1,3,2,2,4,3,4,1,4,1,1,4,4,2
15061346,1,4,4,3,0,4,3,3,3,3,1,1,3,2,2,4,3,4,1,4,1,1,4,4,2
15061347,1,4,3,3,1,4,3,2,3,2,3,2,4,0,4,4,2,3,2,4,2,1,3,3,2
15061349,1,4,4,3,0,4,4,2,3,3,1,2,2,1,4,4,3,2,1,4,2,1,3,4,2
15061352,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061353,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061355,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061360,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061364,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,2,4,4,2
15061365,1,4,4,3,0,3,4,3,2,3,1,1,3,3,2,3,1,3,2,3,2,2,2,4,2
15061367,1,4,4,3,0,3,4,3,2,3,1,1,3,3,2,3,1,3,2,3,2,2,2,4,2
15061368,1,3,4,3,0,3,4,2,3,4,0,0,4,2,1,4,3,3,1,4,0,1,4,4,1
15061369,1,3,4,3,0,3,4,2,3,4,0,0,4,2,1,4,3,3,1,4,0,1,4,4,1
15061370,1,4,4,3,0,4,3,3,3,3,1,1,3,2,2,4,3,4,1,4,1,2,4,4,2
15061377,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061378,0,4,4,3,1,4,4,1,4,2,2,2,2,2,3,3,3,3,1,3,2,0,4,4,2
15061380,1,4,3,3,1,4,3,2,3,2,3,2,4,0,4,4,2,3,2,4,2,1,3,3,2
15061382,1,4,3,4,2,4,4,1,2,3,1,1,4,3,3,3,2,3,1,3,3,1,4,4,2
15061383,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,2,4,4,2
15061384,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061385,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061386,1,3,4,3,0,3,4,2,3,4,0,0,4,2,1,4,3,3,1,4,0,1,4,4,1
15061388,1,3,4,4,2,3,4,3,3,2,2,2,2,0,2,4,3,4,0,4,1,2,3,4,1
15061389,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061390,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061392,0,4,3,4,2,4,3,3,4,3,2,3,2,2,3,3,1,4,3,3,3,2,4,3,1
15061394,2,3,4,3,1,2,4,2,1,3,1,1,3,1,2,4,3,4,2,4,2,1,3,4,2
15061396,2,3,4,3,1,2,4,2,1,3,1,1,3,1,2,4,3,4,2,4,2,1,3,4,2
15061404,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061406,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061410,2,4,3,3,1,4,4,2,3,0,4,4,0,2,1,4,2,3,2,2,3,2,4,4,1
15061411,3,4,4,3,1,2,4,4,3,2,2,2,3,1,3,4,2,4,2,2,1,1,3,4,1
15061414,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061415,2,4,4,3,0,4,3,1,3,3,2,2,3,1,3,4,3,3,2,4,2,1,3,3,0
15061417,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061418,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061419,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061420,3,3,4,4,3,3,4,2,2,1,4,4,3,2,3,2,1,4,2,2,3,1,2,4,1
15061421,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,2,3,4,1
15061422,2,3,4,3,0,4,4,2,4,1,3,3,1,0,2,4,1,4,NA,3,1,0,4,4,1
15061423,3,3,4,3,0,4,4,2,4,1,3,3,2,0,2,4,1,4,NA,3,2,0,4,4,1
15061424,2,4,3,4,0,4,3,2,3,2,2,3,3,1,4,4,4,3,0,3,1,2,3,3,1
15061425,1,4,4,3,0,4,3,3,3,3,1,1,3,2,2,4,3,4,1,4,1,1,4,4,2
15061430,1,4,4,3,0,4,3,3,3,3,1,1,3,2,2,4,3,4,1,4,1,1,4,4,2
15061434,2,4,4,3,0,4,3,1,3,3,2,2,3,1,3,4,3,3,2,4,2,1,3,3,0
15061435,3,NA,4,3,2,3,4,3,3,2,2,2,2,2,2,2,2,4,1,3,1,1,3,4,1
15061436,1,3,4,2,1,3,4,2,2,3,1,2,2,2,2,2,2,4,3,3,2,0,3,4,1
15061437,2,4,3,3,2,3,3,4,3,3,2,3,3,1,4,4,2,3,2,4,2,2,3,3,1
15061438,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061439,2,4,3,3,2,3,3,4,3,3,2,3,3,1,4,4,2,3,2,4,2,2,3,3,1
15061441,1,4,4,3,0,3,3,3,4,2,1,1,3,0,3,4,3,3,2,4,3,1,4,3,1
15061442,3,4,4,3,1,2,4,4,3,2,2,2,3,1,3,4,2,4,2,2,1,2,3,4,1
15061443,1,3,4,2,1,3,4,2,2,3,1,2,2,2,2,2,2,4,3,3,2,0,3,4,1
15061444,3,3,4,3,0,2,2,4,3,2,2,2,3,1,2,4,2,3,1,3,0,1,3,2,1
15061445,1,4,4,3,0,3,3,3,4,2,1,1,3,0,3,4,3,3,2,4,3,1,4,3,1
15061447,2,3,4,3,0,4,4,2,4,1,2,3,2,0,2,4,1,4,2,3,1,0,4,4,1
15061453,1,4,4,3,0,3,3,3,4,2,1,1,3,0,3,4,3,3,2,4,3,1,4,3,1
15061458,1,4,4,3,0,4,3,3,3,3,1,1,3,2,2,4,3,4,1,4,1,1,4,4,2
15061459,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061461,1,4,4,3,0,4,3,3,3,3,1,1,3,2,2,4,3,4,1,4,1,1,4,4,2
15061462,2,4,3,3,2,3,3,4,3,3,2,3,3,1,4,4,2,3,2,4,2,2,3,3,1
15061463,3,3,4,3,0,NA,4,3,4,2,2,2,2,1,2,4,2,NA,2,3,1,0,4,4,1
15061469,2,3,4,4,2,3,4,2,3,2,3,3,2,3,4,3,3,4,1,3,1,2,4,4,2
15061470,0,4,4,4,2,3,4,2,2,2,2,3,2,2,4,3,2,4,2,3,1,0,2,4,3
15061471,0,4,4,4,2,3,4,2,2,2,2,3,2,2,4,3,2,4,2,3,1,0,2,4,3
15061475,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,2,3,4,1
15061477,3,3,4,3,0,2,2,4,3,2,2,2,3,1,2,4,2,3,1,3,0,1,3,2,1
15061478,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061479,2,3,4,3,0,4,4,3,4,1,3,3,2,0,2,4,1,4,NA,3,1,0,4,4,1
15061480,1,4,4,3,0,3,3,3,4,2,1,1,3,0,3,4,3,3,2,4,3,1,4,3,1
15061481,2,4,4,3,1,3,4,3,1,2,1,1,3,1,3,4,3,3,0,3,1,2,3,4,2
15061482,1,3,4,2,1,3,4,2,2,3,1,2,2,2,2,3,2,4,3,3,2,0,3,4,2
15061484,2,4,4,4,1,3,4,3,4,1,2,2,2,1,3,3,3,4,0,3,1,2,4,4,1
15061485,1,3,4,2,1,3,4,2,2,3,1,2,2,2,2,3,2,4,3,3,2,0,3,4,1
15061487,1,4,3,4,1,3,2,3,2,2,2,3,3,1,3,4,3,2,1,3,2,3,2,2,1
15061488,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061489,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061490,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061492,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061493,1,4,3,3,1,4,3,2,3,2,3,2,4,0,4,4,2,3,2,4,2,1,3,3,2
15061495,1,4,3,3,1,4,3,2,3,2,3,2,4,0,4,4,2,3,2,4,2,1,3,3,2
15061498,1,4,4,3,0,3,3,2,4,3,2,3,2,1,3,4,3,3,1,3,3,0,4,3,1
15061500,1,3,4,2,1,3,4,2,2,3,1,2,2,2,2,2,2,4,3,3,2,0,3,4,1
15061501,1,4,3,4,2,4,3,2,4,3,1,2,3,2,3,3,2,4,0,3,2,2,3,3,2
15061503,2,3,4,3,0,4,4,2,4,1,3,3,1,0,2,4,1,4,NA,3,1,0,4,4,1
15061504,1,4,3,4,2,4,4,1,2,3,1,1,4,3,3,3,2,3,1,3,3,1,4,4,2
15061505,1,4,4,4,0,4,2,1,3,2,1,2,2,2,1,3,4,3,0,4,1,1,3,2,2
15061507,3,4,4,3,1,2,4,4,3,2,2,2,3,1,3,4,2,4,2,2,1,1,3,4,1
15061508,3,4,4,3,1,2,4,4,3,2,2,2,3,1,3,4,2,4,2,2,1,1,3,4,1
15061509,2,3,3,3,0,3,3,2,3,2,2,2,3,1,3,4,3,4,1,3,1,2,3,3,0
15061511,2,3,3,3,0,3,3,2,3,2,2,2,3,1,3,4,3,4,1,3,1,2,3,3,0
15061514,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061516,1,4,3,4,2,4,3,2,4,3,1,2,3,2,3,3,2,4,0,3,2,2,3,3,1
15061517,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061518,3,3,4,3,0,4,4,3,4,1,3,3,1,0,2,4,1,4,NA,3,1,0,4,4,1
15061520,3,3,4,3,2,2,3,3,3,2,1,1,4,1,3,4,2,3,1,2,2,2,3,3,2
15061521,2,4,4,3,0,3,4,2,3,3,1,2,3,0,2,4,1,3,NA,2,2,2,3,4,1
15061523,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061524,1,4,4,4,2,4,4,2,1,2,3,3,3,1,4,3,2,3,1,3,1,0,1,4,1
15061525,3,4,4,3,1,2,4,4,3,2,2,2,3,1,3,4,2,4,2,2,1,1,3,4,1
15061526,2,4,3,3,0,NA,3,2,3,2,2,2,3,1,4,4,4,3,1,3,1,2,3,3,1
15061528,2,4,3,3,1,4,3,2,3,2,3,2,4,0,4,4,2,3,2,4,2,1,3,3,3
15061530,3,4,4,3,1,2,4,4,3,2,2,2,3,1,3,4,2,4,2,2,1,1,3,4,1
15061533,3,4,4,3,1,3,4,4,3,2,2,1,3,1,3,4,2,4,2,2,1,2,3,4,1
15061534,1,4,4,4,0,3,2,2,3,3,2,1,3,1,3,4,1,3,0,2,1,1,2,2,2
15061535,2,4,3,3,1,4,3,2,3,2,3,2,4,0,4,4,2,3,NA,4,2,1,3,3,3
15061536,3,4,4,3,1,3,4,4,3,2,2,2,3,1,3,4,2,4,2,2,1,1,3,4,1
15061537,2,3,4,3,1,2,4,2,1,3,1,1,3,1,2,4,3,4,2,4,2,1,3,4,2
15061538,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061539,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061542,2,4,4,3,1,3,4,3,1,2,1,1,3,1,3,4,3,3,0,3,1,2,3,4,2
15061543,2,4,4,3,0,3,4,3,2,3,1,1,3,3,2,2,1,3,2,3,2,2,2,4,2
15061546,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,NA,4,2,0,3,3,1
15061549,1,4,4,4,1,3,3,2,3,1,2,2,2,2,3,3,3,3,0,3,2,2,3,3,1
15061550,2,4,3,4,0,4,3,2,3,2,2,3,3,1,4,4,4,3,0,3,1,2,3,3,1
15061551,2,3,4,2,1,3,4,2,2,3,1,2,2,2,2,2,2,4,3,3,2,0,3,4,2
15061553,3,4,4,4,3,4,4,2,1,2,2,2,3,3,2,3,2,4,2,2,2,2,4,4,3
15061555,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061556,2,3,4,2,1,3,4,2,2,3,1,2,2,2,2,3,2,4,3,3,2,0,3,4,1
15061557,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061561,2,4,4,4,1,3,4,2,2,2,2,4,1,0,4,4,2,4,0,2,2,1,3,3,2
15061564,3,3,4,3,0,4,4,2,4,1,2,3,1,0,2,4,1,4,NA,3,2,0,4,4,1
15061565,2,4,3,4,2,3,3,1,3,3,2,3,3,3,3,3,2,3,1,2,2,2,3,3,2
15061566,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061567,1,4,4,4,3,4,NA,2,2,2,3,3,1,3,0,3,2,3,1,4,2,1,2,NA,0
15061571,3,4,4,4,1,2,4,3,3,2,2,3,1,3,2,4,3,3,0,2,2,2,3,4,3
15061575,2,4,4,4,2,3,4,3,4,1,2,2,2,1,3,2,3,4,0,3,1,2,4,4,1
15061576,0,4,4,4,2,3,4,2,2,2,2,3,2,2,4,3,2,4,2,3,1,0,2,4,3
15061577,3,3,4,3,0,4,3,3,4,2,3,3,2,2,3,4,3,4,1,4,1,0,4,4,0
15061580,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061585,0,4,4,4,2,3,4,2,2,2,2,3,2,2,4,3,2,4,2,3,1,0,2,4,3
15061586,0,4,4,4,2,3,4,2,2,2,2,3,2,2,4,3,2,4,2,3,1,0,2,4,3
15061588,1,3,4,2,2,3,4,2,2,3,2,2,2,2,2,3,2,4,3,3,2,0,3,4,1
15061601,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,2,4,4,2
15061602,3,4,4,3,3,NA,NA,2,1,2,2,2,2,2,1,3,2,4,1,3,1,1,4,4,2
15061604,3,4,3,3,1,4,3,2,2,3,1,1,2,2,3,3,2,4,1,4,3,4,4,3,2
15061608,0,4,4,4,2,3,4,2,2,2,2,3,2,2,4,3,2,4,2,3,1,0,2,4,3
15061609,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061610,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061614,1,4,3,4,2,4,4,1,2,3,1,1,4,3,3,3,2,3,1,3,3,1,4,4,2
15061621,1,4,3,4,2,4,3,2,4,3,1,2,3,2,3,2,2,4,0,3,2,2,3,3,2
15061622,3,4,4,4,1,3,NA,2,3,2,1,1,3,2,3,4,3,3,0,2,0,2,3,4,1
15061626,0,4,3,3,2,4,2,2,3,2,1,1,3,3,2,3,3,NA,0,4,2,2,3,2,2
15061627,3,4,4,4,1,2,4,4,3,2,1,1,3,2,3,4,3,2,0,4,1,2,3,4,2
15061628,2,3,3,3,0,3,3,2,3,2,2,2,3,1,3,4,3,4,1,3,1,2,3,3,0
15061629,2,4,4,4,1,3,3,2,3,3,1,2,4,0,4,4,3,4,1,1,1,4,3,3,1
15061630,1,4,4,4,0,3,2,2,3,3,2,1,3,1,3,4,1,3,0,2,1,1,2,2,2
15061632,1,4,3,4,1,4,4,1,2,3,1,1,4,3,3,3,2,3,1,3,3,1,4,4,1
15061633,1,3,3,3,1,4,4,0,2,3,1,2,2,1,3,3,1,4,0,4,1,1,3,4,1
15061638,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061639,1,4,3,3,2,4,4,2,3,3,2,2,2,3,1,3,1,2,2,2,3,1,3,4,0
15061640,1,3,4,4,1,4,2,1,3,1,2,2,2,1,2,4,4,4,0,3,2,2,3,2,1
15061641,1,4,3,3,2,4,4,2,3,3,2,2,2,3,1,3,1,2,2,2,3,1,3,4,0
15061642,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061645,2,3,4,3,1,4,2,1,3,1,2,2,2,1,2,4,4,4,0,3,2,2,3,2,1
