SAMPLES,c1_14770,c1_15521,c1_16021,c1_8132,c1_8353,c1_8518,c2_1506,c2_22205,c2_23841,c2_26165,c2_26167,c2_26210,c2_26211,c2_2653,c2_31180,c2_32644,c2_34002,c2_35101,c2_37762,c2_44712,c2_49128,c2_50502,c2_52067,c2_56238,c2_57678
15061731,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061655,1,3,4,4,2,4,2,1,1,1,2,4,2,2,3,4,3,3,1,3,2,1,4,4,2
15061661,1,4,3,4,1,4,4,1,2,3,1,1,4,3,3,2,2,3,1,3,3,1,4,4,2
15061499,2,4,4,3,1,3,4,3,1,2,1,1,3,1,3,4,3,3,0,3,1,2,3,4,2
15061647,3,4,4,3,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061612,3,3,4,4,1,4,4,3,3,2,2,3,3,1,3,3,3,4,1,1,1,3,3,4,0
15061742,2,4,4,3,1,3,4,3,1,2,1,1,3,1,3,4,3,3,0,3,1,2,3,4,2
15061710,1,4,4,4,0,3,2,2,3,3,2,1,3,1,3,4,1,3,0,2,1,1,2,2,2
15062372,1,4,3,4,1,3,4,2,3,1,2,2,2,1,4,3,4,4,0,4,1,2,3,4,2
15061583,1,4,3,4,1,4,4,1,2,3,1,1,4,3,3,3,2,3,1,3,3,1,4,4,2
15061767,1,3,4,3,0,3,4,2,3,4,0,0,4,2,1,4,3,3,1,4,0,1,4,4,1
15062130,3,4,4,4,1,2,4,3,3,2,2,3,1,3,2,4,3,3,0,2,2,2,3,4,3
15061637,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061337,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15062104,3,3,4,3,0,4,3,3,4,2,3,3,2,2,3,4,3,4,1,4,1,0,4,4,0
15061579,1,4,4,3,0,3,3,3,4,2,1,1,3,0,3,4,3,3,2,4,3,1,4,3,1
15061932,1,4,4,3,0,4,4,3,0,3,1,2,2,2,2,2,1,4,2,3,2,2,1,4,2
15061603,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15060025,3,4,4,4,2,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061704,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061334,2,4,4,4,0,3,3,4,3,2,2,3,1,2,3,4,3,4,0,3,3,1,3,3,1
15061631,1,4,4,4,0,3,2,2,3,3,2,1,3,1,3,4,1,3,0,2,1,1,2,2,2
15060964,2,3,4,4,2,4,4,1,3,2,3,2,4,1,4,4,3,3,1,4,2,2,4,4,2
15061778,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061718,0,4,4,2,1,4,3,2,3,2,3,3,3,0,2,4,2,4,2,3,2,0,4,3,2
15061486,3,4,4,4,2,4,4,3,3,4,0,3,3,1,1,4,3,3,0,4,1,3,3,4,2
15060214,3,4,4,4,0,4,4,2,1,4,0,0,4,1,1,3,3,4,2,4,1,1,2,4,2
15061333,1,3,4,4,2,4,2,3,3,2,2,2,2,1,4,3,3,3,0,3,0,2,3,2,1
15061962,1,4,4,3,0,4,4,3,0,3,1,2,2,2,2,2,1,4,2,3,2,2,1,4,2
15061624,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061282,1,4,3,4,1,4,4,1,2,3,1,1,4,3,3,3,2,3,1,3,3,1,4,4,2
15061529,2,3,3,3,0,3,3,2,3,2,2,2,3,1,3,4,3,4,1,3,1,2,3,3,0
15061935,1,4,4,3,0,4,4,3,0,3,1,2,2,2,2,3,1,4,2,3,2,2,1,4,2
15061568,2,3,4,4,0,3,4,3,3,2,2,2,2,1,2,4,3,4,0,4,1,3,3,4,1
15061491,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061318,2,4,4,4,0,3,4,1,3,3,1,1,3,1,3,4,4,4,0,3,1,1,4,4,2
15061361,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061515,2,3,4,3,1,2,4,2,1,3,1,1,3,1,2,4,3,4,2,4,2,1,3,4,2
15062123,2,4,4,3,1,3,4,3,1,2,1,1,3,1,3,4,3,3,0,3,1,2,3,4,2
15061358,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061428,1,4,4,3,0,4,3,3,3,3,1,1,3,2,2,4,3,4,1,4,1,1,4,4,2
15061496,1,4,3,3,1,4,3,2,3,2,3,2,4,0,4,4,2,3,2,4,2,1,3,3,2
15061648,0,3,4,4,1,3,3,1,3,3,1,2,2,1,3,4,3,3,0,4,2,2,3,3,2
15061808,2,4,4,3,1,3,4,2,3,2,3,3,3,2,1,4,0,4,1,0,1,1,4,4,2
15061600,2,3,4,3,0,4,4,2,4,2,3,3,2,0,2,4,1,4,NA,3,2,0,4,4,1
15061730,2,4,3,4,0,4,3,2,3,2,2,3,3,1,4,4,4,3,0,3,1,2,3,3,1
15061623,3,4,4,3,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,2,3,4,1
15061405,1,4,3,4,1,4,4,1,2,3,1,1,4,3,3,3,2,3,1,3,3,1,4,4,2
15061299,1,4,3,4,2,4,4,1,2,3,1,1,4,3,3,3,2,3,1,3,3,1,4,4,2
15061578,3,3,4,3,0,4,3,3,4,2,3,3,2,2,3,4,3,4,1,4,1,0,4,4,0
15061476,2,4,4,4,0,2,4,2,3,2,2,3,2,1,4,4,3,4,0,2,2,2,3,4,1
15061765,2,3,3,3,0,3,3,2,3,2,2,2,3,1,3,4,3,4,1,3,1,2,3,3,0
15062111,1,4,4,4,1,3,3,2,3,1,2,2,2,2,3,3,3,3,0,3,2,2,3,3,1
15061397,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15061713,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15061584,3,4,4,3,2,3,3,2,2,2,1,4,3,0,2,4,1,4,3,2,2,2,3,4,1
15061912,2,4,3,4,2,3,4,1,2,3,1,2,3,0,4,4,1,3,0,3,2,2,3,3,3
15061260,3,4,4,4,1,3,4,3,3,2,1,1,3,2,3,4,3,3,0,3,0,1,3,4,1
15062099,2,3,4,4,2,3,4,2,3,2,3,3,2,3,4,2,3,4,1,3,1,2,4,4,2
15061350,2,NA,4,4,1,4,3,4,4,2,2,2,2,0,2,3,4,4,1,4,1,1,4,4,0
15060933,2,4,3,4,3,4,3,2,3,3,2,3,3,1,3,3,2,3,1,4,3,0,3,3,0
15061548,3,4,4,4,1,2,4,4,3,2,1,1,3,2,3,4,3,2,0,4,1,1,3,4,2
15061348,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061560,3,4,4,4,3,4,4,2,1,2,2,2,2,3,1,3,2,4,1,2,1,2,4,4,2
15061544,3,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,NA,4,2,0,3,3,1
15061449,0,4,4,2,1,4,3,2,3,2,3,3,3,0,2,4,2,4,2,3,2,0,4,3,2
15062348,1,4,4,3,0,4,3,3,3,3,1,1,3,2,2,4,3,4,1,4,1,2,4,4,2
15061916,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15062138,2,3,4,3,0,3,3,3,3,2,2,2,2,1,2,4,3,NA,2,4,2,0,3,3,1
15061946,1,4,3,3,1,4,3,2,3,2,3,1,4,0,4,4,2,3,2,4,2,1,3,3,2
15061676,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15060536,1,4,4,4,2,4,2,0,3,4,1,3,2,1,3,2,4,4,2,3,1,2,4,NA,4
15061391,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061662,0,4,4,2,1,4,3,2,3,2,3,3,3,0,2,4,2,4,2,3,2,0,4,3,1
15061228,2,4,3,4,1,2,4,1,3,1,2,3,3,2,4,4,3,3,1,2,2,1,4,4,1
15061356,0,4,4,4,2,3,4,2,2,2,2,3,2,2,4,3,2,4,2,3,1,0,2,4,3
15061963,2,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061338,2,3,4,3,0,3,3,4,3,2,2,2,2,0,2,4,3,4,2,4,2,0,3,3,1
15062331,0,4,4,4,3,3,4,2,2,2,2,3,2,2,4,3,2,4,2,4,1,0,3,4,3
15062098,1,4,4,3,0,4,3,3,3,3,1,1,3,2,2,4,3,4,1,4,1,2,4,4,2
15062114,1,4,4,3,0,3,3,3,4,2,1,1,3,0,3,4,3,3,2,4,3,1,4,3,1
15062046,2,4,3,4,3,3,4,1,3,3,1,2,3,0,4,4,1,3,0,3,1,2,3,3,3
15062370,3,3,4,3,0,4,3,3,4,2,3,3,2,2,3,4,3,4,1,4,1,0,4,4,0
15061685,2,4,4,4,1,3,4,3,4,1,2,2,2,1,3,3,3,4,0,3,1,2,4,4,1
15061540,2,4,4,3,1,3,4,3,1,2,1,1,3,1,3,4,3,3,0,3,1,2,3,4,2
15061721,1,4,3,3,2,4,3,2,4,3,1,2,3,2,3,3,2,4,0,3,2,2,3,3,2
15062074,2,4,4,3,2,3,3,3,3,3,1,1,3,1,3,4,3,4,1,3,1,2,4,3,1
15062362,2,3,4,3,0,3,4,3,4,2,2,2,2,1,3,4,3,4,1,3,1,1,4,4,2
15061689,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
15061357,3,3,4,3,0,4,3,3,4,2,3,3,2,2,3,4,3,4,1,4,1,0,4,4,0
15061376,1,4,4,3,0,4,3,3,3,3,1,1,3,2,2,4,3,4,1,4,1,1,4,4,2
15061308,1,4,4,3,0,3,3,2,4,3,1,3,1,1,3,4,3,3,1,3,3,0,4,3,0
