SAMPLES,c1_15204,c1_8118,c2_12760,c2_30741,c2_7919
15061659,0,1,0,1,1
15061665,1,1,1,2,0
15061666,0,1,0,4,1
15061667,1,0,0,2,0
15061668,1,1,1,2,0
15061669,2,0,0,4,0
15061670,2,2,1,3,1
15061671,1,0,0,4,0
15061673,2,1,1,1,1
15061677,1,1,0,4,1
15061678,1,1,0,4,1
15061679,2,1,0,4,1
15061680,2,2,1,2,1
15061682,1,0,0,3,0
15061683,0,1,1,4,1
15061684,2,1,1,2,1
15061686,0,1,1,4,1
15061687,1,1,0,4,0
15061688,0,1,1,4,1
15061690,1,1,0,4,1
15061702,0,1,1,3,1
15061706,1,0,0,2,0
15061707,0,1,1,4,2
15061709,2,0,0,4,0
15061712,0,2,1,3,0
15061714,0,2,0,2,0
15061717,0,0,0,3,1
15061719,0,2,0,3,1
15061720,0,2,0,2,0
15061722,1,0,NA,3,1
15061723,1,0,1,3,2
15061724,0,1,NA,3,1
15061725,0,2,0,2,0
15061726,2,1,1,3,0
15061729,0,2,0,4,1
15061733,1,1,0,4,1
15061734,1,1,0,4,1
15061735,0,2,0,2,0
15061736,0,2,0,4,1
15061737,0,2,0,4,1
15061738,1,1,0,4,1
15061740,1,1,0,2,0
15061744,0,1,0,4,1
15061747,0,2,0,3,1
15061751,0,1,0,1,1
15061752,1,1,0,2,0
15061753,1,1,0,4,1
15061754,0,0,0,2,0
15061755,0,0,0,4,1
15061756,0,0,0,4,1
15061757,2,1,0,4,1
15061758,2,0,0,2,0
15061760,0,2,0,4,1
15061761,0,2,0,2,1
15061762,1,2,0,4,0
15061764,0,0,0,2,1
15061766,1,0,0,2,0
15061769,1,1,0,4,0
15061771,1,1,0,4,1
15061772,1,0,0,2,0
15061773,1,2,0,4,0
15061776,0,0,0,3,0
15061777,2,1,0,4,1
15061784,1,1,0,4,1
15061785,0,0,0,4,2
15061788,1,1,0,4,1
15061789,0,0,0,3,0
15061790,2,1,0,4,1
15061795,1,1,1,4,0
15061797,1,1,0,4,1
15061798,0,0,0,4,0
15061799,2,1,0,4,1
15061800,0,1,0,4,0
15061811,1,0,0,3,0
15061813,0,0,0,3,0
15061814,2,2,1,3,1
15061815,0,1,1,2,0
15061826,0,0,0,4,0
15061905,1,1,1,2,0
15061906,0,0,1,4,1
15061907,1,4,0,3,1
15061908,1,0,1,4,NA
15061909,2,0,1,3,2
15061910,0,1,1,2,0
15061911,0,1,0,4,1
15061915,0,1,0,4,1
15061917,1,0,0,3,0
15061918,0,1,0,1,1
15061926,0,1,1,2,0
15061927,NA,1,1,3,0
15061929,0,0,0,4,0
15061930,0,1,0,1,1
15061933,0,1,1,4,1
15061934,0,2,0,4,1
15061937,0,0,1,3,0
15061939,1,1,0,4,1
15061941,2,0,0,4,0
15061944,2,0,0,3,0
15061945,1,0,0,3,0
15061948,0,1,1,4,1
15061949,1,1,1,4,1
15061951,1,0,0,3,0
15061952,0,2,0,4,1
15061953,0,0,0,3,1
15061954,1,0,0,3,0
15061957,0,2,1,4,1
15061958,2,0,0,3,0
15061960,0,0,1,4,2
15061961,0,0,0,3,1
15061964,0,2,0,3,1
15061965,1,1,0,3,1
15061966,1,2,0,3,1
15061967,0,1,0,3,0
15061968,2,1,0,4,1
15061969,0,2,1,1,1
15062036,0,1,1,2,1
15062038,1,0,0,3,0
15062039,1,1,1,2,0
15062050,0,0,0,3,0
15062051,1,0,0,3,0
15062052,1,0,0,3,0
15062053,1,1,1,2,NA
15062063,0,1,1,4,1
15062067,0,2,1,1,1
15062069,1,1,0,4,1
15062071,0,2,0,3,1
15062080,0,1,1,3,1
15062081,0,0,0,4,1
15062092,0,1,1,4,1
15062094,0,0,0,3,1
15062097,1,0,0,3,0
15062100,1,1,1,2,1
15062101,1,0,0,2,0
15062102,2,0,0,3,0
15062103,2,1,0,4,2
15062105,0,0,0,3,1
15062106,1,1,0,4,1
15062107,1,1,1,3,0
15062108,1,1,0,4,1
15062109,1,0,0,3,0
15062112,0,0,0,3,1
15062115,0,0,1,4,1
15062117,1,0,0,3,0
15062118,1,0,0,3,0
15062119,1,0,1,4,1
15062122,0,1,0,4,1
15062124,0,0,0,3,1
15062126,0,0,NA,3,1
15062133,1,2,0,4,0
15062136,2,0,1,3,1
15062139,0,2,0,2,0
15062143,1,0,0,2,0
15062144,0,0,0,3,1
15062145,0,1,1,4,2
15062146,1,1,1,4,0
15062147,0,2,0,2,0
15062149,0,2,0,2,0
15062150,0,0,0,4,0
15062151,0,3,0,4,0
15062152,1,1,0,4,1
15062153,1,1,0,4,1
15062332,0,1,0,1,1
15062333,1,1,1,4,1
15062334,0,1,0,1,1
15062335,1,0,0,3,0
15062337,1,0,0,3,0
15062338,1,0,0,3,0
15062339,2,1,0,4,0
15062344,1,0,2,3,1
15062346,1,2,0,3,1
15062347,1,0,0,2,0
15062349,1,0,1,4,1
15062350,1,1,1,4,1
15062351,1,2,0,4,0
15062353,2,0,0,4,0
15062354,1,0,0,3,0
15062356,1,1,1,4,0
15062357,0,0,0,3,1
15062358,1,1,0,4,1
15062359,1,1,1,2,0
15062360,0,2,1,1,1
15062361,1,0,1,4,0
15062363,1,1,1,2,0
15062366,0,0,0,4,0
15062367,0,0,1,4,1
15062368,1,0,0,3,0
15062369,0,2,0,2,0
15062371,0,1,0,1,1
