SAMPLES,c1_11124,c1_11459,c2_38952,c2_48033,c2_52898
15061422,0,4,4,0,1
15061423,0,4,4,0,1
15061424,0,2,4,1,2
15061425,0,4,4,0,1
15061430,0,4,4,0,1
15061434,0,3,4,1,2
15061435,0,4,4,1,2
15061436,2,3,2,1,3
15061437,0,4,4,0,2
15061438,1,4,3,1,1
15061439,0,4,4,0,2
15061441,1,4,3,0,3
15061442,0,4,4,0,3
15061443,2,3,2,1,3
15061444,0,4,4,0,2
15061445,1,4,3,0,3
15061447,0,4,4,0,1
15061453,1,4,3,0,3
15061458,0,4,4,0,1
15061459,1,4,3,1,1
15061461,0,4,4,0,1
15061462,0,4,4,0,2
15061463,0,4,4,0,1
15061469,0,3,3,0,0
15061470,0,3,2,1,1
15061471,0,3,2,1,1
15061475,0,4,4,0,1
15061477,0,4,4,0,2
15061478,1,2,3,1,3
15061479,0,4,4,0,1
15061480,1,4,3,0,3
15061481,0,4,4,0,2
15061482,2,3,2,1,3
15061484,1,4,3,1,3
15061485,2,3,2,1,3
15061487,0,3,4,0,3
15061488,1,4,3,1,1
15061489,1,4,3,1,1
15061490,1,4,3,1,1
15061492,1,4,3,1,1
15061493,0,3,4,0,2
15061495,0,3,4,0,2
15061498,1,NA,3,1,1
15061500,2,3,2,1,3
15061501,0,3,4,0,1
15061503,0,4,4,0,1
15061504,0,3,2,0,1
15061505,0,3,4,1,1
15061507,0,4,4,0,3
15061508,0,4,4,0,3
15061509,0,4,4,1,1
15061511,0,4,4,1,1
15061514,0,4,4,0,1
15061516,0,3,4,0,1
15061517,0,4,4,1,2
15061518,0,4,4,0,1
15061520,0,3,2,1,1
15061521,0,3,2,2,2
15061523,1,3,3,1,3
15061524,0,3,4,1,2
15061525,0,4,4,0,3
15061526,0,3,4,1,2
15061528,0,3,4,0,2
15061530,0,4,4,0,3
15061533,0,4,4,0,3
15061534,0,3,2,2,2
15061535,0,NA,4,0,2
15061536,0,4,4,0,3
15061537,0,4,4,1,2
15061538,1,2,3,1,3
15061539,1,2,3,1,3
15061542,0,4,4,0,2
15061543,1,NA,1,1,1
15061546,1,3,3,1,3
15061549,0,4,4,1,3
15061550,0,3,4,1,2
15061551,2,NA,2,1,3
15061553,1,4,3,0,3
15061555,0,4,4,0,1
15061556,2,3,2,1,3
15061557,0,4,4,0,1
15061561,0,4,4,1,2
15061564,0,4,4,0,1
15061565,0,3,1,0,1
15061566,1,2,3,1,3
15061567,0,4,4,0,1
15061571,0,4,4,0,1
15061575,1,4,3,1,3
15061576,0,3,2,1,1
15061577,1,4,3,0,1
15061580,0,4,4,1,2
15061585,0,3,2,1,1
15061586,0,3,2,1,1
15061588,2,3,2,1,3
15061601,0,4,4,1,2
15061602,1,3,3,0,3
15061604,1,3,3,0,2
15061608,0,3,2,1,1
15061609,1,2,3,1,3
15061610,0,4,4,1,2
15061614,0,3,2,0,1
15061621,0,3,4,0,1
15061622,0,NA,3,0,1
15061626,0,NA,4,0,2
15061627,0,4,4,0,1
15061628,0,4,4,1,1
15061629,0,3,2,1,2
15061630,0,3,2,2,2
15061632,0,3,2,0,1
15061633,1,3,2,2,2
15061638,0,4,4,0,1
15061639,1,3,2,0,1
15061640,0,3,4,0,2
15061641,1,3,2,0,1
15061642,0,4,4,0,1
15061645,0,3,4,0,2
15061646,0,4,4,1,2
15061649,0,4,4,1,1
15061650,0,NA,4,0,1
15061651,0,4,4,0,3
15061653,0,4,4,0,1
15061654,0,3,2,0,1
15061658,0,3,2,0,1
15061659,0,3,2,1,1
15061665,0,4,4,0,2
15061666,0,3,4,0,0
15061667,1,4,3,1,3
15061668,0,4,4,0,2
15061669,0,4,4,1,1
15061670,1,3,2,0,1
15061671,0,4,4,1,3
15061673,NA,3,3,1,2
15061677,1,4,3,1,1
15061678,1,4,3,1,1
15061679,0,4,4,1,2
15061680,1,3,2,0,1
15061682,0,4,4,0,1
15061683,0,4,4,1,2
15061684,1,4,3,0,1
15061686,0,4,4,1,2
15061687,0,4,4,1,1
15061688,0,4,4,1,2
15061690,1,4,3,1,1
15061702,0,3,4,0,2
15061706,0,2,1,2,1
15061707,1,4,3,0,2
15061709,0,4,4,1,1
15061712,0,4,3,0,3
15061714,0,3,4,1,2
15061717,0,4,4,0,3
15061719,0,4,4,1,2
15061720,0,3,4,1,2
15061722,0,3,4,0,1
15061723,0,3,4,0,1
15061724,0,3,4,1,2
15061725,0,3,4,1,2
15061726,0,3,3,1,3
15061729,0,3,4,1,2
15061733,1,4,3,1,1
15061734,1,4,3,1,1
15061735,0,3,4,1,2
15061736,0,3,4,1,2
15061737,0,3,4,1,2
15061738,1,4,3,1,1
15061740,1,4,4,1,1
15061744,0,4,3,0,2
15061747,0,4,4,1,2
15061751,0,3,2,1,1
15061752,1,4,4,1,1
15061753,1,4,3,1,1
15061754,1,3,3,0,3
15061755,0,4,4,1,2
15061756,0,4,4,1,2
15061757,0,4,4,1,2
15061758,0,4,4,0,1
15061760,0,3,4,1,2
15061761,0,4,4,1,2
15061762,0,3,4,0,2
15061764,0,4,4,1,1
15061766,0,4,4,0,2
15061769,0,4,4,0,1
15061771,1,4,3,1,1
15061772,1,4,3,1,2
15061773,0,2,4,1,0
15061776,2,3,2,1,3
15061777,0,4,4,1,2
15061784,1,4,3,1,1
15061785,0,4,4,0,1
15061788,0,3,4,1,2
15061789,2,3,2,1,3
15061790,0,4,4,1,2
15061795,0,3,2,2,2
15061797,1,4,3,1,1
15061798,0,4,4,0,1
15061799,0,4,4,1,2
15061800,1,4,2,0,2
15061811,0,4,4,0,1
15061813,2,3,2,1,3
15061814,1,3,2,0,1
15061815,0,3,2,0,1
15061826,0,4,4,0,1
15061905,1,3,1,1,1
15061906,0,4,4,0,4
15061907,0,4,4,0,0
15061908,0,4,4,1,3
15061909,0,4,3,0,2
15061910,0,3,2,0,1
15061911,1,3,3,1,1
15061915,1,3,3,1,1
15061917,0,4,4,0,1
15061918,0,3,2,1,1
15061926,0,3,2,0,1
15061927,1,3,2,0,3
15061929,0,4,2,0,1
15061930,0,3,2,1,1
15061933,0,4,4,1,2
15061934,0,3,4,1,2
15061937,0,4,4,0,2
15061939,1,4,3,1,1
15061941,0,4,4,1,1
15061944,0,4,4,0,3
15061945,0,4,4,0,1
15061948,0,4,4,1,2
15061949,0,4,4,0,3
15061951,0,4,4,0,1
15061952,0,3,4,1,2
15061953,1,2,3,1,3
15061954,0,4,4,0,1
15061957,0,3,4,2,2
15061958,0,4,4,0,1
15061960,0,4,4,0,4
15061961,1,2,3,1,3
15061964,0,4,4,1,2
15061965,0,4,4,1,2
15061966,0,3,4,0,3
15061967,0,3,4,2,2
15061968,0,4,4,1,2
15061969,0,2,3,2,2
15062036,0,2,2,2,2
15062038,0,4,4,0,1
15062039,1,3,1,1,1
15062050,0,2,4,1,1
15062051,0,4,4,0,1
15062052,0,4,4,0,1
15062053,1,3,1,1,1
15062063,0,4,4,1,2
15062067,0,2,3,2,2
15062069,0,3,4,1,2
15062071,0,4,4,1,2
15062080,NA,3,4,0,2
15062081,0,4,4,0,2
15062092,0,4,4,1,2
15062094,1,2,3,1,3
15062097,0,4,4,0,1
15062100,0,2,1,1,2
15062101,1,4,3,1,3
15062102,0,4,0,0,1
15062103,1,4,3,0,1
15062105,1,2,3,1,3
15062106,1,4,3,1,1
15062107,0,4,4,0,3
15062108,1,4,3,1,1
15062109,0,4,4,0,1
15062112,1,2,3,1,3
15062115,1,4,3,0,3
15062117,0,4,4,0,1
15062118,0,4,4,0,1
15062119,1,4,3,0,1
15062122,0,3,4,0,0
15062124,0,4,4,1,1
15062126,1,3,3,1,2
15062133,0,3,4,0,2
15062136,0,3,3,1,2
15062139,0,3,4,1,2
15062143,1,4,3,1,3
15062144,1,2,3,1,3
15062145,1,4,3,0,2
15062146,0,3,2,2,2
15062147,0,3,4,1,2
15062149,0,3,4,1,2
15062150,0,3,3,0,0
15062151,0,3,4,1,2
15062152,1,4,3,1,1
15062153,1,4,3,1,1
15062332,0,3,2,1,1
15062333,0,4,4,0,2
15062334,0,3,2,1,1
15062335,0,3,4,1,1
15062337,0,4,4,0,1
15062338,0,4,4,0,1
15062339,0,4,4,0,0
15062344,0,4,4,1,3
15062346,0,3,4,0,2
15062347,1,4,3,1,2
15062349,1,4,3,0,1
15062350,0,4,4,0,3
15062351,0,3,4,0,2
15062353,0,4,4,1,1
15062354,0,4,4,0,1
15062356,0,3,2,2,2
15062357,1,2,3,1,3
15062358,1,4,3,1,1
15062359,0,4,4,0,2
15062360,0,2,3,2,2
15062361,0,4,4,1,3
15062363,1,3,1,1,1
15062366,0,4,4,0,1
15062367,1,4,3,0,3
15062368,0,4,4,0,1
15062369,0,3,4,1,2
15062371,0,3,2,1,1
