SAMPLES,c2_26165,c2_26210,c2_2653,c2_35101,c2_50502
15061327,2,1,2,3,2
15061329,2,3,2,4,0
15061330,3,2,1,4,0
15061331,2,2,0,3,1
15061335,2,2,2,3,0
15061336,2,2,2,4,2
15061340,2,2,0,4,0
15061342,2,2,1,4,1
15061344,2,3,3,4,2
15061345,3,1,2,4,1
15061346,3,1,2,4,1
15061347,2,2,0,3,1
15061349,3,2,1,2,1
15061352,3,3,1,3,0
15061353,2,2,1,4,1
15061355,2,2,1,4,1
15061360,2,2,1,4,1
15061364,2,2,1,4,2
15061365,3,1,3,3,2
15061367,3,1,3,3,2
15061368,4,0,2,3,1
15061369,4,0,2,3,1
15061370,3,1,2,4,2
15061377,2,1,2,3,1
15061378,2,2,2,3,0
15061380,2,2,0,3,1
15061382,3,1,3,3,1
15061383,2,2,1,4,2
15061384,2,2,0,4,0
15061385,2,2,0,4,0
15061386,4,0,2,3,1
15061388,2,2,0,4,2
15061389,3,3,1,3,0
15061390,3,3,1,3,0
15061392,3,3,2,4,2
15061394,3,1,1,4,1
15061396,3,1,1,4,1
15061404,3,3,1,3,0
15061406,2,2,1,4,1
15061410,0,4,2,3,2
15061411,2,2,1,4,1
15061414,3,3,1,3,0
15061415,3,2,1,3,1
15061417,3,3,1,3,0
15061418,3,3,1,3,0
15061419,2,2,0,4,0
15061420,1,4,2,4,1
15061421,2,1,2,3,2
15061422,1,3,0,4,0
15061423,1,3,0,4,0
15061424,2,3,1,3,2
15061425,3,1,2,4,1
15061430,3,1,2,4,1
15061434,3,2,1,3,1
15061435,2,2,2,4,1
15061436,3,2,2,4,0
15061437,3,3,1,3,2
15061438,3,3,1,3,0
15061439,3,3,1,3,2
15061441,2,1,0,3,1
15061442,2,2,1,4,2
15061443,3,2,2,4,0
15061444,2,2,1,3,1
15061445,2,1,0,3,1
15061447,1,3,0,4,0
15061453,2,1,0,3,1
15061458,3,1,2,4,1
15061459,3,3,1,3,0
15061461,3,1,2,4,1
15061462,3,3,1,3,2
15061463,2,2,1,NA,0
15061469,2,3,3,4,2
15061470,2,3,2,4,0
15061471,2,3,2,4,0
15061475,2,1,2,3,2
15061477,2,2,1,3,1
15061478,2,2,0,4,0
15061479,1,3,0,4,0
15061480,2,1,0,3,1
15061481,2,1,1,3,2
15061482,3,2,2,4,0
15061484,1,2,1,4,2
15061485,3,2,2,4,0
15061487,2,3,1,2,3
15061488,3,3,1,3,0
15061489,3,3,1,3,0
15061490,3,3,1,3,0
15061492,3,3,1,3,0
15061493,2,2,0,3,1
15061495,2,2,0,3,1
15061498,3,3,1,3,0
15061500,3,2,2,4,0
15061501,3,2,2,4,2
15061503,1,3,0,4,0
15061504,3,1,3,3,1
15061505,2,2,2,3,1
15061507,2,2,1,4,1
15061508,2,2,1,4,1
15061509,2,2,1,4,2
15061511,2,2,1,4,2
15061514,2,1,2,3,1
15061516,3,2,2,4,2
15061517,2,2,1,4,1
15061518,1,3,0,4,0
15061520,2,1,1,3,2
15061521,3,2,0,3,2
15061523,2,2,0,4,0
15061524,2,3,1,3,0
15061525,2,2,1,4,1
15061526,2,2,1,3,2
15061528,2,2,0,3,1
15061530,2,2,1,4,1
15061533,2,1,1,4,2
15061534,3,1,1,3,1
15061535,2,2,0,3,1
15061536,2,2,1,4,1
15061537,3,1,1,4,1
15061538,2,2,0,4,0
15061539,2,2,0,4,0
15061542,2,1,1,3,2
15061543,3,1,3,3,2
15061546,2,2,0,4,0
15061549,1,2,2,3,2
15061550,2,3,1,3,2
15061551,3,2,2,4,0
15061553,2,2,3,4,2
15061555,2,1,2,3,1
15061556,3,2,2,4,0
15061557,2,1,2,3,1
15061561,2,4,0,4,1
15061564,1,3,0,4,0
15061565,3,3,3,3,2
15061566,2,2,0,4,0
15061567,2,3,3,3,1
15061571,2,3,3,3,2
15061575,1,2,1,4,2
15061576,2,3,2,4,0
15061577,2,3,2,4,0
15061580,2,2,1,4,1
15061585,2,3,2,4,0
15061586,2,3,2,4,0
15061588,3,2,2,4,0
15061601,2,2,1,4,2
15061602,2,2,2,4,1
15061604,3,1,2,4,4
15061608,2,3,2,4,0
15061609,2,2,0,4,0
15061610,2,2,1,4,1
15061614,3,1,3,3,1
15061621,3,2,2,4,2
15061622,2,1,2,3,2
15061626,2,1,3,NA,2
15061627,2,1,2,2,2
15061628,2,2,1,4,2
15061629,3,2,0,4,4
15061630,3,1,1,3,1
15061632,3,1,3,3,1
15061633,3,2,1,4,1
15061638,2,1,2,3,1
15061639,3,2,3,2,1
15061640,1,2,1,4,2
15061641,3,2,3,2,1
15061642,2,1,2,3,1
15061645,1,2,1,4,2
15061646,3,1,1,4,1
15061649,4,2,3,4,2
15061650,3,3,1,3,1
15061651,2,2,1,4,1
15061653,3,1,2,4,1
15061654,3,1,3,3,1
15061658,2,1,3,3,1
15061659,2,2,2,4,0
15061665,0,4,2,3,2
15061666,4,3,1,3,3
15061667,1,2,1,4,2
15061668,0,4,2,3,2
15061669,1,3,1,4,0
15061670,3,2,3,2,1
15061671,3,2,1,3,2
15061673,3,3,1,NA,3
15061677,3,3,1,3,0
15061678,3,3,1,3,0
15061679,2,2,2,4,1
15061680,3,2,3,2,1
15061682,2,1,2,3,1
15061683,2,2,1,4,1
15061684,3,2,2,3,1
15061686,2,2,1,4,2
15061687,2,1,1,4,1
15061688,2,2,1,4,1
15061690,3,3,1,3,0
15061702,1,2,1,4,2
15061706,4,2,3,2,2
15061707,3,2,2,3,1
15061709,1,3,1,4,0
15061712,2,3,0,4,0
15061714,3,2,1,3,1
15061717,2,1,2,3,1
15061719,3,1,1,4,1
15061720,3,2,0,3,1
15061722,2,2,1,4,1
15061723,3,2,2,4,2
15061724,2,2,1,3,2
15061725,3,2,1,3,1
15061726,3,2,2,3,1
15061729,2,3,1,3,2
15061733,3,3,1,3,0
15061734,3,3,1,3,0
15061735,3,2,1,3,1
15061736,2,3,1,3,2
15061737,2,3,1,3,2
15061738,3,3,1,3,0
15061740,2,2,1,3,0
15061744,4,2,4,3,1
15061747,3,1,1,4,1
15061751,2,3,2,4,0
15061752,2,2,1,3,0
15061753,3,3,1,3,0
15061754,3,2,1,4,1
15061755,4,2,2,3,1
15061756,4,2,2,3,1
15061757,2,2,2,4,1
15061758,2,3,1,2,2
15061760,2,3,1,3,2
15061761,3,1,1,4,1
15061762,2,2,0,3,1
15061764,2,2,1,4,2
15061766,2,1,1,3,2
15061769,2,4,1,3,2
15061771,3,3,1,3,0
15061772,4,0,2,3,1
15061773,3,1,1,1,1
15061776,3,2,2,4,0
15061777,2,2,2,4,1
15061784,3,3,1,3,0
15061785,3,0,2,2,0
15061788,2,3,1,3,0
15061789,3,2,2,4,0
15061790,2,2,2,4,1
15061795,3,1,1,3,1
15061797,3,3,1,3,0
15061798,1,3,0,4,0
15061799,2,2,2,4,1
15061800,2,4,0,4,2
15061811,2,1,2,3,1
15061813,3,2,2,4,0
15061814,3,2,3,2,1
15061815,3,1,3,3,1
15061826,1,3,0,4,0
15061905,3,1,3,3,2
15061906,3,2,1,4,0
15061907,3,4,3,4,4
15061908,1,2,2,3,2
15061909,2,3,1,3,1
15061910,3,1,3,3,1
15061911,3,2,2,4,2
15061915,3,2,2,4,2
15061917,3,1,2,4,1
15061918,2,3,2,4,0
15061926,3,1,3,3,1
15061927,1,4,1,3,1
15061929,3,4,2,4,2
15061930,2,3,2,4,0
15061933,2,2,1,4,2
15061934,2,3,1,3,2
15061937,3,1,1,4,2
15061939,3,3,1,3,0
15061941,1,3,1,4,0
15061944,2,2,2,3,1
15061945,3,1,2,4,1
15061948,2,2,1,4,1
15061949,1,3,2,4,0
15061951,3,1,2,4,1
15061952,2,3,1,3,2
15061953,2,2,0,4,0
15061954,3,1,2,4,1
15061957,4,1,1,4,2
15061958,2,2,3,3,1
15061960,3,2,1,4,0
15061961,2,2,0,4,0
15061964,3,1,1,4,1
15061965,2,1,1,3,1
15061966,2,3,1,2,3
15061967,2,3,1,4,2
15061968,2,2,2,4,1
15061969,2,3,2,4,1
15062036,3,3,0,2,1
15062038,3,1,2,4,1
15062039,3,1,3,3,2
15062050,4,2,3,3,2
15062051,3,1,2,4,1
15062052,3,1,2,4,1
15062053,3,1,3,3,2
15062063,2,2,1,4,1
15062067,2,3,2,4,1
15062069,2,3,1,3,0
15062071,3,1,1,4,1
15062080,4,2,2,3,2
15062081,3,1,3,3,0
15062092,2,2,1,4,1
15062094,2,2,0,4,0
15062097,2,1,2,3,1
15062100,2,4,2,4,3
15062101,1,2,1,4,2
15062102,2,4,0,3,2
15062103,3,4,1,4,0
15062105,2,2,0,4,0
15062106,3,3,1,3,0
15062107,2,2,1,4,1
15062108,3,3,1,3,0
15062109,3,1,2,4,1
15062112,2,2,0,4,0
15062115,2,1,0,3,1
15062117,3,1,2,4,1
15062118,3,1,2,4,1
15062119,2,3,2,4,0
15062122,4,3,1,3,3
15062124,2,2,1,4,2
15062126,2,2,1,4,0
15062133,2,2,0,3,1
15062136,1,3,1,2,0
15062139,3,2,1,3,1
15062143,1,2,1,4,2
15062144,2,2,0,4,0
15062145,3,2,2,3,1
15062146,3,1,1,3,1
15062147,3,2,1,3,1
15062149,3,2,1,3,1
15062150,1,2,0,4,3
15062151,1,3,0,4,2
15062152,3,3,1,3,0
15062153,3,3,1,3,0
15062332,2,3,2,4,0
15062333,3,1,3,4,2
15062334,2,3,2,4,0
15062335,2,2,2,3,1
15062337,3,1,2,4,1
15062338,3,1,2,4,1
15062339,4,3,0,4,1
15062344,3,2,1,3,0
15062346,2,1,1,2,2
15062347,4,0,2,3,1
15062349,2,3,2,4,0
15062350,1,3,2,4,0
15062351,2,2,0,3,1
15062353,1,3,1,4,0
15062354,3,1,2,4,1
15062356,3,1,1,3,1
15062357,2,2,0,4,0
15062358,3,3,1,3,0
15062359,0,4,2,3,2
15062360,2,3,2,4,1
15062361,1,2,2,3,2
15062363,3,1,3,3,2
15062366,1,2,0,4,0
15062367,2,1,0,3,1
15062368,3,1,2,4,1
15062369,3,2,1,3,1
15062371,2,3,2,4,0
