SAMPLES,c1_11920,c1_5940,c2_23251,c2_49812,c2_54586
15061523,1,0,0,2,2
15061524,2,0,0,0,4
15061525,0,1,0,3,1
15061526,3,0,1,2,2
15061528,1,1,0,1,3
15061530,0,1,0,3,1
15061533,0,1,0,3,1
15061534,1,1,0,2,1
15061535,1,1,0,1,3
15061536,0,1,0,3,1
15061537,2,1,0,1,2
15061538,1,0,0,2,2
15061539,1,0,0,2,2
15061542,0,1,1,2,1
15061543,1,1,2,2,1
15061546,1,1,0,2,2
15061549,0,0,1,0,4
15061550,2,0,1,2,2
15061551,1,0,0,0,4
15061553,3,1,1,1,2
15061555,3,0,2,2,2
15061556,1,0,0,0,4
15061557,2,0,2,2,2
15061561,1,0,3,2,2
15061564,1,0,0,2,3
15061565,2,0,2,0,2
15061566,1,0,0,2,2
15061567,0,0,1,1,3
15061571,1,0,2,1,3
15061575,0,1,0,3,1
15061576,1,2,0,1,1
15061577,1,1,1,1,3
15061580,1,1,0,2,2
15061585,1,2,0,1,1
15061586,1,2,0,1,1
15061588,1,0,0,0,4
15061601,1,1,0,2,2
15061602,1,0,1,1,3
15061604,3,0,0,1,2
15061608,1,2,0,2,1
15061609,1,0,0,2,2
15061610,1,1,0,2,2
15061614,0,1,1,1,3
15061621,0,0,2,2,1
15061622,1,0,2,2,2
15061626,1,1,0,2,1
15061627,2,1,1,2,2
15061628,1,1,1,2,2
15061629,1,0,2,3,1
15061630,1,1,0,2,1
15061632,0,1,1,1,3
15061633,3,1,1,1,3
15061638,2,0,2,2,2
15061639,2,0,2,1,2
15061640,2,1,1,2,2
15061641,2,0,2,1,2
15061642,2,0,2,2,2
15061645,2,1,1,2,2
15061646,2,1,0,1,2
15061649,0,1,2,2,0
15061650,2,1,1,1,2
15061651,0,1,0,3,1
15061653,0,0,2,0,4
15061654,0,1,1,1,3
15061658,0,1,1,1,3
15061659,1,2,0,1,1
15061665,1,1,2,0,4
15061666,1,1,1,2,2
15061667,0,1,0,3,1
15061668,1,1,2,0,4
15061669,0,0,0,0,4
15061670,2,0,2,1,2
15061671,0,1,2,1,3
15061673,1,1,1,2,2
15061677,1,0,1,1,3
15061678,1,0,1,1,3
15061679,1,1,0,2,2
15061680,2,0,2,1,2
15061682,2,0,1,2,2
15061683,1,1,0,2,3
15061684,2,0,0,1,2
15061686,1,1,0,2,2
15061687,0,0,1,1,3
15061688,1,1,0,2,2
15061690,1,0,1,1,3
15061702,2,1,1,2,2
15061706,1,0,1,0,3
15061707,1,1,2,3,1
15061709,0,0,0,0,4
15061712,1,1,1,1,1
15061714,1,0,0,0,3
15061717,2,1,2,2,2
15061719,2,1,0,1,2
15061720,1,0,0,0,2
15061722,0,0,1,2,2
15061723,0,0,2,2,1
15061724,1,0,1,2,1
15061725,1,0,0,0,3
15061726,1,1,1,0,3
15061729,2,0,1,2,2
15061733,1,0,1,1,3
15061734,1,0,1,1,3
15061735,1,0,0,0,3
15061736,1,0,1,2,2
15061737,2,0,1,2,2
15061738,1,0,1,1,3
15061740,1,1,1,1,2
15061744,2,0,1,1,2
15061747,2,1,0,1,2
15061751,1,2,0,1,1
15061752,1,1,1,1,2
15061753,1,0,1,1,3
15061754,2,0,1,1,2
15061755,1,1,0,1,3
15061756,1,1,0,1,3
15061757,1,1,0,2,2
15061758,0,2,0,3,1
15061760,2,0,1,2,2
15061761,2,1,0,1,2
15061762,1,1,0,1,3
15061764,1,1,1,2,2
15061766,0,1,1,2,1
15061769,0,0,0,1,3
15061771,1,0,1,1,3
15061772,2,1,0,2,2
15061773,2,0,1,1,3
15061776,1,0,0,0,4
15061777,1,1,0,2,2
15061784,1,0,1,1,3
15061785,2,1,1,3,1
15061788,2,0,0,0,4
15061789,1,0,0,0,4
15061790,1,1,0,2,2
15061795,1,1,0,2,1
15061797,1,0,1,1,3
15061798,1,0,0,1,3
15061799,1,1,0,2,2
15061800,0,0,1,0,1
15061811,2,0,2,2,2
15061813,1,0,0,0,4
15061814,2,0,2,1,2
15061815,0,1,1,1,3
15061826,1,0,0,1,3
15061905,1,1,2,2,1
15061906,1,1,1,2,3
15061907,4,1,1,1,3
15061908,0,0,1,0,4
15061909,0,1,0,3,0
15061910,0,1,1,1,3
15061911,2,0,1,1,2
15061915,2,0,1,1,2
15061917,0,0,2,0,4
15061918,1,2,0,1,1
15061926,0,1,1,1,3
15061927,2,0,2,2,2
15061929,1,0,0,3,0
15061930,1,2,0,1,1
15061933,1,1,0,2,2
15061934,2,0,1,2,2
15061937,2,1,0,1,3
15061939,1,0,1,1,3
15061941,0,0,0,0,4
15061944,1,0,1,1,3
15061945,0,0,2,0,4
15061948,1,1,0,2,2
15061949,0,1,1,2,2
15061951,0,0,2,0,4
15061952,2,0,1,2,2
15061953,1,0,0,2,2
15061954,0,0,2,0,4
15061957,0,0,1,0,3
15061958,0,0,1,1,3
15061960,1,1,1,2,2
15061961,1,0,0,2,2
15061964,2,1,0,1,2
15061965,1,0,0,1,2
15061966,1,1,1,3,1
15061967,1,0,1,1,2
15061968,1,1,0,2,2
15061969,1,0,0,1,1
15062036,1,1,0,2,1
15062038,0,0,2,0,4
15062039,1,1,2,2,1
15062050,0,0,0,1,3
15062051,0,0,2,0,4
15062052,0,0,2,0,4
15062053,1,0,2,2,1
15062063,1,1,0,2,2
15062067,1,0,0,1,1
15062069,2,0,0,0,4
15062071,2,1,0,1,2
15062080,1,0,1,1,3
15062081,1,1,0,2,2
15062092,1,1,0,2,2
15062094,1,0,0,2,3
15062097,2,0,2,2,2
15062100,2,0,2,1,3
15062101,0,1,0,3,1
15062102,2,0,1,2,2
15062103,1,0,1,3,2
15062105,1,0,0,2,2
15062106,1,0,1,1,3
15062107,0,1,0,3,1
15062108,1,0,1,1,3
15062109,0,0,2,0,4
15062112,1,0,0,2,2
15062115,2,1,1,3,1
15062117,0,0,2,0,4
15062118,0,0,2,0,4
15062119,1,1,1,1,3
15062122,1,1,1,2,2
15062124,1,1,1,2,2
15062126,1,0,0,2,2
15062133,1,1,0,1,3
15062136,0,0,3,2,1
15062139,1,0,0,0,3
15062143,0,1,0,3,1
15062144,1,0,0,2,2
15062145,1,1,2,3,1
15062146,1,1,0,2,1
15062147,1,0,0,0,3
15062149,1,0,0,0,3
15062150,1,1,1,1,3
15062151,0,2,0,4,0
15062152,1,0,1,1,3
15062153,1,0,1,1,3
15062332,1,2,0,2,1
15062333,1,1,0,2,2
15062334,1,2,0,1,1
15062335,1,0,0,1,3
15062337,0,0,2,0,4
15062338,0,0,2,0,4
15062339,0,1,1,0,2
15062344,0,0,2,2,1
15062346,0,0,2,2,2
15062347,2,1,0,2,2
15062349,1,1,1,1,3
15062350,0,1,1,2,2
15062351,1,1,0,1,3
15062353,0,0,0,0,4
15062354,0,0,2,0,4
15062356,1,1,0,2,1
15062357,1,0,0,2,3
15062358,1,0,1,1,3
15062359,1,1,2,0,4
15062360,1,0,0,1,1
15062361,0,0,1,0,4
15062363,1,1,2,2,1
15062366,1,0,0,1,3
15062367,1,1,1,3,1
15062368,0,0,2,0,4
15062369,1,0,0,0,3
15062371,1,2,0,1,1
