SAMPLES,c1_12152,c1_7964,c2_32056,c2_39191,c2_50324
15061352,4,3,4,4,4
15061353,4,3,4,4,4
15061355,4,3,4,4,4
15061360,4,3,4,4,4
15061364,4,3,4,4,4
15061365,3,4,4,4,4
15061367,3,4,4,4,4
15061368,4,1,3,4,4
15061369,4,1,3,4,4
15061370,4,2,4,4,4
15061377,4,1,3,4,4
15061378,4,2,4,3,4
15061380,4,3,4,3,2
15061382,4,2,2,3,4
15061383,4,3,4,4,4
15061384,4,3,4,4,3
15061385,4,3,4,4,3
15061386,4,1,3,4,4
15061388,4,2,4,4,4
15061389,4,3,4,4,4
15061390,4,3,4,4,4
15061392,4,1,4,4,4
15061394,3,3,2,2,3
15061396,3,3,2,2,3
15061404,4,3,4,4,4
15061406,4,3,4,4,4
15061410,3,3,4,2,3
15061411,4,4,4,4,4
15061414,4,3,4,4,4
15061415,3,3,3,4,4
15061417,4,3,4,4,4
15061418,4,3,4,4,4
15061419,4,3,4,4,3
15061420,1,0,3,4,4
15061421,4,1,3,4,4
15061422,4,3,4,4,4
15061423,4,3,4,4,4
15061424,4,1,4,4,4
15061425,4,2,4,4,4
15061430,4,2,4,4,4
15061434,3,3,3,4,4
15061435,4,4,3,4,4
15061436,3,4,4,4,2
15061437,4,4,4,3,2
15061438,4,3,4,4,4
15061439,4,4,4,3,2
15061441,4,3,4,4,4
15061442,4,4,4,4,4
15061443,3,4,4,4,2
15061444,4,4,4,4,4
15061445,4,3,4,4,4
15061447,4,3,4,4,NA
15061453,4,3,4,4,4
15061458,4,2,4,4,4
15061459,4,3,4,4,4
15061461,4,2,4,4,4
15061462,4,4,4,3,2
15061463,4,2,3,4,4
15061469,3,3,4,4,3
15061470,3,2,4,2,3
15061471,3,2,4,2,3
15061475,4,1,3,4,4
15061477,4,4,4,4,4
15061478,4,3,4,4,3
15061479,4,3,4,4,4
15061480,4,3,4,4,4
15061481,4,2,NA,4,4
15061482,3,4,4,4,2
15061484,4,2,3,4,4
15061485,3,4,4,4,2
15061487,4,2,4,4,3
15061488,4,3,4,4,4
15061489,4,3,4,4,4
15061490,4,3,4,4,4
15061492,4,3,4,4,4
15061493,4,3,4,3,2
15061495,4,3,4,3,2
15061498,4,3,4,4,NA
15061500,3,4,4,4,2
15061501,4,4,4,4,2
15061503,4,3,4,4,4
15061504,4,2,2,3,4
15061505,3,2,4,4,4
15061507,4,4,4,4,4
15061508,4,4,4,4,4
15061509,3,2,3,3,2
15061511,3,2,3,3,2
15061514,4,1,3,4,4
15061516,4,4,4,4,2
15061517,4,3,4,4,4
15061518,4,3,4,4,4
15061520,4,2,4,4,4
15061521,4,2,4,4,3
15061523,4,3,4,4,3
15061524,4,3,4,2,2
15061525,4,4,4,4,4
15061526,4,2,3,4,4
15061528,4,3,4,3,2
15061530,4,4,4,4,4
15061533,4,4,4,4,4
15061534,4,2,4,3,1
15061535,4,3,4,3,2
15061536,4,4,4,4,4
15061537,3,3,2,2,3
15061538,4,3,4,4,3
15061539,4,3,4,4,3
15061542,4,2,NA,4,4
15061543,3,4,4,4,4
15061546,4,3,4,4,3
15061549,4,3,4,4,4
15061550,4,1,4,4,4
15061551,3,4,4,4,2
15061553,3,2,2,3,3
15061555,4,1,3,4,4
15061556,3,4,4,4,2
15061557,4,1,3,4,4
15061561,4,4,4,3,3
15061564,4,3,4,4,4
15061565,3,1,3,2,4
15061566,4,3,4,4,3
15061567,4,2,3,4,3
15061571,4,3,4,4,4
15061575,4,2,3,4,4
15061576,3,2,4,2,3
15061577,4,2,4,4,4
15061580,4,3,4,4,4
15061585,3,2,4,2,3
15061586,3,2,4,2,3
15061588,3,4,4,4,2
15061601,4,3,4,4,4
15061602,3,2,2,2,3
15061604,3,2,3,3,3
15061608,3,2,4,2,3
15061609,4,3,4,4,3
15061610,4,3,4,4,4
15061614,4,2,2,3,4
15061621,4,4,4,4,2
15061622,4,1,3,4,4
15061626,4,3,4,4,NA
15061627,4,2,3,4,4
15061628,3,2,3,3,2
15061629,4,2,4,4,3
15061630,4,2,4,3,1
15061632,4,2,2,3,4
15061633,4,4,3,4,2
15061638,4,1,3,4,4
15061639,3,3,4,4,4
15061640,4,3,4,3,4
15061641,3,3,4,4,4
15061642,4,1,3,4,4
15061645,4,3,4,3,4
15061646,3,3,2,2,3
15061649,4,1,4,4,3
15061650,3,2,3,4,3
15061651,4,4,4,4,4
15061653,4,2,4,4,4
15061654,4,2,2,3,4
15061658,4,2,2,3,4
15061659,3,2,4,2,3
15061665,3,3,4,2,3
15061666,4,3,4,3,2
15061667,4,2,3,4,4
15061668,3,3,4,2,3
15061669,4,3,4,4,4
15061670,3,3,4,4,4
15061671,4,2,4,4,4
15061673,4,3,4,4,3
15061677,4,3,4,4,4
15061678,4,3,4,4,4
15061679,4,4,3,4,4
15061680,3,3,4,4,4
15061682,4,1,3,4,4
15061683,4,3,4,4,4
15061684,3,1,3,4,3
15061686,4,3,4,4,4
15061687,4,3,3,4,4
15061688,4,3,4,4,4
15061690,4,3,4,4,4
15061702,4,3,4,3,4
15061706,3,1,3,3,3
15061707,4,3,3,4,4
15061709,4,3,4,4,4
15061712,4,2,4,3,2
15061714,3,3,3,4,4
15061717,4,2,4,4,4
15061719,3,3,2,2,3
15061720,3,3,3,4,4
15061722,4,3,4,4,3
15061723,4,4,4,4,2
15061724,4,2,4,4,NA
15061725,3,3,3,4,4
15061726,2,2,3,2,4
15061729,4,1,4,4,4
15061733,4,3,4,4,4
15061734,4,3,4,4,4
15061735,3,3,3,4,4
15061736,4,1,4,4,4
15061737,4,1,4,4,4
15061738,4,3,4,4,4
15061740,3,3,3,3,2
15061744,3,2,4,4,2
15061747,3,3,2,2,3
15061751,3,2,4,2,3
15061752,3,3,3,3,2
15061753,4,3,4,4,4
15061754,3,3,4,3,2
15061755,4,2,3,4,3
15061756,4,2,3,4,3
15061757,4,4,3,4,4
15061758,4,4,4,3,3
15061760,4,1,4,4,4
15061761,3,3,2,2,3
15061762,4,3,4,3,2
15061764,3,2,3,3,2
15061766,4,2,NA,4,4
15061769,4,2,3,3,2
15061771,4,3,4,4,4
15061772,4,1,3,4,4
15061773,4,2,4,3,2
15061776,3,4,4,4,2
15061777,4,4,3,4,4
15061784,4,3,4,4,4
15061785,4,1,3,4,4
15061788,4,3,4,2,2
15061789,3,4,4,4,2
15061790,4,4,3,4,4
15061795,4,2,4,3,1
15061797,4,3,4,4,4
15061798,4,3,4,4,4
15061799,4,4,3,4,4
15061800,3,2,4,3,4
15061811,4,1,3,4,4
15061813,3,4,4,4,2
15061814,3,3,4,4,4
15061815,4,2,2,3,4
15061826,4,3,4,4,4
15061905,3,4,4,4,4
15061906,4,1,3,4,4
15061907,2,0,3,1,2
15061908,4,3,4,4,4
15061909,4,2,4,3,3
15061910,4,2,2,3,4
15061911,3,3,4,4,2
15061915,3,3,4,4,2
15061917,4,2,4,4,4
15061918,3,2,4,2,3
15061926,4,2,2,3,4
15061927,4,1,2,3,2
15061929,4,2,3,4,2
15061930,3,2,4,2,3
15061933,4,3,4,4,4
15061934,4,1,4,4,4
15061937,4,1,4,4,4
15061939,4,3,4,4,4
15061941,4,3,4,4,4
15061944,4,2,3,3,4
15061945,4,2,4,4,4
15061948,4,3,4,4,4
15061949,4,3,3,3,4
15061951,4,2,4,4,4
15061952,4,1,4,4,4
15061953,4,3,4,4,3
15061954,4,2,4,4,4
15061957,4,1,4,4,4
15061958,4,2,3,4,3
15061960,4,1,3,4,4
15061961,4,3,4,4,3
15061964,3,3,2,2,3
15061965,3,2,2,3,NA
15061966,4,2,4,4,3
15061967,3,3,3,4,4
15061968,4,4,3,4,4
15061969,3,1,4,2,2
15062036,4,2,4,4,3
15062038,4,2,4,4,4
15062039,3,4,4,4,4
15062050,3,3,4,4,2
15062051,4,2,4,4,4
15062052,4,2,4,4,4
15062053,3,4,4,4,NA
15062063,4,3,4,4,4
15062067,3,1,4,2,2
15062069,4,3,4,2,3
15062071,3,3,2,2,3
15062080,4,3,4,4,3
15062081,4,1,3,4,4
15062092,4,3,4,4,4
15062094,4,3,4,4,3
15062097,4,1,3,4,4
15062100,3,2,4,4,2
15062101,4,2,3,4,4
15062102,2,0,3,2,2
15062103,4,2,4,4,4
15062105,4,3,4,4,3
15062106,4,3,4,4,4
15062107,4,4,4,4,4
15062108,4,3,4,4,4
15062109,4,2,4,4,4
15062112,4,3,4,4,3
15062115,4,3,4,4,4
15062117,4,2,4,4,4
15062118,4,2,4,4,4
15062119,4,2,4,4,4
15062122,4,3,4,3,2
15062124,3,2,3,3,2
15062126,4,3,4,4,3
15062133,4,3,4,3,2
15062136,4,4,4,4,2
15062139,3,3,3,4,4
15062143,4,2,3,4,4
15062144,4,3,4,4,3
15062145,4,3,3,4,4
15062146,4,2,4,3,1
15062147,3,3,3,4,4
15062149,3,3,3,4,4
15062150,4,3,3,4,4
15062151,4,2,4,4,4
15062152,4,3,4,4,4
15062153,4,3,4,4,4
15062332,3,2,4,2,3
15062333,4,3,4,4,4
15062334,3,2,4,2,3
15062335,3,2,4,4,4
15062337,4,2,4,4,4
15062338,4,2,4,4,4
15062339,4,3,4,2,4
15062344,3,2,4,4,1
15062346,4,2,2,4,4
15062347,4,1,3,4,4
15062349,4,2,4,4,4
15062350,4,3,3,3,4
15062351,4,3,4,3,2
15062353,4,3,4,4,4
15062354,4,2,4,4,4
15062356,4,2,4,3,1
15062357,4,3,4,4,3
15062358,4,3,4,4,4
15062359,3,3,4,2,3
15062360,3,1,4,2,2
15062361,4,3,4,4,4
15062363,3,4,4,4,4
15062366,4,3,4,4,4
15062367,4,3,4,4,4
15062368,4,2,4,4,4
15062369,3,3,3,4,4
15062371,3,2,4,2,3
