SAMPLES,c1_16540,c1_16542,c1_3098,c1_3497,c1_3499,c1_4347,c1_5112,c1_7871,c1_7872,c1_7874,c1_8069,c2_10681,c2_1296,c2_12976,c2_14980,c2_22024,c2_23776,c2_32257,c2_4030,c2_47199,c2_47202,c2_48818,c2_53914,c2_686,c2_7401
15061264,2,4,3,3,2,3,2,3,3,0,4,2,0,2,1,1,2,3,2,0,4,1,3,2,1
15061265,2,4,4,3,1,3,3,4,4,0,4,3,0,3,0,1,3,4,2,0,4,1,2,3,0
15061270,1,4,3,1,1,3,2,3,3,1,4,3,1,2,2,1,4,4,2,1,3,0,2,3,1
15061271,0,4,4,1,1,3,2,2,2,2,3,4,0,3,0,0,2,4,1,2,2,1,3,0,0
15061273,2,4,4,3,1,3,3,4,4,0,4,3,0,3,0,1,3,4,2,0,4,1,2,3,0
15061274,0,4,4,2,0,4,2,1,2,2,3,4,0,4,2,2,4,4,2,2,2,0,2,2,0
15061277,1,4,3,0,0,1,0,1,3,1,3,4,1,3,2,1,3,4,3,2,3,0,2,3,2
15061279,1,4,3,2,1,1,2,2,3,1,3,3,0,2,2,1,4,4,1,1,3,0,2,3,1
15061281,2,3,3,2,0,3,3,3,4,0,4,4,0,2,2,0,3,3,2,1,4,0,3,2,0
15061283,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061286,0,4,4,1,1,3,2,2,2,2,3,4,0,3,0,0,2,4,1,2,2,1,3,0,0
15061288,2,3,3,3,0,3,3,3,4,0,4,4,0,2,2,0,3,3,2,1,4,0,3,2,0
15061289,2,3,3,2,0,3,3,3,4,0,4,4,0,2,2,0,3,3,2,1,4,0,3,2,0
15061290,2,4,4,1,0,4,0,3,4,0,4,4,2,2,0,1,2,3,3,1,4,0,3,3,1
15061291,1,4,4,2,0,2,3,3,3,1,3,4,0,4,2,2,3,4,3,1,3,0,3,3,1
15061293,2,4,4,2,1,2,2,3,3,1,4,3,0,1,2,1,2,4,1,1,3,1,2,2,1
15061295,1,4,4,2,0,1,3,4,4,0,3,4,0,1,0,2,3,4,2,0,4,1,2,2,0
15061296,2,3,4,3,0,3,2,2,3,1,4,4,0,2,2,2,3,4,2,2,2,1,2,3,1
15061297,1,4,4,3,1,1,0,4,4,0,3,4,2,2,0,2,3,4,2,0,4,1,2,1,2
15061298,0,4,4,3,2,4,4,3,3,1,3,3,1,2,3,2,3,4,2,1,3,0,2,1,1
15061300,2,3,4,3,2,3,1,3,4,0,3,2,0,0,0,3,4,4,1,1,3,0,3,4,0
15061301,0,4,4,3,2,4,4,3,3,1,3,3,1,2,3,2,3,4,2,1,3,0,2,1,1
15061302,2,4,4,2,1,3,3,3,3,1,4,3,0,1,2,2,3,4,0,1,3,1,2,2,1
15061303,1,4,3,2,0,4,2,2,4,0,4,3,2,2,0,1,4,3,1,1,4,1,3,3,0
15061305,2,3,4,3,1,2,3,4,4,0,3,3,1,1,0,0,4,4,0,1,3,1,2,3,1
15061307,3,4,4,2,2,2,1,4,4,0,2,2,0,0,0,0,2,4,3,0,4,0,2,2,0
15061312,1,4,4,2,0,2,3,3,3,1,3,4,0,4,2,2,3,4,3,1,3,0,3,3,1
15061313,1,4,4,2,1,2,1,3,3,1,4,3,0,1,2,1,2,4,2,1,3,0,2,4,0
15061314,1,4,3,3,1,3,2,2,3,1,4,3,0,3,2,1,3,4,1,1,3,0,3,0,1
15061317,2,4,4,3,2,3,2,3,3,0,4,2,0,2,2,1,3,3,2,0,4,1,3,2,1
15061320,0,4,4,2,2,2,1,3,3,0,3,4,0,3,1,2,1,3,3,1,4,0,3,0,0
15061323,2,3,NA,3,2,2,2,3,3,0,3,3,0,2,1,3,1,4,2,0,4,1,3,3,0
15061324,0,4,3,3,2,3,3,3,4,0,2,2,0,3,0,3,3,4,3,1,3,0,2,1,0
15061327,1,4,4,2,1,3,1,3,3,1,4,3,0,2,1,1,4,4,2,2,3,0,2,3,1
15061329,0,4,3,3,0,2,2,3,3,1,4,4,0,2,2,2,4,4,3,1,3,2,2,1,2
15061330,2,3,3,3,3,3,4,2,3,0,4,2,1,1,1,2,2,1,2,1,4,1,4,2,0
15061331,2,3,4,2,0,4,2,2,3,1,3,4,0,4,2,2,3,4,1,2,3,2,2,2,2
15061335,1,4,4,2,1,3,4,4,4,0,4,3,0,2,0,2,3,4,3,0,4,1,1,2,0
15061336,2,4,3,1,1,2,4,3,4,0,3,3,0,1,0,0,3,4,1,0,4,0,2,3,0
15061340,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,2,3,0
15061342,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061344,3,4,2,2,1,3,2,4,4,0,3,3,0,2,0,3,2,3,1,0,4,1,2,1,0
15061345,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061346,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061347,1,3,4,4,1,1,2,4,4,0,4,4,0,2,0,3,4,4,2,1,4,0,2,3,0
15061349,1,4,3,2,1,3,2,3,4,0,4,3,0,2,0,2,2,4,1,1,4,1,1,2,0
15061352,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061353,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061355,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061360,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061364,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061365,2,3,3,2,0,3,3,3,4,0,4,4,0,2,2,0,3,3,2,1,4,0,2,2,0
15061367,2,3,3,2,0,3,3,3,4,0,4,4,0,2,2,0,3,3,2,1,4,0,3,2,0
15061368,1,4,3,2,1,3,2,3,3,1,4,3,0,2,2,2,4,4,1,1,3,0,2,1,1
15061369,1,4,3,2,1,3,2,3,3,1,4,3,0,2,2,2,4,4,1,1,3,0,2,1,1
15061370,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061377,1,4,4,2,1,3,1,3,3,1,4,3,0,2,2,1,3,4,2,2,3,0,2,3,1
15061378,1,4,4,2,1,3,4,4,4,0,4,3,0,2,0,2,3,4,3,0,4,1,1,2,0
15061380,1,3,4,4,1,1,2,4,4,0,4,4,0,2,0,3,4,4,2,1,4,0,2,3,0
15061382,2,3,NA,3,2,1,2,3,3,0,3,3,0,2,1,3,2,4,2,0,4,1,3,3,0
15061383,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061384,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061385,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061386,1,4,3,2,1,3,2,3,3,1,4,3,0,2,2,2,4,4,1,1,3,0,2,1,1
15061388,2,3,3,1,0,2,2,3,4,0,4,4,0,3,0,1,4,4,2,1,3,1,3,3,0
15061389,1,4,4,2,1,3,3,4,4,0,4,2,0,2,0,1,4,3,1,0,4,0,3,2,0
15061390,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061392,3,1,4,2,1,3,0,3,3,1,4,4,1,3,0,0,3,4,4,0,4,0,3,3,1
15061394,2,4,4,3,2,3,2,3,3,0,4,2,0,2,1,1,3,3,2,0,4,1,3,2,1
15061396,2,4,4,3,2,3,2,3,3,0,4,2,0,2,1,1,3,3,2,0,4,1,3,2,1
15061404,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061406,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061410,2,4,4,3,1,3,3,3,4,0,2,4,0,4,0,2,2,3,3,0,4,2,2,3,1
15061411,3,3,4,2,0,1,3,4,4,0,3,4,1,2,0,2,4,4,1,0,4,0,1,4,0
15061414,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061415,2,3,4,3,1,2,1,3,3,1,4,4,0,1,0,1,3,4,3,1,3,0,2,2,0
15061417,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061418,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061419,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061420,0,4,4,2,2,2,1,3,3,0,3,4,0,3,1,2,1,3,3,1,4,0,3,0,0
15061421,1,4,4,2,1,3,1,3,3,1,4,3,0,2,2,1,3,4,2,2,3,0,2,3,1
15061422,1,4,4,3,0,1,0,4,4,0,4,4,0,4,0,1,3,4,1,0,4,0,3,1,2
15061423,1,4,4,3,0,1,0,4,4,0,4,4,0,4,0,1,3,4,1,0,4,0,2,2,2
15061424,2,3,4,2,0,1,2,3,3,1,3,4,0,1,3,2,3,3,1,1,3,0,3,3,1
15061425,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061430,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061434,2,3,4,3,1,2,1,3,3,1,4,4,0,1,0,2,3,4,3,1,3,0,2,2,0
15061435,1,4,3,1,1,3,4,2,3,1,4,3,0,1,2,1,4,4,3,1,3,0,2,2,1
15061436,0,4,4,0,0,3,3,2,3,0,4,4,1,3,1,1,2,3,1,1,4,2,2,2,0
15061437,1,4,4,4,1,2,3,4,4,0,2,4,1,2,0,2,4,4,1,1,4,0,NA,3,0
15061438,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061439,1,4,4,4,1,2,3,4,4,0,2,4,1,2,0,2,4,4,1,1,4,0,NA,3,0
15061441,2,3,4,3,2,3,1,3,4,0,3,2,0,0,0,3,4,4,1,1,3,0,3,4,0
15061442,3,3,4,2,0,1,3,4,4,0,3,4,1,2,0,2,4,4,1,0,4,0,1,4,0
15061443,0,4,4,0,0,3,3,2,3,0,4,4,1,3,1,1,2,3,1,1,4,2,2,2,0
15061444,3,3,4,1,0,2,2,4,4,0,3,4,0,3,0,2,3,4,2,1,4,0,2,2,0
15061445,2,3,4,3,2,3,1,3,4,0,3,2,0,0,0,3,4,4,1,1,3,0,3,4,0
15061447,1,4,4,2,0,1,0,3,4,0,4,4,0,4,1,2,3,4,2,0,4,0,2,2,2
15061453,2,3,4,3,2,3,1,3,4,0,3,2,0,0,0,3,4,4,1,1,3,0,3,4,0
15061458,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061459,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061461,2,4,3,3,1,3,3,3,3,1,4,3,0,2,2,1,3,4,1,1,3,0,3,3,1
15061462,1,4,4,4,1,2,3,4,4,0,2,4,1,2,0,2,4,4,1,1,4,0,NA,3,0
15061463,1,4,4,3,0,2,0,4,4,NA,4,4,0,4,1,1,3,4,1,1,4,0,2,2,2
15061469,3,4,2,2,1,3,2,4,4,0,3,3,0,2,0,3,2,3,1,0,4,1,2,1,0
15061470,2,2,3,1,0,4,1,2,2,1,3,4,0,2,2,2,1,3,2,1,3,0,2,1,0
15061471,2,2,3,1,0,4,1,2,2,1,3,4,0,2,3,2,1,3,2,1,3,0,2,1,0
15061475,1,4,4,2,1,3,1,3,3,1,4,3,0,2,2,1,2,4,2,2,3,0,2,3,1
15061477,3,3,4,1,0,2,2,4,4,0,3,4,0,3,0,2,3,4,2,1,4,0,2,2,0
15061478,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061479,1,4,4,3,0,1,0,4,4,0,4,4,0,4,0,2,2,4,1,0,4,0,3,2,2
15061480,2,3,4,3,2,3,1,3,4,0,3,2,0,0,0,3,4,4,1,1,3,0,3,4,0
15061481,1,4,4,2,1,2,1,3,3,1,4,3,0,1,2,1,2,4,2,1,3,0,2,4,0
15061482,0,4,4,0,0,3,3,2,3,0,4,4,1,3,1,1,2,3,1,1,4,2,2,2,0
15061484,1,4,3,1,1,3,2,3,3,1,4,3,1,2,2,1,4,4,2,1,3,0,2,3,1
15061485,0,4,4,0,0,3,3,2,3,0,4,4,1,3,1,1,2,3,1,1,4,2,2,2,0
15061487,3,2,4,2,0,1,1,4,4,0,3,4,1,2,2,2,4,3,2,1,4,0,2,3,0
15061488,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061489,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061490,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061492,1,4,4,2,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061493,1,3,4,4,1,1,2,4,4,0,4,4,0,2,0,3,4,4,2,1,4,0,2,3,0
15061495,1,3,4,4,1,1,2,4,4,0,4,4,0,2,0,3,4,4,2,1,4,0,2,3,0
15061498,1,4,4,3,1,3,3,4,4,0,4,3,0,2,0,1,4,3,1,0,4,0,3,2,0
15061500,0,4,4,0,0,3,3,2,3,0,4,4,1,3,1,1,2,3,1,1,4,2,2,2,0
15061501,1,4,4,1,0,2,2,3,3,1,2,4,0,2,1,3,4,4,1,0,3,1,2,1,0
15061503,1,4,4,3,0,1,0,4,4,0,4,4,0,4,0,1,3,4,1,0,4,0,3,1,2
15061504,2,3,NA,3,2,1,2,3,3,0,3,3,0,2,1,3,1,4,2,0,4,1,3,3,0
15061505,0,4,4,1,1,3,2,2,2,2,3,4,0,3,0,0,2,4,1,2,2,1,3,0,0
15061507,3,3,4,2,0,1,3,4,4,0,3,4,1,2,0,2,4,4,1,0,4,0,1,4,0
15061508,3,3,4,2,0,1,3,4,4,0,3,4,1,2,0,2,4,4,1,0,4,0,1,4,0
15061509,1,3,4,2,2,2,1,1,2,2,4,4,0,2,NA,1,4,4,2,2,2,1,2,2,1
15061511,1,3,4,2,2,2,1,1,2,2,4,4,0,2,NA,1,4,4,2,2,2,1,2,2,1
15061514,1,4,4,2,1,3,1,3,3,1,4,3,0,2,2,1,3,4,2,2,3,0,2,3,1
15061516,1,4,4,1,0,2,2,3,3,1,2,4,0,2,1,3,4,4,1,0,3,1,2,1,0
15061517,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061518,1,4,4,3,0,1,0,4,4,0,4,4,0,4,0,2,3,4,1,0,4,0,3,1,2
15061520,1,3,3,2,0,2,2,4,4,0,4,4,0,2,2,1,2,4,3,0,4,0,2,2,0
15061521,2,3,4,3,1,3,2,3,3,1,2,3,0,2,2,1,2,4,2,1,3,0,2,3,0
15061523,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061524,0,4,4,2,1,2,2,4,4,0,4,4,0,3,0,2,4,4,4,0,4,1,2,3,1
15061525,3,3,4,2,0,1,3,4,4,0,3,4,1,2,0,2,4,4,1,0,4,0,1,4,0
15061526,2,NA,4,2,0,1,2,3,3,1,3,NA,0,1,3,2,3,3,1,1,3,0,3,3,1
15061528,1,3,4,4,1,1,2,4,4,0,4,4,0,2,0,3,4,4,2,1,4,0,2,3,0
15061530,3,3,4,2,0,1,3,4,4,0,3,4,1,2,0,2,4,4,1,0,4,0,1,4,0
15061533,3,3,4,3,0,1,3,4,4,0,3,4,1,2,0,2,4,4,1,0,4,0,1,4,0
15061534,1,3,3,4,2,3,3,3,3,1,4,3,0,1,2,1,4,4,3,1,3,0,3,1,1
15061535,1,3,4,4,1,1,2,4,4,0,4,4,0,2,0,3,4,4,2,1,4,0,2,3,0
15061536,3,3,4,3,0,1,3,4,4,0,3,4,1,2,0,2,4,4,1,0,4,0,1,4,0
15061537,1,4,4,3,2,3,2,3,3,0,4,2,0,2,1,1,3,3,2,0,4,1,3,2,1
15061538,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061539,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061542,1,4,4,2,1,2,0,3,3,1,4,3,0,1,2,1,2,4,2,1,3,0,2,4,0
15061543,2,3,3,2,0,3,3,3,4,0,4,4,0,2,2,0,2,3,2,1,4,0,2,2,0
15061546,3,3,4,3,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061549,1,4,3,3,1,1,2,2,3,1,3,3,0,2,2,1,4,4,1,1,3,0,2,3,1
15061550,2,3,4,2,0,1,2,3,3,1,3,4,0,1,3,2,3,3,1,1,3,0,3,3,1
15061551,0,4,4,0,0,3,3,2,3,0,4,4,1,3,1,1,1,3,1,1,4,2,2,2,0
15061553,2,4,4,2,1,1,2,3,3,0,4,3,0,2,1,1,2,2,2,1,4,0,3,2,1
15061555,1,4,4,2,1,3,1,3,3,1,4,3,0,2,2,1,2,4,2,2,3,0,2,3,1
15061556,0,4,4,0,0,3,3,2,3,0,4,4,1,3,1,1,2,3,1,1,4,2,2,2,0
15061557,1,4,4,2,1,3,1,3,3,1,4,3,0,2,2,1,3,4,2,2,3,0,2,3,1
15061561,1,4,4,3,2,1,2,3,4,0,4,4,1,1,0,0,4,4,4,0,4,1,2,1,1
15061564,2,4,4,3,0,1,0,4,4,0,4,4,0,4,0,1,3,4,1,0,4,0,3,2,2
15061565,1,4,3,3,2,3,2,2,3,1,3,3,0,2,3,2,0,2,3,2,3,1,3,2,1
15061566,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061567,0,4,4,1,0,3,3,3,4,0,3,4,0,0,0,1,4,4,4,0,4,0,2,3,1
15061571,2,4,4,2,1,2,1,4,4,0,3,3,0,1,0,1,3,4,2,0,4,1,2,3,0
15061575,1,4,3,1,1,3,2,3,3,1,4,3,1,2,2,1,4,4,2,1,3,0,2,3,1
15061576,2,2,3,1,0,4,1,2,2,1,3,4,0,2,3,2,1,3,2,1,3,0,2,1,0
15061577,0,4,3,3,0,2,2,3,3,1,4,4,0,2,2,2,4,4,3,1,3,2,2,1,2
15061580,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,2,4,1,1,3,0,2,2,1
15061585,2,2,3,1,0,4,1,2,2,1,3,4,0,2,3,2,1,3,2,1,3,0,2,1,0
15061586,2,2,3,1,0,4,1,2,2,1,3,4,0,2,3,2,1,3,2,1,3,0,2,1,0
15061588,0,4,4,0,0,3,3,2,3,0,4,4,1,3,1,1,2,3,1,1,4,2,2,2,0
15061601,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061602,2,4,4,2,1,1,2,3,3,0,4,3,0,2,1,1,3,2,1,1,4,1,2,2,1
15061604,1,4,4,3,2,3,2,2,2,2,4,3,0,3,2,3,1,3,3,3,2,0,4,1,2
15061608,2,2,3,1,0,4,1,2,2,1,3,4,0,2,3,2,1,3,2,1,3,0,2,1,0
15061609,2,3,4,2,0,4,3,4,4,0,4,4,0,2,0,0,4,4,0,0,4,2,1,3,0
15061610,2,4,3,3,1,2,2,3,3,1,4,3,0,2,2,2,3,4,1,1,3,0,2,2,1
15061614,2,3,NA,3,2,1,2,3,3,0,3,3,0,2,1,3,1,4,2,0,4,1,3,3,0
15061621,1,4,4,1,0,2,2,3,3,1,2,4,0,2,1,3,4,4,1,0,3,1,2,1,0
15061622,2,NA,4,2,1,3,1,3,3,1,4,3,0,2,2,1,4,4,2,1,3,0,2,3,1
15061626,1,4,3,3,2,3,3,4,4,NA,3,2,0,1,0,3,4,4,2,0,4,0,2,3,1
15061627,1,4,4,2,0,3,1,4,4,0,4,4,0,2,0,1,4,4,2,2,4,1,2,4,0
15061628,1,3,4,2,2,2,1,1,2,2,4,4,0,2,NA,1,4,4,2,2,2,1,2,2,1
15061629,4,2,4,1,0,2,2,4,4,0,4,4,0,1,2,0,4,4,1,0,4,0,1,4,0
15061630,1,3,3,4,2,3,3,3,3,1,4,3,0,1,2,1,4,4,3,1,3,0,3,1,1
15061632,2,3,NA,3,2,2,2,3,3,0,3,3,0,2,1,3,1,4,2,0,4,1,3,3,0
15061633,1,4,4,2,0,3,2,2,4,0,2,3,1,2,0,3,2,3,1,1,4,1,4,3,0
15061638,1,4,4,2,1,3,1,3,3,1,4,3,0,2,2,1,3,4,2,2,3,0,2,3,1
15061639,1,4,4,1,0,4,2,3,3,0,2,4,0,3,2,1,2,3,3,0,4,1,4,1,0
15061640,3,4,4,3,1,3,1,3,3,1,4,3,0,2,2,1,3,4,2,1,3,0,2,3,1
15061641,1,4,4,1,0,4,2,3,3,0,2,4,0,3,2,1,2,3,3,0,4,1,4,1,0
15061642,1,4,4,2,1,3,1,3,3,1,4,3,0,2,2,1,3,4,2,2,3,0,2,3,1
15061645,3,4,4,3,1,3,1,3,3,1,4,3,0,2,2,1,2,4,2,1,3,0,2,3,1
15061646,2,4,4,3,2,3,2,3,3,0,4,2,0,2,1,1,3,3,2,0,4,1,3,2,1
