SAMPLES,c1_13006,c1_16534,c1_16540,c1_16542,c1_3098,c1_3497,c1_3499,c1_4347,c1_5112,c1_513,c1_5837,c1_7871,c1_7872,c1_7874,c1_8069,c2_10681,c2_12976,c2_14980,c2_22024,c2_27270,c2_39029,c2_4030,c2_47202,c2_53914,c2_686
15061369,1,1,1,4,3,2,1,3,2,4,1,3,3,1,4,3,2,2,2,3,3,1,3,2,1
15061370,3,2,2,4,3,3,1,3,3,4,1,3,3,1,4,3,2,2,1,3,2,1,3,3,3
15061377,3,1,1,4,4,2,1,3,1,2,1,3,3,1,4,3,2,2,1,3,1,2,3,2,3
15061378,2,1,1,4,4,2,1,3,4,3,0,4,4,0,4,3,2,0,2,4,2,3,4,1,2
15061380,1,1,1,3,4,4,1,1,2,1,0,4,4,0,4,4,2,0,3,2,1,2,4,2,3
15061382,2,2,2,3,NA,3,2,1,2,3,0,3,3,0,3,3,2,1,3,4,0,2,4,3,3
15061383,2,2,2,4,3,3,1,2,2,2,1,3,3,1,4,3,2,2,2,3,1,1,3,2,2
15061384,3,2,2,3,4,2,0,4,3,2,0,4,4,0,4,4,2,0,0,4,1,0,4,1,3
15061385,3,2,2,3,4,2,0,4,3,2,0,4,4,0,4,4,2,0,0,4,1,0,4,1,3
15061386,1,1,1,4,3,2,1,3,2,4,1,3,3,1,4,3,2,2,2,3,3,1,3,2,1
15061388,2,1,2,3,3,1,0,2,2,4,0,3,4,0,4,4,3,0,1,4,2,2,3,3,3
15061389,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,2,2,0,1,3,1,1,4,3,2
15061390,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061392,2,1,3,1,4,2,1,3,0,3,1,3,3,1,4,4,3,0,0,3,2,4,4,3,3
15061394,2,1,2,4,4,3,2,3,2,3,1,3,3,0,4,2,2,1,1,4,1,2,4,3,2
15061396,2,1,2,4,4,3,2,3,2,3,1,3,3,0,4,2,2,1,1,4,1,2,4,3,2
15061404,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061406,2,2,2,4,3,3,1,2,2,2,1,3,3,1,4,3,2,2,2,3,1,1,3,2,2
15061410,2,1,2,4,4,3,1,3,3,2,0,3,4,0,2,4,4,0,2,3,1,3,4,2,3
15061411,2,3,3,3,4,2,0,1,3,2,0,4,4,0,3,4,2,0,2,3,0,1,4,1,4
15061414,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061415,1,1,2,3,4,3,1,2,1,2,0,3,3,1,4,4,1,0,1,2,1,3,3,2,2
15061417,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061418,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061419,3,2,2,3,4,2,0,4,3,2,0,4,4,0,4,4,2,0,0,4,1,0,4,1,3
15061420,1,1,0,4,4,2,2,2,1,3,0,3,3,0,3,4,3,1,2,2,1,3,4,3,0
15061421,3,1,1,4,4,2,1,3,1,2,1,3,3,1,4,3,2,2,1,3,1,2,3,2,3
15061422,1,1,1,4,4,3,0,1,0,3,1,4,4,0,4,4,4,0,1,3,1,1,4,3,1
15061423,2,1,1,4,4,3,0,1,0,3,1,4,4,0,4,4,4,0,1,3,1,1,4,2,2
15061424,2,2,2,3,4,2,0,1,2,1,1,3,3,1,3,4,1,3,2,3,1,1,3,3,3
15061425,3,2,2,4,3,3,1,3,3,4,1,3,3,1,4,3,2,2,1,3,2,1,3,3,3
15061430,3,2,2,4,3,3,1,3,3,4,1,3,3,1,4,3,2,2,1,3,2,1,3,3,3
15061434,1,1,2,3,4,3,1,2,1,2,0,3,3,1,4,4,1,0,2,2,1,3,3,2,2
15061435,1,1,1,4,3,1,1,3,4,3,0,2,3,1,4,3,1,2,1,2,3,3,3,2,2
15061436,2,2,0,4,4,0,0,3,3,2,0,2,3,0,4,4,3,1,1,4,1,1,4,2,2
15061437,1,2,1,4,4,4,1,2,3,1,0,4,4,0,2,4,2,0,2,3,0,1,4,NA,3
15061438,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061439,1,2,1,4,4,4,1,2,3,1,0,4,4,0,2,4,2,0,2,3,0,1,4,NA,3
15061441,2,2,2,3,4,3,2,3,1,2,1,3,4,0,3,2,0,0,3,4,0,1,3,3,4
15061442,2,3,3,3,4,2,0,1,3,2,0,4,4,0,3,4,2,0,2,3,0,1,4,1,4
15061443,2,2,0,4,4,0,0,3,3,2,0,2,3,0,4,4,3,1,1,4,1,1,4,2,2
15061444,2,1,3,3,4,1,0,2,2,3,0,4,4,0,3,4,3,0,2,3,1,2,4,2,2
15061445,2,2,2,3,4,3,2,3,1,2,1,3,4,0,3,2,0,0,3,4,0,1,3,3,4
15061447,1,1,1,4,4,2,0,1,0,2,1,3,4,0,4,4,4,1,2,3,1,2,4,2,2
15061453,2,2,2,3,4,3,2,3,1,2,1,3,4,0,3,2,0,0,3,4,0,1,3,3,4
15061458,3,2,2,4,3,3,1,3,3,4,1,3,3,1,4,3,2,2,1,3,2,1,3,3,3
15061459,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061461,3,2,2,4,3,3,1,3,3,4,1,3,3,1,4,3,2,2,1,3,2,1,3,3,3
15061462,1,2,1,4,4,4,1,2,3,1,0,4,4,0,2,4,2,0,2,3,0,1,4,NA,3
15061463,2,1,1,4,4,3,0,2,0,2,1,4,4,NA,4,4,4,1,1,3,1,1,4,2,2
15061469,1,3,3,4,2,2,1,3,2,3,0,4,4,0,3,3,2,0,3,4,1,1,4,2,1
15061470,3,1,2,2,3,1,0,4,1,3,0,2,2,1,3,4,2,2,2,3,2,2,3,2,1
15061471,3,1,2,2,3,1,0,4,1,3,0,2,2,1,3,4,2,3,2,3,2,2,3,2,1
15061475,3,1,1,4,4,2,1,3,1,2,1,3,3,1,4,3,2,2,1,3,1,2,3,2,3
15061477,2,1,3,3,4,1,0,2,2,3,0,4,4,0,3,4,3,0,2,3,1,2,4,2,2
15061478,3,2,2,3,4,2,0,4,3,2,0,4,4,0,4,4,2,0,0,4,1,0,4,1,3
15061479,1,1,1,4,4,3,0,1,0,3,1,4,4,0,4,4,4,0,2,3,1,1,4,3,2
15061480,2,2,2,3,4,3,2,3,1,2,1,3,4,0,3,2,0,0,3,4,0,1,3,3,4
15061481,2,1,1,4,4,2,1,2,1,3,0,3,3,1,4,3,1,2,1,3,1,2,3,2,4
15061482,2,2,0,4,4,0,0,3,3,2,0,2,3,0,4,4,3,1,1,4,1,1,4,2,2
15061484,2,1,1,4,3,1,1,3,2,3,1,3,3,1,4,3,2,2,1,3,2,2,3,2,3
15061485,2,2,0,4,4,0,0,3,3,2,0,2,3,0,4,4,3,1,1,4,1,1,4,2,2
15061487,2,1,3,2,4,2,0,1,1,2,0,4,4,0,3,4,2,2,2,3,0,2,4,2,3
15061488,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061489,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061490,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061492,1,1,1,4,4,2,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061493,1,1,1,3,4,4,1,1,2,1,0,4,4,0,4,4,2,0,3,2,1,2,4,2,3
15061495,1,1,1,3,4,4,1,1,2,1,0,4,4,0,4,4,2,0,3,2,1,2,4,2,3
15061498,1,1,1,4,4,3,1,3,3,3,1,4,4,0,4,3,2,0,1,3,1,1,4,3,2
15061500,2,2,0,4,4,0,0,3,3,2,0,2,3,0,4,4,3,1,1,4,1,1,4,2,2
15061501,2,1,1,4,4,1,0,2,2,4,1,3,3,1,2,4,2,1,3,3,2,1,3,2,1
15061503,2,1,1,4,4,3,0,1,0,2,1,4,4,0,4,4,4,0,1,3,1,1,4,3,1
15061504,2,2,2,3,NA,3,2,1,2,3,0,3,3,0,3,3,2,1,3,4,0,2,4,3,3
15061505,2,2,0,4,4,1,1,3,2,4,0,2,2,2,3,4,3,0,0,4,2,1,2,3,0
15061507,2,3,3,3,4,2,0,1,3,2,0,4,4,0,3,4,2,0,2,3,0,1,4,1,4
15061508,2,3,3,3,4,2,0,1,3,2,0,4,4,0,3,4,2,0,2,3,0,1,4,1,4
15061509,2,2,1,3,4,2,2,2,1,3,1,1,2,2,4,4,2,NA,1,2,1,2,2,2,2
15061511,2,2,1,3,4,2,2,2,1,3,1,1,2,2,4,4,2,NA,1,2,1,2,2,2,2
15061514,3,1,1,4,4,2,1,3,1,2,1,3,3,1,4,3,2,2,1,3,1,2,3,2,3
15061516,3,1,1,4,4,1,0,2,2,4,1,3,3,1,2,4,2,1,3,3,2,1,3,2,1
15061517,2,2,2,4,3,3,1,2,2,2,1,3,3,1,4,3,2,2,2,3,1,1,3,2,2
15061518,1,1,1,4,4,3,0,1,0,2,1,4,4,0,4,4,4,0,2,3,1,1,4,3,1
15061520,2,2,1,3,3,2,0,2,2,0,1,4,4,0,4,4,2,2,1,3,3,3,4,2,2
15061521,2,2,2,3,4,3,1,3,2,2,0,3,3,1,2,3,2,2,1,3,1,2,3,2,3
15061523,3,2,2,3,4,2,0,4,3,2,0,4,4,0,4,4,2,0,0,4,1,0,4,1,3
15061524,2,0,0,4,4,2,1,2,2,2,0,4,4,0,4,4,3,0,2,2,1,4,4,2,3
15061525,2,3,3,3,4,2,0,1,3,2,0,4,4,0,3,4,2,0,2,3,0,1,4,1,4
15061526,2,2,2,NA,4,2,0,1,2,2,1,3,3,1,3,NA,1,3,2,3,1,1,3,3,3
15061528,1,1,1,3,4,4,1,1,2,1,0,4,4,0,4,4,2,0,3,2,1,2,4,2,3
15061530,2,3,3,3,4,2,0,1,3,2,0,4,4,0,3,4,2,0,2,3,0,1,4,1,4
15061533,2,3,3,3,4,3,0,1,3,2,0,4,4,0,3,4,2,0,2,3,0,1,4,1,4
15061534,0,0,1,3,3,4,2,3,3,0,1,3,3,1,4,3,1,2,1,2,3,3,3,3,1
15061535,1,1,1,3,4,4,1,1,2,1,0,4,4,0,4,4,2,0,3,2,1,2,4,2,3
15061536,2,3,3,3,4,3,0,1,3,2,0,4,4,0,3,4,2,0,2,3,0,1,4,1,4
15061537,2,1,1,4,4,3,2,3,2,3,1,3,3,0,4,2,2,1,1,4,1,2,4,3,2
15061538,3,2,2,3,4,2,0,4,3,2,0,4,4,0,4,4,2,0,0,4,1,0,4,1,3
15061539,3,2,2,3,4,2,0,4,3,2,0,4,4,0,4,4,2,0,0,4,1,0,4,1,3
15061542,2,1,1,4,4,2,1,2,0,3,0,3,3,1,4,3,1,2,1,3,1,2,3,2,4
15061543,3,3,2,3,3,2,0,3,3,0,0,3,4,0,4,4,2,2,0,3,2,2,4,2,2
15061546,3,3,3,3,4,3,0,4,3,3,0,4,4,0,4,4,2,0,0,4,1,0,4,1,3
15061549,3,1,1,4,3,3,1,1,2,2,0,2,3,1,3,3,2,2,1,3,1,1,3,2,3
15061550,2,2,2,3,4,2,0,1,2,2,1,3,3,1,3,4,1,3,2,3,1,1,3,3,3
15061551,2,2,0,4,4,0,0,3,3,2,0,2,3,0,4,4,3,1,1,4,1,1,4,2,2
15061553,1,1,2,4,4,2,1,1,2,3,1,3,3,0,4,3,2,1,1,4,0,2,4,3,2
15061555,3,1,1,4,4,2,1,3,1,2,1,3,3,1,4,3,2,2,1,3,1,2,3,2,3
15061556,2,2,0,4,4,0,0,3,3,2,0,2,3,0,4,4,3,1,1,4,1,1,4,2,2
15061557,3,1,1,4,4,2,1,3,1,2,1,3,3,1,4,3,2,2,1,3,1,2,3,2,3
15061561,0,2,1,4,4,3,2,1,2,2,0,3,4,0,4,4,1,0,0,4,1,4,4,2,1
15061564,2,1,2,4,4,3,0,1,0,3,1,4,4,0,4,4,4,0,1,3,1,1,4,3,2
15061565,1,0,1,4,3,3,2,3,2,1,1,2,3,1,3,3,2,3,2,3,1,3,3,3,2
15061566,3,2,2,3,4,2,0,4,3,2,0,4,4,0,4,4,2,0,0,4,1,0,4,1,3
15061567,3,2,0,4,4,1,0,3,3,4,0,3,4,0,3,4,0,0,1,3,2,4,4,2,3
15061571,1,2,2,4,4,2,1,2,1,4,0,4,4,0,3,3,1,0,1,4,2,2,4,2,3
15061575,2,1,1,4,3,1,1,3,2,3,1,3,3,1,4,3,2,2,1,3,2,2,3,2,3
15061576,3,1,2,2,3,1,0,4,1,3,0,2,2,1,3,4,2,3,2,3,2,2,3,2,1
15061577,2,2,0,4,3,3,0,2,2,3,1,3,3,1,4,4,2,2,2,2,2,3,3,2,1
15061580,2,2,2,4,3,3,1,2,2,2,1,3,3,1,4,3,2,2,2,3,1,1,3,2,2
15061585,3,1,2,2,3,1,0,4,1,3,0,2,2,1,3,4,2,3,2,3,2,2,3,2,1
15061586,3,1,2,2,3,1,0,4,1,3,0,2,2,1,3,4,2,3,2,3,2,2,3,2,1
15061588,2,2,0,4,4,0,0,3,3,2,0,2,3,0,4,4,3,1,1,4,1,1,4,2,2
15061601,2,2,2,4,3,3,1,2,2,2,1,3,3,1,4,3,2,2,2,3,1,1,3,2,2
15061602,2,1,2,4,4,2,1,1,2,2,1,3,3,0,4,3,2,1,1,4,0,1,4,2,2
15061604,3,1,1,4,4,3,2,3,2,2,0,2,2,2,4,3,3,2,3,2,0,3,2,4,1
15061608,3,1,2,2,3,1,0,4,1,3,0,2,2,1,3,4,2,3,2,3,2,2,3,2,1
15061609,3,2,2,3,4,2,0,4,3,2,0,4,4,0,4,4,2,0,0,4,1,0,4,1,3
15061610,2,2,2,4,3,3,1,2,2,2,1,3,3,1,4,3,2,2,2,3,1,1,3,2,2
15061614,2,2,2,3,NA,3,2,1,2,3,0,3,3,0,3,3,2,1,3,4,0,2,4,3,3
15061621,3,1,1,4,4,1,0,2,2,4,1,3,3,1,2,4,2,1,3,3,2,1,3,2,1
15061622,2,2,2,NA,4,2,1,3,1,2,1,3,3,1,4,3,2,2,1,3,1,2,3,2,3
15061626,4,2,1,4,3,3,2,3,3,3,0,4,4,NA,3,2,1,0,3,3,1,2,4,2,3
15061627,1,3,1,4,4,2,0,3,1,3,0,4,4,0,4,4,2,0,1,3,1,2,4,2,4
15061628,2,2,1,3,4,2,2,2,1,3,1,1,2,2,4,4,2,NA,1,2,1,2,2,2,2
15061629,0,3,4,2,4,1,0,2,2,3,0,4,4,0,4,4,1,2,0,4,1,1,4,1,4
15061630,0,0,1,3,3,4,2,3,3,0,1,3,3,1,4,3,1,2,1,2,3,3,3,3,1
15061632,2,2,2,3,NA,3,2,2,2,3,0,3,3,0,3,3,2,1,3,4,0,2,4,3,3
15061633,2,1,1,4,4,2,0,3,2,2,0,2,4,0,2,3,2,0,3,4,1,1,4,4,3
15061638,3,1,1,4,4,2,1,3,1,2,1,3,3,1,4,3,2,2,1,3,1,2,3,2,3
15061639,1,0,1,4,4,1,0,4,2,3,1,3,3,0,2,4,3,2,1,4,0,3,4,4,1
15061640,3,3,3,4,4,3,1,3,1,2,0,3,3,1,4,3,2,2,1,2,0,2,3,2,3
15061641,1,0,1,4,4,1,0,4,2,3,1,3,3,0,2,4,3,2,1,4,0,3,4,4,1
15061642,3,1,1,4,4,2,1,3,1,2,1,3,3,1,4,3,2,2,1,3,1,2,3,2,3
15061645,3,3,3,4,4,3,1,3,1,2,0,3,3,1,4,3,2,2,1,2,0,2,3,2,3
15061646,2,1,2,4,4,3,2,3,2,3,1,3,3,0,4,2,2,1,1,4,1,2,4,3,2
