SAMPLES,c1_12015,c1_12320,c1_12345,c1_13135,c1_2112,c1_307,c2_19584,c2_21934,c2_34789,c2_34863,c2_34864,c2_34866,c2_41405,c2_41412,c2_42655,c2_43998,c2_44000,c2_46081,c2_46100,c2_46107,c2_52905,c2_56145,c2_57284,c2_8867,c2_942
15061496,1,4,4,0,0,4,0,2,3,1,4,3,4,4,0,2,2,4,4,4,4,4,0,4,4
15061648,2,3,3,0,0,4,1,3,1,2,4,1,4,4,0,2,2,3,3,3,3,4,0,4,4
15061808,2,4,4,1,1,2,2,2,2,2,4,0,3,3,0,4,4,4,4,4,4,3,0,3,4
15061600,1,3,3,0,0,4,0,2,2,0,4,4,4,4,0,2,3,4,4,4,4,4,0,4,4
15061730,2,4,4,0,0,4,1,2,2,1,4,3,4,4,0,3,3,4,4,4,4,4,0,4,4
15061623,0,4,4,0,0,3,2,1,0,0,4,2,4,4,0,3,3,4,4,4,4,4,0,4,4
15061405,3,4,4,1,1,3,2,1,2,0,4,2,3,3,0,3,3,4,4,4,4,3,1,3,4
15061299,3,4,4,1,1,3,2,1,2,0,4,2,3,3,0,3,3,4,4,4,4,3,1,3,4
15061578,1,4,4,0,0,4,1,3,1,1,4,3,4,4,0,3,3,4,4,4,4,4,1,4,4
15061476,2,4,4,0,0,4,2,3,2,2,4,1,4,4,0,4,4,4,4,4,4,4,0,4,4
15061765,2,4,4,1,0,4,2,3,2,1,4,3,4,3,0,4,4,4,4,4,4,4,0,3,4
15062111,1,3,3,0,0,4,1,4,0,1,4,2,4,4,0,3,3,4,4,4,4,4,2,4,4
15061397,2,4,4,0,0,3,2,2,1,1,3,3,4,4,0,4,4,4,4,4,4,4,1,4,4
15061713,0,4,4,0,0,3,2,1,0,0,4,2,4,4,0,3,3,4,4,4,4,4,0,4,4
15061584,2,4,4,0,0,4,2,1,2,3,2,1,4,4,0,2,2,4,4,4,4,4,1,4,2
15061912,1,4,4,0,0,3,2,2,1,2,4,1,4,4,1,4,4,4,4,4,4,4,1,4,4
15061260,0,4,4,0,0,3,2,1,0,0,4,2,4,4,0,3,3,4,4,4,4,4,0,4,4
15062099,1,4,4,0,0,3,2,2,2,1,4,1,4,4,0,3,3,4,4,4,4,4,0,4,3
15061350,1,4,4,0,0,4,2,2,1,1,3,2,4,4,0,2,2,4,4,4,4,4,0,4,2
15060933,2,4,4,0,0,2,2,1,1,2,2,2,4,4,0,4,4,4,4,4,4,4,2,4,4
15061548,1,4,4,0,0,4,2,3,3,1,3,2,4,4,1,3,3,4,4,4,4,4,0,4,4
15061348,3,4,4,0,0,4,0,2,1,1,4,3,4,4,0,3,3,4,4,4,4,4,0,4,4
15061560,1,3,3,0,0,3,3,3,1,0,4,0,4,4,0,2,2,4,4,4,4,4,0,4,4
15061544,2,4,4,0,0,3,2,2,2,1,3,3,4,4,0,4,4,4,4,NA,4,4,1,4,4
15061449,0,3,3,0,0,4,1,2,3,1,3,3,4,4,0,3,3,4,4,4,4,4,0,4,4
15062348,0,4,4,0,0,4,0,2,3,2,4,2,4,4,0,4,4,4,4,4,4,4,0,4,4
15061916,3,4,4,0,0,4,0,2,1,1,4,3,4,4,0,3,3,4,4,4,4,4,0,4,4
15062138,2,4,4,0,0,3,2,2,1,1,3,3,4,4,0,4,4,4,4,4,4,4,1,4,4
15061946,1,4,4,0,0,4,0,2,3,1,4,3,4,4,0,2,2,4,4,4,4,4,0,4,4
15061676,3,4,4,0,0,4,0,2,1,1,4,3,4,4,0,3,3,4,4,4,4,4,0,4,4
15060536,3,3,3,0,0,2,0,2,1,2,4,2,4,4,0,4,4,4,4,4,4,4,0,4,4
15061391,4,4,4,0,0,4,2,2,1,3,2,1,4,4,1,3,3,3,3,3,3,4,1,4,2
15061662,0,3,3,0,0,4,1,2,3,1,3,3,4,4,0,3,3,4,4,4,4,4,0,4,4
15061228,3,4,4,0,0,3,1,4,2,2,3,1,4,4,0,4,4,4,4,4,4,4,0,3,4
15061356,2,3,3,1,1,3,1,1,1,1,3,3,3,3,0,3,3,4,4,4,4,3,1,4,3
15061963,4,4,4,0,0,4,2,2,1,3,2,1,4,4,1,3,3,3,3,3,3,4,1,4,2
15061338,2,4,4,0,0,3,2,2,1,1,3,3,4,4,0,4,4,4,4,4,4,4,1,4,4
15062331,2,3,3,1,1,3,1,1,1,1,3,3,3,3,0,3,3,4,4,4,4,3,1,4,3
15062098,0,4,4,0,0,4,0,2,3,2,4,2,4,4,0,4,4,4,4,4,4,4,0,4,4
15062114,3,4,4,0,0,3,2,2,2,2,3,2,4,4,0,4,4,4,4,4,4,4,1,4,4
15062046,1,4,4,0,0,3,2,2,1,2,4,1,4,4,1,4,4,4,4,4,4,4,1,4,4
15062370,1,4,4,0,0,4,1,3,1,1,4,3,4,4,0,3,3,4,4,4,4,4,1,4,4
15061685,1,4,4,0,0,3,1,3,0,1,4,1,4,4,0,3,3,4,4,4,4,4,1,4,4
15061540,2,4,4,0,0,4,3,2,1,0,4,1,4,4,0,4,4,4,4,4,4,4,1,4,4
15061721,1,4,4,0,0,3,1,3,3,0,4,4,4,4,0,3,3,4,4,4,4,4,0,4,2
15062074,1,3,3,0,0,4,1,2,1,1,4,2,4,4,1,3,3,4,4,4,4,4,1,4,4
15062362,3,4,4,0,0,4,0,2,1,1,4,3,4,4,0,3,3,4,4,4,4,4,0,4,4
15061689,4,4,4,0,0,4,2,2,1,3,2,1,4,4,1,3,3,3,3,3,3,4,1,4,2
15061357,1,4,4,0,0,4,1,3,1,1,4,3,4,4,0,3,3,4,4,4,4,4,1,4,4
15061376,0,4,4,0,0,4,0,2,3,2,4,2,4,4,0,4,4,4,4,4,4,4,0,4,4
15061308,4,4,4,0,0,4,2,2,1,3,2,1,4,4,1,3,3,3,3,3,3,4,1,4,2
