SAMPLES,c1_14614,c1_15225,c1_2071,c1_2086,c1_2090,c1_3746,c1_5126,c1_513,c1_5580,c1_7624,c2_22165,c2_22186,c2_33777,c2_45611,c2_46398,c2_49724,c2_52196,c2_52203,c2_53708,c2_54811,c2_55639,c2_5771,c2_5784,c2_5845,c2_5868
15060090,3,2,3,3,3,3,2,3,0,0,1,3,3,3,3,4,1,3,2,3,4,3,3,3,3
15061731,2,1,4,4,4,4,4,3,2,0,3,1,4,2,1,3,1,3,2,3,4,4,4,4,4
15061655,0,2,2,2,3,2,3,1,0,2,0,4,1,4,2,2,1,3,3,1,3,2,2,3,2
15061661,0,3,3,3,3,2,4,3,1,0,1,3,3,3,4,3,0,4,3,3,3,3,3,3,3
15061499,1,0,4,4,4,4,3,3,0,1,1,3,4,3,2,4,0,4,2,3,2,4,4,4,4
15061647,1,1,4,4,4,4,3,2,1,0,1,3,4,3,2,3,0,4,2,2,2,4,4,4,4
15061612,1,2,4,4,4,4,3,4,0,0,1,3,4,4,1,3,0,4,3,3,3,4,4,4,4
15061742,1,0,4,4,4,4,3,3,0,1,1,3,4,3,2,4,0,4,2,3,2,4,4,4,4
15061710,1,1,4,4,4,3,4,0,2,0,0,4,4,4,2,3,0,4,1,2,2,4,4,4,4
15062372,0,2,3,3,3,3,3,3,1,0,1,3,3,1,3,3,0,4,3,3,2,3,3,3,3
15061583,0,3,3,3,3,2,4,3,1,0,1,3,3,3,4,3,0,4,3,3,3,3,3,3,3
15061767,2,2,4,4,4,4,2,4,2,0,1,3,4,3,2,3,0,4,2,2,4,4,4,4,4
15062130,1,1,4,4,4,4,3,4,NA,0,1,3,4,2,0,3,0,4,2,3,3,4,4,4,4
15061637,1,1,4,4,4,4,3,2,1,0,1,3,4,3,2,3,0,4,2,2,2,4,4,4,4
15061337,0,2,4,4,4,4,4,1,2,0,2,2,4,3,2,3,0,4,2,2,3,4,4,4,4
15062104,1,1,4,4,4,4,4,3,1,0,1,3,4,2,1,3,0,4,2,2,4,4,4,4,4
15061579,1,1,4,4,4,4,3,2,0,0,1,3,4,4,1,4,0,4,4,4,3,4,4,4,4
15061932,1,1,2,2,2,4,3,2,0,0,1,3,2,2,3,4,0,4,3,2,2,2,2,2,2
15061603,0,2,4,4,4,4,4,2,1,0,1,3,4,4,2,4,1,3,2,3,3,4,4,4,4
15060025,1,1,4,4,4,4,3,2,1,0,1,3,4,3,2,3,0,4,2,2,2,4,4,4,4
15061704,1,1,4,4,4,4,3,2,1,0,1,3,4,3,2,3,0,4,2,2,2,4,4,4,4
15061334,0,2,4,4,4,4,4,2,2,0,3,1,4,4,2,3,1,3,2,3,3,4,4,4,4
15061631,1,1,4,4,4,3,4,0,2,0,0,4,4,4,2,3,0,4,1,2,2,4,4,4,4
15060964,0,1,4,4,4,3,4,4,1,0,0,4,4,4,1,2,0,4,0,1,4,4,4,4,4
15061778,2,1,4,4,4,4,4,3,2,0,3,1,4,2,1,3,1,3,2,3,4,4,4,4,4
15061718,1,2,4,4,4,3,4,2,1,0,0,4,4,3,1,4,1,3,0,1,4,4,4,4,4
15061486,2,0,4,4,4,4,3,3,1,0,0,4,4,4,1,3,0,4,3,1,3,4,4,4,4
15060214,3,1,3,3,3,4,3,1,0,1,1,3,3,2,2,3,0,4,2,1,1,3,3,3,3
15061333,2,3,4,4,4,4,4,2,0,0,1,3,4,3,3,4,1,3,2,3,4,4,4,4,4
15061962,1,1,2,2,2,4,3,2,0,0,1,3,2,2,3,4,0,4,3,2,2,2,2,2,2
15061624,0,2,4,4,4,4,4,2,1,0,1,3,4,4,2,4,1,3,2,3,3,4,4,4,4
15061282,0,3,3,3,3,2,4,3,1,0,1,3,3,3,4,3,0,4,3,3,3,3,3,3,3
15061529,0,2,4,4,4,4,4,3,1,0,2,2,4,4,2,3,0,4,2,0,3,4,4,4,4
15061935,1,1,2,2,2,4,3,2,0,0,1,3,2,2,3,4,0,4,3,2,2,2,2,2,2
15061568,1,1,4,4,4,4,3,4,2,0,1,3,4,4,1,4,1,3,3,2,3,4,4,4,4
15061491,2,1,4,4,4,4,4,3,2,0,3,1,4,2,1,3,1,3,2,3,4,4,4,4,4
15061318,0,1,4,4,4,4,4,2,0,0,1,3,4,3,2,2,0,4,3,2,3,4,4,4,4
15061361,0,2,4,4,4,4,4,2,2,0,2,2,4,3,2,3,0,4,2,2,3,4,4,4,4
15061515,2,2,4,4,4,3,4,3,0,1,2,2,4,4,3,4,1,3,1,2,3,4,4,4,4
15062123,1,0,4,4,4,4,3,3,0,1,1,3,4,3,2,4,0,4,2,3,2,4,4,4,4
15061358,1,1,4,4,4,4,3,2,1,0,1,3,4,3,2,3,0,4,2,2,2,4,4,4,4
15061428,2,2,4,4,4,4,4,4,1,0,2,2,4,4,3,3,0,4,2,2,3,4,4,4,4
15061496,0,1,4,4,4,3,4,1,0,0,0,4,4,3,2,4,0,4,1,1,3,4,4,4,4
15061648,1,1,4,4,4,4,3,4,NA,0,2,2,4,2,3,3,1,3,1,2,4,4,4,4,4
15061808,1,2,3,3,3,3,3,2,1,0,0,4,3,4,2,4,0,4,2,2,3,3,3,3,3
15061600,0,1,4,4,4,4,4,2,1,0,2,2,4,3,2,4,0,4,2,1,4,4,4,4,4
15061730,0,1,4,4,4,3,4,2,0,0,1,3,4,4,2,3,0,4,2,1,2,4,4,4,4
15061623,1,1,4,4,4,4,3,2,1,0,1,3,4,3,2,3,0,4,2,2,2,4,4,4,4
15061405,0,3,3,3,3,2,4,3,1,0,1,3,3,3,4,3,0,4,3,3,3,3,3,3,3
15061299,0,3,3,3,3,2,4,3,1,0,1,3,3,3,4,3,0,4,3,3,3,3,3,3,3
15061578,1,1,4,4,4,4,4,3,1,0,1,3,4,2,1,3,0,4,2,2,4,4,4,4,4
15061476,0,2,4,4,4,3,4,2,1,0,3,1,4,4,2,2,0,4,3,1,3,4,4,4,4
15061765,0,2,4,4,4,4,4,3,1,0,2,2,4,4,2,3,0,4,2,0,3,4,4,4,4
15062111,0,3,4,4,4,4,4,2,2,0,2,2,4,2,3,3,0,4,3,3,3,4,4,4,4
15061397,0,2,4,4,4,4,4,2,1,0,1,3,4,4,2,4,1,3,2,3,3,4,4,4,4
15061713,1,1,4,4,4,4,3,2,1,0,1,3,4,3,2,3,0,4,2,2,2,4,4,4,4
15061584,0,2,4,4,4,3,4,2,0,0,0,4,4,4,1,4,2,2,3,3,2,4,4,4,4
15061912,3,0,4,4,4,4,4,2,0,0,2,3,4,3,0,4,0,4,2,2,3,4,4,4,4
15061260,1,1,4,4,4,4,3,2,1,0,1,3,4,3,2,3,0,4,2,2,2,4,4,4,4
15062099,0,3,4,4,4,3,3,3,NA,0,1,3,4,3,1,3,0,4,2,2,4,4,4,4,4
15061350,0,2,4,4,4,4,4,3,1,0,2,2,4,4,3,4,1,3,3,2,3,4,4,4,4
15060933,2,0,4,4,4,3,3,2,1,0,0,4,4,3,3,4,1,3,3,2,3,4,4,4,4
15061548,1,1,4,4,4,4,4,3,2,0,2,2,4,2,2,4,0,4,4,2,1,4,4,4,4
15061348,0,2,4,4,4,4,4,2,2,0,2,2,4,3,2,3,0,4,2,2,3,4,4,4,4
15061560,0,1,4,4,4,3,4,2,1,1,2,2,4,3,3,3,0,4,0,2,3,4,4,4,4
15061544,0,2,4,4,4,4,4,3,1,0,1,3,4,4,3,4,1,3,2,3,3,4,4,4,4
15061449,1,2,4,4,4,3,4,2,1,0,0,4,4,3,1,4,1,3,0,1,4,4,4,4,4
15062348,2,2,4,4,4,4,4,4,1,0,2,2,4,4,3,3,0,4,2,2,3,4,4,4,4
15061916,0,2,4,4,4,4,4,2,2,0,2,2,4,3,2,3,0,4,2,2,3,4,4,4,4
15062138,0,2,4,4,4,4,4,2,1,0,1,3,4,4,2,4,1,3,2,3,3,4,4,4,4
15061946,0,1,4,4,4,3,4,1,0,0,0,4,4,3,2,4,0,4,1,1,3,4,4,4,4
15061676,0,2,4,4,4,4,4,2,2,0,2,2,4,3,2,3,0,4,2,2,3,4,4,4,4
15060536,3,2,4,4,4,2,3,4,0,1,1,2,4,3,3,3,0,4,2,2,3,4,4,4,4
15061391,2,1,4,4,4,4,4,3,2,0,3,1,4,2,1,3,1,3,2,3,4,4,4,4,4
15061662,1,2,4,4,4,3,4,2,1,0,0,4,4,3,1,4,1,3,0,1,4,4,4,4,4
15061228,1,1,4,4,4,3,4,3,1,0,0,4,4,2,2,3,1,3,2,1,4,4,4,4,4
15061356,3,2,3,3,3,3,2,3,0,0,1,3,3,3,3,4,1,3,2,3,4,3,3,3,3
15061963,2,1,4,4,4,4,4,3,2,0,3,1,4,2,1,3,1,3,2,3,4,4,4,4,4
15061338,0,2,4,4,4,4,4,2,1,0,1,3,4,4,2,4,1,3,2,3,3,4,4,4,4
15062331,3,2,3,3,3,3,2,3,0,0,1,3,3,3,3,4,1,3,2,3,4,3,3,3,3
15062098,2,2,4,4,4,4,4,4,1,0,2,2,4,4,3,3,0,4,2,2,3,4,4,4,4
15062114,1,1,4,4,4,4,3,2,0,0,1,3,4,4,1,4,0,4,4,4,3,4,4,4,4
15062046,3,0,4,4,4,4,4,2,0,0,2,3,4,3,0,4,0,4,2,2,3,4,4,4,4
15062370,1,1,4,4,4,4,4,3,1,0,1,3,4,2,1,3,0,4,2,2,4,4,4,4,4
15061685,0,1,4,4,4,4,4,3,1,0,0,4,4,2,3,3,0,4,3,2,2,4,4,4,4
15061540,1,0,4,4,4,4,3,3,0,1,1,3,4,3,2,4,0,4,2,3,2,4,4,4,4
15061721,2,1,4,4,4,4,3,4,0,0,0,4,4,4,0,2,0,4,2,1,2,4,4,4,4
15062074,2,2,4,4,4,4,2,4,2,0,1,3,4,2,2,3,0,4,3,2,3,4,4,4,4
15062362,0,2,4,4,4,4,4,2,2,0,2,2,4,3,2,3,0,4,2,2,3,4,4,4,4
15061689,2,1,4,4,4,4,4,3,2,0,3,1,4,2,1,3,1,3,2,3,4,4,4,4,4
15061357,1,1,4,4,4,4,4,3,1,0,1,3,4,2,1,3,0,4,2,2,4,4,4,4,4
15061376,2,2,4,4,4,4,4,4,1,0,2,2,4,4,3,3,0,4,2,2,3,4,4,4,4
15061308,2,1,4,4,4,4,4,3,2,0,3,1,4,2,1,3,1,3,2,3,4,4,4,4,4
