SAMPLES,c1_10180,c1_11459,c1_13482,c1_3098,c1_3499,c1_4799,c1_5837,c1_7874,c1_8186,c2_10681,c2_14731,c2_22024,c2_28224,c2_32257,c2_34870,c2_47202,c2_48370,c2_4910,c2_50041,c2_50391,c2_53914,c2_55779,c2_55781,c2_57401,c2_5966
15061323,3,3,3,NA,2,0,0,0,3,3,4,3,0,4,0,4,4,1,3,3,3,0,NA,0,2
15061324,1,2,1,3,2,1,2,0,3,2,4,3,1,4,1,3,2,4,2,2,2,0,4,0,2
15061327,4,4,3,4,1,1,1,1,1,3,4,1,2,4,2,3,3,2,4,4,2,1,3,0,2
15061329,4,4,2,3,0,2,1,1,1,4,3,2,1,4,1,3,3,2,3,3,2,1,3,0,2
15061330,3,4,1,3,3,2,2,0,2,2,3,2,0,1,1,4,2,2,3,3,4,2,2,0,2
15061331,4,4,3,4,0,2,1,1,3,4,3,2,2,4,3,3,2,2,3,3,2,0,4,0,3
15061335,3,4,1,4,1,0,0,0,1,3,4,2,1,4,2,4,3,0,3,3,1,1,3,0,3
15061336,3,4,1,3,1,0,1,0,0,3,4,0,0,4,1,4,3,2,3,4,2,NA,NA,0,1
15061340,4,2,1,4,0,0,0,0,1,4,4,0,1,4,2,4,3,0,4,3,2,0,4,0,4
15061342,3,4,2,3,1,1,1,1,1,3,3,2,1,4,1,3,2,1,4,3,2,1,3,0,2
15061344,3,3,1,2,1,0,0,0,2,3,4,3,1,3,1,4,3,0,3,1,2,1,3,0,3
15061345,3,4,2,3,1,2,1,1,1,3,4,1,1,4,1,3,3,2,3,4,3,2,2,0,2
15061346,3,4,2,3,1,2,1,1,1,3,4,1,1,4,1,3,3,2,3,4,3,2,2,0,2
15061347,4,3,1,4,1,2,0,0,3,4,3,3,0,4,2,4,2,2,3,3,2,1,3,2,2
15061349,3,4,3,3,1,2,1,0,1,3,2,2,2,4,1,4,3,1,4,3,1,0,4,0,2
15061352,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061353,3,4,2,3,1,1,1,1,1,3,3,2,1,4,1,3,2,1,4,3,2,1,3,0,2
15061355,3,4,2,3,1,1,1,1,1,3,3,2,1,4,1,3,2,1,4,3,2,1,3,0,2
15061360,3,4,2,3,1,1,1,1,1,3,3,2,1,4,1,3,2,1,4,3,2,1,3,0,2
15061364,3,4,2,3,1,1,1,1,1,3,3,2,1,4,1,3,2,1,4,3,2,1,3,0,2
15061365,4,3,1,3,0,3,0,0,2,4,2,0,1,3,0,4,3,2,3,2,2,2,2,0,2
15061367,4,3,1,3,0,3,0,0,2,4,2,0,1,3,0,4,3,2,3,2,3,2,2,0,2
15061368,3,4,3,3,1,1,1,1,1,3,3,2,0,4,1,3,3,0,4,4,2,2,2,0,2
15061369,3,4,3,3,1,1,1,1,1,3,3,2,0,4,1,3,3,0,4,4,2,2,2,0,2
15061370,3,4,2,3,1,2,1,1,1,3,4,1,1,4,1,3,3,2,3,4,3,2,2,0,2
15061377,4,4,3,4,1,1,1,1,1,3,4,1,2,4,2,3,3,2,4,4,2,1,3,0,2
15061378,3,4,1,4,1,0,0,0,1,3,4,2,1,4,2,4,3,0,3,3,1,1,3,0,3
15061380,4,3,1,4,1,2,0,0,3,4,3,3,0,4,2,4,2,2,3,3,2,1,3,2,2
15061382,3,3,3,NA,2,0,0,0,3,3,4,3,0,4,0,4,4,1,3,3,3,0,4,0,2
15061383,3,4,2,3,1,1,1,1,1,3,3,2,1,4,1,3,2,1,4,3,2,1,3,0,2
15061384,4,2,1,4,0,0,0,0,1,4,4,0,1,4,2,4,3,0,4,3,1,0,4,0,4
15061385,4,2,1,4,0,0,0,0,1,4,4,0,1,4,2,4,3,0,4,3,1,0,4,0,4
15061386,3,4,3,3,1,1,1,1,1,3,3,2,0,4,1,3,3,0,4,4,2,2,2,0,2
15061388,4,4,2,3,0,0,0,0,1,4,4,1,0,4,2,3,3,2,3,3,3,0,4,0,1
15061389,3,4,1,4,1,1,1,0,1,2,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061390,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061392,4,4,3,4,1,2,1,1,3,4,3,0,0,4,4,4,2,0,2,2,3,0,4,0,1
15061394,4,4,3,4,2,0,1,0,2,2,4,1,1,3,2,4,1,1,4,3,3,0,4,0,3
15061396,4,4,3,4,2,0,1,0,2,2,4,1,1,3,2,4,1,1,4,3,3,0,4,0,3
15061404,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061406,3,4,2,3,1,1,1,1,1,3,3,2,1,4,1,3,2,1,4,3,2,1,3,0,2
15061410,2,4,2,4,1,2,0,0,1,4,2,2,0,3,3,4,2,3,4,4,2,0,4,0,2
15061411,4,4,1,4,0,0,0,0,2,4,4,2,0,4,1,4,2,1,4,3,1,2,2,0,1
15061414,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061415,2,3,2,4,1,2,0,1,2,4,4,1,0,4,0,3,3,1,4,4,2,0,4,2,1
15061417,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061418,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061419,4,2,1,4,0,0,0,0,1,4,4,0,1,4,2,4,3,0,4,3,1,0,4,0,4
15061420,3,4,2,4,2,3,0,0,3,4,2,2,0,3,1,4,2,2,3,2,3,1,3,0,2
15061421,4,4,3,4,1,1,1,1,1,3,4,1,2,4,2,3,3,2,4,4,2,1,3,0,2
15061422,4,4,3,4,0,3,1,0,0,4,3,1,NA,4,1,4,3,0,3,4,3,0,4,0,2
15061423,4,4,3,4,0,2,1,0,0,4,3,1,NA,4,1,4,3,0,3,4,2,0,4,0,2
15061424,4,2,2,4,0,1,1,1,2,4,3,2,0,3,1,3,3,2,3,3,3,1,3,1,2
15061425,3,4,2,3,1,2,1,1,1,3,4,1,1,4,1,3,3,2,3,4,3,2,2,0,2
15061430,3,4,2,3,1,2,1,1,1,3,4,1,1,4,1,3,3,2,3,4,3,2,2,0,2
15061434,3,3,2,4,1,2,0,1,2,4,4,2,0,4,0,3,3,1,4,4,2,0,4,2,1
15061435,3,4,1,3,1,1,0,1,2,3,3,1,0,4,2,3,2,1,3,3,2,1,3,0,3
15061436,4,3,1,4,0,1,0,0,1,4,4,1,1,3,1,4,3,2,3,2,2,0,4,0,2
15061437,4,4,1,4,1,1,0,0,2,4,4,2,0,4,2,4,2,1,3,3,NA,1,3,1,1
15061438,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061439,4,4,1,4,1,1,0,0,2,4,4,2,0,4,2,4,2,1,3,3,NA,1,3,1,1
15061441,2,4,4,4,2,2,1,0,2,2,2,3,1,4,1,3,3,1,3,3,3,1,3,0,2
15061442,4,4,1,4,0,0,0,0,2,4,4,2,0,4,1,4,2,1,4,3,1,2,2,0,1
15061443,4,3,1,4,0,1,0,0,1,4,4,1,1,3,1,4,3,2,3,2,2,0,4,0,2
15061444,3,4,2,4,0,1,0,0,3,4,3,2,0,4,0,4,3,3,3,3,2,NA,NA,1,2
15061445,2,4,4,4,2,2,1,0,2,2,2,3,1,4,1,3,3,1,3,3,3,1,3,0,2
15061447,4,4,2,4,0,2,1,0,1,4,3,2,2,4,2,4,2,0,3,4,2,0,4,0,2
15061453,2,4,4,4,2,2,1,0,2,2,2,3,1,4,1,3,3,1,3,3,3,1,3,0,2
15061458,3,4,2,3,1,2,1,1,1,3,4,1,1,4,1,3,3,2,3,4,3,2,2,0,2
15061459,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061461,3,4,2,3,1,2,1,1,1,3,4,1,1,4,1,3,3,2,3,4,3,2,2,0,2
15061462,4,4,1,4,1,1,0,0,2,4,4,2,0,4,2,4,2,1,3,3,NA,1,3,1,1
15061463,4,4,3,4,0,2,1,NA,0,4,3,1,NA,4,1,4,3,0,3,4,2,0,NA,0,2
15061469,3,3,1,2,1,0,0,0,2,3,4,3,1,3,1,4,3,0,3,1,2,1,3,0,3
15061470,4,3,1,3,0,2,0,1,3,4,3,2,0,3,2,3,4,3,4,3,2,0,4,0,1
15061471,4,3,1,3,0,2,0,1,3,4,3,2,0,3,2,3,4,3,4,3,2,0,4,0,1
15061475,4,4,3,4,1,1,1,1,1,3,4,1,2,4,2,3,3,2,4,4,2,1,3,0,2
15061477,3,4,2,4,0,1,0,0,3,4,3,2,0,4,0,4,3,3,3,3,2,NA,NA,1,2
15061478,4,2,1,4,0,0,0,0,1,4,4,0,1,4,2,4,3,0,4,3,1,0,4,0,4
15061479,4,4,3,4,0,3,1,0,0,4,3,2,NA,4,1,4,3,0,3,4,3,0,4,0,2
15061480,2,4,4,4,2,2,1,0,2,2,2,3,1,4,1,3,3,1,3,3,3,1,3,0,2
15061481,4,4,4,4,1,0,0,1,2,3,4,1,NA,4,1,3,3,0,4,3,2,1,3,0,2
15061482,4,3,1,4,0,1,0,0,1,4,4,1,1,3,1,4,3,2,3,2,2,0,4,0,2
15061484,3,4,2,3,1,1,1,1,1,3,4,1,1,4,2,3,3,2,3,4,2,2,2,0,2
15061485,4,3,1,4,0,1,0,0,1,4,4,1,1,3,1,4,3,2,3,2,2,0,4,0,2
15061487,4,3,2,4,0,1,0,0,2,4,3,2,0,3,1,4,3,3,3,3,2,2,2,2,2
15061488,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061489,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061490,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061492,3,4,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,4,4,3,2,2,0,2
15061493,4,3,1,4,1,2,0,0,3,4,3,3,0,4,2,4,2,2,3,3,2,1,3,2,2
15061495,4,3,1,4,1,2,0,0,3,4,3,3,0,4,2,4,2,2,3,3,2,1,3,2,2
15061498,3,NA,1,4,1,1,1,0,1,3,3,1,0,3,3,4,3,1,NA,4,3,2,2,0,2
15061500,4,3,1,4,0,1,0,0,1,4,4,1,1,3,1,4,3,2,3,2,2,0,4,0,2
15061501,2,3,2,4,0,1,1,1,2,4,3,3,0,4,2,3,2,0,3,4,2,1,3,1,2
15061503,4,4,3,4,0,2,1,0,0,4,2,1,NA,4,1,4,3,0,3,4,3,0,4,0,2
15061504,3,3,3,NA,2,0,0,0,3,3,4,3,0,4,0,4,4,1,3,3,3,0,4,0,2
15061505,4,3,2,4,1,2,0,2,1,4,3,0,0,4,3,2,4,1,3,4,3,NA,NA,0,1
15061507,4,4,1,4,0,0,0,0,2,4,4,2,0,4,1,4,2,1,4,3,1,2,2,0,1
15061508,4,4,1,4,0,0,0,0,2,4,4,2,0,4,1,4,2,1,4,3,1,2,2,0,1
15061509,1,4,2,4,2,1,1,2,2,4,4,1,1,4,1,2,2,1,4,2,2,1,3,1,2
15061511,1,4,2,4,2,1,1,2,2,4,4,1,1,4,1,2,2,1,4,2,2,1,3,1,2
15061514,4,4,3,4,1,1,1,1,1,3,4,1,2,4,2,3,3,2,4,4,2,1,3,0,2
15061516,2,3,2,4,0,1,1,1,2,4,3,3,0,4,2,3,2,0,3,4,2,1,3,1,2
15061517,3,4,2,3,1,1,1,1,1,3,3,2,1,4,1,3,2,1,4,3,2,1,3,0,2
15061518,4,4,3,4,0,2,1,0,0,4,3,2,NA,4,1,4,3,0,3,4,3,0,4,0,2
15061520,4,3,2,3,0,1,1,0,3,4,3,1,0,4,1,4,4,2,4,3,2,2,2,0,1
15061521,3,3,1,4,1,1,0,1,2,3,3,1,0,4,2,3,4,1,2,3,2,2,2,1,2
15061523,4,3,1,4,0,0,0,0,1,4,4,0,1,4,2,4,3,0,4,3,1,0,4,0,4
15061524,4,3,2,4,1,3,0,0,2,4,3,2,0,4,2,4,2,1,4,3,2,1,3,2,2
15061525,4,4,1,4,0,0,0,0,2,4,4,2,0,4,1,4,2,1,4,3,1,2,2,0,1
15061526,4,3,2,4,0,1,1,1,2,NA,3,2,NA,3,1,3,3,1,3,3,3,1,3,1,2
15061528,4,3,1,4,1,2,0,0,3,4,3,3,0,4,2,4,2,2,3,3,2,1,3,2,2
15061530,4,4,1,4,0,0,0,0,2,4,4,2,0,4,1,4,2,1,4,3,1,2,2,0,1
15061533,4,4,1,4,0,0,0,0,2,4,4,2,0,4,1,4,2,1,4,3,1,2,2,0,1
15061534,2,3,2,3,2,0,1,1,2,3,4,1,1,4,2,3,2,1,3,3,3,2,2,3,2
15061535,4,NA,1,4,1,2,0,0,3,4,3,3,0,4,2,4,2,1,3,3,2,1,3,2,2
15061536,4,4,1,4,0,0,0,0,2,4,4,2,0,4,1,4,2,1,4,2,1,2,2,0,1
15061537,4,4,3,4,2,0,1,0,2,2,4,1,1,3,2,4,1,1,4,3,3,0,4,0,3
15061538,4,2,1,4,0,0,0,0,1,4,4,0,1,4,2,4,3,0,4,3,1,0,4,0,4
15061539,4,2,1,4,0,0,0,0,1,4,4,0,1,4,2,4,3,0,4,3,1,0,4,0,4
15061542,4,4,4,4,1,0,0,1,2,3,4,1,NA,4,1,3,3,0,4,3,2,1,3,0,2
15061543,4,NA,1,3,0,3,0,0,2,4,2,0,1,3,0,4,3,2,3,2,2,2,2,0,2
15061546,4,3,1,4,0,0,0,0,1,4,4,0,1,4,2,4,3,0,4,3,1,0,4,0,4
15061549,4,4,2,3,1,1,0,1,1,3,3,1,2,4,1,3,3,2,2,3,2,1,3,0,1
15061550,4,3,2,4,0,1,1,1,2,4,3,2,0,3,1,3,3,2,3,3,3,1,3,1,2
15061551,4,NA,1,4,0,1,0,0,1,4,4,1,1,3,1,4,3,2,3,2,2,0,4,0,2
15061553,4,4,3,4,1,3,1,0,1,3,4,1,2,2,1,4,2,4,4,4,3,1,3,0,1
15061555,4,4,3,4,1,1,1,1,1,3,4,1,2,4,2,3,3,1,NA,4,2,1,3,0,2
15061556,4,3,1,4,0,1,0,0,1,4,4,1,1,3,1,4,3,2,3,2,2,0,4,0,2
15061557,4,4,3,4,1,1,1,1,1,3,4,1,2,4,2,3,3,2,4,4,2,1,3,0,2
15061561,4,4,2,4,2,2,0,0,0,4,4,0,1,4,2,4,2,1,2,4,2,2,2,0,1
15061564,4,4,3,4,0,3,1,0,0,4,3,1,NA,4,1,4,3,0,3,4,3,0,4,0,2
15061565,3,3,1,3,2,0,1,1,2,3,4,2,0,2,3,3,2,1,3,2,3,0,4,0,3
15061566,4,2,1,4,0,0,0,0,1,4,4,0,1,4,2,4,3,0,4,3,1,0,4,0,4
15061567,4,4,1,4,0,1,0,0,3,4,3,1,0,4,2,4,4,2,2,3,2,1,3,0,1
15061571,4,4,3,4,1,1,0,0,0,3,3,1,1,4,2,4,3,1,4,3,2,0,4,0,2
15061575,3,4,2,3,1,1,1,1,1,3,4,1,1,4,2,3,3,2,3,4,2,2,2,0,2
15061576,4,3,1,3,0,2,0,1,3,4,3,2,0,3,2,3,4,3,4,3,2,0,4,0,1
15061577,4,4,2,3,0,2,1,1,1,4,3,2,1,4,0,3,3,2,3,3,2,1,3,0,2
15061580,3,4,2,3,1,1,1,1,1,3,3,2,1,4,1,3,2,1,4,3,2,1,3,0,2
15061585,4,3,1,3,0,2,0,1,3,4,3,2,0,3,2,3,4,3,4,3,2,0,4,0,1
15061586,4,3,1,3,0,2,0,1,3,4,3,2,0,3,2,3,4,3,4,3,2,0,4,0,1
15061588,4,3,1,4,0,1,0,0,1,4,4,1,1,3,1,4,3,2,3,2,2,0,4,0,2
15061601,3,4,2,3,1,1,1,1,1,3,3,2,1,4,1,3,2,1,4,3,2,1,3,0,2
15061602,4,3,2,4,1,2,1,0,1,3,4,1,2,2,2,4,2,3,4,4,2,1,3,0,1
15061604,3,3,3,4,2,3,0,2,1,3,2,3,1,3,2,2,0,4,4,3,4,1,3,0,2
15061608,4,3,1,3,0,2,0,1,3,4,3,2,0,3,2,3,4,3,4,3,2,0,4,0,1
15061609,4,2,1,4,0,0,0,0,1,4,4,0,1,4,2,4,3,0,4,3,1,0,4,0,4
15061610,3,4,2,3,1,1,1,1,1,3,3,2,1,4,1,3,2,1,4,3,2,1,3,0,2
15061614,3,3,3,NA,2,0,0,0,3,3,4,3,0,4,0,4,4,1,3,3,3,0,4,0,2
15061621,2,3,2,4,0,1,1,1,2,4,3,3,0,4,2,3,2,0,3,4,2,1,3,1,2
15061622,4,NA,2,4,1,1,1,1,2,3,4,1,1,4,2,3,3,2,NA,3,2,1,2,0,2
15061626,3,NA,0,3,2,1,0,NA,1,2,3,3,NA,4,2,4,4,2,NA,2,2,1,3,0,2
15061627,4,4,3,4,0,2,0,0,2,4,3,1,2,4,3,4,3,2,4,4,2,1,3,0,2
15061628,1,4,2,4,2,1,1,2,2,4,4,1,1,4,1,2,2,1,4,2,2,1,3,1,2
15061629,4,3,1,4,0,0,0,0,3,4,4,0,0,4,1,4,4,1,3,3,1,2,2,1,2
15061630,2,3,2,3,2,0,1,1,2,3,4,1,1,4,2,3,2,1,3,3,3,2,2,3,2
15061632,3,3,3,NA,2,0,0,0,3,3,4,3,0,4,0,4,4,1,3,3,3,0,4,0,2
15061633,4,3,1,4,0,1,0,0,0,3,4,3,1,3,0,4,4,2,4,2,4,1,3,0,1
15061638,4,4,3,4,1,1,1,1,1,3,4,1,2,4,2,3,3,2,4,4,2,1,3,0,2
15061639,4,3,2,4,0,0,1,0,1,4,4,1,0,3,3,4,4,1,4,4,4,1,3,0,3
15061640,3,3,4,4,1,2,0,1,2,3,4,1,1,4,2,3,4,3,4,3,2,2,2,0,3
15061641,4,3,2,4,0,0,1,0,1,4,4,1,0,3,3,4,4,1,4,4,4,1,3,0,3
15061642,4,4,3,4,1,1,1,1,1,3,4,1,2,4,2,3,3,2,4,4,2,1,3,0,2
15061645,3,3,4,4,1,1,0,1,2,3,4,1,1,4,2,3,4,3,4,3,2,2,2,0,3
