SAMPLES,c1_11356,c1_11920,c1_15204,c1_16540,c1_4803,c1_8118,c2_12760,c2_12788,c2_13766,c2_30741,c2_31439,c2_3146,c2_34179,c2_36370,c2_7919
15062123,3,0,1,1,2,0,0,0,0,2,0,1,2,3,0
15061358,3,2,1,1,1,0,0,0,1,3,0,3,2,3,0
15061428,3,0,1,2,2,0,0,0,0,3,0,2,0,3,0
15061496,0,1,1,1,3,2,0,0,3,4,0,4,1,1,0
15061648,1,0,1,1,4,0,0,0,0,4,1,2,2,3,0
15061808,2,1,0,1,2,2,1,1,2,1,2,3,3,4,1
15061600,1,1,0,1,4,0,0,0,3,4,0,3,1,NA,0
15061730,2,2,0,2,3,2,0,0,2,4,0,2,2,3,1
15061623,3,2,1,1,1,0,0,0,1,3,0,3,2,3,0
15061405,2,0,0,2,3,1,1,1,1,2,1,2,1,4,0
15061299,2,0,0,2,3,1,1,1,1,2,1,2,1,4,0
15061578,2,1,1,0,3,0,1,1,3,4,1,3,1,4,1
15061476,3,1,0,3,2,1,0,0,1,3,1,4,2,4,0
15061765,3,1,0,1,2,0,0,0,2,2,0,4,2,3,1
15062111,3,0,1,1,3,0,1,1,1,4,1,2,2,3,0
15061397,2,1,0,2,2,0,0,0,1,2,0,2,2,3,1
15061713,3,2,1,1,1,0,0,0,1,3,0,3,2,3,0
15061584,3,3,2,4,2,2,1,1,1,2,1,4,2,3,0
15061912,1,0,0,0,2,0,1,2,3,4,1,2,2,4,1
15061260,3,2,1,1,1,0,0,0,1,3,0,3,2,3,0
15062099,2,0,1,3,2,2,1,1,1,2,0,2,2,3,0
15061350,1,1,1,1,3,0,1,1,2,4,0,3,2,3,2
15060933,4,1,1,3,1,1,0,1,1,4,NA,3,2,4,0
15061548,3,3,1,2,1,0,0,0,2,4,0,3,2,3,1
15061348,3,1,0,2,3,1,1,1,1,4,0,3,3,4,1
15061560,4,2,1,2,1,2,0,0,2,2,1,2,2,2,1
15061544,2,1,0,2,2,0,0,0,1,3,0,1,3,NA,1
15061449,0,1,0,1,3,2,1,1,3,3,1,3,1,2,0
15062348,3,0,1,2,2,0,0,0,0,3,0,2,0,3,0
15061916,3,1,0,2,3,1,1,1,1,4,0,3,2,4,1
15062138,2,1,0,2,2,0,0,0,1,3,0,3,2,3,1
15061946,0,1,1,1,3,2,0,0,3,4,0,4,1,1,0
15061676,3,1,0,2,3,1,1,1,1,4,0,3,3,4,1
15060536,3,1,2,3,2,1,0,1,1,4,0,0,2,3,0
15061391,3,1,1,1,3,1,0,0,1,4,0,3,3,4,1
15061662,0,1,0,1,3,2,1,1,3,3,1,3,1,2,0
15061228,3,1,0,3,2,0,1,1,2,2,1,3,4,3,0
15061356,2,1,0,2,1,1,0,0,3,1,2,3,3,2,1
15061963,3,1,1,1,3,1,0,0,1,4,0,3,3,4,1
15061338,2,1,0,2,2,0,0,0,1,3,0,2,2,3,1
15062331,2,1,0,2,1,1,0,0,3,1,2,3,3,2,1
15062098,3,0,1,2,2,0,0,0,0,3,0,2,0,3,0
15062114,4,1,0,2,2,0,1,1,1,4,0,2,3,4,1
15062046,1,0,0,0,2,0,1,2,3,4,1,3,2,4,1
15062370,2,1,1,0,3,0,1,1,3,4,1,3,1,4,1
15061685,3,0,1,1,2,0,0,0,3,2,0,2,1,3,0
15061540,3,0,1,1,2,0,0,0,0,2,0,1,2,3,0
15061721,3,0,1,1,3,0,1,1,2,2,0,3,2,3,2
15062074,2,2,0,2,2,0,1,1,2,3,0,2,1,3,0
15062362,3,1,0,2,3,1,1,1,1,4,0,3,2,4,1
15061689,3,1,1,1,3,1,0,0,1,4,0,3,3,4,1
15061357,2,1,1,0,3,0,1,1,3,4,1,3,1,4,1
15061376,3,0,1,2,2,0,0,0,0,3,0,2,0,3,0
15061308,3,1,1,1,3,1,0,0,1,4,0,3,3,4,1
