SAMPLES,c1_12386,c1_13243,c1_13289,c1_15219,c1_16171,c1_16540,c1_2112,c1_2640,c1_4192,c1_513,c1_6192,c2_10539,c2_12760,c2_12779,c2_12788,c2_13821,c2_25662,c2_27928,c2_32334,c2_33514,c2_34179,c2_38667,c2_39834,c2_41405,c2_41963,c2_42169,c2_43243,c2_45168,c2_46777,c2_50220,c2_51800,c2_55072,c2_55199,c2_56145,c2_58373
15061274,4,4,3,2,2,0,0,4,3,3,2,4,1,3,1,1,4,3,4,4,1,3,2,4,2,2,2,3,3,1,3,3,1,4,3
15061277,2,2,3,1,0,1,1,3,3,3,3,0,2,3,2,3,4,2,3,4,1,3,1,3,3,0,2,4,3,0,4,4,2,3,2
15061279,3,4,4,1,0,1,0,3,3,2,3,4,1,4,1,1,4,3,3,4,2,4,3,4,4,0,2,4,2,2,3,3,2,4,4
15061281,2,4,2,1,0,2,1,4,3,0,3,3,1,3,1,0,4,3,3,4,2,2,2,3,1,0,2,3,2,1,3,3,1,3,3
15061283,3,3,4,1,0,2,0,3,3,2,4,3,1,4,1,2,3,3,3,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15061286,3,3,4,1,0,0,0,4,3,4,4,3,0,4,1,1,3,4,4,4,2,4,4,4,4,0,3,4,2,2,2,3,1,4,4
15061288,2,4,2,1,0,2,1,4,3,0,3,3,1,3,1,0,4,3,3,4,3,2,2,3,2,0,1,3,2,1,3,3,1,3,3
15061289,2,4,2,1,0,2,1,4,3,0,3,3,1,3,1,0,4,3,4,4,2,2,2,3,1,0,1,3,2,1,3,3,1,3,3
15061290,3,3,1,4,1,2,1,2,1,3,4,2,0,4,0,3,3,4,3,4,1,3,4,3,4,0,3,3,3,3,1,2,2,3,4
15061291,2,4,3,1,0,1,0,3,4,3,3,3,1,4,1,3,4,3,3,4,3,4,2,4,4,0,2,4,4,0,2,3,1,4,4
15061293,2,3,3,1,1,2,0,3,3,2,4,3,1,4,1,1,4,3,4,4,1,4,0,4,3,1,3,4,3,2,3,4,1,4,4
15061295,2,3,2,0,1,1,0,3,4,2,4,3,0,4,0,3,4,4,3,4,1,2,1,4,2,1,3,3,2,2,2,4,0,4,4
15061296,4,4,3,1,0,2,0,2,1,2,3,2,0,4,0,2,3,3,3,4,1,4,2,4,3,0,3,4,4,0,2,4,3,4,4
15061297,3,3,2,2,1,1,0,3,2,3,4,3,1,4,1,2,4,3,3,3,3,2,2,4,4,0,3,4,3,2,4,4,1,4,4
15061298,4,3,3,2,0,0,0,4,3,2,4,4,0,4,1,2,2,3,3,4,4,4,3,4,4,0,2,4,2,1,3,4,3,4,4
15061300,4,3,4,0,0,2,0,2,1,2,4,2,1,4,1,2,4,3,3,4,3,4,3,4,3,0,3,4,3,2,3,4,4,4,4
15061301,4,3,3,2,0,0,0,4,3,2,4,4,0,4,1,2,2,3,4,4,4,4,3,4,4,0,2,4,2,1,3,4,3,4,4
15061302,3,3,2,2,0,2,0,3,2,3,4,3,1,4,1,2,3,4,3,4,2,4,2,4,4,0,2,4,2,2,2,4,2,4,4
15061303,2,4,2,2,0,1,2,4,3,2,4,2,0,4,0,2,4,4,4,4,1,2,3,2,3,0,2,4,3,1,3,4,1,2,4
15061305,2,3,3,2,0,2,0,3,3,3,4,2,0,4,0,1,4,4,4,3,2,4,3,4,4,0,2,4,1,0,4,4,2,4,3
15061307,3,2,1,1,0,3,0,1,4,3,NA,3,1,3,1,3,2,4,2,4,4,2,0,4,3,0,2,3,1,1,2,2,3,4,NA
15061312,2,4,3,1,0,1,0,3,4,3,3,3,1,4,1,3,4,3,3,4,2,4,2,4,4,0,2,4,4,0,2,3,1,4,4
15061313,3,2,3,3,0,1,0,3,2,3,3,3,0,4,0,1,3,4,3,3,2,3,3,4,4,0,1,4,3,2,2,4,2,4,4
15061314,4,4,4,2,0,1,0,3,2,4,3,3,0,4,0,2,4,3,4,4,2,4,3,4,4,0,3,4,3,2,3,3,2,4,4
15061317,4,1,2,2,1,2,0,2,2,3,3,3,0,4,0,3,2,4,3,3,3,3,4,4,3,1,2,4,2,1,2,2,2,4,4
15061320,4,3,1,2,1,0,1,4,3,3,4,2,0,3,1,2,2,4,3,2,3,2,3,3,4,1,1,4,2,2,2,4,1,3,4
15061323,4,3,2,2,0,2,1,3,3,3,3,3,1,3,1,1,3,3,3,4,1,4,3,3,3,0,1,4,2,2,3,2,2,3,3
15061324,3,2,1,2,1,0,1,4,2,2,3,2,0,4,1,3,3,4,3,4,3,2,2,3,4,1,1,4,2,4,1,2,3,3,4
15061327,3,2,3,2,0,1,0,3,2,2,3,4,0,4,0,1,4,4,3,4,2,4,3,4,4,0,1,4,3,2,2,3,2,4,4
15061329,3,3,4,1,0,0,0,4,2,3,4,3,1,4,1,1,3,2,3,4,1,4,3,4,3,0,3,4,4,0,3,3,2,4,4
15061330,3,3,2,0,1,2,1,4,3,1,2,3,1,3,1,2,2,4,3,4,3,3,4,3,3,1,1,4,1,0,3,2,1,3,3
15061331,4,2,2,3,0,2,0,3,2,3,4,4,0,4,0,3,2,3,3,4,1,4,2,4,4,0,2,4,2,0,2,3,2,4,4
15061335,1,1,4,1,0,1,0,3,3,3,3,4,0,4,0,1,3,3,4,4,2,4,3,4,4,0,4,4,4,1,2,2,1,4,4
15061336,4,4,4,1,0,2,0,3,2,2,4,2,0,4,0,2,3,4,3,4,1,4,2,4,4,0,2,4,1,1,4,3,3,4,4
15061340,4,2,3,0,0,2,0,2,2,2,3,1,0,4,0,1,3,3,3,4,2,4,3,4,3,0,2,4,2,0,4,3,3,4,4
15061342,3,3,4,1,0,2,0,3,3,2,4,3,1,4,1,2,3,3,3,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15061344,2,3,3,2,0,3,0,3,4,2,3,2,1,3,1,0,3,2,3,4,2,3,2,4,4,0,1,3,2,1,2,2,0,4,3
15061345,3,1,2,1,0,2,0,2,3,4,4,3,0,4,0,3,3,3,3,3,0,4,2,4,4,0,3,4,3,2,2,4,2,4,4
15061346,3,1,2,1,0,2,0,2,3,4,4,3,0,4,0,3,3,3,4,3,0,4,2,4,4,0,3,4,3,2,2,4,2,4,4
15061347,2,2,2,1,1,1,0,3,3,1,4,3,0,4,0,2,4,4,3,4,1,2,1,4,2,1,2,3,2,1,4,2,0,4,3
15061349,3,1,2,2,0,1,0,3,2,3,4,3,1,4,1,1,3,4,3,4,1,4,3,4,4,0,4,4,4,1,3,3,2,4,4
15061352,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061353,3,3,4,1,0,2,0,3,3,1,4,3,1,4,1,2,3,3,3,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15061355,3,3,4,1,0,2,0,3,3,2,4,3,1,4,1,2,3,3,3,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15061360,3,3,4,1,0,2,0,3,3,2,4,3,1,4,1,2,3,3,3,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15061364,3,3,4,1,0,2,0,3,3,1,4,3,1,4,1,2,3,3,3,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15061365,2,4,2,1,0,2,1,4,3,0,3,3,1,3,1,0,4,3,3,4,2,2,2,3,1,0,1,3,2,1,3,3,1,3,3
15061367,2,4,2,1,0,2,1,4,3,0,3,3,1,3,1,0,4,3,3,4,2,2,2,3,1,0,1,3,2,1,3,3,1,3,3
15061368,3,2,4,1,0,1,0,3,3,4,4,3,0,4,0,2,3,4,3,3,1,4,4,4,3,0,4,4,4,2,3,4,2,4,4
15061369,3,2,4,1,0,1,0,3,3,4,4,3,0,4,0,2,3,4,3,3,1,4,4,4,3,0,4,4,4,2,3,4,2,4,4
15061370,3,1,2,1,0,2,0,2,3,4,4,3,0,4,0,3,3,3,4,3,0,4,2,4,4,0,3,4,3,2,2,4,2,4,4
15061377,3,2,3,2,0,1,0,3,2,2,3,4,0,4,0,1,4,4,3,4,2,4,3,4,4,0,1,4,3,2,2,3,2,4,4
15061378,1,1,4,1,0,1,0,3,3,3,3,4,0,4,0,1,3,3,3,4,2,4,3,4,4,0,4,4,4,1,2,2,1,4,4
15061380,2,2,2,1,1,1,0,3,3,1,4,3,0,4,0,2,4,4,3,4,1,2,1,4,2,1,2,3,2,1,4,2,0,4,3
15061382,4,3,2,2,0,2,1,3,3,3,3,3,1,3,1,1,3,3,3,4,1,4,3,3,3,0,1,4,2,2,3,2,2,3,3
15061383,3,3,4,1,0,2,0,3,3,2,4,3,1,4,1,2,3,3,3,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15061384,4,2,3,0,0,2,0,2,2,2,3,1,0,4,0,1,3,3,3,4,2,4,3,4,3,0,2,4,2,0,4,3,3,4,4
15061385,4,2,3,0,0,2,0,2,2,2,3,1,0,4,0,1,3,3,3,4,2,4,3,4,3,0,2,4,2,0,4,3,3,4,4
15061386,3,2,4,1,0,1,0,3,3,4,4,3,0,4,0,2,3,4,3,3,1,4,4,4,3,0,4,4,4,2,3,4,2,4,4
15061388,3,2,4,0,0,2,0,2,3,4,4,3,1,4,1,1,3,3,3,4,1,4,2,4,4,0,4,4,3,1,3,3,2,4,4
15061389,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,4,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061390,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061392,3,3,2,2,2,3,0,1,1,3,4,1,0,4,0,3,2,4,1,4,1,3,4,4,4,1,4,4,3,3,4,3,0,4,3
15061394,4,1,2,2,1,2,0,2,2,3,3,3,0,4,0,3,2,4,2,3,3,3,4,4,3,1,2,4,2,1,2,2,2,4,4
15061396,4,1,2,2,1,2,0,2,2,3,3,3,0,4,0,3,2,4,2,3,3,3,4,4,3,1,2,4,2,1,2,2,2,4,4
15061404,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,3,2,4,4
15061406,3,3,4,1,0,2,0,3,3,2,4,3,1,4,1,2,3,3,3,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15061410,2,2,2,4,1,2,1,2,4,2,4,3,1,4,2,3,1,4,1,4,2,3,3,3,4,1,3,4,3,2,2,2,0,3,4
15061411,3,1,3,2,0,3,0,3,3,2,4,1,1,4,1,1,3,4,3,4,1,3,3,4,2,0,2,3,2,2,3,3,1,4,3
15061414,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061415,4,2,2,0,1,2,0,3,3,2,4,3,0,4,0,2,4,3,3,4,1,3,2,4,2,1,2,3,3,2,3,3,0,4,3
15061417,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,4,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061418,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061419,4,2,3,0,0,2,0,2,2,2,3,1,0,4,0,1,3,3,3,4,2,4,3,4,3,0,2,4,2,0,4,3,3,4,4
15061420,4,3,1,2,1,0,1,4,3,3,4,2,0,3,1,2,2,4,3,2,3,2,3,3,4,1,1,4,2,2,2,4,1,3,4
15061421,3,2,3,2,0,1,0,3,2,2,3,4,0,4,0,1,4,4,3,4,2,4,3,4,4,0,1,4,3,2,2,3,2,4,4
15061422,4,1,4,2,1,1,0,3,3,3,4,4,0,4,0,3,2,4,4,4,1,4,1,4,4,0,2,4,2,1,2,3,3,4,4
15061423,4,1,4,2,1,1,0,3,3,3,4,4,0,4,0,3,2,4,4,4,1,4,1,4,4,0,2,4,2,1,3,3,3,4,4
15061424,3,2,3,0,1,2,0,4,3,1,4,2,0,4,0,2,3,3,3,4,2,3,3,4,3,1,3,3,2,1,4,3,2,4,4
15061425,3,1,2,1,0,2,0,2,3,4,4,3,0,4,0,3,3,3,3,3,0,4,2,4,4,0,3,4,3,2,2,4,2,4,4
15061430,3,1,2,1,0,2,0,2,3,4,4,3,0,4,0,3,3,3,3,3,0,4,2,4,4,0,3,4,3,2,2,4,2,4,4
15061434,4,2,2,0,1,2,0,3,3,2,4,3,0,4,0,2,4,3,3,4,1,3,2,4,2,1,2,3,3,2,3,3,0,4,3
15061435,3,3,4,0,0,1,0,4,3,3,4,2,0,4,0,2,3,3,3,4,3,4,3,4,4,0,4,4,3,1,4,4,2,4,4
15061436,3,2,2,0,0,0,1,4,2,2,2,1,0,4,1,1,4,4,3,3,2,3,4,3,2,0,1,4,2,1,3,3,3,3,3
15061437,2,2,4,2,0,1,0,3,4,1,4,3,0,4,0,2,2,4,3,4,0,2,3,4,4,0,3,3,4,2,4,2,1,4,3
15061438,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061439,2,2,4,2,0,1,0,3,4,1,4,3,0,4,0,2,2,4,3,4,0,2,3,4,4,0,3,3,4,2,4,2,1,4,3
15061441,4,3,4,0,0,2,0,2,1,2,4,2,1,4,1,2,4,3,4,4,3,4,3,4,3,0,3,4,3,2,3,4,4,4,4
15061442,3,1,3,2,0,3,0,3,3,2,4,1,1,4,1,1,3,4,3,4,1,3,3,4,2,0,2,3,2,2,3,3,1,4,3
15061443,3,2,2,0,0,0,1,4,2,2,2,1,0,4,1,1,4,4,3,3,2,3,4,3,2,0,1,4,2,1,3,3,3,3,3
15061444,3,2,2,2,0,3,0,3,3,3,4,1,0,4,0,2,3,4,3,4,2,3,2,4,3,0,2,3,2,1,4,3,1,4,4
15061445,4,3,4,0,0,2,0,2,1,2,4,2,1,4,1,2,4,3,4,4,3,4,3,4,3,0,3,4,3,2,3,4,4,4,4
15061447,4,2,4,1,2,1,0,2,3,2,4,4,NA,4,NA,2,3,4,4,4,1,3,1,4,4,0,2,3,2,2,3,3,2,4,4
15061453,4,3,4,0,0,2,0,2,1,2,4,2,1,4,1,2,4,3,4,4,3,4,3,4,3,0,3,4,3,2,3,4,4,4,4
15061458,3,1,2,1,0,2,0,2,3,4,4,3,0,4,0,3,3,3,3,3,0,4,2,4,4,0,3,4,3,2,2,4,2,4,4
15061459,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061461,3,1,2,1,0,2,0,2,3,4,4,3,0,4,0,3,3,3,3,3,0,4,2,4,4,0,3,4,3,2,2,4,2,4,4
15061462,2,2,4,2,0,1,0,3,4,1,4,3,0,4,0,2,2,4,3,4,0,2,3,4,4,0,3,3,4,2,4,2,1,4,3
15061463,4,1,4,2,1,1,0,3,3,2,4,4,0,4,0,2,3,4,3,4,1,4,2,4,4,0,1,4,2,1,2,3,2,4,4
15061469,2,3,3,2,0,3,0,3,4,3,3,2,1,3,1,0,3,2,3,4,2,3,2,4,4,0,1,3,2,1,2,2,0,4,3
15061470,2,4,3,1,1,2,1,3,3,3,3,1,0,4,0,1,4,3,2,4,3,3,2,3,2,1,0,3,2,2,3,1,3,3,3
15061471,2,4,3,1,1,2,1,3,3,3,3,1,0,4,0,1,4,3,2,4,3,3,2,3,2,1,0,3,2,2,3,1,3,3,3
15061475,3,2,3,2,0,1,0,3,2,2,3,4,0,4,0,1,4,4,3,4,2,4,3,4,4,0,1,4,3,2,2,3,2,4,4
15061477,3,2,2,2,0,3,0,3,3,3,4,1,0,4,0,2,3,4,3,4,2,3,2,4,3,0,2,3,2,1,4,3,1,4,4
15061478,4,2,3,0,0,2,0,2,2,2,3,1,0,4,0,1,3,3,3,4,2,4,3,4,3,0,2,4,2,0,4,3,3,4,4
15061479,4,1,4,2,1,1,0,3,3,3,4,4,0,4,0,3,2,4,4,4,1,4,1,4,4,0,2,4,2,1,3,3,3,4,4
15061480,4,3,4,0,0,2,0,2,1,2,4,2,1,4,1,2,4,3,4,4,3,4,3,4,3,0,3,4,3,2,3,4,4,4,4
15061481,3,2,3,3,0,1,0,3,2,3,3,3,0,4,0,1,3,4,3,3,2,3,3,4,4,0,1,4,3,2,2,4,2,4,4
15061482,3,2,2,0,0,0,1,4,2,2,2,1,0,4,1,1,4,4,3,3,2,3,4,3,2,0,1,4,2,1,3,3,3,3,3
15061484,3,2,3,2,0,1,0,3,3,3,3,3,0,4,0,2,3,2,3,4,1,4,1,4,3,0,3,4,3,2,2,3,3,4,3
15061485,3,2,2,0,0,0,1,4,2,2,2,1,0,4,1,1,4,4,3,3,2,3,4,3,2,0,1,4,2,1,3,3,3,3,3
15061487,3,1,2,1,1,3,0,4,3,2,4,2,0,4,0,1,3,3,4,4,2,3,3,4,2,1,2,3,1,2,4,3,1,4,3
15061488,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061489,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061490,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,4,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061492,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,4,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061493,2,2,2,1,1,1,0,3,3,1,4,3,0,4,0,2,4,4,3,4,1,2,1,4,2,1,2,3,2,1,4,2,0,4,3
15061495,2,2,2,1,1,1,0,3,3,1,4,3,0,4,0,2,4,4,3,4,1,2,1,4,2,1,2,3,2,1,4,2,0,4,3
15061498,3,3,4,1,1,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,2,3,2,4,3,0,2,NA,1,0,3,3,2,4,4
15061500,3,2,2,0,0,0,1,4,2,2,2,1,0,4,1,1,4,4,3,3,2,3,4,3,2,0,1,4,2,1,3,3,3,3,3
15061501,3,2,3,1,0,1,0,2,4,4,4,1,1,4,1,3,3,4,3,3,2,2,4,4,4,0,4,4,2,3,2,4,1,4,4
15061503,4,1,4,2,1,1,0,3,3,2,4,4,0,4,0,3,2,4,4,4,1,4,1,4,4,0,2,4,2,1,2,3,2,4,4
15061504,4,3,3,2,0,2,1,3,3,3,3,3,1,3,1,1,3,3,3,4,1,4,3,3,3,0,1,4,2,2,3,2,2,3,3
