SAMPLES,c1_10109,c1_12015,c1_12320,c1_12345,c1_13135,c1_15044,c1_2112,c1_307,c2_15045,c2_19584,c2_21934,c2_34789,c2_34863,c2_34864,c2_34866,c2_41405,c2_41412,c2_42655,c2_43998,c2_44000,c2_44307,c2_4480,c2_46081,c2_46100,c2_46107,c2_46777,c2_50983,c2_51974,c2_52905,c2_53943,c2_56145,c2_56238,c2_57284,c2_8867,c2_942
15061330,1,4,4,4,1,2,1,4,0,3,3,2,2,3,0,3,3,0,2,2,1,1,4,4,4,1,4,3,4,3,3,4,1,3,3
15061331,2,2,4,4,0,0,0,3,1,2,2,0,0,4,2,4,4,0,3,3,1,3,4,4,4,2,4,3,4,4,4,4,0,4,4
15061335,3,1,4,4,0,0,0,3,0,1,1,1,1,4,2,4,4,1,4,4,0,3,4,4,4,4,3,3,4,4,4,4,1,4,4
15061336,3,1,3,3,0,1,0,4,1,2,1,2,2,3,1,4,4,0,4,4,1,1,4,4,4,1,4,3,4,4,4,4,1,4,2
15061340,3,2,4,4,0,1,0,3,3,2,2,1,1,3,3,4,4,0,4,4,0,2,4,4,4,2,4,3,4,4,4,3,1,4,4
15061342,1,3,4,4,0,2,0,4,1,0,2,1,1,4,3,4,4,0,3,3,0,1,4,4,4,2,4,3,4,4,4,4,0,4,4
15061344,1,1,4,4,0,2,0,3,2,2,2,2,1,4,1,4,4,0,3,3,0,3,4,4,4,2,4,2,4,3,4,4,0,4,3
15061345,2,0,4,4,0,2,0,4,2,0,2,3,2,4,2,4,4,0,4,4,1,1,4,4,4,3,4,3,4,4,4,4,0,4,4
15061346,2,0,4,4,0,2,0,4,2,0,2,3,2,4,2,4,4,0,4,4,1,1,4,4,4,3,4,3,4,4,4,4,0,4,4
15061347,3,1,4,4,0,2,0,4,3,0,2,3,1,4,3,4,4,0,2,2,0,4,4,4,4,2,4,3,4,4,4,3,0,4,4
15061349,1,2,4,4,0,1,0,3,1,1,2,2,1,4,2,4,4,0,3,3,0,1,4,4,4,4,4,3,4,4,4,4,0,4,4
15061352,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,2
15061353,1,3,4,4,0,2,0,4,1,0,2,1,1,4,3,4,4,0,3,3,0,1,4,4,4,2,4,3,4,4,4,4,0,4,4
15061355,1,3,4,4,0,2,0,4,1,0,2,1,1,4,3,4,4,0,3,3,0,1,4,4,4,2,4,3,4,4,4,4,0,4,4
15061360,1,3,4,4,0,2,0,4,1,0,2,1,1,4,3,4,4,0,3,3,0,1,4,4,4,2,4,3,4,4,4,4,0,4,4
15061364,1,3,4,4,0,2,0,4,1,0,2,1,1,4,3,4,4,0,3,3,0,1,4,4,4,2,4,3,4,4,4,4,0,4,4
15061365,1,2,4,4,1,1,1,3,1,1,2,1,2,4,1,3,3,1,4,4,1,1,4,4,4,2,4,3,4,4,3,4,0,3,4
15061367,1,2,4,4,1,1,1,3,1,1,2,1,2,4,1,3,3,1,4,4,1,1,4,4,4,2,4,3,4,4,3,4,0,3,4
15061368,2,1,4,4,0,1,0,4,2,2,2,3,1,4,1,4,4,1,4,4,1,1,4,4,4,4,4,3,4,4,4,4,1,4,4
15061369,2,1,4,4,0,1,0,4,2,2,2,3,1,4,1,4,4,1,4,4,1,1,4,4,4,4,4,3,4,4,4,4,1,4,4
15061370,2,0,4,4,0,2,0,4,3,0,2,3,2,4,2,4,4,0,4,4,1,1,4,4,4,3,4,3,4,4,4,4,0,4,4
15061377,2,0,4,4,0,1,0,3,2,2,1,0,0,4,2,4,4,0,3,3,0,1,4,4,4,3,4,3,4,4,4,4,0,4,4
15061378,3,1,4,4,0,0,0,3,0,1,1,1,1,4,2,4,4,1,4,4,0,3,4,4,4,4,3,3,4,4,4,4,1,4,4
15061380,3,1,4,4,0,2,0,4,3,0,2,3,1,4,3,4,4,0,2,2,0,4,4,4,4,2,4,3,4,4,4,3,0,4,4
15061382,2,3,4,4,1,1,1,3,2,2,1,2,0,4,2,3,3,0,3,3,0,2,4,4,4,2,4,2,4,3,3,4,1,3,4
15061383,1,3,4,4,0,2,0,4,1,0,2,1,1,4,3,4,4,0,3,3,0,1,4,4,4,2,4,3,4,4,4,4,0,4,4
15061384,3,2,4,4,0,1,0,3,3,2,2,1,1,3,3,4,4,0,4,4,0,2,4,4,4,2,4,3,4,4,4,3,1,4,4
15061385,3,2,4,4,0,1,0,3,3,2,2,1,1,3,3,4,4,0,4,4,0,2,4,4,4,2,4,3,4,4,4,3,1,4,4
15061386,2,1,4,4,0,1,0,4,2,2,2,3,1,4,1,4,4,1,4,4,1,1,4,4,4,4,4,3,4,4,4,4,1,4,4
15061388,3,2,4,4,0,2,0,4,2,1,3,1,0,4,2,4,4,0,3,3,0,1,4,4,4,3,2,3,4,4,4,4,1,4,3
15061389,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,3
15061390,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,2
15061392,1,2,3,3,0,2,0,3,3,2,2,2,1,2,3,4,4,0,4,4,0,2,4,4,4,3,4,3,4,4,4,3,1,4,4
15061394,3,2,3,3,0,2,0,4,3,3,2,2,1,3,1,4,4,0,3,3,0,0,4,4,4,2,4,3,4,4,4,4,1,4,4
15061396,3,2,3,3,0,2,0,4,2,3,2,2,1,3,1,4,4,0,3,3,0,0,4,4,4,2,4,3,4,4,4,4,1,4,4
15061404,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,2
15061406,1,3,4,4,0,2,0,4,1,0,2,1,1,4,3,4,4,0,3,3,0,1,4,4,4,2,4,3,4,4,4,4,0,4,4
15061410,3,3,4,4,1,1,1,3,2,2,2,2,0,4,2,3,3,0,4,4,2,1,3,3,3,3,4,2,4,4,3,4,1,3,4
15061411,2,2,4,4,0,1,0,3,1,0,3,1,1,4,3,4,4,0,4,4,0,3,4,4,4,2,4,3,4,4,4,4,0,4,4
15061414,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,3
15061415,3,1,4,4,0,2,0,4,2,2,3,3,2,4,2,4,4,0,2,2,0,3,4,4,4,3,4,3,4,4,4,3,0,4,4
15061417,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,2
15061418,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,2
15061419,3,2,4,4,0,1,0,3,3,2,2,1,1,3,3,4,4,0,4,4,0,2,4,4,4,2,4,3,4,4,4,3,1,4,4
15061420,4,3,4,4,1,1,1,4,2,2,2,1,0,4,1,3,3,2,4,4,1,2,4,2,4,2,4,3,4,4,3,4,2,3,3
15061421,2,0,4,4,0,1,0,3,2,2,1,0,0,4,2,4,4,0,3,3,0,1,4,4,4,3,4,3,4,4,4,4,0,4,4
15061422,3,1,3,3,0,3,0,4,3,0,1,1,0,4,4,4,4,0,3,3,0,0,4,4,4,2,4,3,4,4,4,4,0,4,4
15061423,3,1,3,2,0,3,0,4,3,0,1,2,0,4,4,4,4,0,2,3,0,0,4,4,4,2,4,3,4,4,4,4,0,4,4
15061424,3,2,4,4,0,0,0,4,1,1,2,2,1,4,3,4,4,0,3,3,0,3,4,4,4,2,2,3,4,4,4,3,0,4,4
15061425,2,0,4,4,0,2,0,4,2,0,2,3,2,4,2,4,4,0,4,4,1,1,4,4,4,3,4,3,4,4,4,4,0,4,4
15061430,2,0,4,4,0,2,0,4,2,0,2,3,2,4,2,4,4,0,4,4,1,1,4,4,4,3,4,3,4,4,4,4,0,4,4
15061434,3,1,4,4,0,2,0,4,3,2,3,3,2,4,2,4,4,0,2,2,0,3,4,4,4,3,4,3,4,4,4,3,0,4,4
15061435,1,2,3,3,0,1,0,3,0,2,2,2,1,3,2,4,4,0,2,2,1,1,4,4,4,3,4,3,4,3,4,4,1,4,4
15061436,2,1,4,4,1,1,1,4,3,2,2,2,1,3,1,3,3,1,3,3,1,1,4,4,4,2,4,3,4,4,3,4,0,3,4
15061437,3,1,4,4,0,1,0,3,2,0,2,1,1,4,3,4,4,0,3,3,0,3,4,4,4,4,4,3,4,4,4,3,0,4,4
15061438,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,3
15061439,3,1,4,4,0,1,0,3,3,0,2,1,1,4,3,4,4,0,3,3,0,3,4,4,4,4,4,3,4,4,4,3,0,4,4
15061441,3,3,4,4,0,1,0,3,2,2,2,2,2,3,2,4,4,0,4,4,1,0,4,4,4,3,4,3,4,4,4,3,1,4,4
15061442,2,2,4,4,0,1,0,3,1,0,3,1,1,4,3,4,4,0,4,4,0,3,4,4,4,2,4,3,4,4,4,4,0,4,4
15061443,2,2,4,4,1,1,1,4,3,2,2,2,1,3,1,3,3,1,3,3,1,1,4,4,4,2,4,3,4,4,3,4,0,3,4
15061444,2,0,4,4,0,3,0,4,2,0,2,3,1,4,3,4,4,0,3,3,0,2,4,4,4,2,4,3,4,4,4,2,0,4,4
15061445,3,3,4,4,0,1,0,3,2,2,2,2,2,3,2,4,4,0,4,4,1,0,4,4,4,3,4,3,4,4,4,3,1,4,4
15061447,3,1,3,3,0,2,0,4,3,0,1,2,0,4,4,4,4,0,3,3,0,1,4,4,4,2,4,3,4,4,4,4,0,4,4
15061453,3,3,4,4,0,1,0,3,2,2,2,2,2,3,2,4,4,0,4,4,1,0,4,4,4,3,4,3,4,4,4,3,1,4,4
15061458,2,0,4,4,0,2,0,4,2,0,2,3,2,4,2,4,4,0,4,4,1,1,4,4,4,3,4,3,4,4,4,4,0,4,4
15061459,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,2
15061461,2,0,4,4,0,2,0,4,2,0,2,3,2,4,2,4,4,0,4,4,1,1,4,4,4,3,4,3,4,4,4,4,0,4,4
15061462,3,1,4,4,0,1,0,3,2,0,2,1,1,4,3,4,4,0,3,3,0,3,4,4,4,4,4,3,4,4,4,3,0,4,4
15061463,3,1,3,3,0,2,0,4,2,1,1,1,0,4,3,4,4,0,3,3,0,0,4,4,4,2,4,3,4,4,4,4,0,4,4
15061469,1,1,4,4,0,2,0,3,2,2,2,2,1,4,1,4,4,0,3,3,0,3,4,4,4,2,4,2,4,3,4,4,0,4,3
15061470,2,2,3,3,1,3,1,3,0,1,1,1,1,3,3,3,3,0,3,3,1,0,4,4,4,2,2,3,4,4,3,4,1,4,3
15061471,2,2,3,3,1,3,1,3,0,1,1,1,1,3,3,3,3,0,3,3,1,0,4,4,4,2,2,3,4,4,3,4,1,4,3
15061475,2,0,4,4,0,1,0,3,2,2,1,0,0,4,2,4,4,0,3,3,0,1,4,4,4,3,4,3,4,4,4,4,0,4,4
15061477,1,0,4,4,0,3,0,4,2,0,2,3,1,4,3,4,4,0,3,3,0,2,4,4,4,2,4,3,4,4,4,2,0,4,4
15061478,3,2,4,4,0,1,0,3,3,2,2,1,1,3,3,4,4,0,4,4,0,2,4,4,4,2,4,3,4,4,4,3,1,4,4
15061479,3,2,3,3,0,3,0,4,3,0,1,1,0,4,4,4,4,0,3,3,0,0,4,4,4,2,4,3,4,4,4,4,0,4,4
15061480,3,3,4,4,0,1,0,3,2,2,2,2,2,3,2,4,4,0,4,4,1,0,4,4,4,3,4,3,4,4,4,3,1,4,4
15061481,2,1,4,4,0,1,0,4,3,3,2,1,0,4,1,4,4,0,4,4,0,0,4,4,4,3,4,3,4,4,4,4,1,4,4
15061482,2,2,4,4,1,1,1,4,3,1,2,2,1,3,1,3,3,1,3,3,1,1,4,4,4,2,4,3,4,4,3,4,0,3,4
15061484,2,1,4,4,0,3,0,3,1,1,3,0,1,4,1,4,4,0,3,3,1,0,4,4,4,3,2,3,4,4,4,4,1,4,4
15061485,2,2,4,4,1,1,1,4,3,2,2,2,1,3,1,3,3,1,3,3,1,1,4,4,4,2,4,3,4,4,3,4,0,3,4
15061487,3,1,4,4,0,2,0,3,2,1,3,2,1,4,3,4,4,0,3,3,0,3,4,4,4,1,3,3,4,4,4,2,0,4,4
15061488,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,2
15061489,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,2
15061490,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,3
15061492,0,4,4,4,0,2,0,4,0,2,2,1,3,2,1,4,4,1,3,3,1,2,3,3,3,1,2,3,3,3,4,3,1,4,3
15061493,3,1,4,4,0,2,0,4,3,0,2,3,1,4,3,4,4,0,2,2,0,4,4,4,4,2,4,3,4,4,4,3,0,4,4
15061495,3,1,4,4,0,2,0,4,3,0,2,3,1,4,3,4,4,0,2,2,0,4,4,4,4,2,4,3,4,4,4,3,0,4,4
15061498,1,3,4,4,0,2,0,4,1,2,2,2,3,3,1,4,4,1,3,3,1,2,3,3,2,1,2,3,3,3,4,3,1,4,3
15061500,2,2,4,4,1,1,1,4,3,2,2,2,1,3,1,3,3,1,3,3,1,1,4,4,4,2,4,3,4,4,3,4,0,3,4
15061501,4,2,4,4,0,1,0,3,2,1,3,3,0,4,4,4,4,0,3,3,0,3,4,4,4,2,4,3,4,4,4,3,0,4,2
15061503,3,1,2,3,0,3,0,4,3,0,1,1,0,4,4,4,4,0,3,3,0,0,4,4,4,2,4,3,4,4,4,4,0,4,4
15061504,2,3,4,4,1,1,1,3,2,2,1,2,0,4,2,3,3,0,3,3,0,2,4,4,4,2,4,3,4,3,3,4,1,3,4
