SAMPLES,c1_10031,c1_10915,c1_11124,c1_11137,c1_11459,c1_11806,c1_12354,c1_15219,c1_15689,c1_4171,c1_9356,c2_15796,c2_18788,c2_20521,c2_20714,c2_22205,c2_24454,c2_30596,c2_36021,c2_38787,c2_38952,c2_44804,c2_46710,c2_48033,c2_48715,c2_49938,c2_51053,c2_52477,c2_52898,c2_53177,c2_54139,c2_58236,c2_63,c2_6466,c2_7785
15062104,2,1,1,1,4,4,4,1,3,3,2,0,3,0,2,3,1,2,4,4,3,1,3,0,3,1,1,3,1,0,3,3,1,4,4
15061579,3,1,1,1,NA,4,4,0,3,2,3,0,1,0,3,3,1,2,4,3,3,3,4,0,4,1,0,3,3,1,4,1,0,2,3
15061932,1,1,1,0,3,4,4,2,2,3,3,2,2,1,3,3,1,2,4,3,3,1,2,1,2,1,2,4,1,0,3,3,3,4,4
15061603,3,0,1,1,2,3,3,0,3,4,3,0,1,0,2,4,1,3,4,4,3,4,4,1,4,1,0,3,3,1,4,1,0,3,3
15060025,4,0,0,2,4,4,2,2,3,4,4,1,4,0,1,3,0,2,4,4,4,3,3,0,3,0,2,4,1,1,3,3,1,4,3
15061704,4,0,0,2,4,4,2,2,3,4,4,1,4,0,1,3,0,2,4,4,4,3,3,0,3,0,2,4,1,1,3,3,1,4,3
15061334,3,1,0,1,4,3,3,1,3,3,4,0,3,1,2,4,1,2,4,4,4,1,4,1,4,1,1,3,2,0,3,2,1,4,4
15061631,3,0,0,2,3,4,4,3,3,2,2,0,3,1,2,2,1,2,4,4,2,1,4,2,4,0,2,4,2,0,2,2,0,4,4
15060964,2,2,0,2,3,4,3,1,4,4,4,1,4,2,1,1,0,1,4,4,4,0,3,0,3,0,2,4,1,0,3,3,1,3,4
15061778,2,0,1,2,4,4,4,1,2,3,3,0,1,0,1,2,1,3,3,4,3,4,4,1,4,1,2,3,1,1,3,3,1,3,3
15061718,2,1,0,2,4,4,3,1,3,4,2,1,4,0,1,2,1,3,4,4,3,1,4,0,4,0,1,4,3,0,3,1,0,4,4
15061486,4,0,0,3,3,4,3,2,4,4,3,0,2,1,4,3,1,3,4,4,4,3,4,0,4,0,1,4,0,0,4,4,0,4,4
15060214,3,1,0,1,3,4,3,3,3,4,4,2,2,1,1,2,0,2,4,4,4,2,2,1,2,0,2,4,1,1,4,3,2,4,3
15061333,2,1,0,1,4,4,3,1,2,4,4,0,2,1,2,3,0,1,4,4,4,2,4,1,4,0,1,3,2,1,4,2,0,4,3
15061962,1,1,1,0,3,4,4,2,2,3,3,2,2,1,3,3,1,2,4,3,3,2,2,1,2,1,2,4,1,0,3,3,3,4,4
15061624,3,0,1,1,2,3,3,0,3,4,3,0,1,0,2,4,1,3,4,4,3,4,4,1,4,1,0,3,3,1,4,1,0,3,3
15061282,0,1,0,2,3,3,4,2,4,4,3,0,3,1,2,1,0,3,4,3,2,4,2,0,3,0,3,4,1,0,4,3,1,4,4
15061529,0,1,0,0,4,4,4,2,2,4,4,0,4,1,2,2,0,2,4,3,4,2,3,1,4,0,1,4,1,1,4,3,1,4,3
15061935,1,1,1,0,3,4,4,2,2,3,3,2,2,1,3,3,1,2,4,3,3,2,2,1,2,1,2,4,1,0,3,3,3,4,4
15061568,1,1,0,1,4,4,3,2,3,4,4,0,2,2,1,3,1,2,4,3,4,2,3,0,3,0,1,3,2,0,3,2,1,4,4
15061491,2,0,1,2,4,4,4,1,2,3,3,0,1,0,1,2,1,3,3,4,3,4,4,1,4,1,2,3,1,1,3,3,1,3,3
15061318,3,1,0,1,4,4,4,2,3,4,4,0,4,1,2,1,1,1,4,4,4,3,2,1,2,0,1,4,2,1,2,2,1,4,3
15061361,2,1,0,0,4,4,4,1,3,3,4,0,3,1,2,3,0,2,4,3,4,2,3,1,3,0,1,4,2,1,3,2,1,4,3
15061515,3,0,0,1,4,4,2,2,4,4,4,2,2,1,2,2,1,3,4,4,4,3,2,1,2,1,2,3,2,1,4,2,1,3,3
15062123,3,0,0,3,4,4,1,3,4,4,4,2,3,1,1,3,0,2,4,4,4,4,1,0,1,1,2,3,2,0,4,2,2,4,4
15061358,4,0,0,2,4,4,2,2,3,4,4,1,4,0,1,3,0,2,4,4,4,3,3,0,3,0,2,4,1,1,3,3,1,4,3
15061428,3,1,0,1,4,4,3,1,3,3,4,0,3,0,2,3,2,2,4,4,4,2,3,0,3,0,2,4,1,0,4,3,0,4,4
15061496,1,0,0,2,3,4,4,1,3,4,2,0,3,0,2,2,1,3,4,4,4,1,4,0,4,0,1,4,2,0,3,2,0,4,4
15061648,2,1,0,1,4,3,2,2,4,3,4,0,2,1,1,1,2,3,4,4,4,3,3,1,3,0,2,4,3,0,3,1,1,3,4
15061808,1,0,0,4,2,3,4,2,4,3,2,1,3,3,2,2,1,1,4,4,3,2,4,2,4,1,2,4,2,0,4,2,2,4,4
15061600,1,1,0,0,NA,4,3,2,3,4,4,0,3,0,3,2,0,2,4,3,4,3,4,0,4,0,1,4,1,1,2,3,1,4,3
15061730,2,0,0,2,3,4,4,0,3,4,3,0,2,0,2,2,1,3,3,4,4,3,4,1,4,1,1,4,2,1,3,2,1,3,3
15061623,4,0,0,2,4,4,2,2,3,4,4,1,4,0,1,3,0,2,4,4,4,3,3,0,3,0,2,4,1,1,3,3,1,4,3
15061405,0,1,0,2,3,3,4,2,4,4,3,0,3,1,2,1,0,3,4,3,2,4,2,0,3,0,3,4,1,0,4,3,1,4,4
15061299,0,1,0,2,3,3,4,2,4,4,3,0,3,1,2,1,0,3,4,3,2,4,2,0,3,0,3,4,1,0,4,3,1,4,4
15061578,2,1,1,1,4,4,4,1,3,3,2,0,3,0,2,3,1,2,4,4,3,1,3,0,3,1,1,3,1,0,3,3,1,4,4
15061476,1,0,0,1,3,4,4,1,2,3,4,0,4,1,3,2,1,2,4,4,4,4,2,2,3,0,0,4,2,1,4,2,0,4,3
15061765,0,1,0,0,4,4,4,2,2,4,4,0,4,1,2,2,0,2,4,3,4,2,3,1,4,0,1,4,1,1,4,3,1,4,3
15062111,4,1,0,2,4,4,2,1,4,4,4,0,3,1,1,2,1,2,4,4,4,3,4,1,4,0,2,3,3,0,3,1,1,4,4
15061397,3,0,1,1,2,3,3,0,3,4,3,0,1,0,2,4,1,3,4,4,3,4,4,1,4,1,0,3,3,1,4,1,0,3,3
15061713,4,0,0,2,4,4,2,2,3,4,4,1,4,0,1,3,0,2,4,4,4,3,3,0,3,0,2,4,1,1,3,3,1,4,3
15061584,2,2,0,3,3,4,4,2,4,2,1,2,2,2,2,2,0,2,4,4,1,2,4,1,4,0,2,4,2,0,2,2,2,4,4
15061912,2,0,0,2,4,4,3,1,3,4,3,0,2,1,3,1,0,2,4,4,4,0,3,0,4,0,0,4,1,0,2,3,0,2,4
15061260,4,0,0,2,4,4,2,2,3,4,4,1,4,0,1,3,0,2,4,4,4,3,3,0,3,0,2,4,1,1,3,3,1,4,3
15062099,2,0,0,1,3,4,4,2,4,2,4,1,2,1,2,2,0,4,4,4,3,3,4,0,4,0,2,4,0,0,4,4,0,4,4
15061350,2,1,0,2,4,3,3,1,3,4,4,0,3,1,1,4,1,2,4,3,4,2,3,0,3,0,1,4,2,1,3,2,0,3,3
15060933,3,1,1,3,4,4,4,2,4,4,3,1,4,3,0,2,2,3,3,4,3,0,3,0,3,0,2,4,0,0,4,4,1,4,4
15061548,4,0,0,3,4,4,2,3,4,4,4,1,3,0,1,4,1,1,4,4,4,2,4,0,4,0,2,4,1,0,2,3,2,3,4
15061348,2,1,0,0,4,4,4,1,3,3,4,0,3,1,2,3,0,2,4,3,4,2,3,1,3,0,1,4,2,1,3,2,1,4,3
15061560,3,0,1,0,4,4,2,2,4,4,3,2,4,0,1,2,0,1,4,4,3,3,1,0,1,0,2,4,3,1,3,1,3,4,3
15061544,4,0,1,2,NA,NA,3,0,3,4,3,0,1,0,2,4,2,3,4,4,3,4,4,1,4,1,0,4,3,1,4,1,0,3,3
15061449,2,1,0,2,4,4,3,1,3,4,2,1,4,0,1,2,1,3,4,4,3,1,4,0,4,0,1,4,3,0,3,1,0,4,4
15062348,3,1,0,1,4,4,3,1,3,3,4,0,3,0,2,3,2,2,4,4,4,2,3,0,3,0,2,4,1,0,4,3,0,4,4
15061916,2,1,0,0,4,4,4,1,3,3,4,0,3,1,2,3,0,2,4,3,4,2,3,1,3,0,1,4,2,1,3,2,1,4,3
15062138,3,0,1,1,2,3,3,0,3,4,3,0,2,0,2,3,1,3,4,4,3,4,4,1,4,1,1,3,2,1,4,1,0,3,3
15061946,1,0,0,2,3,4,4,1,3,4,2,0,3,0,2,2,1,3,4,4,4,1,4,0,4,0,1,4,2,0,3,2,0,4,4
15061676,2,1,0,0,4,4,4,1,3,3,4,0,3,1,2,3,0,2,4,3,4,2,3,1,3,0,1,4,2,1,3,2,1,4,3
15060536,3,2,0,3,3,3,3,1,3,4,4,2,3,0,2,0,2,2,4,4,4,1,2,1,4,1,2,4,0,0,2,4,0,3,4
15061391,2,0,1,2,4,4,4,1,2,3,3,0,1,0,1,2,1,3,3,4,3,4,4,1,4,1,2,3,1,1,3,3,1,3,3
15061662,2,1,0,2,4,4,3,1,3,4,2,1,4,0,1,2,1,3,4,4,3,1,4,0,4,0,1,4,3,0,3,1,0,4,4
15061228,2,1,0,4,4,4,4,1,4,2,3,0,2,3,1,1,2,3,4,4,1,0,3,1,3,1,2,4,4,0,3,0,0,3,4
15061356,3,0,0,3,3,4,3,1,4,2,3,2,3,2,1,2,0,2,3,4,2,1,2,1,2,0,1,4,1,0,4,3,1,4,4
15061963,2,0,1,2,4,4,4,1,2,3,3,0,1,0,1,2,1,3,3,4,3,4,4,1,4,1,2,3,1,1,3,3,1,3,3
15061338,3,0,1,1,2,3,3,0,3,4,3,0,1,0,3,4,1,3,4,4,3,4,4,1,4,1,0,3,3,1,4,1,0,3,3
15062331,3,0,0,3,3,4,3,1,4,2,3,2,3,2,1,2,0,2,3,4,2,1,2,1,2,0,1,4,1,0,4,3,1,4,4
15062098,3,1,0,1,4,4,3,1,3,3,4,0,3,0,2,3,2,2,4,4,4,2,3,0,3,0,2,4,1,0,4,3,0,4,4
15062114,3,1,1,1,4,4,4,0,3,2,3,0,1,0,3,3,1,2,4,3,3,3,4,0,4,1,0,3,3,1,4,1,0,2,3
15062046,2,0,0,2,4,4,3,1,3,4,3,0,2,1,3,1,0,2,4,4,4,0,3,0,4,0,0,4,1,0,2,3,0,2,4
15062370,2,1,1,1,4,4,4,1,3,3,2,0,3,0,2,3,1,2,4,4,3,1,3,0,3,1,1,3,1,0,3,3,1,4,4
15061685,2,0,1,1,4,4,3,2,3,3,3,0,2,2,3,3,0,2,4,4,3,2,3,1,3,0,2,4,3,0,4,1,0,3,4
15061540,3,0,0,3,4,4,1,3,4,4,4,2,3,1,1,3,0,2,4,4,4,4,1,0,1,1,2,3,2,0,4,2,2,4,4
15061721,4,1,0,3,3,4,4,1,3,4,3,0,3,1,2,2,0,3,4,4,4,1,3,0,3,0,2,4,1,1,4,3,0,2,3
15062074,2,1,0,1,4,3,3,1,3,3,4,1,3,1,1,3,0,1,4,3,4,1,3,0,3,1,2,3,2,1,3,2,1,3,3
15062362,2,1,0,0,4,4,4,1,3,3,4,0,3,1,2,3,0,2,4,3,4,2,3,1,3,0,1,4,2,1,3,2,1,4,3
15061689,2,0,1,2,4,4,4,1,2,3,3,0,1,0,1,2,1,3,3,4,3,4,4,1,4,1,2,3,1,1,3,3,1,3,3
15061357,2,1,1,1,4,4,4,1,3,3,2,0,3,0,2,3,1,2,4,4,3,1,3,0,3,1,1,3,1,0,3,3,1,4,4
15061376,3,1,0,1,4,4,3,1,3,3,4,0,3,0,2,3,2,2,4,4,4,2,3,0,3,0,2,4,1,0,4,3,0,4,4
15061308,2,0,1,2,4,4,4,1,2,3,3,0,1,0,1,2,1,3,3,4,3,4,4,1,4,1,2,3,1,1,3,3,1,3,3
