SAMPLES,c1_10932,c1_1318,c1_13962,c1_15684,c1_16171,c1_1874,c1_2519,c1_3612,c1_3894,c1_3992,c1_4359,c1_4748,c1_5286,c1_7342,c2_10411,c2_12780,c2_15268,c2_15528,c2_21041,c2_23170,c2_2464,c2_2466,c2_2506,c2_2508,c2_26210,c2_26938,c2_27929,c2_28521,c2_2957,c2_3021,c2_31156,c2_36460,c2_37600,c2_43736,c2_44298,c2_45071,c2_48821,c2_4910,c2_49313,c2_50137,c2_50176,c2_50231,c2_50332,c2_5151,c2_5152,c2_55240,c2_55639,c2_56059,c2_56125,c2_8431
15060085,0,3,2,4,0,4,4,2,0,0,2,3,3,4,3,2,1,1,0,1,1,1,1,1,3,0,4,1,2,1,2,4,3,1,3,3,0,0,1,4,4,1,2,0,0,3,3,2,2,3
15060097,3,0,0,1,0,2,3,4,1,2,0,4,0,3,3,3,1,3,1,2,1,1,2,1,2,2,3,2,0,4,1,2,3,3,2,2,2,3,4,2,3,2,3,1,1,4,1,3,3,3
15060101,0,1,0,1,1,3,4,4,2,1,2,1,2,3,4,3,0,2,0,3,0,0,1,0,1,1,4,1,3,2,2,4,4,2,3,4,1,1,2,4,3,0,3,0,0,4,3,1,3,3
15060102,0,2,1,2,0,3,4,3,0,1,2,1,3,4,3,3,0,0,0,2,0,0,0,1,2,1,4,3,1,3,1,4,3,1,4,2,0,1,1,4,3,0,2,1,1,3,3,2,1,2
15060110,0,2,0,2,0,3,4,3,1,2,2,2,3,3,4,3,0,1,0,2,0,0,0,0,2,1,4,2,2,1,2,4,4,2,3,2,0,0,2,4,4,1,3,0,0,2,3,0,2,2
15060112,0,2,0,3,0,4,3,3,1,1,2,3,3,4,3,3,0,1,0,3,0,1,1,1,2,1,3,3,1,2,4,3,4,2,4,1,0,1,1,4,4,1,2,0,0,2,3,1,1,2
15060114,1,1,0,2,0,2,3,3,2,2,1,2,2,3,2,3,0,1,1,3,0,0,1,0,1,0,4,1,2,3,2,2,4,1,2,2,1,1,3,2,2,2,2,1,1,3,3,2,2,4
15060120,0,2,0,2,1,3,1,3,1,1,3,3,3,4,4,3,1,1,0,2,0,2,2,2,3,1,4,3,1,2,1,4,4,2,4,0,0,1,1,4,4,1,2,1,1,3,2,2,1,2
15060121,0,1,0,4,0,3,4,3,1,NA,3,2,0,3,3,2,0,1,0,4,0,0,0,0,0,0,4,2,2,1,2,4,3,1,4,2,1,0,0,4,4,0,1,1,1,3,4,1,1,3
15060122,1,4,0,1,1,4,3,4,1,0,4,4,2,2,3,4,1,2,1,3,1,1,1,1,3,1,4,1,2,3,1,3,4,2,3,2,0,3,1,3,4,1,2,0,0,2,4,0,2,3
15060138,0,3,0,2,0,4,3,3,1,1,2,3,3,3,3,3,0,1,0,3,0,1,1,1,2,2,3,4,3,0,4,4,4,0,4,2,0,3,1,4,3,1,3,0,0,3,3,2,2,1
15060160,1,4,0,1,2,4,3,4,2,0,4,4,3,2,3,4,1,2,2,3,1,2,2,1,3,2,4,2,2,3,1,2,4,3,3,2,0,3,1,3,4,1,3,0,0,2,4,0,2,3
15060187,0,2,1,1,0,3,0,3,3,0,4,2,4,3,4,NA,1,2,0,2,1,0,2,2,4,2,4,2,2,1,0,4,3,4,3,0,0,1,2,4,4,1,3,0,0,3,4,2,3,3
15060188,0,2,0,2,1,3,4,3,1,2,2,2,3,3,4,3,0,1,0,2,0,0,1,1,2,1,4,2,2,1,2,4,4,2,3,2,NA,0,2,4,4,1,3,0,0,2,3,1,2,1
15060190,0,3,0,2,0,3,3,3,2,1,3,3,4,3,4,4,1,0,1,2,0,1,1,1,1,1,4,3,2,2,4,4,4,1,4,0,2,1,2,4,2,0,2,1,1,2,2,1,1,2
15060191,0,2,0,0,0,3,4,4,2,2,3,2,2,3,4,4,0,3,0,2,0,1,2,1,1,1,4,1,2,2,2,4,4,1,3,2,1,0,2,4,3,0,4,0,0,3,2,2,2,2
15060215,1,1,0,2,0,2,3,3,2,2,1,2,2,3,2,3,0,1,1,3,0,0,1,0,1,0,4,1,2,3,2,2,4,1,2,2,1,1,3,2,2,2,2,1,1,3,3,2,2,4
15060313,2,2,1,1,1,3,3,3,1,2,2,3,1,3,3,4,1,1,0,2,0,0,1,0,3,2,4,2,1,3,0,2,4,3,3,3,1,1,2,4,3,1,2,0,0,3,2,1,3,3
15060345,0,0,0,3,0,4,4,4,1,1,1,2,1,3,4,3,0,1,0,4,0,0,0,0,1,0,2,3,0,3,4,4,3,2,4,0,0,2,1,4,2,0,2,0,0,1,3,1,3,1
15060383,2,2,1,1,1,3,3,3,1,2,2,3,1,3,3,4,1,1,0,2,0,0,1,0,3,2,4,2,1,3,0,2,4,3,3,3,1,1,2,4,2,1,2,0,0,3,2,1,3,3
15060420,0,0,0,3,0,4,4,4,1,1,1,2,1,3,4,3,0,1,0,4,0,0,0,0,1,0,2,3,0,3,4,4,3,2,4,0,0,2,1,4,2,0,2,0,0,1,3,1,3,1
15060543,0,3,0,2,0,4,2,4,2,2,2,2,2,1,4,NA,0,2,0,2,1,1,1,1,3,2,3,2,2,1,1,4,4,2,3,0,0,4,4,4,1,1,4,0,0,2,3,1,4,2
15060570,0,4,0,2,0,3,2,4,2,1,2,1,3,3,4,NA,0,2,0,3,0,1,2,3,3,2,4,3,1,1,0,4,4,4,4,0,0,3,2,4,4,3,3,0,0,2,2,3,4,2
15060797,1,2,1,2,0,3,2,4,0,2,3,3,3,4,4,NA,1,2,0,4,0,0,0,1,2,1,4,3,4,2,0,4,4,1,4,1,1,1,3,4,3,1,1,0,0,3,3,3,3,2
15060846,1,4,0,1,1,4,3,4,1,0,4,4,2,2,3,4,1,2,1,3,1,1,1,1,3,1,4,1,2,3,1,3,4,2,3,2,0,3,1,3,4,1,2,0,0,2,4,0,2,3
15060907,0,2,0,1,0,4,3,3,1,0,2,3,1,2,4,2,0,0,2,3,0,1,2,2,3,1,4,2,2,1,1,4,3,3,3,0,0,2,2,4,3,3,1,0,0,1,3,4,4,1
15060909,1,0,0,1,0,3,2,4,1,2,1,3,1,4,2,4,1,1,1,3,1,2,2,2,2,1,3,2,1,3,2,2,2,2,4,1,3,1,3,4,4,0,4,1,1,4,2,2,3,3
15060910,1,0,0,1,1,2,3,3,2,1,2,2,2,3,4,4,1,1,0,4,0,0,1,0,2,1,4,2,3,3,1,3,4,2,3,3,1,4,1,3,1,1,2,1,1,1,3,3,2,2
15061007,0,3,0,2,1,3,2,3,2,0,2,3,3,3,4,2,1,2,2,2,0,0,2,2,2,1,4,1,1,2,0,3,3,3,4,3,0,0,1,4,3,1,2,0,0,2,4,1,3,2
15061011,0,3,0,1,0,3,3,3,1,1,3,2,4,3,3,3,1,1,1,3,0,1,1,1,1,1,4,2,1,2,2,3,4,1,3,0,1,2,2,4,3,0,3,1,1,2,2,1,1,2
15061122,1,4,0,1,1,4,3,4,1,0,4,4,2,2,3,4,1,2,1,3,1,1,1,1,3,1,4,1,2,3,1,3,4,2,3,2,0,3,1,3,4,1,2,0,0,2,4,0,2,3
15061204,1,4,1,1,1,3,4,4,2,0,4,4,2,2,2,NA,2,0,2,1,2,0,0,0,2,1,4,3,2,2,0,4,3,1,4,1,1,4,2,3,2,1,2,0,0,4,4,3,4,4
15061213,1,0,1,1,0,3,2,4,1,1,2,4,1,4,3,4,1,2,1,2,1,2,2,2,1,1,4,3,3,3,3,3,2,2,4,3,1,2,1,4,4,1,3,1,1,3,2,2,3,1
15061215,1,0,1,1,0,3,2,4,1,1,2,4,1,4,3,4,1,2,1,2,1,2,2,2,1,1,4,3,3,3,3,3,2,2,4,3,1,2,1,4,4,1,3,1,1,3,2,2,3,1
15061216,0,3,1,2,2,2,3,4,0,0,2,3,2,2,3,NA,2,2,1,0,1,2,2,2,2,2,4,2,0,1,1,4,4,2,3,3,0,3,2,4,3,1,3,0,0,4,4,3,3,3
15061225,1,1,0,2,0,2,3,3,2,2,1,2,2,3,2,3,0,1,1,3,0,0,1,0,1,0,4,1,2,3,2,2,4,1,2,2,1,1,3,2,2,2,2,1,1,3,3,2,2,4
15061226,0,4,1,3,0,3,0,4,3,2,3,3,2,2,3,3,0,2,0,2,1,2,3,2,2,2,3,4,1,2,0,3,4,3,3,1,0,1,1,4,3,2,3,0,0,0,3,3,3,0
15061237,0,3,0,2,0,4,2,4,2,2,2,2,2,1,4,NA,0,2,0,2,1,1,1,1,3,2,3,2,2,1,1,3,4,2,3,0,0,4,4,4,2,1,4,0,0,2,3,1,4,2
15061256,0,3,2,1,1,3,4,4,1,1,3,3,3,3,2,2,2,2,2,2,0,0,0,0,2,1,4,0,2,2,0,4,4,2,4,1,1,1,2,4,3,0,2,1,1,3,3,2,3,3
15061257,0,3,0,2,0,3,1,4,3,2,1,3,3,3,4,3,0,2,0,0,0,0,1,0,4,1,3,3,0,3,1,4,4,4,3,1,0,3,3,4,1,0,3,0,0,3,2,1,3,3
15061258,0,2,0,2,1,3,1,4,3,1,2,2,3,3,3,4,0,2,0,2,0,1,2,2,3,1,4,2,0,2,2,3,4,2,4,1,1,2,1,4,3,1,4,1,1,3,2,1,1,1
15061259,0,2,0,2,0,3,4,3,1,2,2,2,3,3,4,3,0,1,0,2,0,0,0,0,2,1,4,2,2,1,2,4,4,2,3,2,0,0,2,4,4,1,3,0,0,2,3,0,2,2
15061261,0,3,0,1,0,3,3,3,1,1,3,2,4,3,3,3,1,1,1,3,0,1,1,1,1,1,4,2,1,2,2,3,4,1,3,0,1,2,2,4,3,0,3,1,1,2,2,1,1,2
15061262,0,1,0,1,1,3,4,4,2,1,2,1,2,3,4,3,0,2,0,3,0,0,1,0,1,1,4,1,3,2,2,4,4,2,3,4,1,1,2,4,3,0,3,0,0,4,3,1,3,3
15061263,0,2,0,1,0,4,4,4,4,2,2,0,3,4,4,3,0,1,0,3,0,0,1,0,0,1,4,0,3,3,2,4,4,3,2,4,2,2,2,4,4,0,3,0,0,4,2,1,3,3
15061264,0,1,0,1,1,3,4,4,2,1,2,1,2,3,3,3,0,2,0,3,0,0,1,0,1,1,4,1,2,2,2,3,4,2,3,3,1,1,2,4,3,1,3,NA,NA,4,3,1,3,3
15061265,0,2,0,2,0,3,3,3,1,0,2,2,3,4,4,4,1,1,1,2,0,1,1,1,1,2,4,2,2,2,2,4,4,3,3,1,1,2,1,4,2,0,2,1,1,3,3,1,2,2
15061270,0,2,0,3,0,4,3,3,1,2,3,3,3,3,4,4,0,1,0,3,0,1,1,1,2,0,4,3,2,1,4,4,3,2,4,0,0,2,2,4,2,0,3,0,0,2,2,1,1,2
15061271,0,2,0,1,0,3,4,4,1,0,3,1,3,1,4,2,0,1,0,3,0,0,0,0,2,1,4,4,1,2,2,4,4,2,3,1,0,1,0,4,2,1,3,0,0,2,4,1,3,1
15061273,0,2,0,2,0,3,3,3,1,0,2,2,3,4,4,4,1,1,1,2,0,1,1,1,1,2,4,2,2,2,2,4,4,3,3,1,1,2,1,4,2,0,2,1,1,3,3,1,2,2
15061274,0,2,0,1,2,3,2,3,1,1,1,3,3,2,4,3,1,0,0,1,0,2,2,2,1,1,4,3,0,1,4,4,4,2,4,2,0,2,1,4,4,1,1,0,0,2,4,1,1,1
15061277,0,3,0,0,0,4,2,4,2,0,2,3,1,4,4,4,1,2,0,2,2,1,2,1,2,0,4,3,1,2,3,3,4,1,3,0,2,3,0,4,4,0,2,0,0,3,3,1,3,1
15061279,0,1,0,2,0,4,3,3,1,1,2,3,2,4,4,4,1,0,0,1,0,1,1,1,2,1,4,3,1,1,4,4,4,1,3,1,0,2,1,4,2,0,2,0,0,2,3,1,1,1
15061281,1,0,1,1,0,3,2,4,1,1,2,4,1,4,3,4,1,2,1,2,1,2,2,2,1,1,4,3,3,3,3,3,2,2,4,3,1,2,1,4,4,1,3,1,1,3,2,2,3,1
15061283,0,2,0,3,0,4,3,3,1,1,2,3,3,4,3,3,0,1,0,3,0,1,1,1,2,1,3,3,1,2,4,3,4,2,4,1,0,1,1,4,4,1,2,0,0,2,3,1,1,2
15061286,0,2,0,1,0,3,4,4,1,0,3,1,3,1,4,2,0,1,0,3,0,0,0,0,2,1,4,4,1,2,2,4,4,2,3,1,0,1,0,4,2,1,3,0,0,2,4,1,3,1
15061288,1,0,1,1,0,3,2,4,1,1,2,4,1,4,3,4,1,2,1,2,1,2,2,2,1,1,4,3,3,3,3,3,2,2,4,3,1,2,1,4,4,1,3,1,1,3,2,2,3,1
15061289,1,0,1,1,0,3,2,4,1,1,2,4,1,4,3,4,1,2,1,2,1,2,2,2,1,1,4,3,3,3,3,3,2,2,4,3,1,2,1,4,4,1,3,1,1,3,2,2,3,1
15061290,1,3,0,0,1,4,4,4,3,2,1,2,2,4,3,4,0,1,3,2,0,0,1,0,2,0,3,2,1,2,2,3,2,1,3,1,0,2,2,4,2,1,4,0,0,4,2,1,3,3
15061291,0,0,0,3,0,4,4,4,3,2,2,2,3,3,4,4,0,1,0,2,0,0,0,0,2,2,4,3,1,2,3,4,4,2,3,1,0,2,2,4,2,0,2,0,0,3,3,1,1,2
15061293,0,2,1,1,1,3,1,4,2,1,1,3,2,3,3,NA,0,1,0,2,0,1,1,1,2,0,4,3,1,1,3,4,4,2,4,2,1,2,1,4,3,1,3,1,1,3,3,2,1,3
15061295,0,2,1,0,1,2,2,3,2,1,2,2,2,3,4,NA,0,1,0,2,0,0,1,1,1,0,4,2,0,2,2,4,4,3,4,2,2,2,2,4,2,0,4,2,2,4,4,2,2,4
15061296,0,3,0,2,0,3,3,3,1,2,3,2,3,3,3,3,0,1,1,1,0,1,1,1,2,2,4,3,2,1,3,4,3,2,3,2,1,2,3,4,3,1,3,1,1,3,2,1,3,2
15061297,0,3,2,1,1,3,4,4,1,1,3,3,3,3,2,2,2,2,2,2,0,0,0,0,2,1,4,0,2,2,0,4,4,2,4,1,1,1,2,4,3,0,2,1,1,3,3,2,3,3
15061298,0,2,0,3,0,3,3,4,1,1,1,2,3,3,3,NA,0,2,0,3,0,0,0,0,3,2,3,3,0,3,2,4,4,3,4,0,0,0,1,4,3,2,3,0,0,2,3,1,2,2
15061300,0,2,0,3,0,3,4,2,1,1,3,3,3,3,3,4,0,2,1,2,0,0,0,0,1,0,3,3,3,2,4,4,4,1,4,1,0,1,1,4,3,2,2,0,0,3,3,1,3,2
15061301,0,2,0,3,0,3,3,4,1,1,1,2,3,3,3,NA,0,2,0,3,0,0,0,0,3,2,3,3,0,3,2,4,4,3,4,0,0,0,1,4,3,2,3,0,0,2,3,1,2,2
15061302,0,1,0,3,0,4,4,4,1,2,3,1,1,3,4,3,0,1,0,1,0,0,0,0,3,1,3,3,1,3,1,4,4,2,3,1,0,2,2,4,3,0,3,0,0,2,3,2,3,2
15061303,1,0,0,1,0,3,2,4,1,2,1,3,1,4,2,4,1,1,1,3,1,2,2,2,2,1,3,2,1,3,2,3,2,2,4,1,3,1,3,4,4,0,4,1,1,4,2,2,3,3
15061305,0,4,0,3,0,3,4,3,3,1,2,3,3,3,4,3,0,2,0,1,0,0,0,0,3,2,3,2,1,3,2,4,4,2,3,2,1,1,1,4,2,0,3,1,1,1,2,0,2,1
15061307,1,3,0,1,0,4,3,4,2,1,4,4,3,4,4,3,1,3,0,2,0,1,1,1,3,0,3,2,3,0,2,4,4,1,4,1,1,2,1,2,4,1,1,0,0,3,4,1,4,3
15061312,0,0,0,3,0,4,4,4,3,2,2,2,3,3,4,4,0,1,0,2,0,0,0,0,2,2,4,3,1,2,2,4,4,2,3,1,0,2,2,4,2,0,2,0,0,3,3,1,1,2
15061313,0,2,0,0,0,3,4,4,2,2,3,2,2,3,4,4,0,3,0,2,0,1,2,1,1,1,4,1,2,2,2,4,4,1,3,2,1,0,2,4,3,0,4,0,0,2,2,2,2,2
15061314,0,1,0,2,0,3,3,3,2,1,2,3,2,3,4,3,1,1,0,2,0,1,1,1,2,1,4,4,2,1,3,4,4,2,3,2,0,3,1,4,3,1,2,0,0,0,4,1,0,0
15061317,0,1,0,1,1,3,4,4,2,1,2,1,2,3,4,3,0,2,0,3,0,0,1,0,1,1,4,1,3,2,2,4,4,2,3,4,1,1,2,4,3,0,3,0,0,4,3,1,3,3
15061320,2,4,0,1,1,4,4,3,3,2,3,4,1,1,3,3,1,3,1,1,3,3,4,3,4,0,3,2,2,2,0,2,1,4,3,2,0,2,2,2,3,2,4,0,0,2,3,4,2,3
15061323,1,1,0,2,0,2,3,3,2,2,1,2,2,3,2,3,0,1,1,3,0,0,1,0,1,0,4,1,2,3,2,2,4,1,2,2,1,1,3,2,2,2,2,1,1,3,3,2,2,4
15061324,2,3,1,1,1,4,4,3,2,2,1,2,0,1,4,2,3,2,1,1,1,2,3,3,3,1,4,3,2,4,1,2,3,2,3,1,2,4,3,4,3,0,3,0,0,4,2,2,4,2
15061327,0,3,0,1,0,3,3,3,1,1,3,2,4,3,3,3,1,1,1,3,0,1,1,1,1,1,4,2,1,2,2,3,4,1,3,0,1,2,2,4,3,0,3,1,1,2,3,1,1,2
15061329,0,2,0,4,0,3,4,4,2,1,4,1,3,3,2,3,0,2,0,2,0,0,0,0,3,0,4,2,2,2,3,4,3,2,3,2,1,2,1,4,4,0,3,1,1,2,4,1,1,2
15061330,1,2,0,2,1,2,3,3,2,0,2,2,1,2,4,3,1,1,0,2,2,2,2,2,2,1,3,4,3,3,1,2,4,3,2,1,1,2,3,4,3,2,3,1,1,3,3,2,3,3
15061331,0,1,0,2,0,3,4,4,2,2,1,2,4,4,4,3,0,0,0,2,0,0,1,0,2,2,4,1,1,3,3,3,3,3,3,2,0,2,3,4,3,2,2,0,0,2,3,0,3,2
15061335,0,3,0,2,0,3,4,4,2,2,4,2,3,3,2,3,1,1,0,1,0,0,0,0,2,2,3,1,3,2,2,4,4,3,3,2,1,0,2,4,3,1,2,1,1,3,4,1,2,2
15061336,0,3,0,2,0,3,3,3,1,1,3,1,3,4,2,3,0,1,0,3,0,1,1,1,2,1,2,2,2,3,3,4,3,1,3,2,1,2,2,4,3,1,1,1,1,3,3,2,3,2
15061340,0,2,0,2,0,3,4,3,1,2,2,2,3,3,4,3,0,1,0,2,0,0,0,0,2,1,4,2,2,1,2,4,4,2,3,2,0,0,2,4,4,1,3,0,0,2,3,0,2,2
15061342,0,2,0,3,0,4,3,3,1,1,2,3,3,4,3,3,0,1,0,3,0,1,1,1,2,1,3,3,1,2,4,3,4,2,4,1,0,1,1,4,4,1,2,0,0,2,3,1,1,2
15061344,0,3,0,1,0,3,4,3,0,1,3,2,3,4,2,3,0,1,0,2,0,0,1,0,3,0,4,3,2,4,2,3,4,2,3,2,1,0,1,2,3,0,2,0,0,3,4,3,2,3
15061345,0,0,0,3,0,4,4,4,1,1,1,2,1,3,4,3,0,1,0,4,0,0,0,0,1,0,2,3,0,3,4,4,3,2,4,0,0,2,1,4,2,0,2,0,0,1,3,1,3,1
15061346,0,0,0,3,0,4,4,4,1,1,1,2,1,3,4,3,0,1,0,4,0,0,0,0,1,0,2,3,0,3,4,4,3,2,4,0,0,2,1,4,2,0,2,0,0,1,3,1,3,1
15061347,0,3,2,2,1,3,2,3,3,1,2,2,3,3,3,2,1,1,0,1,1,0,2,1,2,0,4,1,1,3,2,4,3,3,3,2,1,2,1,4,3,1,3,1,1,4,3,1,2,3
15061349,0,3,0,1,0,3,4,2,2,1,3,1,3,4,3,4,0,1,0,1,0,0,1,0,2,1,3,1,1,2,2,4,4,3,3,1,0,1,2,4,3,2,2,0,0,2,2,2,2,2
15061352,0,1,0,3,0,2,4,2,2,NA,3,2,3,3,3,3,0,1,0,4,0,0,0,0,3,1,4,3,2,1,2,4,3,1,3,1,0,1,2,4,4,2,2,0,0,3,4,2,3,3
15061353,0,2,0,3,0,4,3,3,1,1,2,3,3,4,3,3,0,1,0,3,0,1,1,1,2,1,3,3,1,2,4,3,4,2,4,1,0,1,1,4,4,1,2,0,0,2,3,1,1,2
15061355,0,2,0,3,0,4,3,3,1,1,2,3,3,4,3,3,0,1,0,3,0,1,1,1,2,1,3,3,1,2,4,3,4,2,4,1,0,1,1,4,4,1,2,0,0,2,3,1,1,2
15061360,0,2,0,3,0,4,3,3,1,1,2,3,3,4,3,3,0,1,0,3,0,1,1,1,2,1,3,3,1,2,4,3,4,2,4,1,0,1,1,4,4,1,2,0,0,2,3,1,1,2
15061364,0,2,0,3,0,4,3,3,1,1,2,3,3,4,3,3,0,1,0,3,0,1,1,1,2,1,3,3,1,2,4,3,4,2,4,1,0,1,1,4,4,1,2,0,0,2,3,1,1,2
15061365,1,0,1,1,0,3,2,4,1,1,2,4,1,4,3,4,1,2,1,2,1,2,2,2,1,1,4,3,3,3,3,3,2,2,4,3,1,2,1,4,4,1,3,1,1,3,2,2,3,1
15061367,1,0,1,1,0,3,2,4,1,1,2,4,1,4,3,4,1,2,1,2,1,2,2,2,1,1,4,3,3,3,3,3,2,2,4,3,1,2,1,4,4,1,3,1,1,3,2,2,3,1
15061368,0,1,0,4,0,3,4,3,1,0,3,2,0,3,3,2,0,1,0,4,0,0,0,0,0,0,4,2,2,1,2,4,3,1,4,2,1,0,0,4,4,0,1,1,1,3,4,1,1,3
15061369,0,1,0,4,0,3,4,3,1,0,3,2,0,3,3,2,0,1,0,4,0,0,0,0,0,0,4,2,2,1,2,4,3,1,4,2,1,0,0,4,4,0,1,1,1,3,4,1,1,3
15061370,0,0,0,3,0,4,4,4,1,1,1,2,1,3,4,3,0,1,0,4,0,0,0,0,1,0,2,3,0,3,4,4,3,2,4,0,0,2,1,4,2,0,2,0,0,1,3,1,3,1
15061377,0,3,0,1,0,3,3,3,1,1,3,2,4,3,3,3,1,1,1,3,0,1,1,1,1,1,4,2,1,2,2,3,4,1,3,0,1,2,2,4,3,0,3,1,1,2,2,1,1,2
15061378,0,3,0,2,0,3,4,4,2,2,4,2,3,3,2,3,1,1,0,1,0,0,0,0,2,2,3,1,3,2,2,4,4,3,3,2,1,0,2,4,3,1,2,1,1,3,4,1,2,2
15061380,0,3,2,2,1,3,2,3,3,1,2,2,3,3,3,2,1,1,0,1,1,0,2,1,2,0,4,1,1,3,2,4,3,3,3,2,1,2,1,4,3,1,3,1,1,4,3,1,2,3
15061382,1,1,0,2,0,2,3,3,2,2,1,2,2,3,2,3,0,1,1,3,0,0,1,0,1,0,4,1,2,3,2,2,4,1,2,2,1,1,3,2,2,2,2,1,1,3,3,2,2,4
15061383,0,2,0,3,0,4,3,3,1,1,2,3,3,4,3,3,0,1,0,3,0,1,1,1,2,1,3,3,1,2,4,3,4,2,4,1,0,1,1,4,4,1,2,0,0,2,3,1,1,2
15061384,0,2,0,2,0,3,4,3,1,2,2,2,3,3,4,3,0,1,0,2,0,0,0,0,2,1,4,2,2,1,2,4,4,2,3,2,0,0,2,4,4,1,3,0,0,2,3,0,2,2
15061385,0,2,0,2,0,3,4,3,1,2,2,2,3,3,4,3,0,1,0,2,0,0,0,0,2,1,4,2,2,1,2,4,4,2,3,2,0,0,2,4,4,1,3,0,0,2,3,0,2,2
15061386,0,1,0,4,0,3,4,3,1,0,3,2,0,3,3,2,0,1,0,4,0,0,0,0,0,0,4,2,2,1,2,4,3,1,4,2,1,0,0,4,4,0,1,1,1,3,4,1,1,3
15061388,0,0,0,3,0,3,3,4,1,0,3,2,2,3,2,2,0,2,1,3,0,1,1,1,2,2,3,3,3,0,2,4,4,2,4,1,1,2,1,4,3,1,2,1,1,4,3,1,1,4
15061389,0,1,0,3,0,2,4,2,2,1,3,2,3,3,3,3,0,1,0,4,0,0,0,0,3,1,4,3,2,1,2,4,3,1,3,1,0,1,2,4,4,2,2,0,0,3,4,2,3,3
15061390,0,1,0,3,0,2,4,2,2,1,3,2,3,3,3,3,0,1,0,4,0,0,0,0,3,1,4,3,2,1,2,4,3,1,3,1,0,1,2,4,4,2,2,0,0,3,4,2,3,3
15061392,0,2,2,2,2,3,1,2,1,1,4,2,4,1,3,2,1,1,0,2,1,1,1,1,3,2,4,4,3,0,1,4,4,0,3,1,0,0,1,4,1,1,3,0,0,3,4,3,3,3
15061394,0,1,0,1,1,3,4,4,2,1,2,1,2,3,4,3,0,2,0,3,0,0,1,0,1,1,4,1,3,2,2,4,4,2,3,4,1,1,2,4,3,0,3,0,0,4,3,1,3,3
15061396,0,1,0,1,1,3,4,4,2,1,2,1,2,3,4,3,0,2,0,3,0,0,1,0,1,1,4,1,3,2,2,4,4,2,3,4,1,1,2,4,3,0,3,0,0,4,3,1,3,3
15061404,0,1,0,3,0,2,4,2,2,NA,3,2,3,3,3,3,0,1,0,4,0,0,0,0,3,1,4,3,2,1,2,4,3,1,3,1,0,1,2,4,4,2,2,0,0,3,4,2,3,3
15061406,0,2,0,3,0,4,3,3,1,1,2,3,3,4,3,3,0,1,0,3,0,1,1,1,2,1,3,3,1,2,4,3,4,2,4,1,0,1,1,4,4,1,2,0,0,2,3,1,1,2
15061410,1,0,0,2,1,3,2,4,2,0,2,2,2,3,3,3,0,2,1,2,1,2,3,2,4,1,4,2,2,2,2,3,2,2,3,2,0,3,1,4,3,1,2,0,0,3,2,1,3,3
