SAMPLES,c1_14108,c1_14423,c1_15909,c1_16643,c1_4238,c1_4925,c1_5126,c1_7132,c2_10615,c2_10690,c2_11330,c2_12770,c2_13133,c2_13177,c2_13180,c2_19081,c2_22165,c2_25179,c2_27635,c2_30460,c2_33657,c2_4030,c2_4156,c2_42761,c2_44816,c2_45472,c2_48128,c2_50220,c2_51370,c2_51567,c2_52196,c2_52202,c2_52203,c2_56602,c2_58249
15061612,3,4,4,3,4,1,3,2,4,0,1,3,0,0,0,0,1,4,3,2,2,1,0,0,2,1,2,3,1,4,0,4,4,0,2
15061742,3,4,3,4,4,2,3,1,3,1,1,4,0,0,0,1,1,4,4,3,3,2,0,1,0,0,1,2,0,3,0,2,4,0,3
15061710,4,3,4,3,3,0,4,1,3,1,1,4,1,1,1,2,0,2,4,3,2,3,0,0,3,1,0,2,0,4,0,4,4,1,4
15062372,4,4,3,4,3,1,3,0,1,1,1,3,1,1,1,2,1,3,3,3,3,2,0,1,1,2,1,3,1,4,0,4,4,1,2
15061583,4,4,4,3,4,0,4,2,4,0,2,3,0,0,0,2,1,3,3,4,4,2,0,1,2,2,1,2,0,4,0,2,4,1,1
15061767,2,4,4,4,3,1,2,1,4,0,2,3,1,1,1,3,1,3,3,4,2,1,0,2,2,1,2,2,1,4,0,4,4,1,3
15062130,3,4,3,4,4,2,3,2,3,1,0,4,0,0,0,3,1,4,4,4,4,2,0,2,1,2,2,3,0,3,0,4,4,1,2
15061637,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,2,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15061337,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15062104,2,4,3,4,3,2,4,0,3,1,2,4,1,1,1,1,1,3,4,3,3,3,0,2,2,2,2,0,1,4,0,4,4,2,3
15061579,3,4,4,4,4,2,3,2,4,0,1,3,0,0,0,0,1,3,3,3,2,1,0,2,1,1,2,2,1,4,0,4,4,NA,1
15061932,3,4,3,4,3,0,3,1,3,1,1,3,1,1,1,1,1,4,3,4,3,1,0,3,2,1,1,1,2,3,0,4,4,0,1
15061603,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,1,3,2,0,0,3,1,3,3,1,3
15060025,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,2,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15061704,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,2,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15061334,3,4,4,4,3,4,4,1,3,1,2,4,1,1,1,2,3,4,4,2,3,1,0,1,0,2,2,1,1,4,1,3,3,1,2
15061631,4,3,4,3,3,0,4,1,3,1,1,4,1,1,1,2,0,3,4,3,2,3,0,0,3,1,1,2,0,4,0,4,4,1,4
15060964,4,4,3,4,4,0,4,1,4,0,1,3,1,0,0,0,0,3,3,4,2,3,0,0,3,1,2,3,0,4,0,4,4,1,3
15061778,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061718,4,3,4,2,3,0,4,0,3,1,2,4,1,1,1,2,0,2,4,4,3,3,0,1,3,1,1,2,0,4,1,3,3,0,2
15061486,3,NA,4,4,4,3,3,1,4,0,0,2,0,0,0,1,0,4,2,2,2,2,0,0,4,0,0,4,0,3,0,4,4,0,1
15060214,3,4,4,4,4,1,3,2,2,2,2,3,0,0,0,1,1,4,3,4,4,1,0,2,2,2,0,1,1,3,0,3,4,0,1
15061333,4,4,3,4,4,4,4,1,3,1,2,2,0,0,0,0,1,3,2,3,4,1,0,1,2,2,2,1,0,4,1,3,3,1,1
15061962,3,4,3,4,3,0,3,1,3,1,1,3,1,1,1,1,1,4,3,4,3,1,0,3,2,1,1,1,2,3,0,4,4,0,1
15061624,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,1,3,2,0,0,3,1,3,3,1,3
15061282,4,4,4,3,4,0,4,2,4,0,2,3,0,0,0,2,1,3,3,4,4,2,0,1,2,2,1,2,0,4,0,2,4,1,1
15061529,3,4,4,4,3,1,4,2,4,0,1,3,1,1,1,1,2,2,3,3,3,2,1,1,3,1,0,2,0,4,0,3,4,0,3
15061935,3,4,3,4,3,0,3,1,3,1,1,3,1,1,1,1,1,4,3,4,3,1,0,3,2,1,1,1,2,3,0,4,4,0,1
15061568,3,4,4,4,4,2,3,1,3,1,1,3,0,0,0,2,1,4,3,3,4,2,0,2,2,1,1,1,1,4,1,3,3,3,1
15061491,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061318,4,4,3,4,3,2,4,2,4,0,1,1,1,1,1,1,1,4,1,3,3,1,1,0,2,1,2,2,0,4,0,3,4,1,2
15061361,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15061515,4,4,4,4,3,2,4,2,3,1,2,4,1,1,1,2,2,3,4,4,4,2,0,3,0,1,2,1,0,NA,1,1,3,0,4
15062123,3,4,3,4,4,2,3,1,3,1,1,4,0,0,0,1,1,4,4,3,3,2,0,1,0,0,1,2,0,3,0,2,4,0,3
15061358,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,2,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15061428,3,4,2,4,3,3,4,0,3,1,2,3,1,1,1,1,2,3,3,3,4,1,0,1,2,3,2,2,1,4,0,4,4,1,1
15061496,4,3,4,4,3,1,4,0,3,1,3,3,1,1,1,1,0,4,3,3,2,2,0,0,3,1,1,1,0,4,0,4,4,0,4
15061648,4,4,3,4,4,3,3,0,3,1,1,3,0,0,0,4,2,3,3,2,4,1,0,0,1,1,1,2,0,4,1,3,3,1,2
15061808,3,4,2,3,2,1,3,3,4,0,1,4,2,2,2,3,0,3,4,3,3,3,0,1,2,2,2,2,1,4,0,4,4,0,2
15061600,4,4,4,4,3,1,4,0,3,3,3,2,1,1,1,2,2,3,3,4,2,2,0,1,2,1,1,1,0,4,0,3,4,0,2
15061730,4,4,3,4,4,2,4,0,4,0,3,2,0,0,0,1,1,1,2,3,2,1,0,0,3,2,2,1,0,4,0,4,4,0,1
15061623,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,2,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15061405,4,4,4,3,4,0,4,2,4,0,2,3,0,0,0,2,1,3,3,4,4,2,0,1,2,2,1,2,0,4,0,3,4,1,1
15061299,4,4,4,3,4,0,4,2,4,0,2,3,0,0,0,2,1,3,3,4,4,2,0,1,2,2,1,2,0,4,0,2,4,1,1
15061578,2,4,3,4,3,2,4,0,3,1,2,4,1,1,1,1,1,3,4,3,3,3,0,2,2,2,2,0,1,4,0,4,4,2,3
15061476,3,3,4,3,3,2,4,2,3,1,1,3,1,1,1,1,3,3,3,3,4,1,1,0,2,1,2,1,0,4,0,3,4,1,2
15061765,3,4,4,4,3,1,4,2,4,0,1,3,1,1,1,1,2,2,3,3,3,2,1,1,3,1,0,2,0,4,0,3,4,0,3
15062111,4,4,2,4,4,3,4,2,3,1,1,3,0,0,0,2,2,3,3,2,2,1,0,0,1,2,1,2,0,4,0,4,4,2,2
15061397,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,1,3,2,0,0,3,1,3,3,1,3
15061713,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,2,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15061584,4,4,4,3,3,0,4,3,4,0,1,4,1,1,1,2,0,2,4,4,4,2,0,1,0,1,1,2,0,4,2,2,2,0,2
15061912,4,4,4,4,4,1,4,2,4,0,0,3,0,0,0,2,2,4,3,2,3,3,1,0,2,1,1,2,0,2,0,4,4,1,4
15061260,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,2,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15062099,3,4,3,3,3,1,3,2,4,0,3,3,1,1,1,3,1,3,3,3,2,1,0,0,2,1,1,1,0,4,0,4,4,1,1
15061350,3,4,3,4,4,2,4,2,3,1,3,3,0,0,0,1,2,3,3,4,2,3,0,2,2,3,2,0,0,4,1,3,3,1,1
15060933,4,4,3,4,4,1,3,0,4,0,1,2,0,0,0,2,0,1,2,2,1,2,0,1,2,2,1,4,0,2,1,3,3,1,4
15061548,1,4,3,4,4,4,4,1,2,2,0,4,0,0,0,2,2,4,4,2,2,2,0,1,2,1,1,2,1,3,0,4,4,0,1
15061348,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15061560,2,4,3,4,3,1,4,0,3,0,2,3,1,1,1,2,2,3,3,3,2,2,0,1,1,1,2,2,0,3,0,3,4,0,4
15061544,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,2,3,3,0,0,4,1,4,3,2,3
15061449,4,3,4,2,3,0,4,0,3,1,2,4,1,1,1,2,0,2,4,4,3,3,0,1,3,1,1,2,0,4,1,3,3,0,2
15062348,3,4,2,4,3,3,4,0,3,1,2,3,1,1,1,1,2,3,3,3,4,1,0,1,2,3,2,2,1,4,0,4,4,1,1
15061916,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15062138,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,1,3,2,1,0,3,1,3,3,1,3
15061946,4,3,4,4,3,1,4,0,3,1,3,3,1,1,1,1,0,4,3,3,3,2,0,0,3,1,1,1,0,4,0,4,4,0,4
15061676,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15060536,4,4,4,2,3,0,3,2,4,0,1,2,0,0,0,3,1,3,2,4,3,3,0,0,3,0,0,2,0,4,0,2,4,0,2
15061391,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061662,4,3,4,2,3,0,4,0,3,1,2,4,1,1,1,2,0,2,4,4,3,3,0,1,3,1,1,2,0,4,1,3,3,0,2
15061228,4,4,4,3,3,0,4,2,4,0,2,4,1,1,1,2,0,2,4,4,4,3,0,1,2,2,2,1,0,4,1,3,3,0,3
15061356,4,4,4,3,3,1,2,2,4,0,3,3,1,1,1,1,1,2,3,4,3,2,1,2,2,1,2,2,1,4,1,2,3,0,2
15061963,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061338,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,1,3,2,0,0,3,1,3,3,1,3
15062331,4,4,4,3,3,1,2,2,4,0,3,3,1,1,1,1,1,2,NA,4,3,2,1,2,2,1,2,2,1,4,1,2,3,0,2
15062098,3,4,2,4,3,3,4,0,3,1,2,3,1,1,1,1,2,3,3,3,4,1,0,1,2,3,2,2,1,4,0,4,4,1,1
15062114,3,4,4,4,4,2,3,2,4,0,1,3,0,0,0,0,1,3,3,3,2,1,0,2,1,1,2,2,1,4,0,4,4,0,1
15062046,4,4,4,4,4,1,4,2,4,0,0,3,0,0,0,2,2,4,3,2,3,3,1,0,2,1,1,2,0,2,0,4,4,1,4
15062370,2,4,3,4,3,2,4,0,3,1,2,4,1,1,1,1,1,3,4,3,3,3,0,2,2,2,2,0,1,4,0,4,4,2,3
15061685,3,4,3,4,4,1,4,0,4,0,1,3,0,0,0,2,0,3,3,3,3,2,0,2,3,2,2,2,1,4,0,4,4,1,2
15061540,3,4,3,4,4,2,3,1,3,1,1,4,0,0,0,1,1,4,4,3,3,2,0,1,0,0,1,2,0,3,0,2,4,0,3
15061721,4,4,2,4,4,1,3,1,4,0,0,3,0,0,0,3,0,4,3,4,3,1,0,0,3,1,1,3,0,3,0,4,4,0,2
15062074,2,4,4,4,4,3,2,1,4,0,1,4,0,0,0,2,1,3,4,3,2,2,0,2,1,1,2,2,0,4,0,4,4,0,1
15062362,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15061689,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061357,2,4,3,4,3,2,4,0,3,1,2,4,1,1,1,1,1,3,4,3,3,3,0,2,2,2,2,0,1,4,0,4,4,2,3
15061376,3,4,2,4,3,3,4,0,3,1,2,3,1,1,1,1,2,3,3,3,4,1,0,1,2,3,2,2,1,4,0,4,4,1,1
15061308,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
