SAMPLES,c1_14108,c1_14423,c1_15909,c1_16643,c1_4238,c1_4925,c1_5126,c1_7132,c2_10615,c2_10690,c2_11330,c2_12770,c2_13133,c2_13177,c2_13180,c2_19081,c2_22165,c2_25179,c2_27635,c2_30460,c2_33657,c2_4030,c2_4156,c2_42761,c2_44816,c2_45472,c2_48128,c2_50220,c2_51370,c2_51567,c2_52196,c2_52202,c2_52203,c2_56602,c2_58249
15061215,2,3,2,3,2,0,4,2,3,1,2,4,2,2,2,2,0,4,4,4,4,2,0,2,2,2,1,1,1,3,0,4,4,1,2
15061216,4,4,4,3,4,0,4,1,4,1,0,3,0,0,0,2,0,3,3,2,3,2,0,2,2,0,2,1,0,4,1,2,3,0,4
15061225,4,4,4,3,4,0,4,2,4,0,3,3,0,0,0,2,1,3,3,4,4,2,0,1,2,2,1,2,0,4,0,2,4,1,1
15061226,4,3,4,4,4,1,4,1,4,0,0,2,0,0,0,2,1,3,2,2,2,3,0,0,3,1,2,2,0,3,0,4,4,0,4
15061237,4,4,3,4,4,1,3,0,4,0,1,2,0,0,0,2,0,1,2,2,1,2,0,1,2,2,1,4,0,2,1,3,3,1,4
15061256,3,3,2,4,4,0,3,1,4,1,1,4,0,0,0,1,0,3,4,2,3,2,0,0,3,1,1,2,0,3,0,4,4,1,2
15061257,4,4,4,4,4,0,3,0,4,0,0,2,0,0,0,3,0,3,2,3,1,2,1,1,2,1,2,4,0,2,1,3,3,0,3
15061258,4,4,3,4,4,2,4,0,4,0,3,2,0,0,0,1,1,1,2,2,2,1,0,0,3,2,2,1,0,4,0,4,4,0,1
15061259,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,1,3,2,0,0,3,1,3,3,1,3
15061261,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,2,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15061262,4,4,4,4,3,2,4,2,3,1,2,4,1,1,1,2,2,3,4,4,4,2,0,3,0,1,2,1,0,NA,1,1,3,0,4
15061263,4,4,4,4,3,1,4,1,2,2,2,4,1,1,1,3,2,4,4,4,4,3,0,3,0,1,3,1,0,NA,0,3,4,0,4
15061264,4,4,4,4,3,1,4,2,3,1,2,4,1,1,1,2,1,3,NA,4,4,2,0,2,1,1,2,1,0,2,1,2,3,NA,3
15061265,2,4,4,4,4,3,2,1,4,0,1,4,0,0,0,2,1,3,4,3,2,2,0,2,1,1,2,2,0,4,0,4,4,0,1
15061270,3,4,3,4,4,1,4,0,4,0,1,3,0,0,0,2,0,3,3,3,3,2,0,2,3,2,2,2,1,4,0,4,4,1,2
15061271,4,4,4,4,4,3,4,2,4,0,0,2,0,0,0,3,2,3,2,NA,1,1,0,1,2,2,1,2,0,4,2,2,2,0,3
15061273,2,4,4,4,4,3,2,1,4,0,1,4,0,0,0,2,1,3,4,3,2,2,0,2,1,1,2,2,0,4,0,4,4,0,1
15061274,4,4,4,3,4,2,3,1,3,1,1,4,0,0,0,3,2,3,4,3,4,2,0,0,1,1,1,1,0,4,0,4,4,0,2
15061277,3,4,4,4,4,3,4,1,4,0,3,4,0,0,0,2,1,3,4,3,3,3,0,2,2,0,1,0,2,3,1,3,3,0,1
15061279,4,4,2,4,4,3,4,2,3,1,1,3,0,0,0,2,2,3,3,2,3,1,0,0,1,2,1,2,0,4,0,4,4,2,2
15061281,2,3,2,3,2,0,4,2,3,1,2,4,2,2,2,2,0,4,4,4,4,2,0,2,2,2,1,1,1,3,0,4,4,1,2
15061283,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15061286,4,4,4,4,4,3,4,2,4,0,0,2,0,0,0,3,2,3,2,NA,1,1,0,1,2,2,1,2,0,4,2,2,2,0,3
15061288,2,3,2,3,2,0,4,2,3,1,2,4,2,2,2,2,0,4,4,4,4,2,0,2,2,2,1,1,1,3,0,4,4,1,2
15061289,2,3,2,3,2,0,4,2,3,1,2,4,2,2,2,2,0,4,4,4,4,2,0,1,2,2,1,1,1,3,0,4,4,1,2
15061290,0,4,4,4,4,2,3,1,3,1,0,4,0,0,0,2,1,3,4,3,2,3,0,2,2,2,0,3,3,4,0,4,4,0,2
15061291,3,4,3,4,4,2,4,2,3,1,3,3,0,0,0,1,2,3,3,4,2,3,0,1,2,3,2,0,0,4,1,3,3,1,1
15061293,3,4,3,4,2,1,4,2,4,0,2,3,2,2,2,2,1,2,3,3,2,1,1,0,2,2,2,2,0,3,0,4,4,0,3
15061295,3,4,4,4,2,1,4,2,4,0,2,3,1,1,1,1,1,4,3,2,3,2,1,0,4,0,2,2,0,3,0,4,4,0,4
15061296,2,4,3,4,4,2,4,0,3,1,3,3,0,0,0,2,1,2,3,3,2,2,0,1,3,2,1,0,1,4,0,4,4,1,2
15061297,3,3,2,4,4,0,3,1,4,1,1,4,0,0,0,1,0,3,4,2,3,2,0,0,3,1,1,2,0,3,0,4,4,1,2
15061298,4,4,3,4,3,3,4,2,3,1,2,3,1,1,1,2,2,2,3,3,1,2,1,2,2,3,3,1,0,4,0,3,4,0,3
15061300,3,4,4,4,4,2,3,2,4,0,1,3,0,0,0,0,1,3,3,3,2,1,0,2,1,1,2,2,1,4,0,4,4,0,1
15061301,4,4,3,4,3,3,4,2,3,1,2,3,1,1,1,2,2,2,3,3,1,2,1,2,2,3,3,1,0,4,0,3,4,0,3
15061302,4,4,2,4,3,0,4,2,3,1,1,4,1,1,1,2,0,3,4,4,2,0,0,3,0,1,2,2,0,4,0,4,4,1,1
15061303,3,4,3,4,3,0,3,1,3,1,1,3,1,1,1,1,1,4,3,4,3,1,0,3,2,1,1,1,2,3,0,4,4,0,1
15061305,3,4,2,4,3,2,4,2,4,0,3,3,1,1,1,2,1,3,3,3,2,0,0,2,2,2,2,0,0,3,0,4,4,0,2
15061307,4,4,4,3,3,0,4,2,4,0,2,4,1,1,1,2,0,2,4,4,4,3,0,1,2,2,2,1,0,4,1,3,3,0,3
15061312,3,4,3,4,4,2,4,2,3,1,3,3,0,0,0,1,2,3,3,4,2,3,0,2,2,3,2,0,0,4,1,3,3,1,1
15061313,3,4,3,4,4,2,3,1,3,1,1,4,0,0,0,1,1,4,4,3,3,2,0,1,0,0,1,2,0,3,0,2,4,0,3
15061314,4,4,3,4,4,3,3,0,3,1,1,3,0,0,0,4,2,3,3,2,4,1,0,0,1,1,1,2,0,4,1,3,3,1,2
15061317,4,4,4,4,3,2,4,2,3,1,2,4,1,1,1,2,2,3,4,4,4,2,0,3,0,1,2,1,0,NA,1,1,3,0,4
15061320,2,4,3,4,3,1,4,2,4,0,0,2,1,1,1,2,1,1,2,4,2,3,1,3,4,0,1,2,3,2,0,4,4,0,2
15061323,4,4,4,3,4,0,4,2,4,0,2,3,0,0,0,2,1,3,3,4,4,2,0,1,2,2,1,2,0,4,0,2,4,1,1
15061324,1,3,3,2,1,0,4,1,4,0,0,3,2,3,3,1,1,2,3,3,2,3,1,2,3,1,1,4,1,4,0,2,4,2,4
15061327,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,1,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15061329,2,4,3,4,3,2,4,0,3,1,2,4,1,1,1,1,1,3,4,3,3,3,0,2,2,2,2,0,1,4,0,4,4,2,3
15061330,3,4,3,2,3,2,4,1,4,0,1,4,1,1,1,2,1,2,4,3,2,2,0,0,1,1,1,0,1,4,1,1,3,0,1
15061331,2,4,4,4,3,2,3,2,3,1,3,4,1,1,1,0,1,2,4,2,1,1,0,0,1,2,0,0,1,4,0,4,4,0,1
15061335,3,4,3,4,3,2,2,2,3,1,1,4,1,1,1,0,1,4,4,4,1,3,0,1,1,3,3,1,0,4,0,4,4,0,2
15061336,2,4,2,4,3,2,4,1,4,0,2,3,1,1,1,1,1,3,3,3,3,1,0,1,1,3,2,1,1,4,1,3,3,1,2
15061340,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,1,2,2,0,0,3,1,3,3,1,3
15061342,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15061344,3,4,3,3,3,1,3,2,4,0,3,3,1,1,1,3,1,3,3,3,2,1,0,0,2,1,1,1,0,4,0,4,4,1,1
15061345,3,4,2,4,3,3,4,0,3,1,2,3,1,1,1,1,2,3,3,3,4,1,0,1,2,3,2,2,1,4,0,4,4,1,1
15061346,3,4,2,4,3,3,4,0,3,1,2,3,1,1,1,1,2,3,3,3,4,1,0,1,2,3,2,2,1,4,0,4,4,1,1
15061347,4,3,4,4,3,1,4,0,3,1,3,3,1,1,1,1,0,4,3,3,3,2,0,0,3,1,1,1,0,4,0,4,4,0,4
15061349,2,4,4,4,4,2,2,1,4,0,2,3,0,0,0,2,1,4,3,2,3,1,0,0,1,1,2,1,0,4,0,4,4,1,1
15061352,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061353,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15061355,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15061360,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15061364,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15061365,2,3,2,3,2,0,4,2,3,1,2,4,2,2,2,2,0,4,4,4,4,2,0,2,2,2,1,1,1,3,0,4,4,1,2
15061367,2,3,2,3,2,0,4,2,3,1,2,4,2,2,2,2,0,4,4,4,4,2,0,2,2,2,1,1,1,3,0,4,4,1,2
15061368,2,4,4,4,3,1,2,1,4,0,2,3,1,1,1,3,1,3,3,4,2,1,0,2,2,1,2,2,1,4,0,4,4,1,3
15061369,2,4,4,4,3,1,2,1,4,0,2,3,1,1,1,3,1,3,3,4,2,1,0,2,2,1,2,2,1,4,0,4,4,1,3
15061370,3,4,2,4,3,3,4,0,3,1,2,3,1,1,1,1,2,3,3,3,4,1,0,1,2,3,2,2,1,4,0,4,4,1,1
15061377,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,2,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15061378,3,4,3,4,3,2,2,2,3,1,1,4,1,1,1,0,1,4,4,4,1,3,0,1,1,3,3,1,0,4,0,4,4,0,2
15061380,4,3,4,4,3,1,4,0,3,1,3,3,1,1,1,1,0,4,3,3,3,2,0,0,3,1,1,1,0,4,0,4,4,0,4
15061382,4,4,4,3,4,0,4,2,4,0,2,3,0,0,0,2,1,3,3,4,4,2,0,1,2,2,1,2,0,4,0,2,4,1,1
15061383,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15061384,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,1,3,2,0,0,3,1,3,3,1,3
15061385,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,1,3,2,0,0,3,1,3,3,1,3
15061386,2,4,4,4,3,1,2,1,4,0,2,3,1,1,1,3,1,3,3,4,2,1,0,2,2,1,2,2,1,4,0,4,4,1,3
15061388,3,4,2,4,3,2,4,1,4,0,1,4,1,1,1,2,1,3,4,3,2,2,0,2,2,2,3,1,0,4,0,4,4,1,3
15061389,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061390,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061392,3,NA,2,4,4,1,3,1,4,1,0,3,0,0,0,2,0,1,3,NA,2,4,1,1,4,1,0,3,0,3,0,3,4,0,4
15061394,4,4,4,4,3,2,4,2,3,1,2,4,1,1,1,2,2,3,4,4,4,2,0,3,0,1,2,1,0,NA,1,1,3,0,4
15061396,4,4,4,4,3,2,4,2,3,1,2,4,1,1,1,2,2,3,4,4,4,2,0,3,0,1,2,1,0,NA,1,1,3,0,4
15061404,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061406,4,4,3,4,3,2,4,1,3,1,3,3,1,1,1,2,2,3,3,4,3,1,0,1,2,2,2,1,0,4,0,4,4,1,1
15061410,3,4,2,3,2,1,4,1,2,1,1,4,2,2,2,2,3,4,4,4,2,3,1,3,1,2,0,2,2,4,0,4,4,0,2
15061411,4,3,3,4,3,1,4,0,3,1,2,3,1,1,1,2,2,4,3,4,4,1,0,0,2,3,1,2,0,4,0,3,4,0,1
15061414,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061415,4,3,4,4,4,1,4,1,4,0,2,4,0,0,0,3,0,4,4,3,3,3,1,0,3,0,2,2,0,4,0,3,4,0,4
15061417,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061418,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061419,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,1,3,2,0,0,3,1,3,3,1,3
15061420,2,4,3,4,3,1,4,2,4,0,0,2,1,1,1,2,1,1,2,4,2,3,1,3,4,0,1,2,3,2,0,4,4,0,2
15061421,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,2,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15061422,4,4,4,4,3,1,4,0,3,3,3,3,1,1,2,3,2,3,3,4,2,1,0,1,1,1,1,1,0,4,0,3,4,0,2
15061423,4,4,4,4,3,1,4,0,3,3,3,2,2,1,1,3,2,2,3,4,2,1,0,1,2,1,2,1,0,4,0,2,4,0,2
15061424,4,4,3,4,4,2,4,0,4,0,3,2,0,0,0,1,1,1,2,3,2,1,0,0,3,2,2,1,0,4,0,4,4,0,1
15061425,3,4,2,4,3,3,4,0,3,1,2,3,1,1,1,1,2,3,3,3,4,1,0,1,2,3,2,2,1,4,0,4,4,1,1
15061430,3,4,2,4,3,3,4,0,3,1,2,3,1,1,1,1,2,3,3,3,4,1,0,1,2,3,2,2,1,4,0,4,4,1,1
15061434,4,3,4,4,4,1,4,1,4,0,2,4,0,0,0,3,0,4,4,3,3,3,1,0,3,0,2,2,0,4,0,3,4,0,4
15061435,2,4,4,4,4,1,3,2,4,0,2,3,0,0,0,1,0,4,3,3,2,3,0,0,2,3,2,1,1,4,0,4,4,1,1
15061436,3,4,3,3,4,3,4,2,4,1,2,3,0,0,0,2,2,4,3,4,2,1,0,1,2,3,3,1,1,3,1,3,3,0,2
15061437,4,4,4,4,4,1,4,2,3,1,2,2,0,0,0,1,1,4,2,3,3,1,0,0,3,2,0,2,0,4,0,4,4,0,2
15061438,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061439,4,4,4,4,4,1,4,2,3,1,2,2,0,0,0,1,1,4,2,3,3,1,0,0,3,2,0,2,0,4,0,4,4,0,2
15061441,3,4,4,4,4,2,3,2,4,0,1,3,0,0,0,0,1,3,3,3,2,1,0,2,1,1,2,2,1,4,0,4,4,0,1
15061442,4,3,3,4,3,1,4,0,3,1,2,3,1,1,1,2,2,4,3,4,4,1,0,0,2,3,1,2,0,4,0,3,4,0,1
15061443,3,4,3,3,4,3,4,2,4,1,2,3,0,0,0,2,2,4,3,4,2,1,0,2,2,3,3,1,1,3,1,3,3,0,2
15061444,4,3,3,4,4,1,4,0,4,0,3,2,0,0,0,2,1,4,2,3,3,2,0,1,3,2,2,1,0,3,0,2,4,0,1
15061445,3,4,4,4,4,2,3,2,4,0,1,3,0,0,0,0,1,3,3,3,2,1,0,2,1,1,2,2,1,4,0,4,4,0,1
15061447,4,NA,4,4,3,1,4,0,3,3,3,3,1,1,2,2,2,3,3,4,2,2,0,1,2,1,1,2,0,4,0,3,4,0,2
15061453,3,4,4,4,4,2,3,2,4,0,1,3,0,0,0,0,1,3,3,3,2,1,0,2,1,1,2,2,1,4,0,4,4,0,1
15061458,3,4,2,4,3,3,4,0,3,1,2,3,1,1,1,1,2,3,3,3,4,1,0,1,2,3,2,2,1,4,0,4,4,1,1
15061459,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061461,3,4,2,4,3,3,4,0,3,1,2,3,1,1,1,1,2,3,3,3,4,1,0,1,2,3,2,2,1,4,0,4,4,1,1
15061462,4,4,4,4,4,1,4,2,3,1,2,2,0,0,0,1,1,4,2,3,3,1,0,0,3,2,0,2,0,4,0,4,4,0,2
15061463,3,4,4,4,3,2,4,0,3,2,2,3,1,1,1,2,2,3,3,4,2,1,0,1,1,1,2,1,0,4,0,3,4,0,2
15061469,3,4,3,3,3,1,3,2,4,0,3,3,1,1,1,3,1,3,3,3,2,1,0,0,2,1,1,1,0,4,0,4,4,1,1
15061470,4,4,4,3,3,1,2,2,4,0,3,3,1,1,1,1,1,2,3,4,3,2,1,2,2,1,2,2,1,4,1,2,3,0,2
15061471,4,4,4,3,3,1,2,2,4,0,3,3,1,1,1,1,1,2,3,4,3,2,1,2,2,1,2,2,1,4,1,2,3,0,2
15061475,2,4,3,4,4,3,3,1,3,1,1,4,0,0,0,2,1,3,4,2,2,2,0,1,1,2,2,2,0,4,0,4,4,0,3
15061477,4,3,3,4,4,1,4,0,4,0,3,2,0,0,0,2,1,4,2,3,3,2,0,1,3,2,2,1,0,3,0,2,4,0,1
15061478,3,4,3,4,3,2,4,1,3,1,3,3,1,1,1,1,1,3,3,4,2,0,0,1,1,3,2,0,0,3,1,3,3,1,3
15061479,4,4,4,4,3,1,4,0,3,3,3,2,2,1,2,3,2,3,3,4,2,1,0,1,1,1,1,1,0,4,0,2,4,0,2
15061480,3,4,4,4,4,2,3,2,4,0,1,3,0,0,0,0,1,3,3,3,2,1,0,2,1,1,2,2,1,4,0,4,4,0,1
15061481,3,4,3,4,4,2,3,1,3,1,1,4,0,0,0,1,1,4,4,3,3,2,0,1,0,0,1,2,0,3,0,2,4,0,3
15061482,3,4,3,3,4,3,4,2,4,1,2,3,0,0,0,2,2,4,3,4,2,1,0,2,2,3,3,1,1,3,1,3,3,0,2
15061484,3,4,3,4,4,1,4,0,4,0,1,3,0,0,0,2,0,3,3,3,3,2,0,1,3,2,2,2,1,4,0,4,4,1,2
15061485,3,4,3,3,4,3,4,2,4,1,2,3,0,0,0,2,2,4,3,4,2,1,0,2,2,3,3,1,1,3,1,3,3,0,2
15061487,4,3,4,4,3,1,4,0,4,0,2,3,1,1,1,2,0,2,3,3,3,2,0,0,2,1,1,2,0,3,0,3,4,0,2
15061488,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061489,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061490,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061492,3,4,3,4,3,3,4,0,3,1,2,3,1,1,1,1,3,4,3,2,3,1,0,1,1,2,1,0,1,4,1,3,3,0,1
15061493,4,3,4,4,3,1,4,0,3,1,3,3,1,1,1,1,0,4,3,3,3,2,0,0,3,1,1,1,0,4,0,4,4,0,4
15061495,4,3,4,4,3,1,4,0,3,1,3,3,1,1,1,1,0,4,3,3,3,2,0,0,3,1,1,1,0,4,0,4,4,0,4
15061498,3,NA,3,4,3,3,4,0,3,1,2,3,1,1,1,1,2,4,3,2,3,1,0,1,2,2,1,0,1,4,1,3,3,0,2
15061500,3,4,3,3,4,3,4,2,4,1,2,3,0,0,0,2,2,4,3,4,2,1,0,2,2,3,3,1,1,3,1,3,3,0,2
15061501,4,4,3,4,4,1,3,1,4,0,0,3,0,0,0,3,0,4,3,4,3,1,0,0,3,1,1,3,0,3,0,4,4,0,2
15061503,4,4,4,4,3,1,4,0,3,3,3,2,1,1,2,3,3,3,3,4,2,1,0,1,1,1,2,1,0,4,0,2,4,0,2
15061504,4,4,4,3,4,0,4,2,4,0,2,3,0,0,0,2,1,3,3,4,4,2,0,1,2,2,1,2,0,4,0,3,4,1,1
