SAMPLES,c1_8132,c2_1506,c2_23841,c2_26165,c2_26167,c2_26210,c2_26211,c2_2653,c2_31180,c2_32644,c2_35101,c2_49128,c2_50502,c2_52067,c2_56238
15061274,3,4,2,4,0,1,3,1,2,4,4,3,2,2,4
15061277,4,3,1,4,1,2,3,3,2,4,3,1,3,2,4
15061279,4,3,3,1,2,2,2,2,3,3,3,2,2,3,3
15061281,3,4,2,3,1,1,3,3,2,3,3,2,2,2,4
15061283,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061286,4,2,3,2,1,2,2,2,1,3,3,1,1,3,2
15061288,3,4,2,3,1,1,3,3,2,3,3,2,2,2,4
15061289,3,4,2,3,1,1,3,3,2,3,3,2,2,2,4
15061290,4,3,1,2,1,2,2,2,1,4,3,3,1,2,3
15061291,4,3,4,2,2,2,2,0,2,3,4,1,1,4,4
15061293,2,3,4,1,3,2,2,0,3,4,2,2,2,4,3
15061295,2,3,3,3,2,1,4,1,4,3,1,2,2,3,3
15061296,3,3,4,2,2,2,2,0,2,2,4,3,1,4,3
15061297,4,2,2,2,3,2,3,2,4,4,2,1,2,4,2
15061298,4,4,3,1,3,3,1,1,4,4,4,1,0,4,4
15061300,3,3,4,2,1,1,3,0,3,4,3,3,2,4,3
15061301,4,4,3,1,3,3,1,1,4,4,4,1,0,4,4
15061302,3,4,4,1,3,3,1,2,2,2,4,2,0,4,4
15061303,3,4,0,3,1,2,2,2,2,3,4,2,2,1,4
15061305,3,4,2,3,2,3,2,0,2,3,4,1,0,3,4
15061307,4,4,3,1,2,3,3,2,4,4,3,2,1,4,4
15061312,4,3,4,2,2,2,2,0,2,3,4,1,1,4,4
15061313,3,4,1,2,1,1,3,1,3,4,3,1,2,3,4
15061314,4,3,3,3,1,2,2,1,3,4,3,2,2,3,3
15061317,3,4,1,3,1,1,3,1,2,4,4,2,1,3,4
15061320,4,4,2,1,4,4,3,2,3,2,4,3,1,2,4
15061323,4,4,2,3,1,1,4,3,3,3,2,3,1,4,4
15061324,3,2,1,1,3,3,3,1,1,4,4,2,2,3,3
15061327,4,4,3,2,1,1,3,2,3,4,3,0,2,3,4
15061329,3,3,4,2,3,3,2,2,3,4,4,1,0,4,4
15061330,3,4,3,3,1,2,2,1,1,4,4,2,0,4,4
15061331,3,4,3,2,1,2,2,0,3,4,3,1,1,3,4
15061335,3,4,4,2,2,2,2,2,3,3,3,2,0,4,4
15061336,4,4,3,2,2,2,2,2,2,4,4,1,2,3,4
15061340,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061342,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061344,4,4,3,2,3,3,2,3,4,2,4,1,2,4,4
15061345,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061346,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061347,3,3,3,2,3,2,4,0,4,4,3,2,1,3,3
15061349,3,4,3,3,1,2,2,1,4,4,2,2,1,3,4
15061352,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061353,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061355,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061360,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061364,3,4,4,2,2,2,2,1,3,4,4,1,2,4,4
15061365,3,4,2,3,1,1,3,3,2,3,3,2,2,2,4
15061367,3,4,2,3,1,1,3,3,2,3,3,2,2,2,4
15061368,3,4,3,4,0,0,4,2,1,4,3,0,1,4,4
15061369,3,4,3,4,0,0,4,2,1,4,3,0,1,4,4
15061370,3,3,3,3,1,1,3,2,2,4,4,1,2,4,4
15061377,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15061378,3,4,4,2,2,2,2,2,3,3,3,2,0,4,4
15061380,3,3,3,2,3,2,4,0,4,4,3,2,1,3,3
15061382,4,4,2,3,1,1,4,3,3,3,3,3,1,4,4
15061383,3,4,4,2,2,2,2,1,3,4,4,1,2,4,4
15061384,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061385,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061386,3,4,3,4,0,0,4,2,1,4,3,0,1,4,4
15061388,4,4,3,2,2,2,2,0,2,4,4,1,2,3,4
15061389,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061390,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061392,4,3,4,3,2,3,2,2,3,3,4,3,2,4,3
15061394,3,4,1,3,1,1,3,1,2,4,4,2,1,3,4
15061396,3,4,1,3,1,1,3,1,2,4,4,2,1,3,4
15061404,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061406,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061410,3,4,3,0,4,4,0,2,1,4,3,3,2,4,4
15061411,3,4,3,2,2,2,3,1,3,4,4,1,1,3,4
15061414,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061415,3,3,3,3,2,2,3,1,3,4,3,2,1,3,3
15061417,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061418,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061419,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061420,4,4,2,1,4,4,3,2,3,2,4,3,1,2,4
15061421,4,4,3,2,1,1,3,2,3,4,3,0,2,3,4
15061422,3,4,4,1,3,3,1,0,2,4,4,1,0,4,4
15061423,3,4,4,1,3,3,2,0,2,4,4,2,0,4,4
15061424,4,3,3,2,2,3,3,1,4,4,3,1,2,3,3
15061425,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061430,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061434,3,3,3,3,2,2,3,1,3,4,3,2,1,3,3
15061435,3,4,3,2,2,2,2,2,2,2,4,1,1,3,4
15061436,2,4,2,3,1,2,2,2,2,2,4,2,0,3,4
15061437,3,3,3,3,2,3,3,1,4,4,3,2,2,3,3
15061438,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061439,3,3,3,3,2,3,3,1,4,4,3,2,2,3,3
15061441,3,3,4,2,1,1,3,0,3,4,3,3,1,4,3
15061442,3,4,3,2,2,2,3,1,3,4,4,1,2,3,4
15061443,2,4,2,3,1,2,2,2,2,2,4,2,0,3,4
15061444,3,2,3,2,2,2,3,1,2,4,3,0,1,3,2
15061445,3,3,4,2,1,1,3,0,3,4,3,3,1,4,3
15061447,3,4,4,1,2,3,2,0,2,4,4,1,0,4,4
15061453,3,3,4,2,1,1,3,0,3,4,3,3,1,4,3
15061458,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061459,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061461,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061462,3,3,3,3,2,3,3,1,4,4,3,2,2,3,3
15061463,3,4,4,2,2,2,2,1,2,4,NA,1,0,4,4
15061469,4,4,3,2,3,3,2,3,4,3,4,1,2,4,4
15061470,4,4,2,2,2,3,2,2,4,3,4,1,0,2,4
15061471,4,4,2,2,2,3,2,2,4,3,4,1,0,2,4
15061475,4,4,3,2,1,1,3,2,3,4,3,0,2,3,4
15061477,3,2,3,2,2,2,3,1,2,4,3,0,1,3,2
15061478,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061479,3,4,4,1,3,3,2,0,2,4,4,1,0,4,4
15061480,3,3,4,2,1,1,3,0,3,4,3,3,1,4,3
15061481,3,4,1,2,1,1,3,1,3,4,3,1,2,3,4
15061482,2,4,2,3,1,2,2,2,2,3,4,2,0,3,4
15061484,4,4,4,1,2,2,2,1,3,3,4,1,2,4,4
15061485,2,4,2,3,1,2,2,2,2,3,4,2,0,3,4
15061487,4,2,2,2,2,3,3,1,3,4,2,2,3,2,2
15061488,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061489,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061490,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061492,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061493,3,3,3,2,3,2,4,0,4,4,3,2,1,3,3
15061495,3,3,3,2,3,2,4,0,4,4,3,2,1,3,3
15061498,3,3,4,3,2,3,2,1,3,4,3,3,0,4,3
15061500,2,4,2,3,1,2,2,2,2,2,4,2,0,3,4
15061501,4,3,4,3,1,2,3,2,3,3,4,2,2,3,3
15061503,3,4,4,1,3,3,1,0,2,4,4,1,0,4,4
15061504,4,4,2,3,1,1,4,3,3,3,3,3,1,4,4
15061505,4,2,3,2,1,2,2,2,1,3,3,1,1,3,2
15061507,3,4,3,2,2,2,3,1,3,4,4,1,1,3,4
15061508,3,4,3,2,2,2,3,1,3,4,4,1,1,3,4
15061509,3,3,3,2,2,2,3,1,3,4,4,1,2,3,3
15061511,3,3,3,2,2,2,3,1,3,4,4,1,2,3,3
15061514,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15061516,4,3,4,3,1,2,3,2,3,3,4,2,2,3,3
15061517,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061518,3,4,4,1,3,3,1,0,2,4,4,1,0,4,4
15061520,3,3,3,2,1,1,4,1,3,4,3,2,2,3,3
15061521,3,4,3,3,1,2,3,0,2,4,3,2,2,3,4
15061523,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061524,4,4,1,2,3,3,3,1,4,3,3,1,0,1,4
15061525,3,4,3,2,2,2,3,1,3,4,4,1,1,3,4
15061526,3,3,3,2,2,2,3,1,4,4,3,1,2,3,3
15061528,3,3,3,2,3,2,4,0,4,4,3,2,1,3,3
15061530,3,4,3,2,2,2,3,1,3,4,4,1,1,3,4
15061533,3,4,3,2,2,1,3,1,3,4,4,1,2,3,4
15061534,4,2,3,3,2,1,3,1,3,4,3,1,1,2,2
15061535,3,3,3,2,3,2,4,0,4,4,3,2,1,3,3
15061536,3,4,3,2,2,2,3,1,3,4,4,1,1,3,4
15061537,3,4,1,3,1,1,3,1,2,4,4,2,1,3,4
15061538,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061539,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061542,3,4,1,2,1,1,3,1,3,4,3,1,2,3,4
15061543,3,4,2,3,1,1,3,3,2,2,3,2,2,2,4
15061546,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061549,4,3,3,1,2,2,2,2,3,3,3,2,2,3,3
15061550,4,3,3,2,2,3,3,1,4,4,3,1,2,3,3
15061551,2,4,2,3,1,2,2,2,2,2,4,2,0,3,4
15061553,4,4,1,2,2,2,3,3,2,3,4,2,2,4,4
15061555,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15061556,2,4,2,3,1,2,2,2,2,3,4,2,0,3,4
15061557,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15061561,4,4,2,2,2,4,1,0,4,4,4,2,1,3,3
15061564,3,4,4,1,2,3,1,0,2,4,4,2,0,4,4
15061565,4,3,3,3,2,3,3,3,3,3,3,2,2,3,3
15061566,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061567,4,NA,2,2,3,3,1,3,0,3,3,2,1,2,NA
15061571,4,4,3,2,2,3,1,3,2,4,3,2,2,3,4
15061575,4,4,4,1,2,2,2,1,3,2,4,1,2,4,4
15061576,4,4,2,2,2,3,2,2,4,3,4,1,0,2,4
15061577,3,3,4,2,3,3,2,2,3,4,4,1,0,4,4
15061580,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061585,4,4,2,2,2,3,2,2,4,3,4,1,0,2,4
15061586,4,4,2,2,2,3,2,2,4,3,4,1,0,2,4
15061588,2,4,2,3,2,2,2,2,2,3,4,2,0,3,4
15061601,3,4,4,2,2,2,2,1,3,4,4,1,2,4,4
15061602,3,NA,1,2,2,2,2,2,1,3,4,1,1,4,4
15061604,3,3,2,3,1,1,2,2,3,3,4,3,4,4,3
15061608,4,4,2,2,2,3,2,2,4,3,4,1,0,2,4
15061609,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061610,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061614,4,4,2,3,1,1,4,3,3,3,3,3,1,4,4
15061621,4,3,4,3,1,2,3,2,3,2,4,2,2,3,3
15061622,4,NA,3,2,1,1,3,2,3,4,3,0,2,3,4
15061626,3,2,3,2,1,1,3,3,2,3,NA,2,2,3,2
15061627,4,4,3,2,1,1,3,2,3,4,2,1,2,3,4
15061628,3,3,3,2,2,2,3,1,3,4,4,1,2,3,3
15061629,4,3,3,3,1,2,4,0,4,4,4,1,4,3,3
15061630,4,2,3,3,2,1,3,1,3,4,3,1,1,2,2
15061632,4,4,2,3,1,1,4,3,3,3,3,3,1,4,4
15061633,3,4,2,3,1,2,2,1,3,3,4,1,1,3,4
15061638,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15061639,3,4,3,3,2,2,2,3,1,3,2,3,1,3,4
15061640,4,2,3,1,2,2,2,1,2,4,4,2,2,3,2
15061641,3,4,3,3,2,2,2,3,1,3,2,3,1,3,4
15061642,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15061645,3,2,3,1,2,2,2,1,2,4,4,2,2,3,2
15061646,3,4,1,3,1,1,3,1,2,4,4,2,1,3,4
15061649,4,2,2,4,0,2,3,3,4,4,4,2,2,3,2
15061650,4,4,0,3,2,3,3,1,2,4,3,3,1,3,4
15061651,3,4,3,2,2,2,3,1,3,4,4,1,1,3,4
15061653,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061654,4,4,2,3,1,1,4,3,3,2,3,3,1,4,4
15061658,3,4,2,2,1,1,4,3,3,3,3,3,1,4,4
15061659,4,4,2,2,2,2,2,2,4,2,4,1,0,2,4
15061665,3,4,3,0,4,4,0,2,1,4,3,3,2,4,4
15061666,4,4,3,4,0,3,3,1,1,4,3,1,3,3,4
15061667,4,4,4,1,2,2,2,1,3,2,4,1,2,4,4
15061668,3,4,3,0,4,4,0,2,1,4,3,3,2,4,4
15061669,4,4,3,1,3,3,1,1,3,4,4,1,0,3,4
15061670,3,4,3,3,2,2,2,3,1,3,2,3,1,3,4
15061671,4,3,3,3,1,2,2,1,3,4,3,2,2,3,3
15061673,3,3,2,3,3,3,3,1,3,3,NA,2,3,3,3
15061677,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061678,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061679,3,4,3,2,2,2,2,2,2,2,4,1,1,3,4
15061680,3,4,3,3,2,2,2,3,1,2,2,3,1,3,4
15061682,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15061683,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061684,4,3,3,3,1,2,3,2,4,3,3,3,1,4,3
15061686,3,4,4,2,2,2,2,1,3,4,4,1,2,4,4
15061687,4,4,3,2,1,1,3,1,4,4,4,1,1,3,4
15061688,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061690,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061702,4,2,3,1,2,2,2,1,2,4,4,2,2,3,2
15061706,4,3,2,4,0,2,4,3,3,4,2,1,2,2,3
15061707,4,3,3,3,1,2,2,2,4,3,3,2,1,3,3
15061709,4,4,3,1,3,3,1,1,3,4,4,1,0,3,4
15061712,2,3,3,2,3,3,3,0,2,4,4,2,0,4,3
15061714,3,3,3,3,2,2,3,1,3,4,3,2,1,3,3
15061717,4,4,4,2,1,1,3,2,3,4,3,1,1,4,4
15061719,3,4,1,3,1,1,3,1,2,4,4,2,1,3,4
15061720,3,3,3,3,2,2,3,0,3,4,3,2,1,3,3
15061722,3,3,4,2,2,2,2,1,2,3,4,2,1,3,3
15061723,4,3,4,3,1,2,3,2,3,3,4,2,2,3,3
15061724,4,3,3,2,2,2,3,1,4,3,3,1,2,3,3
15061725,3,3,3,3,2,2,3,1,3,4,3,2,1,3,3
15061726,4,4,2,3,1,2,3,2,1,4,3,3,1,2,4
15061729,4,3,3,2,2,3,3,1,4,4,3,1,2,3,3
15061733,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061734,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061735,3,3,3,3,2,2,3,1,3,4,3,2,1,3,3
15061736,4,3,3,2,2,3,3,1,4,4,3,1,2,3,3
15061737,4,3,3,2,2,3,3,1,4,4,3,1,2,3,3
15061738,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061740,3,4,3,2,3,2,3,1,2,4,3,1,0,3,4
15061744,3,4,2,4,0,2,2,4,3,2,3,1,1,4,4
15061747,3,4,1,3,1,1,3,1,2,4,4,2,1,3,4
15061751,4,4,2,2,2,3,2,2,4,3,4,1,0,2,4
15061752,3,4,3,2,3,2,3,1,2,4,3,1,0,3,4
15061753,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061754,3,4,2,3,1,2,2,1,1,4,4,1,1,3,4
15061755,3,4,2,4,0,2,2,2,3,3,3,2,1,2,4
15061756,3,4,2,4,0,2,2,2,3,3,3,2,1,2,4
15061757,3,4,3,2,2,2,2,2,2,3,4,1,1,3,4
15061758,3,3,3,2,2,3,3,1,4,4,2,2,2,3,3
15061760,4,3,3,2,2,3,3,1,4,4,3,1,2,2,3
15061761,3,4,1,3,1,1,3,1,2,4,4,2,1,3,4
15061762,3,3,3,2,3,2,4,0,4,4,3,2,1,3,3
15061764,3,3,3,2,2,2,3,1,3,4,4,1,2,3,3
15061766,3,4,1,2,1,1,3,1,3,4,3,1,2,3,4
15061769,4,2,2,2,2,4,1,1,2,4,3,3,2,3,3
15061771,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061772,3,4,3,4,0,0,4,2,1,4,3,0,1,4,4
15061773,2,3,3,3,2,1,4,1,4,3,1,2,1,3,3
15061776,2,4,2,3,1,2,2,2,2,3,4,2,0,3,4
15061777,3,4,3,2,2,2,2,2,2,3,4,1,1,3,4
15061784,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061785,4,4,2,3,0,0,4,2,4,4,2,1,0,2,4
15061788,4,4,1,2,3,3,3,1,4,3,3,1,0,1,4
15061789,2,4,2,3,1,2,2,2,2,3,4,2,0,3,4
15061790,3,4,3,2,2,2,2,2,2,3,4,1,1,3,4
15061795,4,2,3,3,2,1,3,1,3,4,3,1,1,2,2
15061797,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061798,3,4,4,1,3,3,2,0,1,4,4,1,0,4,4
15061799,3,4,3,2,2,2,2,2,2,3,4,1,1,3,4
15061800,3,4,4,2,2,4,1,0,2,4,4,2,2,4,4
15061811,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15061813,2,4,2,3,1,2,2,2,2,3,4,2,0,3,4
15061814,3,4,3,3,2,2,2,3,1,3,2,3,1,3,4
15061815,4,4,2,3,1,1,4,3,3,3,3,3,1,4,4
15061826,3,4,4,1,3,3,1,0,1,4,4,1,0,4,4
15061905,3,4,2,3,1,1,3,3,2,3,3,2,2,2,4
15061906,3,4,4,3,1,2,2,1,2,4,4,1,0,4,4
15061907,3,2,0,3,1,4,3,3,2,1,4,4,4,2,2
15061908,4,3,3,1,2,2,2,2,3,3,3,2,2,3,3
15061909,4,3,3,2,2,3,3,1,2,4,3,2,1,4,3
15061910,4,4,2,3,1,1,4,3,3,3,3,3,1,4,4
15061911,3,4,0,3,1,2,2,2,2,3,4,2,2,1,4
15061915,3,4,0,3,1,2,2,2,2,3,4,2,2,1,4
15061917,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061918,4,4,2,2,2,3,2,2,4,3,4,1,0,2,4
15061926,4,4,2,3,1,1,4,3,3,3,3,3,1,4,4
15061927,4,4,2,1,3,4,2,1,3,4,3,2,1,4,4
15061929,4,3,3,3,2,4,2,2,4,4,4,1,2,3,4
15061930,4,4,2,2,2,3,2,2,4,3,4,1,0,2,4
15061933,3,4,4,2,2,2,2,1,3,4,4,1,2,4,4
15061934,4,3,3,2,2,3,3,1,4,4,3,1,2,3,3
15061937,3,3,3,3,1,1,3,1,3,4,4,1,2,4,3
15061939,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15061941,4,4,3,1,3,3,1,1,3,4,4,1,0,3,4
15061944,4,2,2,2,2,2,2,2,3,2,3,4,1,3,2
15061945,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061948,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15061949,3,4,4,1,3,3,1,2,2,2,4,2,0,4,4
15061951,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061952,4,3,3,2,2,3,3,1,4,4,3,1,2,3,3
15061953,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061954,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15061957,3,4,2,4,0,1,3,1,2,4,4,3,2,2,4
15061958,4,NA,2,2,2,2,2,3,0,3,3,2,1,2,NA
15061960,3,4,4,3,1,2,2,1,2,4,4,1,0,4,4
15061961,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15061964,3,4,1,3,1,1,3,1,2,4,4,2,1,3,4
15061965,3,4,1,2,2,1,2,1,3,4,3,1,1,3,4
15061966,4,2,2,2,2,3,3,1,3,4,2,2,3,2,2
15061967,4,4,3,2,2,3,2,1,4,4,4,2,2,3,4
15061968,3,4,3,2,2,2,2,2,2,3,4,1,1,3,4
15061969,3,4,3,2,3,3,3,2,1,4,4,1,1,4,4
15062036,3,4,3,3,1,3,3,0,2,4,2,2,1,3,4
15062038,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15062039,3,4,2,3,1,1,3,3,2,3,3,2,2,2,4
15062050,4,3,2,4,1,2,3,3,3,3,3,2,2,2,3
15062051,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15062052,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15062053,3,4,1,3,1,1,3,3,2,2,3,2,2,NA,4
15062063,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15062067,3,4,3,2,3,3,3,2,1,4,4,1,1,4,4
15062069,4,4,1,2,3,3,3,1,4,3,3,1,0,1,4
15062071,3,4,1,3,1,1,3,1,2,4,4,2,1,3,4
15062080,4,3,2,4,1,2,2,2,3,4,3,2,2,3,3
15062081,3,4,3,3,0,1,3,3,3,4,3,0,0,3,4
15062092,3,4,4,2,2,2,2,1,3,4,4,1,1,4,4
15062094,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15062097,4,4,3,2,1,1,3,2,3,4,3,0,1,3,4
15062100,4,4,2,2,3,4,3,2,3,3,4,1,3,4,4
15062101,4,4,4,1,2,2,2,1,3,3,4,1,2,4,4
15062102,3,4,2,2,2,4,4,0,1,4,3,0,2,4,4
15062103,4,2,4,3,1,4,0,1,4,4,4,3,0,4,2
15062105,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15062106,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15062107,3,4,3,2,2,2,3,1,3,4,4,1,1,3,4
15062108,3,3,4,3,1,3,1,1,3,4,3,3,0,4,3
15062109,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15062112,3,3,3,2,2,2,2,0,2,4,4,2,0,3,3
15062115,3,3,4,2,1,1,3,0,3,4,3,3,1,4,3
15062117,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15062118,3,3,3,3,1,1,3,2,2,4,4,1,1,4,4
15062119,3,3,4,2,3,3,2,2,3,4,4,1,0,4,4
15062122,4,4,3,4,0,3,3,1,1,4,3,1,3,3,4
