SAMPLES,c1_16540,c1_16542,c1_3098,c1_3499,c1_7871,c1_7872,c1_7874,c2_10681,c2_12976,c2_14980,c2_32257,c2_4030,c2_47202,c2_53914,c2_686
15061340,2,3,4,0,4,4,0,4,2,0,4,0,4,2,3
15061342,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061344,3,4,2,1,4,4,0,3,2,0,3,1,4,2,1
15061345,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061346,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061347,1,3,4,1,4,4,0,4,2,0,4,2,4,2,3
15061349,1,4,3,1,3,4,0,3,2,0,4,1,4,1,2
15061352,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061353,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061355,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061360,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061364,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061365,2,3,3,0,3,4,0,4,2,2,3,2,4,2,2
15061367,2,3,3,0,3,4,0,4,2,2,3,2,4,3,2
15061368,1,4,3,1,3,3,1,3,2,2,4,1,3,2,1
15061369,1,4,3,1,3,3,1,3,2,2,4,1,3,2,1
15061370,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061377,1,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061378,1,4,4,1,4,4,0,3,2,0,4,3,4,1,2
15061380,1,3,4,1,4,4,0,4,2,0,4,2,4,2,3
15061382,2,3,NA,2,3,3,0,3,2,1,4,2,4,3,3
15061383,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061384,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061385,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061386,1,4,3,1,3,3,1,3,2,2,4,1,3,2,1
15061388,2,3,3,0,3,4,0,4,3,0,4,2,3,3,3
15061389,1,4,4,1,4,4,0,2,2,0,3,1,4,3,2
15061390,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061392,3,1,4,1,3,3,1,4,3,0,4,4,4,3,3
15061394,2,4,4,2,3,3,0,2,2,1,3,2,4,3,2
15061396,2,4,4,2,3,3,0,2,2,1,3,2,4,3,2
15061404,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061406,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061410,2,4,4,1,3,4,0,4,4,0,3,3,4,2,3
15061411,3,3,4,0,4,4,0,4,2,0,4,1,4,1,4
15061414,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061415,2,3,4,1,3,3,1,4,1,0,4,3,3,2,2
15061417,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061418,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061419,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061420,0,4,4,2,3,3,0,4,3,1,3,3,4,3,0
15061421,1,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061422,1,4,4,0,4,4,0,4,4,0,4,1,4,3,1
15061423,1,4,4,0,4,4,0,4,4,0,4,1,4,2,2
15061424,2,3,4,0,3,3,1,4,1,3,3,1,3,3,3
15061425,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061430,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061434,2,3,4,1,3,3,1,4,1,0,4,3,3,2,2
15061435,1,4,3,1,2,3,1,3,1,2,4,3,3,2,2
15061436,0,4,4,0,2,3,0,4,3,1,3,1,4,2,2
15061437,1,4,4,1,4,4,0,4,2,0,4,1,4,NA,3
15061438,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061439,1,4,4,1,4,4,0,4,2,0,4,1,4,NA,3
15061441,2,3,4,2,3,4,0,2,0,0,4,1,3,3,4
15061442,3,3,4,0,4,4,0,4,2,0,4,1,4,1,4
15061443,0,4,4,0,2,3,0,4,3,1,3,1,4,2,2
15061444,3,3,4,0,4,4,0,4,3,0,4,2,4,2,2
15061445,2,3,4,2,3,4,0,2,0,0,4,1,3,3,4
15061447,1,4,4,0,3,4,0,4,4,1,4,2,4,2,2
15061453,2,3,4,2,3,4,0,2,0,0,4,1,3,3,4
15061458,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061459,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061461,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061462,1,4,4,1,4,4,0,4,2,0,4,1,4,NA,3
15061463,1,4,4,0,4,4,NA,4,4,1,4,1,4,2,2
15061469,3,4,2,1,4,4,0,3,2,0,3,1,4,2,1
15061470,2,2,3,0,2,2,1,4,2,2,3,2,3,2,1
15061471,2,2,3,0,2,2,1,4,2,3,3,2,3,2,1
15061475,1,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061477,3,3,4,0,4,4,0,4,3,0,4,2,4,2,2
15061478,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061479,1,4,4,0,4,4,0,4,4,0,4,1,4,3,2
15061480,2,3,4,2,3,4,0,2,0,0,4,1,3,3,4
15061481,1,4,4,1,3,3,1,3,1,2,4,2,3,2,4
15061482,0,4,4,0,2,3,0,4,3,1,3,1,4,2,2
15061484,1,4,3,1,3,3,1,3,2,2,4,2,3,2,3
15061485,0,4,4,0,2,3,0,4,3,1,3,1,4,2,2
15061487,3,2,4,0,4,4,0,4,2,2,3,2,4,2,3
15061488,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061489,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061490,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061492,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061493,1,3,4,1,4,4,0,4,2,0,4,2,4,2,3
15061495,1,3,4,1,4,4,0,4,2,0,4,2,4,2,3
15061498,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061500,0,4,4,0,2,3,0,4,3,1,3,1,4,2,2
15061501,1,4,4,0,3,3,1,4,2,1,4,1,3,2,1
15061503,1,4,4,0,4,4,0,4,4,0,4,1,4,3,1
15061504,2,3,NA,2,3,3,0,3,2,1,4,2,4,3,3
15061505,0,4,4,1,2,2,2,4,3,0,4,1,2,3,0
15061507,3,3,4,0,4,4,0,4,2,0,4,1,4,1,4
15061508,3,3,4,0,4,4,0,4,2,0,4,1,4,1,4
15061509,1,3,4,2,1,2,2,4,2,NA,4,2,2,2,2
15061511,1,3,4,2,1,2,2,4,2,NA,4,2,2,2,2
15061514,1,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061516,1,4,4,0,3,3,1,4,2,1,4,1,3,2,1
15061517,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061518,1,4,4,0,4,4,0,4,4,0,4,1,4,3,1
15061520,1,3,3,0,4,4,0,4,2,2,4,3,4,2,2
15061521,2,3,4,1,3,3,1,3,2,2,4,2,3,2,3
15061523,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061524,0,4,4,1,4,4,0,4,3,0,4,4,4,2,3
15061525,3,3,4,0,4,4,0,4,2,0,4,1,4,1,4
15061526,2,NA,4,0,3,3,1,NA,1,3,3,1,3,3,3
15061528,1,3,4,1,4,4,0,4,2,0,4,2,4,2,3
15061530,3,3,4,0,4,4,0,4,2,0,4,1,4,1,4
15061533,3,3,4,0,4,4,0,4,2,0,4,1,4,1,4
15061534,1,3,3,2,3,3,1,3,1,2,4,3,3,3,1
15061535,1,3,4,1,4,4,0,4,2,0,4,2,4,2,3
15061536,3,3,4,0,4,4,0,4,2,0,4,1,4,1,4
15061537,1,4,4,2,3,3,0,2,2,1,3,2,4,3,2
15061538,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061539,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061542,1,4,4,1,3,3,1,3,1,2,4,2,3,2,4
15061543,2,3,3,0,3,4,0,4,2,2,3,2,4,2,2
15061546,3,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061549,1,4,3,1,2,3,1,3,2,2,4,1,3,2,3
15061550,2,3,4,0,3,3,1,4,1,3,3,1,3,3,3
15061551,0,4,4,0,2,3,0,4,3,1,3,1,4,2,2
15061553,2,4,4,1,3,3,0,3,2,1,2,2,4,3,2
15061555,1,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061556,0,4,4,0,2,3,0,4,3,1,3,1,4,2,2
15061557,1,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061561,1,4,4,2,3,4,0,4,1,0,4,4,4,2,1
15061564,2,4,4,0,4,4,0,4,4,0,4,1,4,3,2
15061565,1,4,3,2,2,3,1,3,2,3,2,3,3,3,2
15061566,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061567,0,4,4,0,3,4,0,4,0,0,4,4,4,2,3
15061571,2,4,4,1,4,4,0,3,1,0,4,2,4,2,3
15061575,1,4,3,1,3,3,1,3,2,2,4,2,3,2,3
15061576,2,2,3,0,2,2,1,4,2,3,3,2,3,2,1
15061577,0,4,3,0,3,3,1,4,2,2,4,3,3,2,1
15061580,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061585,2,2,3,0,2,2,1,4,2,3,3,2,3,2,1
15061586,2,2,3,0,2,2,1,4,2,3,3,2,3,2,1
15061588,0,4,4,0,2,3,0,4,3,1,3,1,4,2,2
15061601,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061602,2,4,4,1,3,3,0,3,2,1,2,1,4,2,2
15061604,1,4,4,2,2,2,2,3,3,2,3,3,2,4,1
15061608,2,2,3,0,2,2,1,4,2,3,3,2,3,2,1
15061609,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061610,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061614,2,3,NA,2,3,3,0,3,2,1,4,2,4,3,3
15061621,1,4,4,0,3,3,1,4,2,1,4,1,3,2,1
15061622,2,NA,4,1,3,3,1,3,2,2,4,2,3,2,3
15061626,1,4,3,2,4,4,NA,2,1,0,4,2,4,2,3
15061627,1,4,4,0,4,4,0,4,2,0,4,2,4,2,4
15061628,1,3,4,2,1,2,2,4,2,NA,4,2,2,2,2
15061629,4,2,4,0,4,4,0,4,1,2,4,1,4,1,4
15061630,1,3,3,2,3,3,1,3,1,2,4,3,3,3,1
15061632,2,3,NA,2,3,3,0,3,2,1,4,2,4,3,3
15061633,1,4,4,0,2,4,0,3,2,0,3,1,4,4,3
15061638,1,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061639,1,4,4,0,3,3,0,4,3,2,3,3,4,4,1
15061640,3,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061641,1,4,4,0,3,3,0,4,3,2,3,3,4,4,1
15061642,1,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061645,3,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061646,2,4,4,2,3,3,0,2,2,1,3,2,4,3,2
15061649,2,4,3,2,1,1,1,4,2,3,4,2,3,3,2
15061650,1,3,3,1,3,3,0,2,0,1,4,2,4,4,2
15061651,3,3,4,0,4,4,0,4,2,0,4,1,4,1,4
15061653,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061654,2,3,NA,2,3,3,0,3,2,1,4,2,4,3,3
15061658,2,3,NA,2,3,3,0,3,2,1,4,2,4,3,3
15061659,2,2,3,0,2,2,1,4,2,3,3,2,3,2,1
15061665,2,4,4,1,3,4,0,4,4,0,3,3,4,2,3
15061666,3,3,4,0,4,4,0,2,3,2,4,2,4,1,2
15061667,1,4,3,1,3,3,1,3,2,2,4,2,3,2,3
15061668,2,4,4,1,3,4,0,4,4,0,3,3,4,2,3
15061669,2,3,3,1,3,3,1,3,2,2,4,1,2,1,2
15061670,1,4,4,0,3,3,0,4,3,2,3,3,4,4,1
15061671,1,4,3,1,2,3,1,3,3,2,4,1,3,3,0
15061673,2,NA,3,1,3,3,0,4,2,1,4,2,4,2,3
15061677,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061678,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061679,1,4,3,1,2,3,1,3,1,2,4,3,3,2,2
15061680,1,4,4,0,3,3,0,4,3,2,3,3,4,4,1
15061682,1,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061683,2,4,3,1,3,3,1,3,3,2,4,1,3,2,2
15061684,0,4,3,2,1,1,1,4,0,3,2,3,3,2,3
15061686,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061687,2,4,4,0,4,4,0,4,2,0,4,1,4,2,2
15061688,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061690,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061702,3,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061706,2,4,3,1,4,4,0,3,1,2,3,3,4,3,2
15061707,1,4,2,0,2,3,1,4,2,2,3,1,3,4,2
15061709,2,3,3,1,3,3,1,3,2,2,4,1,2,1,2
15061712,1,4,4,0,2,2,0,4,3,2,3,3,4,1,4
15061714,2,3,4,1,3,3,1,4,1,0,4,3,3,2,2
15061717,2,4,4,1,3,3,1,3,2,2,4,2,3,3,2
15061719,2,4,4,2,3,3,0,2,2,1,3,2,4,3,2
15061720,2,3,4,1,3,3,1,4,0,0,4,3,3,2,2
15061722,1,4,4,0,3,3,NA,4,3,1,4,1,3,2,1
15061723,1,4,4,0,3,3,1,4,2,1,4,1,3,2,1
15061724,2,NA,4,0,3,3,1,4,1,2,3,1,3,2,2
15061725,2,3,4,1,3,3,1,4,1,0,4,3,3,2,2
15061726,2,3,2,2,2,2,1,3,2,3,3,2,3,3,0
15061729,2,3,4,0,3,3,1,4,1,3,3,1,3,3,3
15061733,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061734,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061735,2,3,4,1,3,3,1,4,1,0,4,3,3,2,2
15061736,2,3,4,0,3,3,1,4,1,3,3,1,3,3,3
15061737,2,3,4,0,3,3,1,4,1,3,3,1,3,3,3
15061738,1,4,4,1,4,4,0,2,2,0,3,1,4,3,2
15061740,1,3,4,1,3,3,1,4,3,2,4,2,3,2,2
15061744,2,2,3,0,1,2,1,3,2,3,4,2,2,4,2
15061747,2,4,4,2,3,3,0,2,2,1,3,2,4,3,2
15061751,2,2,3,0,2,2,1,4,2,3,3,2,3,2,1
15061752,1,3,4,1,3,3,1,4,3,2,4,2,3,2,2
15061753,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061754,1,4,3,0,2,3,1,2,3,2,3,3,3,3,2
15061755,1,4,3,0,3,4,0,4,2,0,4,2,4,3,2
15061756,1,4,3,0,3,4,0,4,2,0,4,2,4,3,2
15061757,1,4,3,1,2,3,1,3,1,2,4,3,3,2,2
15061758,1,4,4,1,4,4,0,4,2,0,4,1,4,NA,3
15061760,2,3,4,0,3,3,1,4,1,3,3,1,3,3,3
15061761,2,4,4,2,3,3,0,2,2,1,3,2,4,3,2
15061762,1,3,4,1,4,4,0,4,2,0,4,2,4,2,3
15061764,1,3,4,2,1,2,2,4,2,NA,4,2,2,2,2
15061766,1,4,4,1,3,3,1,3,1,2,4,2,3,2,4
15061769,1,3,4,0,4,4,0,4,3,0,4,1,4,2,3
15061771,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061772,1,4,3,1,3,3,1,3,2,2,4,1,3,2,1
15061773,1,4,4,0,4,4,0,4,1,0,4,2,4,2,2
15061776,0,4,4,0,2,3,0,4,3,1,3,1,4,2,2
15061777,1,4,3,1,2,3,1,3,1,2,4,3,3,2,2
15061784,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061785,0,4,4,0,4,4,0,4,2,0,4,2,4,1,4
15061788,0,4,4,1,4,4,0,4,3,0,4,4,4,2,3
15061789,0,4,4,0,2,3,0,4,3,1,3,1,4,2,2
15061790,1,4,3,1,2,3,1,3,1,2,4,3,3,2,2
15061795,1,3,3,2,3,3,1,3,1,2,4,3,3,3,1
15061797,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061798,2,4,4,0,4,4,0,4,4,0,4,1,4,3,2
15061799,1,4,3,1,2,3,1,3,1,2,4,3,3,2,2
15061800,1,3,4,0,2,2,1,3,2,2,3,1,3,2,0
15061811,1,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15061813,0,4,4,0,2,3,0,4,3,1,3,1,4,2,2
15061814,1,4,4,0,3,3,0,4,3,2,3,3,4,4,1
15061815,2,3,NA,2,3,3,0,3,2,1,4,2,4,3,3
15061826,1,4,4,0,4,4,0,4,4,0,4,1,4,3,2
15061905,2,3,3,0,3,4,0,4,2,2,3,2,4,3,2
15061906,1,4,4,1,4,4,0,3,2,0,3,2,4,2,2
15061907,1,4,3,1,4,4,0,4,1,0,3,3,4,3,0
15061908,1,4,3,1,2,3,1,3,2,1,4,1,2,2,3
15061909,0,4,4,1,2,2,2,3,2,2,4,2,3,1,2
15061910,2,3,NA,2,3,3,0,3,2,1,4,2,4,3,3
15061911,1,4,3,0,2,4,0,3,2,0,3,1,4,3,3
15061915,1,4,3,0,2,4,0,3,2,0,3,1,4,3,3
15061917,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061918,2,2,3,0,2,2,1,4,2,3,3,2,3,2,1
15061926,2,3,NA,2,3,3,0,3,2,1,4,2,4,3,3
15061927,2,3,4,1,3,3,1,4,3,0,4,1,4,1,1
15061929,2,4,3,1,3,3,1,4,1,1,3,2,3,3,3
15061930,2,2,3,0,2,2,1,4,2,2,3,2,3,2,1
15061933,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061934,2,3,4,0,3,3,1,4,1,3,3,1,3,3,3
15061937,2,4,4,1,4,4,0,3,3,0,4,2,4,2,3
15061939,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15061941,2,3,3,1,3,3,1,3,2,2,4,1,2,1,2
15061944,1,4,4,0,3,4,0,4,1,0,4,1,4,4,4
15061945,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061948,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15061949,2,4,4,1,3,3,1,3,1,2,4,0,3,2,2
15061951,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061952,2,3,4,0,3,3,1,4,1,3,3,1,3,3,3
15061953,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061954,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15061957,0,4,4,0,1,2,1,4,4,2,4,2,2,2,2
15061958,0,4,4,0,3,4,0,4,0,0,4,4,4,2,3
15061960,1,4,4,1,4,4,0,3,2,0,3,2,4,2,2
15061961,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15061964,2,4,4,2,3,3,0,2,2,1,3,2,4,3,2
15061965,1,4,4,1,3,3,0,2,1,1,3,2,4,2,3
15061966,3,2,4,0,4,4,0,4,2,2,3,2,4,2,3
15061967,3,3,3,3,3,4,0,3,3,2,4,1,4,1,2
15061968,1,4,3,1,2,3,1,3,1,2,4,3,3,2,2
15061969,1,3,2,1,3,4,0,3,3,1,4,3,4,3,2
15062036,2,3,4,1,3,3,1,3,2,2,4,2,3,2,3
15062038,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15062039,2,3,3,0,3,4,0,4,2,2,3,2,4,3,2
15062050,0,4,3,1,2,3,1,4,1,0,4,2,3,NA,2
15062051,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15062052,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15062053,2,3,3,0,3,4,0,NA,2,1,3,2,4,3,2
15062063,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15062067,1,3,2,1,3,4,0,3,3,1,4,3,4,3,2
15062069,0,4,4,1,4,4,0,4,3,0,4,4,4,2,3
15062071,2,4,4,2,3,3,0,2,2,1,3,2,4,3,2
15062080,1,4,4,0,2,4,NA,NA,3,2,3,2,4,3,3
15062081,1,4,4,0,4,4,0,4,2,0,4,4,3,2,2
15062092,2,4,3,1,3,3,1,3,2,2,4,1,3,2,2
15062094,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15062097,1,4,4,1,3,3,1,3,2,2,4,2,3,2,3
15062100,3,2,2,0,3,3,0,4,2,1,3,2,4,3,3
15062101,1,4,3,1,3,3,1,3,2,2,4,2,3,2,3
15062102,4,3,4,1,3,3,1,3,1,0,4,2,4,3,2
15062103,0,4,4,1,4,4,0,3,2,0,3,1,4,3,3
15062105,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15062106,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15062107,3,3,4,0,4,4,0,4,2,0,4,1,4,1,4
15062108,1,4,4,1,4,4,0,3,2,0,3,1,4,3,2
15062109,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15062112,2,3,4,0,4,4,0,4,2,0,4,0,4,1,3
15062115,2,3,4,2,3,4,0,2,0,0,4,1,3,3,4
15062117,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15062118,2,4,3,1,3,3,1,3,2,2,4,1,3,3,3
15062119,0,4,3,0,3,3,1,4,2,2,4,3,3,2,1
15062122,3,3,4,0,4,4,0,2,3,2,4,2,4,1,2
