SAMPLES,c1_15909,c1_16643,c1_4238,c1_4925,c1_5126,c1_7132,c2_10615,c2_10690,c2_12770,c2_13133,c2_13177,c2_13180,c2_19081,c2_22165,c2_27635,c2_30460,c2_33657,c2_4030,c2_44816,c2_51370,c2_51567,c2_52196,c2_52202,c2_52203,c2_56602
15061731,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061655,4,1,4,1,3,2,4,0,4,0,0,0,2,0,4,3,4,2,1,3,4,1,3,3,0
15061661,4,3,4,0,4,2,4,0,3,0,0,0,2,1,3,4,4,2,2,0,4,0,2,4,1
15061499,3,4,4,2,3,1,3,1,4,0,0,0,1,1,4,3,3,2,0,0,3,0,2,4,0
15061647,3,4,4,3,3,1,3,1,4,0,0,0,2,1,4,2,2,2,1,0,4,0,4,4,0
15061612,4,3,4,1,3,2,4,0,3,0,0,0,0,1,3,2,2,1,2,1,4,0,4,4,0
15061742,3,4,4,2,3,1,3,1,4,0,0,0,1,1,4,3,3,2,0,0,3,0,2,4,0
15061710,4,3,3,0,4,1,3,1,4,1,1,1,2,0,4,3,2,3,3,0,4,0,4,4,1
15062372,3,4,3,1,3,0,1,1,3,1,1,1,2,1,3,3,3,2,1,1,4,0,4,4,1
15061583,4,3,4,0,4,2,4,0,3,0,0,0,2,1,3,4,4,2,2,0,4,0,2,4,1
15061767,4,4,3,1,2,1,4,0,3,1,1,1,3,1,3,4,2,1,2,1,4,0,4,4,1
15062130,3,4,4,2,3,2,3,1,4,0,0,0,3,1,4,4,4,2,1,0,3,0,4,4,1
15061637,3,4,4,3,3,1,3,1,4,0,0,0,2,1,4,2,2,2,1,0,4,0,4,4,0
15061337,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15062104,3,4,3,2,4,0,3,1,4,1,1,1,1,1,4,3,3,3,2,1,4,0,4,4,2
15061579,4,4,4,2,3,2,4,0,3,0,0,0,0,1,3,3,2,1,1,1,4,0,4,4,NA
15061932,3,4,3,0,3,1,3,1,3,1,1,1,1,1,3,4,3,1,2,2,3,0,4,4,0
15061603,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15060025,3,4,4,3,3,1,3,1,4,0,0,0,2,1,4,2,2,2,1,0,4,0,4,4,0
15061704,3,4,4,3,3,1,3,1,4,0,0,0,2,1,4,2,2,2,1,0,4,0,4,4,0
15061334,4,4,3,4,4,1,3,1,4,1,1,1,2,3,4,2,3,1,0,1,4,1,3,3,1
15061631,4,3,3,0,4,1,3,1,4,1,1,1,2,0,4,3,2,3,3,0,4,0,4,4,1
15060964,3,4,4,0,4,1,4,0,3,1,0,0,0,0,3,4,2,3,3,0,4,0,4,4,1
15061778,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061718,4,2,3,0,4,0,3,1,4,1,1,1,2,0,4,4,3,3,3,0,4,1,3,3,0
15061486,4,4,4,3,3,1,4,0,2,0,0,0,1,0,2,2,2,2,4,0,3,0,4,4,0
15060214,4,4,4,1,3,2,2,2,3,0,0,0,1,1,3,4,4,1,2,1,3,0,3,4,0
15061333,3,4,4,4,4,1,3,1,2,0,0,0,0,1,2,3,4,1,2,0,4,1,3,3,1
15061962,3,4,3,0,3,1,3,1,3,1,1,1,1,1,3,4,3,1,2,2,3,0,4,4,0
15061624,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15061282,4,3,4,0,4,2,4,0,3,0,0,0,2,1,3,4,4,2,2,0,4,0,2,4,1
15061529,4,4,3,1,4,2,4,0,3,1,1,1,1,2,3,3,3,2,3,0,4,0,3,4,0
15061935,3,4,3,0,3,1,3,1,3,1,1,1,1,1,3,4,3,1,2,2,3,0,4,4,0
15061568,4,4,4,2,3,1,3,1,3,0,0,0,2,1,3,3,4,2,2,1,4,1,3,3,3
15061491,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061318,3,4,3,2,4,2,4,0,1,1,1,1,1,1,1,3,3,1,2,0,4,0,3,4,1
15061361,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15061515,4,4,3,2,4,2,3,1,4,1,1,1,2,2,4,4,4,2,0,0,NA,1,1,3,0
15062123,3,4,4,2,3,1,3,1,4,0,0,0,1,1,4,3,3,2,0,0,3,0,2,4,0
15061358,3,4,4,3,3,1,3,1,4,0,0,0,2,1,4,2,2,2,1,0,4,0,4,4,0
15061428,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15061496,4,4,3,1,4,0,3,1,3,1,1,1,1,0,3,3,2,2,3,0,4,0,4,4,0
15061648,3,4,4,3,3,0,3,1,3,0,0,0,4,2,3,2,4,1,1,0,4,1,3,3,1
15061808,2,3,2,1,3,3,4,0,4,2,2,2,3,0,4,3,3,3,2,1,4,0,4,4,0
15061600,4,4,3,1,4,0,3,3,2,1,1,1,2,2,3,4,2,2,2,0,4,0,3,4,0
15061730,3,4,4,2,4,0,4,0,2,0,0,0,1,1,2,3,2,1,3,0,4,0,4,4,0
15061623,3,4,4,3,3,1,3,1,4,0,0,0,2,1,4,2,2,2,1,0,4,0,4,4,0
15061405,4,3,4,0,4,2,4,0,3,0,0,0,2,1,3,4,4,2,2,0,4,0,3,4,1
15061299,4,3,4,0,4,2,4,0,3,0,0,0,2,1,3,4,4,2,2,0,4,0,2,4,1
15061578,3,4,3,2,4,0,3,1,4,1,1,1,1,1,4,3,3,3,2,1,4,0,4,4,2
15061476,4,3,3,2,4,2,3,1,3,1,1,1,1,3,3,3,4,1,2,0,4,0,3,4,1
15061765,4,4,3,1,4,2,4,0,3,1,1,1,1,2,3,3,3,2,3,0,4,0,3,4,0
15062111,2,4,4,3,4,2,3,1,3,0,0,0,2,2,3,2,2,1,1,0,4,0,4,4,2
15061397,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15061713,3,4,4,3,3,1,3,1,4,0,0,0,2,1,4,2,2,2,1,0,4,0,4,4,0
15061584,4,3,3,0,4,3,4,0,4,1,1,1,2,0,4,4,4,2,0,0,4,2,2,2,0
15061912,4,4,4,1,4,2,4,0,3,0,0,0,2,2,3,2,3,3,2,0,2,0,4,4,1
15061260,3,4,4,3,3,1,3,1,4,0,0,0,2,1,4,2,2,2,1,0,4,0,4,4,0
15062099,3,3,3,1,3,2,4,0,3,1,1,1,3,1,3,3,2,1,2,0,4,0,4,4,1
15061350,3,4,4,2,4,2,3,1,3,0,0,0,1,2,3,4,2,3,2,0,4,1,3,3,1
15060933,3,4,4,1,3,0,4,0,2,0,0,0,2,0,2,2,1,2,2,0,2,1,3,3,1
15061548,3,4,4,4,4,1,2,2,4,0,0,0,2,2,4,2,2,2,2,1,3,0,4,4,0
15061348,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15061560,3,4,3,1,4,0,3,0,3,1,1,1,2,2,3,3,2,2,1,0,3,0,3,4,0
15061544,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,2,0,4,1,4,3,2
15061449,4,2,3,0,4,0,3,1,4,1,1,1,2,0,4,4,3,3,3,0,4,1,3,3,0
15062348,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15061916,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15062138,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15061946,4,4,3,1,4,0,3,1,3,1,1,1,1,0,3,3,3,2,3,0,4,0,4,4,0
15061676,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15060536,4,2,3,0,3,2,4,0,2,0,0,0,3,1,2,4,3,3,3,0,4,0,2,4,0
15061391,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061662,4,2,3,0,4,0,3,1,4,1,1,1,2,0,4,4,3,3,3,0,4,1,3,3,0
15061228,4,3,3,0,4,2,4,0,4,1,1,1,2,0,4,4,4,3,2,0,4,1,3,3,0
15061356,4,3,3,1,2,2,4,0,3,1,1,1,1,1,3,4,3,2,2,1,4,1,2,3,0
15061963,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061338,3,4,3,2,4,1,3,1,3,1,1,1,1,1,3,4,2,0,1,0,3,1,3,3,1
15062331,4,3,3,1,2,2,4,0,3,1,1,1,1,1,NA,4,3,2,2,1,4,1,2,3,0
15062098,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15062114,4,4,4,2,3,2,4,0,3,0,0,0,0,1,3,3,2,1,1,1,4,0,4,4,0
15062046,4,4,4,1,4,2,4,0,3,0,0,0,2,2,3,2,3,3,2,0,2,0,4,4,1
15062370,3,4,3,2,4,0,3,1,4,1,1,1,1,1,4,3,3,3,2,1,4,0,4,4,2
15061685,3,4,4,1,4,0,4,0,3,0,0,0,2,0,3,3,3,2,3,1,4,0,4,4,1
15061540,3,4,4,2,3,1,3,1,4,0,0,0,1,1,4,3,3,2,0,0,3,0,2,4,0
15061721,2,4,4,1,3,1,4,0,3,0,0,0,3,0,3,4,3,1,3,0,3,0,4,4,0
15062074,4,4,4,3,2,1,4,0,4,0,0,0,2,1,4,3,2,2,1,0,4,0,4,4,0
15062362,3,4,3,2,4,1,3,1,3,1,1,1,2,2,3,4,3,1,2,0,4,0,4,4,1
15061689,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
15061357,3,4,3,2,4,0,3,1,4,1,1,1,1,1,4,3,3,3,2,1,4,0,4,4,2
15061376,2,4,3,3,4,0,3,1,3,1,1,1,1,2,3,3,4,1,2,1,4,0,4,4,1
15061308,3,4,3,3,4,0,3,1,3,1,1,1,1,3,3,2,3,1,1,1,4,1,3,3,0
