SAMPLES,c1_12320,c1_12345,c1_13135,c1_2112,c1_2978,c1_4604,c1_5546,c2_1506,c2_19584,c2_21934,c2_22301,c2_33008,c2_34863,c2_41405,c2_41412,c2_42655,c2_46081,c2_46100,c2_46107,c2_49184,c2_51974,c2_52905,c2_56145,c2_56238,c2_8867
15061011,4,4,0,0,1,2,3,4,2,1,3,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061122,3,3,1,1,0,1,3,4,1,1,1,1,1,3,3,0,4,4,4,3,3,4,3,4,4
15061204,3,3,1,0,0,2,2,2,4,2,3,1,0,4,4,1,4,4,4,2,3,4,4,2,3
15061213,4,4,1,1,1,1,3,4,1,2,4,2,2,3,3,1,4,4,4,2,3,4,3,4,3
15061215,4,4,1,1,1,1,3,4,1,2,4,2,2,3,3,1,4,4,4,2,3,4,3,4,3
15061216,4,4,1,0,1,2,2,3,3,2,3,2,3,4,4,0,4,4,4,1,3,4,4,3,3
15061225,4,4,1,1,0,1,3,4,2,1,2,2,0,3,3,0,4,4,4,2,2,4,3,4,3
15061226,4,4,0,0,0,2,2,3,3,3,1,1,1,4,4,0,4,4,4,3,3,4,4,3,4
15061237,4,4,0,0,0,2,2,3,2,1,3,1,2,4,4,0,4,4,4,2,3,4,4,3,4
15061256,4,4,1,0,1,3,3,2,1,1,2,2,0,4,3,0,4,4,4,2,3,4,4,2,3
15061257,3,3,0,0,0,2,2,4,2,1,3,1,1,4,4,0,4,4,4,2,3,4,4,4,4
15061258,4,4,0,0,0,2,4,3,1,2,2,1,1,4,4,0,4,4,4,3,3,4,4,3,4
15061259,4,4,0,0,0,3,3,3,2,2,2,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061261,4,4,0,0,1,2,3,4,2,1,3,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061262,3,3,0,0,0,1,3,4,3,2,2,3,1,4,4,0,4,4,4,1,3,4,4,4,4
15061263,4,4,0,0,0,0,3,4,2,2,2,4,0,4,4,0,4,4,4,0,3,4,4,4,4
15061264,3,3,0,0,0,1,3,4,2,2,2,3,1,4,4,0,4,4,4,1,3,4,4,4,4
15061265,3,3,0,0,1,3,2,3,1,2,2,0,1,4,4,1,4,4,4,4,3,4,4,3,4
15061270,4,4,0,0,0,2,3,4,1,3,3,1,1,4,4,0,4,4,4,3,3,4,4,4,4
15061271,3,3,0,0,0,4,2,2,3,4,0,0,2,4,4,0,3,3,3,4,3,3,4,2,4
15061273,3,3,0,0,1,3,2,3,1,2,2,0,1,4,4,1,4,4,4,4,3,4,4,3,4
15061274,3,3,0,0,0,2,3,4,0,3,3,1,2,4,4,0,4,4,4,3,3,4,4,4,4
15061277,4,3,1,1,1,1,2,3,2,2,3,1,2,3,3,0,4,4,4,3,3,4,3,4,3
15061279,3,3,0,0,0,2,2,3,1,4,3,1,1,4,4,0,4,4,4,3,3,4,4,3,4
15061281,4,4,1,1,1,1,3,4,1,2,4,2,2,3,3,1,4,4,4,2,3,4,3,4,3
15061283,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061286,3,3,0,0,0,4,2,2,3,4,0,0,2,4,4,0,3,3,3,4,3,3,4,2,4
15061288,4,4,1,1,0,1,3,4,1,2,4,2,2,3,3,1,4,4,4,2,3,4,3,4,3
15061289,4,4,1,1,1,1,3,4,1,2,4,2,2,3,3,1,4,4,4,2,3,4,3,4,3
15061290,4,4,1,1,0,4,2,3,1,2,3,1,0,3,3,2,4,4,4,3,3,4,3,3,3
15061291,4,4,0,0,0,2,3,3,2,2,3,1,1,4,4,0,4,4,4,3,3,4,4,4,4
15061293,4,4,0,0,0,1,1,3,1,3,3,1,1,4,4,0,4,4,4,3,3,4,4,3,4
15061295,4,4,0,0,0,3,3,3,2,3,3,0,1,4,4,0,4,4,4,4,3,4,4,3,4
15061296,4,4,0,0,0,3,2,3,2,2,2,1,1,4,4,0,4,4,4,3,3,4,4,3,4
15061297,4,4,1,0,1,3,3,2,1,1,2,2,0,4,3,0,4,4,4,2,3,4,4,2,3
15061298,3,3,0,0,0,2,3,4,2,4,3,0,2,4,4,0,4,4,4,4,3,4,4,4,4
15061300,4,4,0,0,0,3,4,3,2,2,2,1,2,4,4,0,4,4,4,3,3,4,4,3,4
15061301,3,3,0,0,0,2,3,4,2,4,3,0,2,4,4,0,4,4,4,4,3,4,4,4,4
15061302,3,3,0,0,0,1,3,4,1,2,3,1,2,4,4,0,4,4,4,3,3,4,4,4,4
15061303,4,4,2,2,2,2,3,4,1,2,4,2,1,2,2,2,4,4,4,2,3,4,2,4,2
15061305,4,4,0,0,0,3,3,4,2,1,3,0,2,4,4,0,3,3,3,4,3,3,4,4,4
15061307,4,4,0,0,1,2,3,4,1,4,3,1,2,4,4,0,4,4,4,3,3,4,4,4,3
15061312,4,4,0,0,0,2,3,3,2,2,3,1,1,4,4,0,4,4,4,3,3,4,4,4,4
15061313,4,4,0,0,1,2,4,4,3,2,2,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061314,3,3,0,0,0,2,2,3,1,3,2,1,2,4,4,0,3,3,3,3,3,3,4,3,4
15061317,3,3,0,0,0,1,3,4,3,2,2,3,1,4,4,0,4,4,4,1,3,4,4,4,4
15061320,4,4,1,1,0,1,3,4,2,2,1,4,0,3,3,2,4,2,4,0,3,4,3,4,3
15061323,4,4,1,1,1,1,3,4,2,1,2,2,0,3,3,0,4,4,4,2,3,4,3,4,3
15061324,4,4,1,1,0,0,3,2,4,2,2,2,0,3,3,0,3,3,NA,2,3,3,3,3,3
15061327,4,4,0,0,0,2,3,4,2,1,3,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061329,4,4,0,0,1,3,3,3,1,3,2,1,1,4,4,0,4,4,4,3,3,4,4,4,4
15061330,4,4,1,1,1,1,1,4,3,3,1,2,2,3,3,0,4,4,4,2,3,4,3,4,3
15061331,4,4,0,0,0,1,4,4,2,2,2,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061335,4,4,0,0,0,1,4,4,1,1,2,1,1,4,4,1,4,4,4,3,3,4,4,4,4
15061336,3,3,0,0,0,3,3,4,2,1,3,1,2,4,4,0,4,4,4,3,3,4,4,4,4
15061340,4,4,0,0,0,3,3,3,2,2,2,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061342,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061344,4,4,0,0,0,1,0,4,2,2,2,1,1,4,4,0,4,4,4,3,2,4,4,4,4
15061345,4,4,0,0,0,2,3,3,0,2,2,2,2,4,4,0,4,4,4,2,3,4,4,4,4
15061346,4,4,0,0,0,2,3,3,0,2,2,2,2,4,4,0,4,4,4,2,3,4,4,4,4
15061347,4,4,0,0,0,2,4,3,0,2,3,0,1,4,4,0,4,4,4,4,3,4,4,3,4
15061349,4,4,0,0,1,2,2,4,1,2,2,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061352,4,4,0,0,0,2,2,3,2,2,3,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061353,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061355,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061360,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061364,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061365,4,4,1,1,1,1,3,4,1,2,4,2,2,3,3,1,4,4,4,2,3,4,3,4,3
15061367,4,4,1,1,1,1,3,4,1,2,4,2,2,3,3,1,4,4,4,2,3,4,3,4,3
15061368,4,4,0,0,0,2,2,4,2,2,2,0,1,4,4,1,4,4,4,4,3,4,4,4,4
15061369,4,4,0,0,0,2,2,4,2,2,3,0,1,4,4,1,4,4,4,4,3,4,4,4,4
15061370,4,4,0,0,0,2,3,3,0,2,2,2,2,4,4,0,4,4,4,2,3,4,4,4,4
15061377,4,4,0,0,1,2,3,4,2,1,3,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061378,4,4,0,0,0,1,4,4,1,1,2,1,1,4,4,1,4,4,4,3,3,4,4,4,4
15061380,4,4,0,0,0,2,4,3,0,2,3,0,1,4,4,0,4,4,4,4,3,4,4,3,4
15061382,4,4,1,1,1,1,3,4,2,1,2,2,0,3,3,0,4,4,4,2,2,4,3,4,3
15061383,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061384,4,4,0,0,0,3,3,3,2,2,2,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061385,4,4,0,0,0,3,3,3,2,2,2,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061386,4,4,0,0,0,2,2,4,2,2,2,0,1,4,4,1,4,4,4,4,3,4,4,4,4
15061388,4,4,0,0,0,3,3,4,1,3,4,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061389,4,4,0,0,0,2,2,3,2,2,2,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061390,4,4,0,0,0,2,2,3,2,2,2,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061392,3,3,0,0,0,1,3,3,2,2,4,1,1,4,4,0,4,4,4,3,3,4,4,3,4
15061394,3,3,0,0,0,1,3,4,3,2,2,3,1,4,4,0,4,4,4,1,3,4,4,4,4
15061396,3,3,0,0,0,1,3,4,3,2,2,3,1,4,4,0,4,4,4,1,3,4,4,4,4
15061404,4,4,0,0,0,2,2,3,2,2,2,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061406,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061410,4,4,1,1,1,1,4,4,2,2,3,0,0,3,3,0,3,3,3,4,2,4,3,4,3
15061411,4,4,0,0,0,3,2,4,0,3,2,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061414,4,4,0,0,0,2,2,3,2,2,2,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061415,4,4,0,0,0,1,3,3,2,3,2,0,2,4,4,0,4,4,4,4,3,4,4,3,4
15061417,4,4,0,0,0,2,2,3,2,2,2,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061418,4,4,0,0,0,2,2,3,2,2,2,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061419,4,4,0,0,0,3,3,3,2,2,2,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061420,4,4,1,1,0,1,3,4,2,2,1,4,0,3,3,2,4,2,4,0,3,4,3,4,3
15061421,4,4,0,0,1,2,3,4,2,1,3,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061422,3,3,0,0,0,0,3,4,0,1,4,3,0,4,4,0,4,4,4,1,3,4,4,4,4
15061423,3,2,0,0,0,0,3,4,0,1,4,3,0,4,4,0,4,4,4,1,3,4,4,4,4
15061424,4,4,0,0,0,2,4,3,1,2,2,1,1,4,4,0,4,4,4,3,3,4,4,3,4
15061425,4,4,0,0,0,2,3,3,0,2,2,2,2,4,4,0,4,4,4,2,3,4,4,4,4
15061430,4,4,0,0,0,2,3,3,0,2,2,2,2,4,4,0,4,4,4,2,3,4,4,4,4
15061434,4,4,0,0,0,1,3,3,2,3,2,0,2,4,4,0,4,4,4,4,3,4,4,3,4
15061435,3,3,0,0,0,3,3,4,2,2,3,1,1,4,4,0,4,4,4,3,3,4,4,4,4
15061436,4,4,1,1,1,2,3,4,2,2,3,2,1,3,3,1,4,4,4,2,3,4,3,4,3
15061437,4,4,0,0,0,2,2,3,0,2,3,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061438,4,4,0,0,0,2,2,3,2,2,3,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061439,4,4,0,0,0,2,2,3,0,2,3,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061441,4,4,0,0,0,3,4,3,2,2,2,1,2,4,4,0,4,4,4,3,3,4,4,3,4
15061442,4,4,0,0,0,3,2,4,0,3,2,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061443,4,4,1,1,1,2,3,4,2,2,3,2,1,3,3,1,4,4,4,2,3,4,3,4,3
15061444,4,4,0,0,0,2,3,2,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,2,4
15061445,4,4,0,0,0,3,4,3,2,2,2,1,2,4,4,0,4,4,4,3,3,4,4,3,4
15061447,3,3,0,0,0,0,3,4,0,1,4,2,0,4,4,0,4,4,4,2,3,4,4,4,4
15061453,4,4,0,0,0,3,4,3,2,2,2,1,2,4,4,0,4,4,4,3,3,4,4,3,4
15061458,4,4,0,0,0,2,3,3,0,2,2,2,2,4,4,0,4,4,4,2,3,4,4,4,4
15061459,4,4,0,0,0,2,2,3,2,2,2,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061461,4,4,0,0,0,2,3,3,0,2,2,2,2,4,4,0,4,4,4,2,3,4,4,4,4
15061462,4,4,0,0,0,2,2,3,0,2,3,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061463,3,3,0,0,0,0,3,4,1,1,4,2,0,4,4,0,4,4,4,2,3,4,4,4,4
15061469,4,4,0,0,0,1,0,4,2,2,2,1,1,4,4,0,4,4,4,3,2,4,4,4,4
15061470,3,3,1,1,0,1,3,4,1,1,1,1,1,3,3,0,4,4,4,3,3,4,3,4,4
15061471,3,3,1,1,0,1,3,4,1,1,1,1,1,3,3,0,4,4,4,3,3,4,3,4,4
15061475,4,4,0,0,1,2,3,4,2,1,3,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061477,4,4,0,0,0,2,3,2,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,2,4
15061478,4,4,0,0,0,3,3,3,2,2,2,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061479,3,3,0,0,0,0,3,4,0,1,4,3,0,4,4,0,4,4,4,1,3,4,4,4,4
15061480,4,4,0,0,0,3,4,3,2,2,2,1,2,4,4,0,4,4,4,3,3,4,4,3,4
15061481,4,4,0,0,1,2,4,4,3,2,2,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061482,4,4,1,1,1,2,3,4,1,2,3,2,1,3,3,1,4,4,4,2,3,4,3,4,3
15061484,4,4,0,0,0,2,3,4,1,3,3,1,1,4,4,0,4,4,4,3,3,4,4,4,4
15061485,4,4,1,1,0,2,3,4,2,2,3,2,1,3,3,1,4,4,4,2,3,4,3,4,3
15061487,4,4,0,0,0,2,4,2,1,3,2,1,1,4,4,0,4,4,4,3,3,4,4,2,4
15061488,4,4,0,0,0,2,2,3,2,2,2,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061489,4,4,0,0,0,2,2,3,2,2,2,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061490,4,4,0,0,0,2,2,3,2,2,2,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061492,4,4,0,0,0,2,2,3,2,2,3,0,3,4,4,1,3,3,3,4,3,3,4,3,4
15061493,4,4,0,0,0,2,4,3,0,2,3,0,1,4,4,0,4,4,4,4,3,4,4,3,4
15061495,4,4,0,0,0,2,4,3,0,2,3,0,1,4,4,0,4,4,4,4,3,4,4,3,4
15061498,4,4,0,0,0,2,2,3,2,2,2,0,3,4,4,1,3,3,2,4,3,3,4,3,4
15061500,4,4,1,1,1,2,3,4,2,2,3,2,1,3,3,1,4,4,4,2,3,4,3,4,3
15061501,4,4,0,0,0,1,4,3,1,3,2,0,0,4,4,0,4,4,4,4,3,4,4,3,4
15061503,2,3,0,0,0,0,3,4,0,1,4,3,0,4,4,0,4,4,4,1,3,4,4,4,4
15061504,4,4,1,1,0,1,3,4,2,1,2,2,0,3,3,0,4,4,4,2,3,4,3,4,3
15061505,3,3,0,0,0,4,2,2,3,4,0,0,2,4,4,0,3,3,3,4,3,3,4,2,4
15061507,4,4,0,0,0,3,2,4,0,3,2,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061508,4,4,0,0,0,3,2,4,0,3,2,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061509,4,4,1,0,1,3,3,3,2,3,2,0,1,4,3,0,4,4,4,4,3,4,4,3,3
15061511,4,4,1,0,1,3,3,3,2,3,2,0,1,4,3,0,4,4,4,4,3,4,4,3,3
15061514,4,4,0,0,1,2,3,4,2,1,3,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061516,4,4,0,0,0,1,4,3,1,3,2,0,0,4,4,0,4,4,4,4,3,4,4,3,4
15061517,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061518,3,3,0,0,0,0,3,4,0,1,4,3,0,4,4,0,4,4,4,1,3,4,4,4,4
15061520,4,4,0,0,0,1,4,3,2,3,3,2,2,4,4,0,4,4,4,2,3,4,4,3,4
15061521,4,4,0,0,0,1,3,4,0,3,1,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061523,4,4,0,0,0,3,3,3,2,2,1,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061524,4,4,0,0,0,2,3,4,1,3,3,0,1,4,4,0,3,3,3,4,3,2,4,4,4
15061525,4,4,0,0,0,3,2,4,0,3,2,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061526,4,4,0,0,0,2,4,3,1,2,2,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061528,4,4,0,0,0,2,4,3,0,2,3,0,1,4,4,0,4,4,4,4,3,4,4,3,4
15061530,4,4,0,0,0,3,2,4,0,3,2,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061533,4,4,0,0,0,3,2,4,0,3,1,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061534,4,4,0,0,0,2,2,2,1,3,3,1,1,4,4,0,4,4,4,3,3,4,4,2,4
15061535,4,4,0,0,0,2,4,3,0,2,2,0,1,4,4,0,4,4,4,4,3,4,4,3,4
15061536,4,4,0,0,0,3,2,4,0,3,1,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061537,3,3,0,0,0,1,3,4,2,2,1,3,1,4,4,0,4,4,4,1,3,4,4,4,4
15061538,4,4,0,0,0,3,3,3,2,2,2,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061539,4,4,0,0,0,3,3,3,2,2,1,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061542,4,4,0,0,1,2,4,4,3,2,2,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061543,4,4,1,1,1,1,3,4,1,2,4,2,2,3,3,1,4,4,4,2,3,4,3,4,3
15061546,4,4,0,0,0,3,3,3,2,2,1,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061549,3,3,0,0,0,2,2,3,1,4,3,1,1,4,4,0,4,4,4,3,3,4,4,3,4
15061550,4,4,0,0,0,2,4,3,1,2,2,1,1,4,4,0,4,4,4,3,3,4,4,3,4
15061551,4,4,1,0,1,2,3,4,2,2,2,2,1,3,3,1,4,4,4,2,3,4,3,4,3
15061553,4,3,0,0,1,1,3,4,3,3,1,3,0,4,4,0,4,4,NA,1,NA,4,4,4,4
15061555,4,4,0,0,1,2,3,4,2,1,3,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061556,4,4,1,1,1,2,3,4,2,2,3,2,1,3,3,1,4,4,4,2,3,4,3,4,3
15061557,4,4,0,0,1,2,3,4,2,1,3,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061561,4,4,0,0,0,3,3,4,1,3,2,0,1,4,4,0,3,3,3,4,3,3,4,3,4
15061564,3,2,0,0,0,0,3,4,0,1,4,3,0,4,4,0,4,4,4,2,3,4,4,4,4
15061565,4,4,1,1,0,0,3,3,3,3,1,3,0,3,3,0,4,4,4,1,3,4,3,3,4
15061566,4,4,0,0,0,3,3,3,2,2,2,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061567,3,3,0,0,0,3,4,NA,3,3,1,0,2,4,4,0,4,4,4,4,3,4,4,NA,4
15061571,4,4,0,0,1,2,1,4,1,2,3,0,1,4,4,0,3,3,3,4,3,3,4,4,4
15061575,4,4,0,0,0,2,3,4,1,3,3,1,1,4,4,0,4,4,4,3,3,4,4,4,4
15061576,3,3,1,1,0,1,3,4,1,1,1,1,1,3,3,0,4,4,4,3,3,4,3,4,4
15061577,4,4,0,0,0,3,3,3,1,3,2,1,1,4,4,0,4,4,4,3,3,4,4,4,4
15061580,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061585,3,3,1,1,0,1,3,4,1,1,1,1,1,3,3,0,4,4,4,3,3,4,3,4,4
15061586,3,3,1,1,0,1,3,4,1,1,1,1,1,3,3,0,4,4,4,3,3,4,3,4,4
15061588,4,4,1,1,1,2,3,4,2,2,3,2,1,3,3,1,4,4,4,2,3,4,3,4,3
15061601,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061602,3,3,0,0,1,1,3,NA,3,3,2,3,0,4,4,0,4,4,4,1,3,4,4,4,4
15061604,3,3,0,0,0,2,2,3,3,3,2,3,1,4,4,1,3,3,3,1,3,3,4,3,4
15061608,3,3,1,1,0,1,3,4,1,1,1,1,1,3,3,0,4,4,4,3,3,4,3,4,4
15061609,4,4,0,0,0,3,3,3,2,2,2,2,1,4,4,0,4,4,4,2,3,4,4,3,4
15061610,4,4,0,0,0,1,2,4,0,2,4,2,1,4,4,0,4,4,4,2,3,4,4,4,4
15061614,4,4,1,1,1,1,3,4,2,1,2,2,0,3,3,0,4,4,4,2,3,4,3,4,3
15061621,4,4,0,0,0,1,4,3,1,3,2,0,0,4,4,0,4,4,4,4,3,4,4,3,4
15061622,4,4,0,0,1,2,3,NA,2,2,2,1,1,4,4,0,4,4,4,2,3,4,4,4,4
15061626,3,3,0,0,0,2,3,2,1,3,3,2,2,4,4,0,4,4,4,2,3,4,4,2,4
15061627,4,4,0,0,1,2,2,4,2,3,2,0,1,4,4,1,4,4,4,4,NA,4,4,4,4
15061628,4,4,1,0,1,3,3,3,2,3,2,0,1,4,3,0,4,4,4,4,3,4,4,3,3
15061629,4,4,0,0,0,1,3,3,3,3,0,2,2,4,4,0,4,4,4,2,3,4,4,3,4
15061630,4,4,0,0,0,2,2,2,1,3,3,1,1,4,4,0,4,4,4,3,3,4,4,2,4
15061632,4,4,1,1,1,1,3,4,2,1,2,2,0,3,3,0,4,4,4,2,3,4,3,4,3
15061633,4,4,1,1,1,1,3,4,1,3,3,1,0,3,3,1,4,4,4,3,3,4,3,4,3
15061638,4,4,0,0,1,2,3,4,2,1,3,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061639,4,4,0,0,0,2,1,4,3,1,1,1,1,4,4,1,4,4,4,3,2,4,4,4,4
15061640,4,4,0,0,0,1,4,2,1,2,3,1,2,4,4,0,4,4,4,3,3,4,4,2,4
15061641,4,4,0,0,0,2,1,4,3,1,1,1,1,4,4,1,4,4,4,3,2,4,4,4,4
15061642,4,4,0,0,0,2,3,4,2,1,3,1,0,4,4,0,4,4,4,3,3,4,4,4,4
15061645,4,4,0,0,0,1,4,2,1,2,3,1,2,4,4,0,4,4,4,3,3,4,4,2,4
15061646,3,3,0,0,0,1,3,4,3,2,2,3,1,4,4,0,4,4,4,1,3,4,4,4,4
