SAMPLES,c1_12345,c1_12945,c1_13482,c1_14083,c1_15485,c1_4803,c1_8635,c2_14470,c2_14793,c2_14841,c2_14848,c2_22939,c2_28012,c2_32802,c2_35411,c2_38167,c2_42943,c2_43998,c2_44000,c2_46448,c2_49042,c2_49758,c2_53380,c2_54139,c2_9908
15061731,4,2,1,0,0,3,4,3,3,1,2,2,1,0,2,1,1,3,3,1,3,3,3,3,1
15061655,3,3,2,0,0,2,3,1,1,1,2,3,1,2,2,0,0,4,4,0,3,2,2,3,0
15061661,4,2,3,0,2,3,4,3,3,2,1,1,0,0,3,0,0,3,3,0,2,3,4,4,0
15061499,4,0,4,0,4,2,4,3,1,1,2,2,0,1,2,0,2,4,4,2,1,0,3,4,1
15061647,4,1,3,0,3,1,4,3,1,1,3,2,0,1,1,0,2,3,3,1,1,1,3,3,1
15061612,3,2,2,0,1,3,4,0,3,1,1,1,0,0,1,0,0,3,3,0,3,3,2,3,0
15061742,4,0,4,0,4,2,4,3,1,1,2,2,0,1,2,0,2,4,4,2,1,0,3,4,1
15061710,4,2,2,0,2,2,3,1,2,1,2,2,1,0,3,0,2,3,3,2,1,2,3,2,0
15062372,4,1,2,0,2,3,4,2,3,2,1,1,0,1,1,0,0,4,4,0,3,2,2,3,0
15061583,4,2,3,0,2,3,4,3,3,2,1,1,0,0,3,0,0,3,3,0,2,3,4,4,0
15061767,4,1,3,0,2,2,4,3,2,0,3,2,0,1,0,0,1,4,4,1,3,2,4,4,1
15062130,4,0,3,0,2,1,4,3,1,0,4,3,0,0,2,0,1,4,4,1,2,1,2,2,1
15061637,4,1,3,0,3,1,4,3,1,1,3,2,0,1,1,0,2,3,3,1,1,1,3,3,1
15061337,4,2,2,0,1,3,4,2,3,1,2,2,0,0,1,0,0,3,3,0,3,3,3,3,1
15062104,4,3,2,1,2,3,3,2,2,1,2,1,1,1,0,1,0,3,3,0,3,2,1,3,1
15061579,4,1,4,0,2,2,4,3,2,0,4,2,0,2,2,0,1,4,4,1,2,1,3,4,0
15061932,4,2,2,0,1,1,4,1,2,0,3,2,0,1,2,2,2,4,4,2,2,0,4,3,1
15061603,4,0,1,0,2,2,4,3,2,1,2,2,0,1,1,0,2,4,4,2,2,1,2,4,1
15060025,4,1,3,0,3,1,4,3,1,1,3,2,0,1,1,0,2,3,3,1,1,1,3,3,1
15061704,4,1,3,0,3,1,4,3,1,1,3,2,0,1,1,0,2,3,3,1,1,1,3,3,1
15061334,4,2,3,0,1,3,4,2,3,2,1,3,0,0,3,1,0,4,4,0,2,2,4,3,0
15061631,4,2,2,0,2,2,3,1,2,1,2,2,1,0,3,0,2,3,3,2,1,1,3,2,0
15060964,3,2,2,0,0,3,4,2,3,0,1,2,0,1,3,0,0,2,2,1,2,2,4,3,0
15061778,4,2,1,0,0,3,4,3,3,1,2,2,1,0,2,1,1,3,3,1,3,3,3,3,1
15061718,3,1,1,0,1,3,4,2,3,2,2,0,0,0,3,1,1,3,3,2,0,2,2,3,2
15061486,4,2,3,0,3,3,3,1,2,1,2,3,1,2,1,1,1,3,3,1,1,0,1,4,0
15060214,4,1,2,0,2,2,4,1,2,1,2,1,0,1,2,0,1,4,4,1,1,1,3,4,2
15061333,4,2,2,0,1,3,3,1,3,1,3,2,1,1,2,0,1,3,3,1,3,1,1,4,1
15061962,4,2,2,0,1,1,4,1,2,0,3,2,0,1,2,2,2,4,4,2,2,0,4,3,1
15061624,4,0,1,0,2,2,4,3,2,1,2,2,0,1,1,0,2,4,4,2,2,1,2,4,1
15061282,4,2,3,0,2,3,4,3,3,2,1,1,0,0,3,0,0,3,3,0,2,3,4,4,0
15061529,4,0,2,0,0,2,4,3,2,1,1,1,0,1,2,0,1,4,4,1,2,1,1,4,0
15061935,4,2,2,0,1,1,4,1,2,0,3,2,0,1,2,2,2,4,4,2,2,0,4,3,1
15061568,3,2,2,0,2,2,4,2,2,0,3,2,0,0,2,1,1,3,3,1,2,1,2,3,1
15061491,4,2,1,0,0,3,4,3,3,1,2,2,1,0,2,1,1,3,3,1,3,3,3,3,1
15061318,4,2,2,1,3,3,4,2,4,2,0,3,0,0,1,0,0,3,3,0,3,1,3,2,0
15061361,4,2,2,0,1,3,4,2,3,1,2,2,0,0,1,0,0,3,3,0,3,3,3,3,1
15061515,3,1,3,0,3,4,4,2,3,2,0,1,0,0,1,0,0,3,3,0,3,2,1,4,2
15062123,4,0,4,0,4,2,4,3,1,1,2,2,0,1,2,0,2,4,4,2,1,0,3,4,1
15061358,4,1,3,0,3,1,4,3,1,1,3,2,0,1,1,0,2,3,3,1,1,1,3,3,1
15061428,4,1,2,0,3,2,4,2,1,0,2,3,0,1,2,0,1,4,4,1,2,1,2,4,0
15061496,4,3,1,0,0,3,4,2,2,2,2,1,0,1,3,0,1,2,2,1,1,1,2,3,1
15061648,3,2,2,0,2,4,4,3,3,1,1,2,0,0,3,1,0,2,2,0,2,3,2,3,0
15061808,4,3,2,0,2,2,4,3,2,2,2,2,0,0,3,0,2,4,4,2,3,3,4,4,0
15061600,3,3,2,1,0,4,4,4,3,2,2,1,0,0,1,0,0,2,3,0,2,3,1,2,2
15061730,4,3,2,0,0,3,3,2,4,2,1,2,1,0,2,0,0,3,3,0,3,2,3,3,1
15061623,4,1,3,0,3,1,4,3,1,1,3,2,0,1,1,0,2,3,3,1,1,1,3,3,1
15061405,4,2,3,0,2,3,4,3,3,2,1,1,0,0,3,0,0,3,3,0,2,3,4,4,0
15061299,4,2,3,0,2,3,4,3,3,2,1,1,0,0,3,0,0,3,3,0,2,3,4,4,0
15061578,4,3,2,1,2,3,3,2,2,1,2,1,1,1,0,1,0,3,3,0,3,1,1,3,2
15061476,4,1,3,0,1,2,4,1,2,1,1,3,0,0,1,0,0,4,4,0,3,1,2,4,0
15061765,4,0,2,0,0,2,4,3,2,1,1,1,0,1,2,0,1,4,4,1,2,1,1,4,0
15062111,3,1,2,1,1,3,4,1,3,1,2,1,0,1,1,1,0,3,3,0,2,1,2,3,0
15061397,4,0,1,0,2,2,4,3,2,1,2,2,0,1,1,0,2,4,4,2,2,1,2,4,1
15061713,4,1,3,0,3,1,4,3,1,1,3,2,0,1,1,0,2,3,3,1,1,1,3,3,1
15061584,4,4,2,0,1,2,3,1,2,2,2,3,1,0,2,1,1,2,2,1,3,3,2,2,1
15061912,4,2,3,1,1,2,3,1,1,1,2,0,1,2,2,1,1,4,4,1,0,1,3,2,1
15061260,4,1,3,0,3,1,4,3,1,1,3,2,0,1,1,0,2,3,3,1,1,1,3,3,1
15062099,4,3,1,0,1,2,4,2,2,1,2,4,0,0,2,0,0,3,3,0,4,4,3,4,0
15061350,4,3,2,1,3,3,4,2,3,1,1,2,0,1,2,3,0,2,2,0,3,3,1,3,1
15060933,4,1,4,0,1,1,4,0,1,0,3,3,0,2,1,0,0,4,4,0,1,1,1,4,1
15061548,4,1,3,0,1,1,4,4,2,0,4,1,0,1,2,0,2,3,3,1,1,0,1,2,1
15061348,4,2,2,0,1,3,4,2,3,1,2,2,0,0,1,0,0,3,3,0,3,2,3,3,1
15061560,3,2,3,0,3,1,4,4,2,1,3,1,0,1,1,0,3,2,2,1,2,2,2,3,1
15061544,4,0,1,0,1,2,4,3,2,1,3,2,0,1,2,0,2,4,4,2,2,1,1,4,2
15061449,3,1,1,0,1,3,4,2,3,2,2,0,0,0,3,1,1,3,3,2,0,2,2,3,2
15062348,4,1,2,0,3,2,4,2,1,0,2,3,0,1,2,0,1,4,4,1,2,1,2,4,0
15061916,4,2,2,0,1,3,4,2,3,1,3,2,0,0,1,0,0,3,3,0,3,3,2,3,1
15062138,4,0,1,0,2,2,4,3,2,1,2,2,0,1,1,0,2,4,4,2,2,1,2,4,1
15061946,4,3,1,0,0,3,4,2,2,2,2,1,0,1,3,0,1,2,2,1,1,1,2,3,1
15061676,4,2,2,0,1,3,4,2,3,1,2,2,0,0,1,0,0,3,3,0,3,3,3,3,1
15060536,3,0,3,0,1,2,4,2,3,1,3,4,0,3,4,0,1,4,4,1,2,1,2,2,1
15061391,4,2,1,0,0,3,4,3,3,1,2,2,1,0,2,1,1,3,3,1,3,3,3,3,1
15061662,3,1,1,0,1,3,4,2,3,2,2,0,0,0,3,1,1,3,3,2,0,2,2,3,2
15061228,4,1,2,0,2,2,4,2,2,1,2,3,0,1,3,1,2,4,4,2,4,3,2,3,2
15061356,3,1,1,0,3,1,3,1,2,1,3,2,1,1,1,0,2,3,3,2,2,2,4,4,0
15061963,4,2,1,0,0,3,4,3,3,1,2,2,1,0,2,1,1,3,3,1,3,3,3,3,1
15061338,4,0,1,0,2,2,4,3,2,1,2,2,0,1,1,0,2,4,4,2,2,1,3,4,1
15062331,3,1,1,0,3,1,3,1,2,1,3,2,1,1,1,0,2,3,3,2,2,3,4,4,0
15062098,4,1,2,0,3,2,4,2,1,0,2,3,0,1,2,0,1,4,4,1,2,1,2,4,0
15062114,4,1,4,0,2,2,4,3,2,0,4,2,0,2,2,0,1,4,4,1,2,1,3,4,0
15062046,4,2,3,1,1,2,3,1,1,1,2,0,1,2,2,1,1,4,4,0,0,1,3,2,1
15062370,4,3,2,1,2,3,3,2,2,1,2,1,1,1,0,1,0,3,3,0,3,2,1,3,1
15061685,4,2,2,0,3,2,3,2,2,2,2,2,1,1,1,0,1,3,3,0,1,1,1,4,0
15061540,4,0,4,0,4,2,4,3,1,1,2,2,0,1,2,0,2,4,4,2,1,0,3,4,1
15061721,4,2,1,0,4,3,4,3,4,3,1,3,0,3,3,0,1,3,3,1,2,1,2,4,1
15062074,3,2,2,0,2,2,2,2,2,2,2,3,2,1,2,0,1,3,3,1,3,1,3,3,0
15062362,4,2,2,0,1,3,4,2,3,1,2,2,0,0,1,0,0,3,3,0,3,3,3,3,1
15061689,4,2,1,0,0,3,4,3,3,1,2,2,1,0,2,1,1,3,3,1,3,3,3,3,1
15061357,4,3,2,1,2,3,3,2,2,1,2,1,1,1,0,1,0,3,3,0,3,1,1,3,1
15061376,4,1,2,0,3,2,4,2,1,0,2,3,0,1,2,0,1,4,4,1,2,1,2,4,0
15061308,4,2,1,0,0,3,4,3,3,1,2,2,1,0,2,1,1,3,3,1,3,3,3,3,1
