Prefix,HCL_component,Traits,Models,Predictive_ability
Baya,H,Baya.LCH.H,BRR,0.077
Baya,H,Baya.LCH.H,BRR,0.122
Baya,H,Baya.LCH.H,BRR,0.186
Baya,H,Baya.LCH.H,BRR,0.031
Baya,H,Baya.LCH.H,BRR,0.086
Baya,H,Baya.LCH.H,BRR,-0.002
Baya,H,Baya.LCH.H,GBLUP,0.129
Baya,H,Baya.LCH.H,GBLUP,0.076
Baya,H,Baya.LCH.H,GBLUP,0.141
Baya,H,Baya.LCH.H,GBLUP,0.06
Baya,H,Baya.LCH.H,GBLUP,0.168
Baya,H,Baya.LCH.H,GBLUP,0.175
Baya,H,Baya.LCH.H,EGBLUP,0.082
Baya,H,Baya.LCH.H,EGBLUP,0.125
Baya,H,Baya.LCH.H,EGBLUP,0.136
Baya,H,Baya.LCH.H,EGBLUP,0.025
Baya,H,Baya.LCH.H,EGBLUP,0.074
Baya,H,Baya.LCH.H,EGBLUP,0.051
Baya,H,Baya.LCH.H,RKHS,0.01
Baya,H,Baya.LCH.H,RKHS,0.167
Baya,H,Baya.LCH.H,RKHS,0.059
Baya,H,Baya.LCH.H,RKHS,0.165
Baya,H,Baya.LCH.H,RKHS,-0.014
Baya,H,Baya.LCH.H,RKHS,0.024
Baya,L,Baya.LCH.L,BA,0.091
Baya,L,Baya.LCH.L,BA,-0.016
Baya,L,Baya.LCH.L,BA,-0.05
Baya,L,Baya.LCH.L,BA,0.063
Baya,L,Baya.LCH.L,BA,0.135
Baya,L,Baya.LCH.L,BA,0.038
Baya,L,Baya.LCH.L,BB,0.058
Baya,L,Baya.LCH.L,BB,0.064
Baya,L,Baya.LCH.L,BB,0.16
Baya,L,Baya.LCH.L,BB,0.059
Baya,L,Baya.LCH.L,BB,0.115
Baya,L,Baya.LCH.L,BB,0.174
Baya,L,Baya.LCH.L,BC,0.112
Baya,L,Baya.LCH.L,BC,-0.003
Baya,L,Baya.LCH.L,BC,-0.017
Baya,L,Baya.LCH.L,BC,0.119
Baya,L,Baya.LCH.L,BC,0.077
Baya,L,Baya.LCH.L,BC,0.057
Baya,L,Baya.LCH.L,BL,-0.051
Baya,L,Baya.LCH.L,BL,0.077
Baya,L,Baya.LCH.L,BL,0.119
Baya,L,Baya.LCH.L,BL,0.039
Baya,L,Baya.LCH.L,BL,0.03
Baya,L,Baya.LCH.L,BL,0.066
Baya,L,Baya.LCH.L,BRR,0.051
Baya,L,Baya.LCH.L,BRR,0.154
Baya,L,Baya.LCH.L,BRR,-0.096
Baya,L,Baya.LCH.L,BRR,0.112
Baya,L,Baya.LCH.L,BRR,0.075
Baya,L,Baya.LCH.L,BRR,0.054
Baya,L,Baya.LCH.L,GBLUP,0.089
Baya,L,Baya.LCH.L,GBLUP,0.228
Baya,L,Baya.LCH.L,GBLUP,0.058
Baya,L,Baya.LCH.L,GBLUP,0.117
Baya,L,Baya.LCH.L,GBLUP,0.03
Baya,L,Baya.LCH.L,GBLUP,0.02
Baya,L,Baya.LCH.L,EGBLUP,0.077
Baya,L,Baya.LCH.L,EGBLUP,0.004
Baya,L,Baya.LCH.L,EGBLUP,0.212
Baya,L,Baya.LCH.L,EGBLUP,0.025
Baya,L,Baya.LCH.L,EGBLUP,0.037
Baya,L,Baya.LCH.L,EGBLUP,0.115
Baya,L,Baya.LCH.L,RKHS,0.029
Baya,L,Baya.LCH.L,RKHS,0.076
Baya,L,Baya.LCH.L,RKHS,0.128
Baya,L,Baya.LCH.L,RKHS,0.161
Baya,L,Baya.LCH.L,RKHS,0.079
Baya,L,Baya.LCH.L,RKHS,-0.009
PriBrote,C,PriBrote.LCH.C,BA,0.436
PriBrote,C,PriBrote.LCH.C,BA,0.607
PriBrote,C,PriBrote.LCH.C,BA,0.612
PriBrote,C,PriBrote.LCH.C,BA,0.593
PriBrote,C,PriBrote.LCH.C,BA,0.574
PriBrote,C,PriBrote.LCH.C,BA,0.523
PriBrote,C,PriBrote.LCH.C,BB,0.546
PriBrote,C,PriBrote.LCH.C,BB,0.575
PriBrote,C,PriBrote.LCH.C,BB,0.449
PriBrote,C,PriBrote.LCH.C,BB,0.516
PriBrote,C,PriBrote.LCH.C,BB,0.576
PriBrote,C,PriBrote.LCH.C,BB,0.528
PriBrote,C,PriBrote.LCH.C,BC,0.505
PriBrote,C,PriBrote.LCH.C,BC,0.614
PriBrote,C,PriBrote.LCH.C,BC,0.546
PriBrote,C,PriBrote.LCH.C,BC,0.599
PriBrote,C,PriBrote.LCH.C,BC,0.453
PriBrote,C,PriBrote.LCH.C,BC,0.51
PriBrote,C,PriBrote.LCH.C,BL,0.532
PriBrote,C,PriBrote.LCH.C,BL,0.552
PriBrote,C,PriBrote.LCH.C,BL,0.452
PriBrote,C,PriBrote.LCH.C,BL,0.429
PriBrote,C,PriBrote.LCH.C,BL,0.57
PriBrote,C,PriBrote.LCH.C,BL,0.523
PriBrote,C,PriBrote.LCH.C,BRR,0.441
PriBrote,C,PriBrote.LCH.C,BRR,0.585
PriBrote,C,PriBrote.LCH.C,BRR,0.624
PriBrote,C,PriBrote.LCH.C,BRR,0.651
PriBrote,C,PriBrote.LCH.C,BRR,0.62
PriBrote,C,PriBrote.LCH.C,BRR,0.412
PriBrote,C,PriBrote.LCH.C,GBLUP,0.562
PriBrote,C,PriBrote.LCH.C,GBLUP,0.482
PriBrote,C,PriBrote.LCH.C,GBLUP,0.525
PriBrote,C,PriBrote.LCH.C,GBLUP,0.628
PriBrote,C,PriBrote.LCH.C,GBLUP,0.403
PriBrote,C,PriBrote.LCH.C,GBLUP,0.601
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.475
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.578
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.502
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.574
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.569
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.634
PriBrote,C,PriBrote.LCH.C,RKHS,0.64
PriBrote,C,PriBrote.LCH.C,RKHS,0.525
PriBrote,C,PriBrote.LCH.C,RKHS,0.517
PriBrote,C,PriBrote.LCH.C,RKHS,0.531
PriBrote,C,PriBrote.LCH.C,RKHS,0.582
PriBrote,C,PriBrote.LCH.C,RKHS,0.612
PriBrote,H,PriBrote.LCH.H,BA,0.409
PriBrote,H,PriBrote.LCH.H,BA,0.313
PriBrote,H,PriBrote.LCH.H,BA,0.275
PriBrote,H,PriBrote.LCH.H,BA,0.418
PriBrote,H,PriBrote.LCH.H,BA,0.247
PriBrote,H,PriBrote.LCH.H,BA,0.323
PriBrote,H,PriBrote.LCH.H,BB,0.253
PriBrote,H,PriBrote.LCH.H,BB,0.323
PriBrote,H,PriBrote.LCH.H,BB,0.301
PriBrote,H,PriBrote.LCH.H,BB,0.115
PriBrote,H,PriBrote.LCH.H,BB,0.354
PriBrote,H,PriBrote.LCH.H,BB,0.137
PriBrote,H,PriBrote.LCH.H,BC,0.481
PriBrote,H,PriBrote.LCH.H,BC,0.157
PriBrote,H,PriBrote.LCH.H,BC,0.28
PriBrote,H,PriBrote.LCH.H,BC,0.313
PriBrote,H,PriBrote.LCH.H,BC,0.455
PriBrote,H,PriBrote.LCH.H,BC,0.052
PriBrote,H,PriBrote.LCH.H,BL,0.441
PriBrote,H,PriBrote.LCH.H,BL,0.251
PriBrote,H,PriBrote.LCH.H,BL,0.422
PriBrote,H,PriBrote.LCH.H,BL,0.097
PriBrote,H,PriBrote.LCH.H,BL,0.365
PriBrote,H,PriBrote.LCH.H,BL,0.217
PriBrote,H,PriBrote.LCH.H,BRR,0.368
PriBrote,H,PriBrote.LCH.H,BRR,0.185
PriBrote,H,PriBrote.LCH.H,BRR,0.492
PriBrote,H,PriBrote.LCH.H,BRR,0.161
PriBrote,H,PriBrote.LCH.H,BRR,0.15
PriBrote,H,PriBrote.LCH.H,BRR,0.44
PriBrote,H,PriBrote.LCH.H,GBLUP,0.385
PriBrote,H,PriBrote.LCH.H,GBLUP,0.258
PriBrote,H,PriBrote.LCH.H,GBLUP,0.234
PriBrote,H,PriBrote.LCH.H,GBLUP,0.437
PriBrote,H,PriBrote.LCH.H,GBLUP,0.371
PriBrote,H,PriBrote.LCH.H,GBLUP,0.24
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.087
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.387
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.408
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.339
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.312
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.37
PriBrote,H,PriBrote.LCH.H,RKHS,0.246
PriBrote,H,PriBrote.LCH.H,RKHS,0.402
PriBrote,H,PriBrote.LCH.H,RKHS,0.33
PriBrote,H,PriBrote.LCH.H,RKHS,0.206
PriBrote,H,PriBrote.LCH.H,RKHS,0.147
PriBrote,H,PriBrote.LCH.H,RKHS,0.323
PriBrote,L,PriBrote.LCH.L,BA,0.276
PriBrote,L,PriBrote.LCH.L,BA,0.493
PriBrote,L,PriBrote.LCH.L,BA,0.386
PriBrote,L,PriBrote.LCH.L,BA,0.428
PriBrote,L,PriBrote.LCH.L,BA,0.429
PriBrote,L,PriBrote.LCH.L,BA,0.396
PriBrote,L,PriBrote.LCH.L,BB,0.363
PriBrote,L,PriBrote.LCH.L,BB,0.366
PriBrote,L,PriBrote.LCH.L,BB,0.444
PriBrote,L,PriBrote.LCH.L,BB,0.388
PriBrote,L,PriBrote.LCH.L,BB,0.393
PriBrote,L,PriBrote.LCH.L,BB,0.442
PriBrote,L,PriBrote.LCH.L,BC,0.476
PriBrote,L,PriBrote.LCH.L,BC,0.363
PriBrote,L,PriBrote.LCH.L,BC,0.458
PriBrote,L,PriBrote.LCH.L,BC,0.364
PriBrote,L,PriBrote.LCH.L,BC,0.464
PriBrote,L,PriBrote.LCH.L,BC,0.402
PriBrote,L,PriBrote.LCH.L,BL,0.422
PriBrote,L,PriBrote.LCH.L,BL,0.332
PriBrote,L,PriBrote.LCH.L,BL,0.341
PriBrote,L,PriBrote.LCH.L,BL,0.454
PriBrote,L,PriBrote.LCH.L,BL,0.39
PriBrote,L,PriBrote.LCH.L,BL,0.316
PriBrote,L,PriBrote.LCH.L,BRR,0.398
PriBrote,L,PriBrote.LCH.L,BRR,0.414
PriBrote,L,PriBrote.LCH.L,BRR,0.528
PriBrote,L,PriBrote.LCH.L,BRR,0.437
PriBrote,L,PriBrote.LCH.L,BRR,0.381
PriBrote,L,PriBrote.LCH.L,BRR,0.357
PriBrote,L,PriBrote.LCH.L,GBLUP,0.507
PriBrote,L,PriBrote.LCH.L,GBLUP,0.384
PriBrote,L,PriBrote.LCH.L,GBLUP,0.292
PriBrote,L,PriBrote.LCH.L,GBLUP,0.4
PriBrote,L,PriBrote.LCH.L,GBLUP,0.263
PriBrote,L,PriBrote.LCH.L,GBLUP,0.437
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.511
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.364
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.407
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.355
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.374
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.394
PriBrote,L,PriBrote.LCH.L,RKHS,0.424
PriBrote,L,PriBrote.LCH.L,RKHS,0.342
PriBrote,L,PriBrote.LCH.L,RKHS,0.368
PriBrote,L,PriBrote.LCH.L,RKHS,0.348
PriBrote,L,PriBrote.LCH.L,RKHS,0.5
PriBrote,L,PriBrote.LCH.L,RKHS,0.299
PriFlor,C,PriFlor.LCH.C,BA,0.566
PriFlor,C,PriFlor.LCH.C,BA,0.617
PriFlor,C,PriFlor.LCH.C,BA,0.658
PriFlor,C,PriFlor.LCH.C,BA,0.679
PriFlor,C,PriFlor.LCH.C,BA,0.625
PriFlor,C,PriFlor.LCH.C,BA,0.62
PriFlor,C,PriFlor.LCH.C,BB,0.631
PriFlor,C,PriFlor.LCH.C,BB,0.597
PriFlor,C,PriFlor.LCH.C,BB,0.663
PriFlor,C,PriFlor.LCH.C,BB,0.64
PriFlor,C,PriFlor.LCH.C,BB,0.697
PriFlor,C,PriFlor.LCH.C,BB,0.639
PriFlor,C,PriFlor.LCH.C,BC,0.607
PriFlor,C,PriFlor.LCH.C,BC,0.678
PriFlor,C,PriFlor.LCH.C,BC,0.697
PriFlor,C,PriFlor.LCH.C,BC,0.647
PriFlor,C,PriFlor.LCH.C,BC,0.591
PriFlor,C,PriFlor.LCH.C,BC,0.733
PriFlor,C,PriFlor.LCH.C,BL,0.596
PriFlor,C,PriFlor.LCH.C,BL,0.757
PriFlor,C,PriFlor.LCH.C,BL,0.627
PriFlor,C,PriFlor.LCH.C,BL,0.759
PriFlor,C,PriFlor.LCH.C,BL,0.349
PriFlor,C,PriFlor.LCH.C,BL,0.669
PriFlor,C,PriFlor.LCH.C,BRR,0.713
PriFlor,C,PriFlor.LCH.C,BRR,0.603
PriFlor,C,PriFlor.LCH.C,BRR,0.631
PriFlor,C,PriFlor.LCH.C,BRR,0.545
PriFlor,C,PriFlor.LCH.C,BRR,0.698
PriFlor,C,PriFlor.LCH.C,BRR,0.656
PriFlor,C,PriFlor.LCH.C,GBLUP,0.667
PriFlor,C,PriFlor.LCH.C,GBLUP,0.519
PriFlor,C,PriFlor.LCH.C,GBLUP,0.645
PriFlor,C,PriFlor.LCH.C,GBLUP,0.658
PriFlor,C,PriFlor.LCH.C,GBLUP,0.653
PriFlor,C,PriFlor.LCH.C,GBLUP,0.538
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.717
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.633
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.578
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.727
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.608
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.587
PriFlor,C,PriFlor.LCH.C,RKHS,0.633
PriFlor,C,PriFlor.LCH.C,RKHS,0.539
PriFlor,C,PriFlor.LCH.C,RKHS,0.654
PriFlor,C,PriFlor.LCH.C,RKHS,0.559
PriFlor,C,PriFlor.LCH.C,RKHS,0.585
PriFlor,C,PriFlor.LCH.C,RKHS,0.758
PriFlor,H,PriFlor.LCH.H,BA,0.84
PriFlor,H,PriFlor.LCH.H,BA,0.821
PriFlor,H,PriFlor.LCH.H,BA,0.831
PriFlor,H,PriFlor.LCH.H,BA,0.818
PriFlor,H,PriFlor.LCH.H,BA,0.818
PriFlor,H,PriFlor.LCH.H,BA,0.767
PriFlor,H,PriFlor.LCH.H,BB,0.699
PriFlor,H,PriFlor.LCH.H,BB,0.692
PriFlor,H,PriFlor.LCH.H,BB,0.685
PriFlor,H,PriFlor.LCH.H,BB,0.815
PriFlor,H,PriFlor.LCH.H,BB,0.789
PriFlor,H,PriFlor.LCH.H,BB,0.864
PriFlor,H,PriFlor.LCH.H,BC,0.786
PriFlor,H,PriFlor.LCH.H,BC,0.754
PriFlor,H,PriFlor.LCH.H,BC,0.835
PriFlor,H,PriFlor.LCH.H,BC,0.678
PriFlor,H,PriFlor.LCH.H,BC,0.796
PriFlor,H,PriFlor.LCH.H,BC,0.963
PriFlor,H,PriFlor.LCH.H,BL,0.843
PriFlor,H,PriFlor.LCH.H,BL,0.837
PriFlor,H,PriFlor.LCH.H,BL,0.762
PriFlor,H,PriFlor.LCH.H,BL,0.811
PriFlor,H,PriFlor.LCH.H,BL,0.909
PriFlor,H,PriFlor.LCH.H,BL,0.773
PriFlor,H,PriFlor.LCH.H,BRR,0.664
PriFlor,H,PriFlor.LCH.H,BRR,0.941
PriFlor,H,PriFlor.LCH.H,BRR,0.888
PriFlor,H,PriFlor.LCH.H,BRR,0.947
PriFlor,H,PriFlor.LCH.H,BRR,0.692
PriFlor,H,PriFlor.LCH.H,BRR,0.895
PriFlor,H,PriFlor.LCH.H,GBLUP,0.881
PriFlor,H,PriFlor.LCH.H,GBLUP,0.716
PriFlor,H,PriFlor.LCH.H,GBLUP,0.852
PriFlor,H,PriFlor.LCH.H,GBLUP,0.814
PriFlor,H,PriFlor.LCH.H,GBLUP,0.762
PriFlor,H,PriFlor.LCH.H,GBLUP,0.84
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.789
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.875
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.848
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.777
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.834
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.758
PriFlor,H,PriFlor.LCH.H,RKHS,0.901
PriFlor,H,PriFlor.LCH.H,RKHS,0.796
PriFlor,H,PriFlor.LCH.H,RKHS,0.776
PriFlor,H,PriFlor.LCH.H,RKHS,0.814
PriFlor,H,PriFlor.LCH.H,RKHS,0.761
PriFlor,H,PriFlor.LCH.H,RKHS,0.843
PriFlor,L,PriFlor.LCH.L,BA,0.644
PriFlor,L,PriFlor.LCH.L,BA,0.682
PriFlor,L,PriFlor.LCH.L,BA,0.647
PriFlor,L,PriFlor.LCH.L,BA,0.633
PriFlor,L,PriFlor.LCH.L,BA,0.638
PriFlor,L,PriFlor.LCH.L,BA,0.663
PriFlor,L,PriFlor.LCH.L,BB,0.625
PriFlor,L,PriFlor.LCH.L,BB,0.51
PriFlor,L,PriFlor.LCH.L,BB,0.726
PriFlor,L,PriFlor.LCH.L,BB,0.546
PriFlor,L,PriFlor.LCH.L,BB,0.678
PriFlor,L,PriFlor.LCH.L,BB,0.653
PriFlor,L,PriFlor.LCH.L,BC,0.658
PriFlor,L,PriFlor.LCH.L,BC,0.606
PriFlor,L,PriFlor.LCH.L,BC,0.666
PriFlor,L,PriFlor.LCH.L,BC,0.781
PriFlor,L,PriFlor.LCH.L,BC,0.496
PriFlor,L,PriFlor.LCH.L,BC,0.666
PriFlor,L,PriFlor.LCH.L,BL,0.734
PriFlor,L,PriFlor.LCH.L,BL,0.573
PriFlor,L,PriFlor.LCH.L,BL,0.676
PriFlor,L,PriFlor.LCH.L,BL,0.602
PriFlor,L,PriFlor.LCH.L,BL,0.513
PriFlor,L,PriFlor.LCH.L,BL,0.685
PriFlor,L,PriFlor.LCH.L,BRR,0.644
PriFlor,L,PriFlor.LCH.L,BRR,0.728
PriFlor,L,PriFlor.LCH.L,BRR,0.579
PriFlor,L,PriFlor.LCH.L,BRR,0.616
PriFlor,L,PriFlor.LCH.L,BRR,0.723
PriFlor,L,PriFlor.LCH.L,BRR,0.634
PriFlor,L,PriFlor.LCH.L,GBLUP,0.706
PriFlor,L,PriFlor.LCH.L,GBLUP,0.61
PriFlor,L,PriFlor.LCH.L,GBLUP,0.597
PriFlor,L,PriFlor.LCH.L,GBLUP,0.582
PriFlor,L,PriFlor.LCH.L,GBLUP,0.711
PriFlor,L,PriFlor.LCH.L,GBLUP,0.588
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.461
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.643
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.729
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.652
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.546
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.706
PriFlor,L,PriFlor.LCH.L,RKHS,0.707
PriFlor,L,PriFlor.LCH.L,RKHS,0.543
PriFlor,L,PriFlor.LCH.L,RKHS,0.659
PriFlor,L,PriFlor.LCH.L,RKHS,0.624
PriFlor,L,PriFlor.LCH.L,RKHS,0.676
PriFlor,L,PriFlor.LCH.L,RKHS,0.619
PriTuber,C,PriTuber.LCH.C,BA,0.541
PriTuber,C,PriTuber.LCH.C,BA,0.529
PriTuber,C,PriTuber.LCH.C,BA,0.458
PriTuber,C,PriTuber.LCH.C,BA,0.453
PriTuber,C,PriTuber.LCH.C,BA,0.374
PriTuber,C,PriTuber.LCH.C,BA,0.492
PriTuber,C,PriTuber.LCH.C,BB,0.488
PriTuber,C,PriTuber.LCH.C,BB,0.475
PriTuber,C,PriTuber.LCH.C,BB,0.485
PriTuber,C,PriTuber.LCH.C,BB,0.411
PriTuber,C,PriTuber.LCH.C,BB,0.442
PriTuber,C,PriTuber.LCH.C,BB,0.486
PriTuber,C,PriTuber.LCH.C,BC,0.46
PriTuber,C,PriTuber.LCH.C,BC,0.449
PriTuber,C,PriTuber.LCH.C,BC,0.557
PriTuber,C,PriTuber.LCH.C,BC,0.466
PriTuber,C,PriTuber.LCH.C,BC,0.459
PriTuber,C,PriTuber.LCH.C,BC,0.513
PriTuber,C,PriTuber.LCH.C,BL,0.515
PriTuber,C,PriTuber.LCH.C,BL,0.4
PriTuber,C,PriTuber.LCH.C,BL,0.486
PriTuber,C,PriTuber.LCH.C,BL,0.523
PriTuber,C,PriTuber.LCH.C,BL,0.582
PriTuber,C,PriTuber.LCH.C,BL,0.449
PriTuber,C,PriTuber.LCH.C,BRR,0.499
PriTuber,C,PriTuber.LCH.C,BRR,0.467
PriTuber,C,PriTuber.LCH.C,BRR,0.48
PriTuber,C,PriTuber.LCH.C,BRR,0.492
PriTuber,C,PriTuber.LCH.C,BRR,0.547
PriTuber,C,PriTuber.LCH.C,BRR,0.554
PriTuber,C,PriTuber.LCH.C,GBLUP,0.456
PriTuber,C,PriTuber.LCH.C,GBLUP,0.576
PriTuber,C,PriTuber.LCH.C,GBLUP,0.413
PriTuber,C,PriTuber.LCH.C,GBLUP,0.533
PriTuber,C,PriTuber.LCH.C,GBLUP,0.445
PriTuber,C,PriTuber.LCH.C,GBLUP,0.476
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.587
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.487
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.443
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.502
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.542
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.502
PriTuber,C,PriTuber.LCH.C,RKHS,0.544
PriTuber,C,PriTuber.LCH.C,RKHS,0.532
PriTuber,C,PriTuber.LCH.C,RKHS,0.482
PriTuber,C,PriTuber.LCH.C,RKHS,0.577
PriTuber,C,PriTuber.LCH.C,RKHS,0.499
PriTuber,C,PriTuber.LCH.C,RKHS,0.538
PriTuber,H,PriTuber.LCH.H,BA,0.42
PriTuber,H,PriTuber.LCH.H,BA,0.295
PriTuber,H,PriTuber.LCH.H,BA,0.252
PriTuber,H,PriTuber.LCH.H,BA,0.362
PriTuber,H,PriTuber.LCH.H,BA,0.267
PriTuber,H,PriTuber.LCH.H,BA,0.297
PriTuber,H,PriTuber.LCH.H,BB,0.365
PriTuber,H,PriTuber.LCH.H,BB,0.321
PriTuber,H,PriTuber.LCH.H,BB,0.399
PriTuber,H,PriTuber.LCH.H,BB,0.398
PriTuber,H,PriTuber.LCH.H,BB,0.357
PriTuber,H,PriTuber.LCH.H,BB,0.389
PriTuber,H,PriTuber.LCH.H,BC,0.286
PriTuber,H,PriTuber.LCH.H,BC,0.283
PriTuber,H,PriTuber.LCH.H,BC,0.4
PriTuber,H,PriTuber.LCH.H,BC,0.399
PriTuber,H,PriTuber.LCH.H,BC,0.331
PriTuber,H,PriTuber.LCH.H,BC,0.349
PriTuber,H,PriTuber.LCH.H,BL,0.22
PriTuber,H,PriTuber.LCH.H,BL,0.42
PriTuber,H,PriTuber.LCH.H,BL,0.505
PriTuber,H,PriTuber.LCH.H,BL,0.362
PriTuber,H,PriTuber.LCH.H,BL,0.381
PriTuber,H,PriTuber.LCH.H,BL,0.32
PriTuber,H,PriTuber.LCH.H,BRR,0.433
PriTuber,H,PriTuber.LCH.H,BRR,0.442
PriTuber,H,PriTuber.LCH.H,BRR,0.348
PriTuber,H,PriTuber.LCH.H,BRR,0.306
PriTuber,H,PriTuber.LCH.H,BRR,0.382
PriTuber,H,PriTuber.LCH.H,BRR,0.388
PriTuber,H,PriTuber.LCH.H,GBLUP,0.395
PriTuber,H,PriTuber.LCH.H,GBLUP,0.414
PriTuber,H,PriTuber.LCH.H,GBLUP,0.312
PriTuber,H,PriTuber.LCH.H,GBLUP,0.341
