SAMPLES,c1_10924,c1_11495,c1_11920,c1_12108,c1_12152,c1_13135,c1_13863,c1_14992,c1_15218,c1_15485,c1_16695,c1_216,c1_4464,c1_449,c1_7192,c1_7964,c1_8763,c1_9619,c2_10683,c2_10692,c2_12720,c2_17060,c2_18549,c2_21309,c2_21318,c2_21572,c2_21577,c2_24,c2_26167,c2_28697,c2_30288,c2_31042,c2_31181,c2_32056,c2_33314,c2_36650,c2_39191,c2_45698,c2_49265,c2_50283,c2_50324,c2_51051,c2_52205,c2_54613,c2_55240,c2_6683,c2_689,c2_8253,c2_8867,c2_9892
15061928,4,0,0,4,3,0,4,4,2,2,3,3,1,3,2,2,0,4,4,4,2,2,4,4,NA,1,1,1,1,3,3,2,4,4,0,4,4,2,0,1,1,3,0,0,3,4,NA,1,4,1
15061454,4,1,1,4,4,0,4,3,3,1,3,2,4,3,0,2,1,4,3,3,4,2,4,3,4,1,1,2,3,4,1,1,4,4,0,4,3,2,1,2,2,3,0,1,4,4,4,1,4,0
15061605,2,0,1,4,4,1,3,2,2,3,1,4,3,4,3,2,0,2,2,2,3,4,4,4,3,1,1,1,1,3,2,0,3,2,1,2,4,3,0,4,4,2,2,0,4,2,3,3,3,1
15060087,4,0,1,4,4,0,4,2,1,2,3,1,3,3,2,3,1,4,4,4,1,2,4,4,4,1,1,3,2,3,1,2,4,4,0,4,4,3,0,3,3,4,0,0,2,4,4,0,4,2
15061619,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
15060090,3,0,1,4,3,1,4,2,1,3,2,3,3,4,4,2,0,4,3,3,3,3,3,4,3,1,1,2,2,1,3,2,2,4,0,2,2,1,2,3,3,4,0,0,2,3,3,3,4,2
15061731,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
15061655,2,0,1,3,3,2,3,2,0,0,2,1,2,2,2,1,2,4,3,4,3,3,2,3,4,0,0,0,2,4,3,3,3,4,0,2,3,2,0,2,3,2,0,1,2,3,4,1,3,0
15061661,2,0,0,4,4,1,3,2,1,2,3,3,3,3,3,2,1,2,2,2,1,3,4,4,4,0,0,1,1,3,2,0,3,2,2,1,3,3,0,4,4,4,2,0,3,2,4,3,3,0
15061499,4,0,0,4,4,0,4,4,1,4,2,1,3,4,4,2,0,1,4,4,1,4,4,4,4,0,0,3,1,2,2,2,4,NA,0,4,4,4,0,4,4,3,2,0,3,4,4,2,4,2
15061647,4,0,2,4,4,0,4,3,1,3,3,1,3,2,2,1,1,3,4,4,3,3,4,4,4,0,0,1,1,3,2,1,4,3,0,4,4,3,0,4,4,3,0,0,2,4,4,1,4,1
15061612,4,0,2,4,4,0,4,2,2,1,3,2,3,2,2,4,2,4,4,4,2,2,4,4,4,0,0,2,2,2,1,0,4,3,0,4,4,1,1,4,4,4,0,0,3,4,4,3,4,1
15061742,4,0,0,4,4,0,4,4,1,4,2,1,3,4,4,2,0,1,4,4,1,4,4,4,4,0,0,3,1,2,2,2,4,NA,0,4,4,4,0,4,4,3,2,0,2,4,4,2,4,2
15061710,4,0,1,4,4,0,4,3,0,2,4,1,4,3,1,2,0,4,4,4,3,2,4,4,3,0,0,3,2,4,2,3,4,4,0,4,3,2,0,1,1,4,0,0,3,4,3,3,4,2
15062372,4,0,2,4,4,1,4,2,0,2,3,3,3,4,1,2,0,4,4,4,2,2,3,4,3,1,1,1,2,4,2,0,3,4,0,4,4,2,0,4,4,3,0,0,2,3,3,2,3,0
15061583,2,0,0,4,4,1,3,2,1,2,3,3,3,3,3,2,1,2,2,2,1,3,4,4,4,0,0,1,1,3,2,0,3,2,2,1,3,3,0,4,4,4,2,0,3,2,4,3,3,0
15061767,4,0,2,4,4,0,4,2,1,2,3,1,4,2,2,1,2,3,3,3,1,1,4,4,4,0,0,3,0,4,3,1,4,3,0,4,4,3,1,4,4,3,0,0,3,4,4,3,4,2
15062130,4,0,1,4,4,0,4,4,1,2,3,2,2,3,2,3,1,4,4,4,3,1,4,4,4,0,0,2,2,3,0,0,4,4,0,4,4,2,0,4,4,3,0,0,2,4,4,1,4,2
15061637,4,0,2,4,4,0,4,3,1,3,3,1,3,2,2,1,1,3,4,4,3,3,4,4,4,0,0,1,1,3,2,1,4,3,0,4,4,3,0,4,4,3,0,0,2,4,4,1,4,1
15061337,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15062104,4,0,1,4,4,0,4,2,3,2,4,1,3,2,2,2,2,4,3,3,1,2,4,4,4,2,2,2,3,2,2,0,4,4,0,4,4,2,1,4,4,4,0,0,2,4,4,1,4,1
15061579,4,0,1,4,4,0,4,3,2,2,3,2,2,4,4,3,3,4,4,4,3,2,4,4,4,1,1,3,1,2,1,1,4,4,0,4,4,1,0,4,4,4,0,0,3,4,4,0,4,1
15061932,4,0,2,4,3,2,4,3,2,1,4,3,3,3,3,3,3,4,4,4,2,1,4,4,4,1,1,3,1,3,2,1,3,4,0,4,4,1,1,1,2,2,0,0,4,4,4,1,2,0
15061603,4,0,1,4,4,0,4,2,1,2,3,1,3,3,2,3,1,4,4,4,1,2,4,4,4,1,1,3,2,3,1,2,4,4,0,4,4,3,0,3,3,4,0,0,2,4,4,0,4,2
15060025,4,0,2,4,4,0,4,3,1,3,3,1,3,2,2,1,1,3,4,4,3,3,4,4,4,0,0,1,1,3,2,1,4,3,0,4,4,3,0,4,4,3,0,0,2,4,4,1,4,1
15061704,4,0,2,4,4,0,4,3,1,3,3,1,3,2,2,1,1,3,4,4,3,3,4,4,4,0,0,1,1,3,2,1,4,3,0,4,4,3,0,4,4,3,0,0,2,4,4,1,4,1
15061334,4,0,0,4,4,0,4,1,2,1,3,2,1,2,1,3,0,4,4,4,2,2,4,4,4,1,1,2,2,3,2,0,4,4,0,4,3,3,1,3,3,4,0,0,3,4,4,1,4,1
15061631,4,0,1,4,4,0,4,3,0,2,4,1,4,3,1,2,0,4,4,4,3,2,4,4,3,0,0,3,2,4,2,3,4,4,0,4,3,2,0,1,1,4,0,0,3,4,3,2,4,2
15060964,4,0,1,4,4,0,4,3,2,0,4,2,1,2,4,2,0,4,3,3,4,3,4,4,3,NA,2,1,3,2,1,0,4,4,0,4,4,4,1,3,3,3,0,0,2,4,3,1,4,1
15061778,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
15061718,4,1,1,4,4,0,4,3,3,1,3,2,4,3,0,2,1,4,3,3,4,2,4,3,4,1,1,2,3,4,1,1,4,4,0,4,3,2,1,2,2,3,0,1,4,4,4,1,4,0
15061486,4,0,1,3,4,0,4,3,1,3,4,3,3,3,2,3,1,4,4,4,4,1,4,4,4,2,1,2,0,4,2,0,4,4,0,4,3,1,0,2,2,4,0,0,3,4,4,2,4,0
15060214,4,0,2,4,4,1,4,3,0,2,3,3,3,4,4,3,2,3,4,4,2,3,4,4,4,1,1,2,0,4,2,1,4,3,0,4,4,2,1,2,2,2,1,0,4,4,4,3,3,0
15061333,4,0,1,4,4,0,4,2,0,1,3,3,3,3,0,1,1,4,4,4,1,3,4,4,4,0,0,3,2,4,1,0,4,4,0,4,3,2,1,3,3,4,0,0,2,4,4,0,4,0
15061962,4,0,2,4,3,2,4,3,2,1,4,3,3,3,3,3,3,4,4,4,2,1,4,4,4,1,1,3,1,3,2,1,3,4,0,4,4,1,1,2,2,2,0,0,4,4,4,1,2,0
15061624,4,0,1,4,4,0,4,2,1,2,3,1,3,3,2,3,1,4,4,4,1,2,4,4,4,1,1,2,2,3,1,2,4,4,0,4,4,3,0,3,3,4,0,0,2,4,4,0,4,2
15061282,2,0,0,4,4,1,3,2,1,2,3,3,3,3,3,2,1,2,2,2,1,3,4,4,4,0,0,1,1,3,2,0,3,2,2,2,3,3,0,4,4,4,2,0,3,2,4,3,3,0
15061529,4,0,1,3,3,1,3,2,0,0,4,2,4,3,0,2,1,3,4,4,2,2,4,3,3,0,0,1,2,4,1,1,3,3,1,4,3,1,0,2,2,4,1,1,3,4,3,3,3,0
15061935,4,0,2,4,3,2,4,3,2,1,4,3,3,3,3,3,3,4,4,4,2,1,4,4,4,1,1,3,1,3,2,1,3,4,0,4,4,1,1,2,2,2,0,0,4,4,4,1,2,0
15061568,4,0,0,4,4,0,4,3,1,2,3,3,2,4,1,3,1,4,3,3,2,2,4,4,4,0,0,3,2,3,1,0,4,4,0,4,4,2,1,4,4,4,0,0,1,4,4,0,4,0
15061491,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
15061318,4,0,1,4,3,0,4,3,1,3,2,2,2,2,2,4,1,3,3,3,2,3,4,4,4,1,1,0,1,3,1,0,4,3,0,4,4,3,1,4,4,4,1,0,2,4,4,2,4,0
15061361,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061515,3,1,2,4,3,0,4,2,0,3,3,0,4,3,2,3,1,2,4,4,1,2,2,3,3,0,0,2,1,3,0,0,4,2,0,3,2,2,1,3,3,2,2,1,4,3,3,1,4,0
15062123,4,0,0,4,4,0,4,4,1,4,2,1,3,4,4,2,0,1,4,4,1,4,4,4,4,0,0,3,1,2,2,2,4,NA,0,4,4,4,0,4,4,3,2,0,3,4,4,2,4,2
15061358,4,0,2,4,4,0,4,3,1,3,3,1,3,2,2,1,1,3,4,4,3,3,4,4,4,0,0,1,1,3,2,1,4,3,0,4,4,3,0,4,4,3,0,0,2,4,4,1,4,1
15061428,4,0,0,4,4,0,4,2,1,3,3,3,3,3,1,2,1,4,4,4,1,2,4,4,4,2,2,1,1,3,2,0,4,4,0,4,4,2,1,4,4,4,0,0,1,4,4,1,4,0
15061496,4,0,1,4,4,0,4,3,2,0,3,1,2,2,2,3,1,4,3,3,3,3,4,4,3,1,1,2,3,3,2,1,4,4,0,4,3,2,0,2,2,4,0,0,4,4,3,2,4,0
15061648,4,0,0,4,4,0,4,4,1,2,3,2,2,3,3,2,0,4,4,4,2,1,4,4,4,1,1,2,1,3,2,0,4,4,0,4,4,1,1,4,4,4,0,0,0,4,4,0,4,0
15061808,2,0,1,4,3,1,4,3,2,2,3,3,3,4,3,1,1,4,4,4,4,2,4,4,3,1,1,2,3,3,4,1,3,4,1,2,2,2,2,2,2,3,1,0,3,3,3,3,3,1
15061600,4,0,1,4,4,0,4,4,2,0,3,1,3,1,4,3,3,4,3,2,2,2,4,4,4,0,NA,2,3,2,2,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061730,4,0,2,4,4,0,4,3,2,0,4,3,3,3,2,1,1,4,3,3,2,2,4,4,4,2,2,2,2,1,1,0,4,4,0,4,4,1,0,4,4,4,0,0,3,4,4,2,4,0
15061623,4,0,2,4,4,0,4,3,1,3,3,1,3,2,2,1,1,3,4,4,3,3,4,4,4,0,0,1,1,3,2,1,4,3,0,4,4,3,0,4,4,3,0,0,2,4,4,1,4,1
15061405,2,0,0,4,4,1,3,2,1,2,3,3,3,3,3,2,1,2,2,2,1,3,4,4,4,0,0,1,1,3,2,0,3,2,2,2,3,3,0,4,4,4,2,0,3,2,4,3,3,0
15061299,2,0,0,4,4,1,3,2,1,2,3,3,3,3,3,2,1,2,2,2,1,3,4,4,4,0,0,1,1,3,2,0,3,2,2,2,3,3,0,4,4,4,2,0,3,2,4,3,3,0
15061578,4,0,1,4,4,0,4,2,3,2,4,1,3,2,2,2,2,4,3,3,1,2,4,4,4,2,2,2,3,2,2,0,4,4,0,4,4,2,1,4,4,4,0,0,2,4,4,1,4,1
15061476,4,0,1,4,3,0,3,2,1,1,3,3,4,3,1,3,1,2,4,4,1,1,4,2,3,1,1,0,2,3,2,0,4,3,0,4,4,1,1,4,4,4,1,1,2,4,3,2,4,0
15061765,4,0,1,3,3,1,3,2,0,0,4,2,4,3,0,2,1,3,4,4,2,2,4,2,3,0,0,2,2,4,1,1,3,3,1,4,3,1,0,1,1,4,1,1,3,4,3,3,3,0
15062111,4,0,0,4,4,0,4,3,0,1,3,2,4,3,3,3,0,4,4,4,3,2,4,4,4,1,1,2,2,4,1,0,4,4,0,4,4,3,1,4,4,4,0,0,2,4,4,1,4,0
15061397,4,0,1,4,4,0,4,2,1,2,3,1,3,3,2,3,1,4,4,4,1,2,4,4,4,1,1,3,2,3,1,2,4,4,0,4,4,3,0,3,3,4,0,0,2,4,4,0,4,2
15061713,4,0,2,4,4,0,4,3,1,3,3,1,3,2,2,1,1,3,4,4,3,3,4,4,4,0,0,1,1,3,2,1,4,3,0,4,4,3,0,4,4,3,0,0,2,4,4,1,4,1
15061584,4,0,3,4,3,0,4,3,2,1,3,4,4,4,3,2,2,4,3,3,2,4,4,4,NA,1,1,1,1,1,2,2,4,4,0,4,3,1,2,3,3,2,0,0,4,4,NA,1,4,1
15061912,4,0,0,3,4,0,3,3,3,1,3,1,3,2,2,4,1,4,4,4,2,3,4,4,3,1,1,2,1,2,1,1,4,4,0,4,3,2,0,3,3,4,0,0,4,4,3,2,4,0
15061260,4,0,2,4,4,0,4,3,1,3,3,1,3,2,2,1,1,3,4,4,3,3,4,4,4,0,0,1,1,3,2,1,4,3,0,4,4,3,0,4,4,3,0,0,2,4,4,1,4,1
15062099,3,0,0,4,3,0,4,2,1,1,3,3,4,3,3,3,1,4,3,3,1,0,4,4,4,1,1,1,3,3,3,0,4,4,0,2,4,4,0,3,3,3,1,0,3,4,4,1,4,1
15061350,4,0,1,4,4,0,4,3,1,3,3,3,3,4,1,2,1,4,3,3,2,2,4,4,4,0,0,3,2,3,0,0,4,4,0,4,4,2,0,4,4,4,0,0,3,4,4,1,4,1
15060933,4,0,1,4,3,0,4,2,1,1,4,0,3,2,3,1,1,4,4,4,3,1,4,4,4,0,0,2,2,3,1,2,4,4,0,4,4,2,1,3,3,3,0,0,2,4,4,1,4,0
15061548,4,0,3,4,4,0,4,3,0,1,3,3,3,4,2,2,2,3,4,4,3,2,4,4,4,0,0,2,1,4,1,1,4,3,0,4,4,1,0,4,4,4,0,0,2,4,4,1,4,1
15061348,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061560,3,1,2,4,3,0,4,3,1,3,2,1,3,3,3,2,2,2,4,4,2,3,4,2,NA,1,1,1,2,4,2,0,4,2,0,3,2,1,1,3,2,2,1,1,3,3,NA,2,4,0
15061544,4,0,1,4,4,0,4,2,1,1,3,1,3,3,1,3,1,4,4,4,1,3,4,4,4,1,1,3,2,3,1,2,4,4,0,4,4,3,0,3,3,4,0,0,2,4,4,0,4,2
15061449,4,1,1,4,4,0,4,3,3,1,3,2,4,3,0,2,1,4,3,3,4,2,4,3,4,1,1,2,3,4,1,1,4,4,0,4,3,2,1,2,2,3,0,1,4,4,4,1,4,0
15062348,4,0,0,4,4,0,4,2,1,3,3,3,3,3,1,2,1,4,4,4,1,2,4,4,4,2,2,2,1,3,2,0,4,4,0,4,4,2,1,4,4,4,0,0,1,4,4,1,4,0
15061916,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15062138,4,0,1,4,4,0,4,2,1,2,3,1,3,3,2,3,1,4,4,4,2,2,4,4,4,1,1,2,2,3,1,2,4,3,0,4,4,3,0,3,NA,4,0,0,2,4,4,0,4,2
15061946,4,0,1,4,4,0,4,3,2,0,3,1,2,2,2,3,1,4,3,3,3,3,4,4,3,1,1,2,3,3,2,1,4,4,0,4,3,2,0,2,2,4,0,0,4,4,3,2,4,0
15061676,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,1,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15060536,3,1,1,4,3,0,2,1,0,1,4,2,2,2,2,3,0,4,4,4,2,4,4,4,4,NA,NA,2,1,3,2,0,4,4,0,3,1,2,1,3,3,3,0,0,1,4,4,1,4,0
15061391,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
15061662,4,1,1,4,4,0,4,3,3,1,3,2,4,3,0,2,1,4,3,3,4,2,4,3,4,1,1,2,3,4,1,1,4,4,0,4,3,2,1,2,2,3,0,1,4,4,4,1,4,0
15061228,4,0,1,4,3,0,4,3,2,2,3,4,3,4,2,1,0,4,4,4,1,3,3,2,NA,1,1,3,2,2,1,2,3,4,0,4,4,1,0,3,3,4,0,1,3,3,NA,3,3,1
15061356,3,0,1,4,3,1,4,2,1,3,2,3,3,4,4,2,0,4,3,3,3,3,3,4,3,1,1,2,2,1,3,1,2,4,0,2,2,1,2,3,3,4,0,0,2,3,3,3,4,2
15061963,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
15061338,4,0,1,4,4,0,4,2,1,2,3,1,3,3,2,3,1,4,4,4,1,2,4,4,4,1,1,3,2,3,1,2,4,4,0,4,4,3,0,3,3,4,0,0,2,4,4,0,4,3
15062331,3,0,1,4,3,1,4,2,1,3,2,3,3,4,4,2,0,4,3,3,3,3,3,4,3,1,1,2,2,1,3,2,2,4,0,3,2,1,2,3,3,4,0,0,2,3,3,3,4,3
15062098,4,0,0,4,4,0,4,2,1,3,3,3,3,3,1,2,1,4,4,4,1,2,4,4,4,2,2,1,1,3,2,0,4,4,0,4,4,2,1,4,4,4,0,0,1,4,4,1,4,0
15062114,4,0,1,4,4,0,4,3,2,2,3,3,2,4,4,3,2,4,4,4,3,2,4,4,4,1,1,3,1,2,1,1,4,4,0,4,4,1,0,4,4,4,0,0,3,4,4,0,4,1
15062046,4,0,0,3,4,0,3,3,3,1,3,1,3,2,2,4,1,4,4,4,2,3,4,4,3,1,1,2,1,2,1,1,4,4,0,4,3,2,0,3,3,4,0,0,4,4,3,2,4,0
15062370,4,0,1,4,4,0,4,2,3,2,4,1,3,2,2,2,2,4,3,3,1,2,4,4,4,2,2,2,3,2,2,0,4,4,0,4,4,2,1,4,4,4,0,0,2,4,4,1,4,1
15061685,4,0,0,4,4,0,4,3,1,3,4,3,3,4,2,2,0,3,4,4,1,3,4,4,3,1,1,0,2,3,2,0,4,3,0,4,4,3,1,4,4,4,0,0,2,4,3,1,4,0
15061540,4,0,0,4,4,0,4,4,1,4,2,1,3,4,4,2,0,1,4,4,1,4,4,4,4,0,0,3,1,2,2,2,4,NA,0,4,4,4,0,4,4,3,2,0,2,4,4,2,4,2
15061721,4,0,0,4,4,0,4,2,2,4,3,2,1,3,3,4,1,4,3,3,4,2,4,4,4,2,2,2,1,2,1,1,4,4,1,4,4,4,1,2,2,4,0,0,2,4,4,0,4,1
15062074,4,0,2,4,4,0,4,3,1,2,3,3,4,3,3,1,3,4,3,3,2,0,4,4,4,1,1,1,1,3,1,1,4,4,0,4,4,2,0,4,4,3,0,0,3,4,4,2,4,1
15062362,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061689,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
15061357,4,0,1,4,4,0,4,2,3,2,4,1,3,2,2,2,2,4,3,3,1,2,4,4,4,2,1,2,3,2,2,0,4,4,0,4,4,2,1,4,4,4,0,0,2,4,4,1,4,1
15061376,4,0,0,4,4,0,4,2,1,3,3,3,3,3,1,2,1,4,4,4,1,2,4,4,4,2,2,2,1,3,2,0,4,4,0,4,4,2,1,4,4,4,0,0,1,4,4,1,4,0
15061308,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
