SAMPLES,c1_10924,c1_11495,c1_11920,c1_12108,c1_12152,c1_13135,c1_13863,c1_14992,c1_15218,c1_15485,c1_16695,c1_216,c1_4464,c1_449,c1_7192,c1_7964,c1_8763,c1_9619,c2_10683,c2_10692,c2_12720,c2_17060,c2_18549,c2_21309,c2_21318,c2_21572,c2_21577,c2_24,c2_26167,c2_28697,c2_30288,c2_31042,c2_31181,c2_32056,c2_33314,c2_36650,c2_39191,c2_45698,c2_49265,c2_50283,c2_50324,c2_51051,c2_52205,c2_54613,c2_55240,c2_6683,c2_689,c2_8253,c2_8867,c2_9892
15061259,4,0,1,4,4,0,4,2,1,2,3,1,3,3,2,3,1,4,4,4,1,2,4,4,4,1,1,3,2,3,1,2,4,4,0,4,4,3,0,3,3,4,0,0,2,4,4,0,4,2
15061261,4,0,2,4,4,0,4,3,1,3,3,1,3,2,2,1,1,3,4,4,3,3,4,4,4,0,0,1,1,3,2,1,4,3,0,4,4,3,0,4,4,3,0,0,2,4,4,1,4,1
15061262,3,1,2,4,3,0,4,2,0,3,3,0,4,3,2,3,1,2,4,4,1,2,2,2,3,0,0,2,1,3,0,0,4,2,0,3,2,2,1,3,3,2,2,1,4,3,3,1,4,0
15061263,3,1,1,4,4,0,4,1,0,2,3,0,4,3,1,4,0,2,4,4,0,3,3,3,3,0,0,2,0,3,0,0,4,2,0,3,3,2,1,3,3,1,2,1,4,3,3,0,4,0
15061264,2,1,1,4,3,0,NA,2,1,3,3,1,4,3,2,3,1,2,4,3,1,2,3,3,3,0,0,1,1,3,1,0,4,2,1,3,2,2,NA,3,3,3,2,1,4,2,3,2,4,0
15061265,4,0,2,4,4,0,4,3,1,2,3,3,4,3,3,1,3,4,3,3,2,0,4,4,4,1,1,1,1,3,1,1,4,4,0,4,4,2,0,4,4,3,0,0,3,4,4,2,4,1
15061270,4,0,0,4,4,0,4,3,1,3,4,3,3,4,2,2,0,3,4,4,1,3,4,4,3,1,1,0,2,3,2,0,4,3,0,4,4,3,1,4,4,4,0,0,2,4,3,1,4,0
15061271,4,0,1,4,3,0,4,4,1,3,2,1,3,1,3,2,1,4,4,4,4,2,4,4,4,1,1,2,1,3,1,0,4,4,0,4,4,2,2,4,4,3,0,0,2,4,4,1,4,1
15061273,4,0,2,4,4,0,4,3,1,2,3,3,4,3,3,1,3,4,3,3,2,0,4,4,4,1,1,1,1,3,1,1,4,4,0,4,4,2,0,4,4,3,0,0,3,4,4,2,4,1
15061274,4,0,0,4,4,0,4,2,0,3,4,3,2,4,2,1,0,4,3,3,3,2,4,4,3,1,1,3,0,4,4,1,4,4,0,4,4,2,2,4,4,4,0,0,2,4,3,1,4,1
15061277,3,0,1,4,4,1,4,3,1,0,3,4,4,4,3,2,0,4,4,4,3,2,4,4,3,1,1,1,1,3,1,0,4,4,0,3,4,2,1,1,1,2,0,0,3,4,3,1,3,0
15061279,4,0,0,4,4,0,4,3,0,1,3,2,4,3,3,3,0,4,4,4,3,2,4,4,4,1,1,2,2,4,1,0,4,4,0,4,4,3,1,4,4,4,0,0,2,4,4,1,4,0
15061281,4,0,1,4,3,1,4,3,3,2,3,3,4,3,2,4,2,4,4,4,3,1,4,4,3,1,1,3,1,3,3,0,4,4,0,4,4,1,1,4,4,3,0,0,3,4,3,0,3,0
15061283,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061286,4,0,1,4,3,0,4,4,1,3,2,1,3,1,3,2,1,4,4,4,4,2,4,4,4,1,1,2,1,3,1,0,4,4,0,4,4,2,2,4,4,3,0,0,2,4,4,1,4,1
15061288,4,0,1,4,3,1,4,3,3,2,3,3,4,3,2,4,2,4,4,4,3,1,4,4,3,1,1,3,1,3,3,0,4,4,0,4,4,1,1,4,4,3,0,0,3,4,3,0,3,0
15061289,4,0,1,4,3,1,4,3,3,2,3,3,4,3,2,4,2,4,4,4,3,1,4,4,3,1,1,3,1,3,3,0,4,4,0,4,4,1,1,4,4,3,0,0,3,4,3,0,3,0
15061290,3,0,2,4,3,1,4,4,1,0,4,2,3,3,1,1,2,3,4,4,4,1,3,4,4,1,1,4,1,4,2,0,4,3,0,3,4,1,1,3,3,3,0,0,4,3,4,1,3,1
15061291,4,0,1,4,4,0,4,3,1,3,3,3,3,4,1,2,1,4,3,3,2,2,4,4,4,0,0,3,2,3,0,0,4,4,0,4,4,2,0,4,4,4,0,0,3,4,4,1,4,1
15061293,4,0,2,4,4,0,4,2,1,1,4,1,2,1,2,2,1,4,3,3,3,1,4,4,4,2,2,2,3,3,2,0,4,4,0,4,3,3,0,2,2,4,0,0,3,4,4,1,4,0
15061295,4,0,2,4,4,0,4,2,2,1,4,0,3,1,3,2,1,4,3,3,3,3,4,4,4,2,2,1,2,3,2,1,4,4,0,4,3,1,0,2,2,4,0,0,4,4,4,4,4,1
15061296,4,0,0,4,4,0,4,3,1,2,3,2,3,3,2,2,2,4,3,3,1,1,4,4,4,1,1,2,2,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,1,4,1
15061297,4,0,2,4,4,1,4,2,2,1,3,2,3,3,2,3,1,4,3,3,4,3,4,4,4,1,1,2,3,3,2,1,3,4,1,4,3,3,1,1,1,3,0,0,3,4,4,1,3,0
15061298,4,0,2,4,2,0,4,4,2,2,4,1,1,1,3,2,2,3,4,4,4,2,4,4,4,2,1,1,3,2,0,0,4,3,0,4,4,3,1,4,4,3,1,0,2,4,4,1,4,0
15061300,4,0,1,4,4,0,4,3,2,2,3,3,2,4,4,3,3,4,4,4,3,2,4,4,4,1,1,3,1,2,1,1,4,4,0,4,4,1,0,4,4,4,0,0,3,4,4,0,4,1
15061301,4,0,2,4,2,0,4,4,2,2,4,1,1,1,3,2,2,3,4,4,4,2,4,4,4,1,1,1,3,2,0,0,4,3,0,4,4,3,1,4,4,3,1,0,2,4,4,1,4,0
15061302,4,0,0,4,4,0,4,3,1,1,3,3,3,3,3,3,0,3,4,4,2,2,4,4,4,2,2,2,3,3,0,0,4,3,0,4,3,2,0,4,4,4,0,0,2,4,4,1,4,0
15061303,4,0,2,4,3,2,4,3,2,1,4,3,3,3,3,3,3,4,4,4,2,1,4,4,4,1,1,3,1,3,2,1,3,4,0,4,4,1,1,2,1,2,0,0,4,4,4,1,2,0
15061305,4,0,2,4,4,0,4,4,2,1,2,3,3,3,3,3,2,3,3,3,2,2,4,4,3,1,1,3,2,2,0,2,4,3,0,4,3,3,0,4,4,3,0,0,1,4,3,1,4,1
15061307,4,0,1,4,3,0,4,3,2,2,3,4,3,4,2,1,0,4,4,4,2,3,3,2,NA,1,1,3,2,2,1,2,3,4,0,4,4,1,0,3,3,4,0,1,3,3,NA,3,3,1
15061312,4,0,1,4,4,0,4,3,1,3,3,3,3,4,1,2,1,4,3,3,2,2,4,4,4,0,0,3,2,3,0,0,4,4,0,4,4,2,0,4,4,4,0,0,3,4,4,1,4,1
15061313,4,0,0,4,4,0,4,4,1,4,2,1,3,4,4,2,0,1,4,4,1,4,4,4,4,0,0,3,1,2,2,2,4,NA,0,4,4,4,0,4,4,3,2,0,2,4,4,2,4,2
15061314,4,0,0,4,4,0,4,4,1,2,3,2,2,3,3,2,0,4,4,4,2,1,4,4,4,1,1,2,1,3,2,0,4,4,0,4,4,1,1,4,4,4,0,0,0,4,4,0,4,0
15061317,3,1,2,4,3,0,4,2,0,3,3,0,4,3,2,3,1,2,4,4,1,2,2,3,3,0,0,2,1,3,0,0,4,2,0,3,2,2,1,3,3,2,2,1,4,3,3,1,4,0
15061320,3,0,1,4,1,1,4,2,0,0,2,2,2,3,3,0,2,3,3,3,2,3,1,4,3,2,2,3,4,2,3,1,NA,3,2,3,4,1,0,4,4,2,0,0,2,3,3,1,3,1
15061323,2,0,0,4,4,1,3,2,1,2,3,3,3,3,3,2,1,2,2,2,1,3,4,4,4,0,0,1,1,3,2,0,3,2,2,2,3,3,0,4,4,4,2,0,3,2,4,3,3,0
15061324,2,0,1,4,3,1,2,4,4,0,4,0,3,1,2,2,1,1,4,4,1,3,3,4,4,2,2,2,3,3,2,1,4,3,1,2,2,2,2,2,2,3,NA,0,4,3,4,2,3,1
15061327,4,0,2,4,4,0,4,3,1,3,3,1,3,2,2,1,1,3,4,4,3,3,4,4,4,0,0,1,1,3,2,0,4,3,0,4,4,3,0,4,4,3,0,0,2,4,4,1,4,1
15061329,4,0,1,4,4,0,4,2,3,2,4,1,3,2,2,2,2,4,3,3,1,2,4,4,4,2,2,2,3,2,2,0,4,4,0,4,4,2,1,4,4,4,0,0,2,4,4,1,4,1
15061330,3,0,1,4,4,1,4,2,0,0,3,3,3,3,1,2,1,2,3,3,3,2,3,4,4,1,1,3,1,4,3,2,4,2,0,3,3,2,0,3,3,3,2,0,3,3,4,3,3,1
15061331,4,0,1,4,4,0,3,3,0,1,4,3,2,3,1,2,1,4,3,3,3,3,4,4,4,0,0,3,1,3,1,1,4,4,0,4,4,2,1,4,4,4,0,0,2,4,4,2,4,0
15061335,4,0,2,4,4,0,4,2,1,2,3,2,3,2,1,2,2,4,4,4,2,2,4,4,4,2,2,3,2,3,0,1,4,4,0,4,3,3,0,4,4,3,0,0,3,4,4,0,4,2
15061336,4,0,0,4,4,0,4,3,1,2,2,2,3,3,1,3,1,3,4,4,3,3,4,4,4,1,1,2,2,3,2,1,4,3,0,4,4,3,1,4,4,4,0,0,3,4,4,0,4,1
15061340,4,0,1,4,4,0,4,2,1,2,3,1,3,3,2,3,1,4,4,4,1,2,4,4,4,1,1,3,2,3,1,2,4,4,0,4,4,3,0,3,3,4,0,0,2,4,4,0,4,2
15061342,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061344,3,0,0,4,3,0,4,2,1,1,3,3,4,3,3,3,1,4,3,3,1,0,4,4,4,1,1,1,3,3,3,0,4,4,0,2,4,4,0,3,3,3,1,0,3,4,4,1,4,1
15061345,4,0,0,4,4,0,4,2,1,3,3,3,3,3,1,2,1,4,4,4,1,2,4,4,4,2,2,2,1,3,2,0,4,4,0,4,4,2,1,4,4,4,0,0,1,4,4,1,4,0
15061346,4,0,0,4,4,0,4,2,1,3,3,3,3,3,1,2,1,4,4,4,1,2,4,4,4,2,2,2,1,3,2,0,4,4,0,4,4,2,1,4,4,4,0,0,1,4,4,1,4,0
15061347,4,0,1,4,4,0,4,3,2,0,3,1,2,2,2,3,1,4,3,3,3,3,4,4,3,1,1,2,3,3,2,1,4,4,0,4,3,2,0,2,2,4,0,0,4,4,3,2,4,0
15061349,4,0,1,4,4,0,3,3,1,2,2,3,2,4,1,3,1,4,3,3,2,2,4,4,4,0,0,1,1,2,2,2,4,4,0,4,3,4,0,4,4,3,0,0,2,4,4,1,4,0
15061352,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
15061353,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061355,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061360,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,1,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061364,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061365,4,0,1,4,3,1,4,3,3,2,3,3,4,3,2,4,2,4,4,4,3,1,4,4,3,1,1,2,1,3,3,0,4,4,0,4,4,1,1,4,4,3,0,0,3,4,3,0,3,0
15061367,4,0,1,4,3,1,4,3,3,2,3,3,4,3,2,4,2,4,4,4,3,1,4,4,3,1,1,3,1,3,3,0,4,4,0,4,4,1,1,4,4,3,0,0,3,4,3,0,3,0
15061368,4,0,1,4,4,0,4,2,1,2,3,1,4,2,2,1,2,3,3,3,1,1,4,4,4,0,0,3,0,4,3,1,4,3,0,4,4,3,1,4,4,3,0,0,3,4,4,3,4,2
15061369,4,0,2,4,4,0,4,2,1,2,3,1,4,2,2,1,2,3,3,3,1,1,4,4,4,0,0,2,0,4,3,1,4,3,0,4,4,3,1,4,4,3,0,0,3,4,4,3,4,2
15061370,4,0,0,4,4,0,4,2,1,3,3,3,3,3,1,2,1,4,4,4,1,2,4,4,4,2,2,2,1,3,2,0,4,4,0,4,4,2,1,4,4,4,0,0,1,4,4,1,4,0
15061377,4,0,2,4,4,0,4,3,1,3,3,1,3,2,2,1,1,3,4,4,3,3,4,4,4,0,0,1,1,3,2,1,4,3,0,4,4,3,0,4,4,3,0,0,2,4,4,1,4,1
15061378,4,0,2,4,4,0,4,2,1,2,3,2,3,2,1,2,2,4,4,4,2,2,4,4,4,2,2,3,2,3,0,1,4,4,0,4,3,3,0,4,4,3,0,0,3,4,4,0,4,2
15061380,4,0,1,4,4,0,4,3,2,0,3,1,2,2,2,3,1,4,3,3,3,3,4,4,3,1,1,2,3,3,2,1,4,4,0,4,3,2,0,2,2,4,0,0,4,4,3,2,4,0
15061382,2,0,0,4,4,1,3,2,1,2,3,3,3,3,3,2,1,2,2,2,1,3,4,4,4,0,0,1,1,3,2,0,3,2,2,2,3,3,0,4,4,4,2,0,3,2,4,3,3,0
15061383,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,2,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061384,4,0,1,4,4,0,4,2,1,2,3,1,3,3,2,3,1,4,4,4,1,2,4,4,4,1,1,3,2,3,1,2,4,4,0,4,4,3,0,3,3,4,0,0,2,4,4,0,4,2
15061385,4,0,1,4,4,0,4,2,1,2,3,1,3,3,2,3,1,4,4,4,1,2,4,4,4,1,1,3,2,3,1,2,4,4,0,4,4,3,0,3,3,4,0,0,2,4,4,0,4,2
15061386,4,0,2,4,4,0,4,2,1,2,3,1,4,2,2,1,2,3,3,3,1,1,4,4,4,0,0,3,0,4,3,1,4,3,0,4,4,3,1,4,4,3,0,0,3,4,4,3,4,2
15061388,4,0,1,4,4,0,4,3,2,3,3,1,3,1,2,2,2,4,3,3,2,2,4,4,4,0,0,1,2,2,0,0,4,4,0,4,4,3,0,4,4,4,0,0,4,4,4,3,4,0
15061389,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
15061390,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
15061392,4,0,2,4,4,0,4,2,2,1,4,1,3,2,2,1,2,4,4,4,2,2,4,4,3,0,0,2,2,3,3,0,4,4,0,4,4,0,1,4,4,3,0,0,3,4,3,0,4,0
15061394,3,1,2,4,3,0,4,2,0,3,3,0,4,3,2,3,1,2,4,4,1,2,2,3,3,0,0,2,1,3,0,0,4,2,0,3,2,2,1,3,3,2,2,1,4,3,3,1,4,0
15061396,3,1,1,4,3,0,4,2,0,3,2,0,4,3,2,3,1,2,4,4,1,2,2,3,3,0,0,2,1,3,0,0,4,2,0,3,2,2,1,3,3,2,2,1,4,3,3,1,4,0
15061404,4,0,1,4,4,0,4,4,1,0,3,3,1,3,2,3,2,4,4,4,3,1,4,4,4,1,1,4,1,3,2,1,4,4,0,4,4,2,1,4,4,4,0,0,3,4,4,2,4,1
15061406,4,0,1,4,4,0,4,2,1,1,3,3,2,3,2,3,2,4,3,3,2,1,4,4,4,1,1,2,2,3,1,0,4,4,0,4,4,3,0,4,4,4,0,0,2,4,4,1,4,0
15061410,4,0,1,4,3,1,4,4,1,2,4,2,2,3,1,3,0,3,3,3,1,4,3,2,3,1,1,3,4,4,3,1,3,4,0,4,2,2,1,3,3,3,0,1,3,3,3,1,3,0
