"nMarkers","HCLTraits","Traits","HCLs","Models","Means"
10,"PCTuberskin.L","PCTuberskin","L","RKHS",0.277444444444444
10,"PCTuberflesh.C","PCTuberflesh","C","RKHS",0.360555555555556
10,"PCTuberflesh.H","PCTuberflesh","H","RKHS",0.277333333333333
10,"PCTuberflesh.L","PCTuberflesh","L","RKHS",0.415333333333333
10,"SCSprout.C","SCSprout","C","RKHS",0.175777777777778
10,"SCSprout.H","SCSprout","H","RKHS",0.146555555555556
10,"SCSprout.L","SCSprout","L","RKHS",0.257555555555556
10,"SCTuberflesh.C","SCTuberflesh","C","RKHS",0.152666666666667
10,"SCTuberflesh.H","SCTuberflesh","H","BC",0.0248888888888889
10,"SCTuberflesh.L","SCTuberflesh","L","RKHS",0.0495555555555556
10,"SCTuberskin.C","SCTuberskin","C","RKHS",0.190666666666667
10,"SCTuberskin.H","SCTuberskin","H","BA",0.085
10,"SCTuberskin.L","SCTuberskin","L","RKHS",0.236111111111111
10,"StemC.C","StemC","C","RKHS",0.550222222222222
10,"StemC.H","StemC","H","RKHS",0.290666666666667
10,"StemC.L","StemC","L","RKHS",0.593555555555556
100,"BerryC.C","BerryC","C","BRR",0.150888888888889
100,"BerryC.H","BerryC","H","BA",0.112111111111111
100,"BerryC.L","BerryC","L","BA",0.132555555555556
100,"PCSprout.C","PCSprout","C","RKHS",0.579555555555556
100,"PCSprout.H","PCSprout","H","RKHS",0.334
100,"PCSprout.L","PCSprout","L","RKHS",0.435222222222222
100,"PCFlower.C","PCFlower","C","RKHS",0.605111111111111
100,"PCFlower.H","PCFlower","H","RKHS",0.859222222222222
100,"PCFlower.L","PCFlower","L","RKHS",0.625555555555556
100,"PCTuberskin.C","PCTuberskin","C","RKHS",0.476333333333333
100,"PCTuberskin.H","PCTuberskin","H","RKHS",0.418444444444444
100,"PCTuberskin.L","PCTuberskin","L","RKHS",0.466333333333333
100,"PCTuberflesh.C","PCTuberflesh","C","BA",0.461777777777778
100,"PCTuberflesh.H","PCTuberflesh","H","RKHS",0.299222222222222
100,"PCTuberflesh.L","PCTuberflesh","L","RKHS",0.468222222222222
100,"SCSprout.C","SCSprout","C","BL",0.195777777777778
100,"SCSprout.H","SCSprout","H","RKHS",0.172555555555556
100,"SCSprout.L","SCSprout","L","BRR",0.290444444444444
100,"SCTuberflesh.C","SCTuberflesh","C","RKHS",0.190666666666667
100,"SCTuberflesh.H","SCTuberflesh","H","BL",0.0827777777777778
100,"SCTuberflesh.L","SCTuberflesh","L","RKHS",0.253222222222222
100,"SCTuberskin.C","SCTuberskin","C","BA",0.227444444444444
100,"SCTuberskin.H","SCTuberskin","H","BRR",0.180888888888889
100,"SCTuberskin.L","SCTuberskin","L","BRR",0.316777777777778
100,"StemC.C","StemC","C","RKHS",0.643444444444444
100,"StemC.H","StemC","H","RKHS",0.435
100,"StemC.L","StemC","L","RKHS",0.683
25,"BerryC.C","BerryC","C","BA",0.159222222222222
25,"BerryC.H","BerryC","H","BC",0.0892222222222222
25,"BerryC.L","BerryC","L","BA",0.122555555555556
25,"PCSprout.C","PCSprout","C","RKHS",0.474777777777778
25,"PCSprout.H","PCSprout","H","BRR",0.281555555555556
25,"PCSprout.L","PCSprout","L","RKHS",0.375222222222222
25,"PCFlower.C","PCFlower","C","RKHS",0.572
25,"PCFlower.H","PCFlower","H","RKHS",0.815
25,"PCFlower.L","PCFlower","L","RKHS",0.543111111111111
25,"PCTuberskin.C","PCTuberskin","C","RKHS",0.425444444444444
25,"PCTuberskin.H","PCTuberskin","H","RKHS",0.374444444444444
25,"PCTuberskin.L","PCTuberskin","L","RKHS",0.345111111111111
25,"PCTuberflesh.C","PCTuberflesh","C","RKHS",0.456
25,"PCTuberflesh.H","PCTuberflesh","H","RKHS",0.313888888888889
25,"PCTuberflesh.L","PCTuberflesh","L","RKHS",0.457444444444444
25,"SCSprout.C","SCSprout","C","RKHS",0.115222222222222
25,"SCSprout.H","SCSprout","H","RKHS",0.129555555555556
25,"SCSprout.L","SCSprout","L","RKHS",0.278555555555556
25,"SCTuberflesh.C","SCTuberflesh","C","RKHS",0.177777777777778
25,"SCTuberflesh.H","SCTuberflesh","H","BRR",0.0286666666666667
25,"SCTuberflesh.L","SCTuberflesh","L","RKHS",0.225888888888889
25,"SCTuberskin.C","SCTuberskin","C","RKHS",0.209444444444444
25,"SCTuberskin.H","SCTuberskin","H","RKHS",0.0908888888888889
25,"SCTuberskin.L","SCTuberskin","L","RKHS",0.312333333333333
25,"StemC.C","StemC","C","RKHS",0.615444444444444
25,"StemC.H","StemC","H","RKHS",0.419333333333333
25,"StemC.L","StemC","L","RKHS",0.661555555555556
50,"BerryC.C","BerryC","C","BRR",0.174
50,"BerryC.H","BerryC","H","RKHS",0.154777777777778
50,"BerryC.L","BerryC","L","BL",0.162444444444444
50,"PCSprout.C","PCSprout","C","RKHS",0.555444444444444
50,"PCSprout.H","PCSprout","H","RKHS",0.281777777777778
50,"PCSprout.L","PCSprout","L","RKHS",0.437666666666667
50,"PCFlower.C","PCFlower","C","RKHS",0.578333333333333
50,"PCFlower.H","PCFlower","H","RKHS",0.815555555555556
50,"PCFlower.L","PCFlower","L","RKHS",0.601333333333333
50,"PCTuberskin.C","PCTuberskin","C","RKHS",0.420666666666667
50,"PCTuberskin.H","PCTuberskin","H","RKHS",0.395444444444444
50,"PCTuberskin.L","PCTuberskin","L","RKHS",0.389
50,"PCTuberflesh.C","PCTuberflesh","C","RKHS",0.438666666666667
50,"PCTuberflesh.H","PCTuberflesh","H","RKHS",0.322
50,"PCTuberflesh.L","PCTuberflesh","L","RKHS",0.453555555555556
50,"SCSprout.C","SCSprout","C","RKHS",0.247444444444444
50,"SCSprout.H","SCSprout","H","RKHS",0.172
50,"SCSprout.L","SCSprout","L","RKHS",0.290888888888889
50,"SCTuberflesh.C","SCTuberflesh","C","RKHS",0.202888888888889
50,"SCTuberflesh.H","SCTuberflesh","H","BA",0.1
50,"SCTuberflesh.L","SCTuberflesh","L","RKHS",0.222888888888889
50,"SCTuberskin.C","SCTuberskin","C","BA",0.235555555555556
50,"SCTuberskin.H","SCTuberskin","H","BRR",0.12
50,"SCTuberskin.L","SCTuberskin","L","RKHS",0.281222222222222
50,"StemC.C","StemC","C","RKHS",0.646888888888889
50,"StemC.H","StemC","H","RKHS",0.450555555555556
50,"StemC.L","StemC","L","RKHS",0.674555555555556
75,"BerryC.C","BerryC","C","BRR",0.172222222222222
75,"BerryC.H","BerryC","H","BA",0.135555555555556
75,"BerryC.L","BerryC","L","BL",0.171444444444444
75,"PCSprout.C","PCSprout","C","RKHS",0.577
75,"PCSprout.H","PCSprout","H","RKHS",0.349
75,"PCSprout.L","PCSprout","L","RKHS",0.442444444444444
75,"PCFlower.C","PCFlower","C","RKHS",0.582
75,"PCFlower.H","PCFlower","H","RKHS",0.845888888888889
75,"PCFlower.L","PCFlower","L","RKHS",0.587777777777778
75,"PCTuberskin.C","PCTuberskin","C","RKHS",0.491777777777778
75,"PCTuberskin.H","PCTuberskin","H","RKHS",0.375777777777778
75,"PCTuberskin.L","PCTuberskin","L","RKHS",0.422
75,"PCTuberflesh.C","PCTuberflesh","C","RKHS",0.459333333333333
75,"PCTuberflesh.H","PCTuberflesh","H","RKHS",0.306111111111111
75,"PCTuberflesh.L","PCTuberflesh","L","BC",0.460777777777778
75,"SCSprout.C","SCSprout","C","RKHS",0.205333333333333
75,"SCSprout.H","SCSprout","H","RKHS",0.198888888888889
75,"SCSprout.L","SCSprout","L","RKHS",0.314888888888889
75,"SCTuberflesh.C","SCTuberflesh","C","RKHS",0.193666666666667
75,"SCTuberflesh.H","SCTuberflesh","H","BL",0.0684444444444444
75,"SCTuberflesh.L","SCTuberflesh","L","RKHS",0.250555555555556
75,"SCTuberskin.C","SCTuberskin","C","BRR",0.228777777777778
75,"SCTuberskin.H","SCTuberskin","H","RKHS",0.187888888888889
75,"SCTuberskin.L","SCTuberskin","L","RKHS",0.287111111111111
75,"StemC.C","StemC","C","RKHS",0.633
75,"StemC.H","StemC","H","RKHS",0.432111111111111
75,"StemC.L","StemC","L","RKHS",0.676888888888889
