Prefix,HCL_component,Models,Traits,Heritability
CBaya,C,BA,CBaya.C,0.591093790726354
CBaya,C,BA,CBaya.C,0.60833933092608
CBaya,C,BA,CBaya.C,0.603299146524297
CBaya,C,BA,CBaya.C,0.592143946021767
CBaya,C,BA,CBaya.C,0.55899409459139
CBaya,C,BA,CBaya.C,0.554619874228935
CBaya,C,BA,CBaya.C,0.552216700079457
CBaya,C,BA,CBaya.C,0.562983120831554
CBaya,C,BA,CBaya.C,0.534929102210404
CBaya,C,BA,CBaya.C,0.545510570278772
CBaya,C,BA,CBaya.C,0.518295337094184
CBaya,C,BA,CBaya.C,0.519193964716562
CBaya,C,BA,CBaya.C,0.536982567437395
CBaya,C,BA,CBaya.C,0.551258628440286
CBaya,C,BA,CBaya.C,0.492273179839107
CBaya,C,BA,CBaya.C,0.531003060062014
CBaya,C,BA,CBaya.C,0.535201414773051
CBaya,C,BA,CBaya.C,0.504689590066319
CBaya,C,BA,CBaya.C,0.460346218015325
CBaya,C,BA,CBaya.C,0.503456919376068
CBaya,C,BA,CBaya.C,0.524008407676754
CBaya,C,BA,CBaya.C,0.516694122759539
CBaya,C,BA,CBaya.C,0.547680102020157
CBaya,C,BA,CBaya.C,0.569756731290394
CBaya,C,BA,CBaya.C,0.599377093614342
CBaya,C,BA,CBaya.C,0.574804419085355
CBaya,C,BA,CBaya.C,0.514238098386222
CBaya,C,BA,CBaya.C,0.556817893593025
CBaya,C,BA,CBaya.C,0.528221999727746
CBaya,C,BA,CBaya.C,0.539569849176903
CBaya,C,BA,CBaya.C,0.510075071851522
CBaya,C,BA,CBaya.C,0.551481178241371
CBaya,C,BA,CBaya.C,0.518608626461773
CBaya,C,BA,CBaya.C,0.529968664937063
CBaya,C,BA,CBaya.C,0.555703653037039
CBaya,C,BA,CBaya.C,0.548407015273569
CBaya,C,BA,CBaya.C,0.526185269286278
CBaya,C,BA,CBaya.C,0.528948378877134
CBaya,C,BA,CBaya.C,0.489884352562263
CBaya,C,BA,CBaya.C,0.52897664031639
CBaya,C,BA,CBaya.C,0.544816943476188
CBaya,C,BA,CBaya.C,0.508127032525225
CBaya,C,BA,CBaya.C,0.531003690812039
CBaya,C,BA,CBaya.C,0.556790141883439
CBaya,C,BA,CBaya.C,0.514519569930044
CBaya,C,BA,CBaya.C,0.530732665649104
CBaya,C,BA,CBaya.C,0.505467820846749
CBaya,C,BA,CBaya.C,0.515314534052475
CBaya,C,BA,CBaya.C,0.555899037046859
CBaya,C,BA,CBaya.C,0.589249641537221
CBaya,C,BA,CBaya.C,0.577928622460819
CBaya,C,BA,CBaya.C,0.6030943556705
CBaya,C,BA,CBaya.C,0.575401335520613
CBaya,C,BA,CBaya.C,0.580437594554664
CBaya,C,BA,CBaya.C,0.566057200376434
CBaya,C,BA,CBaya.C,0.574047060650047
CBaya,C,BA,CBaya.C,0.563741329831786
CBaya,C,BA,CBaya.C,0.569788218738988
CBaya,C,BA,CBaya.C,0.596673786371694
CBaya,C,BA,CBaya.C,0.574688458022122
CBaya,C,BA,CBaya.C,0.602696867825232
CBaya,C,BA,CBaya.C,0.583498608371474
CBaya,C,BA,CBaya.C,0.597541834885276
CBaya,C,BA,CBaya.C,0.595701590314742
CBaya,C,BA,CBaya.C,0.583500675103868
CBaya,C,BA,CBaya.C,0.591537223645962
CBaya,C,BA,CBaya.C,0.60281935153164
CBaya,C,BA,CBaya.C,0.596245176262045
CBaya,C,BA,CBaya.C,0.577126287294443
CBaya,C,BA,CBaya.C,0.594340674072442
CBaya,C,BA,CBaya.C,0.589161110066611
CBaya,C,BA,CBaya.C,0.581217343227578
CBaya,C,BA,CBaya.C,0.566689487310164
CBaya,C,BA,CBaya.C,0.554743856849928
CBaya,C,BA,CBaya.C,0.573340441245895
CBaya,C,BA,CBaya.C,0.589956683259363
CBaya,C,BA,CBaya.C,0.563004277210429
CBaya,C,BA,CBaya.C,0.564548582547326
CBaya,C,BA,CBaya.C,0.577433968146314
CBaya,C,BA,CBaya.C,0.603363478527283
CBaya,C,BA,CBaya.C,0.605205236491478
CBaya,C,BA,CBaya.C,0.564889797813453
CBaya,C,BA,CBaya.C,0.592040455328173
CBaya,C,BA,CBaya.C,0.582253546849664
CBaya,C,BA,CBaya.C,0.556117389283188
CBaya,C,BA,CBaya.C,0.561685877452551
CBaya,C,BA,CBaya.C,0.558088254570797
CBaya,C,BA,CBaya.C,0.546352144651469
CBaya,C,BA,CBaya.C,0.543662355560999
CBaya,C,BA,CBaya.C,0.529187026310354
CBaya,C,BA,CBaya.C,0.548025711452863
CBaya,C,BA,CBaya.C,0.496825132424505
CBaya,C,BA,CBaya.C,0.500742903555032
CBaya,C,BA,CBaya.C,0.428767558197197
CBaya,C,BA,CBaya.C,0.430275830692675
CBaya,C,BA,CBaya.C,0.448126000026353
CBaya,C,BA,CBaya.C,0.461407687940184
CBaya,C,BA,CBaya.C,0.437814928536089
CBaya,C,BA,CBaya.C,0.431531906421628
CBaya,C,BA,CBaya.C,0.447966985164994
CBaya,C,BA,CBaya.C,0.452811903049569
CBaya,C,BA,CBaya.C,0.421828657945159
CBaya,C,BA,CBaya.C,0.420641573632859
CBaya,C,BA,CBaya.C,0.452041273328022
CBaya,C,BA,CBaya.C,0.432797084932681
CBaya,C,BA,CBaya.C,0.445029102836715
CBaya,C,BA,CBaya.C,0.396186560845129
CBaya,C,BA,CBaya.C,0.433824543154104
CBaya,C,BA,CBaya.C,0.370031776150627
CBaya,C,BA,CBaya.C,0.403514519635785
CBaya,C,BA,CBaya.C,0.392238977774629
CBaya,C,BA,CBaya.C,0.354302064839508
CBaya,C,BA,CBaya.C,0.328156973327785
CBaya,C,BA,CBaya.C,0.356456466539092
CBaya,C,BA,CBaya.C,0.34608300782957
CBaya,C,BA,CBaya.C,0.367519532874104
CBaya,C,BA,CBaya.C,0.365372236512069
CBaya,C,BA,CBaya.C,0.338145791183186
CBaya,C,BA,CBaya.C,0.346803743242781
CBaya,C,BA,CBaya.C,0.358602599875115
CBaya,C,BA,CBaya.C,0.353780275113612
CBaya,C,BA,CBaya.C,0.355951596216457
CBaya,C,BA,CBaya.C,0.346557700556121
CBaya,C,BA,CBaya.C,0.352742361237374
CBaya,C,BA,CBaya.C,0.332656530467025
CBaya,C,BA,CBaya.C,0.358995725626449
CBaya,C,BA,CBaya.C,0.352442286651085
CBaya,C,BA,CBaya.C,0.364796003577123
CBaya,C,BA,CBaya.C,0.374584508426072
CBaya,C,BA,CBaya.C,0.383644941484982
CBaya,C,BA,CBaya.C,0.349062043301027
CBaya,C,BA,CBaya.C,0.395877270006536
CBaya,C,BA,CBaya.C,0.35391421896392
CBaya,C,BA,CBaya.C,0.359014917550452
CBaya,C,BA,CBaya.C,0.337354815952409
CBaya,C,BA,CBaya.C,0.358629948916851
CBaya,C,BA,CBaya.C,0.381993387401131
CBaya,C,BA,CBaya.C,0.311215325473101
CBaya,C,BA,CBaya.C,0.349142410979022
CBaya,C,BA,CBaya.C,0.357737168869935
CBaya,C,BA,CBaya.C,0.316266343457954
CBaya,C,BA,CBaya.C,0.354382781124722
CBaya,C,BA,CBaya.C,0.319333467153558
CBaya,C,BA,CBaya.C,0.364942487705259
CBaya,C,BA,CBaya.C,0.342510727532104
CBaya,C,BA,CBaya.C,0.313188372302204
CBaya,C,BA,CBaya.C,0.365487868508788
CBaya,C,BA,CBaya.C,0.344874648263226
CBaya,C,BA,CBaya.C,0.351991340270739
CBaya,C,BA,CBaya.C,0.345872118190139
CBaya,C,BA,CBaya.C,0.333229250729506
CBaya,C,BA,CBaya.C,0.352618040723845
CBaya,C,BA,CBaya.C,0.353772879801721
CBaya,C,BA,CBaya.C,0.332846033654248
CBaya,C,BA,CBaya.C,0.323796687839939
CBaya,C,BA,CBaya.C,0.339492386815393
CBaya,C,BA,CBaya.C,0.319023287312359
CBaya,C,BA,CBaya.C,0.36179809294226
CBaya,C,BA,CBaya.C,0.367625845168951
CBaya,C,BA,CBaya.C,0.377288103940852
CBaya,C,BA,CBaya.C,0.325270835465573
CBaya,C,BA,CBaya.C,0.37476363271161
CBaya,C,BA,CBaya.C,0.38666667891265
CBaya,C,BA,CBaya.C,0.345251562631088
CBaya,C,BA,CBaya.C,0.389902174569108
CBaya,C,BA,CBaya.C,0.360422703329282
CBaya,C,BA,CBaya.C,0.34274609622957
CBaya,C,BA,CBaya.C,0.3488651803674
CBaya,C,BA,CBaya.C,0.366510364494224
CBaya,C,BA,CBaya.C,0.369066176739611
CBaya,C,BA,CBaya.C,0.389663081920905
CBaya,C,BA,CBaya.C,0.385182092050368
CBaya,C,BA,CBaya.C,0.360697219417122
CBaya,C,BA,CBaya.C,0.369970193833868
CBaya,C,BA,CBaya.C,0.349274612364581
CBaya,C,BA,CBaya.C,0.371430428528634
CBaya,C,BA,CBaya.C,0.353419206476777
CBaya,C,BA,CBaya.C,0.393657435048476
CBaya,C,BA,CBaya.C,0.386574862443956
CBaya,C,BA,CBaya.C,0.389800409605937
CBaya,C,BA,CBaya.C,0.38797721870695
CBaya,C,BA,CBaya.C,0.409722361439916
CBaya,C,BA,CBaya.C,0.371195310471674
CBaya,C,BA,CBaya.C,0.403013049987308
CBaya,C,BA,CBaya.C,0.381942082915679
CBaya,C,BA,CBaya.C,0.384552333585921
CBaya,C,BA,CBaya.C,0.372326546038303
CBaya,C,BA,CBaya.C,0.372067907156928
CBaya,C,BA,CBaya.C,0.364004758900302
CBaya,C,BA,CBaya.C,0.409435422195696
CBaya,C,BA,CBaya.C,0.366281006060282
CBaya,C,BA,CBaya.C,0.381889337914994
CBaya,C,BA,CBaya.C,0.356065079491055
CBaya,C,BA,CBaya.C,0.375408985235274
CBaya,C,BA,CBaya.C,0.366447636860679
CBaya,C,BA,CBaya.C,0.36245300375504
CBaya,C,BA,CBaya.C,0.359157735707578
CBaya,C,BA,CBaya.C,0.377944224280592
CBaya,C,BA,CBaya.C,0.386538040803363
CBaya,C,BA,CBaya.C,0.392321482645143
CBaya,C,BA,CBaya.C,0.396645800997824
CBaya,C,BA,CBaya.C,0.390416502283866
CBaya,C,BA,CBaya.C,0.374126423486854
CBaya,C,BA,CBaya.C,0.391402191783369
CBaya,C,BA,CBaya.C,0.395773591962115
CBaya,C,BA,CBaya.C,0.398540751909454
CBaya,C,BA,CBaya.C,0.413189879944232
CBaya,C,BA,CBaya.C,0.406680888961351
CBaya,C,BA,CBaya.C,0.405860510493356
CBaya,C,BA,CBaya.C,0.436016903101653
CBaya,C,BA,CBaya.C,0.398803423546519
CBaya,C,BA,CBaya.C,0.413673260677662
CBaya,C,BA,CBaya.C,0.42509666708
CBaya,C,BA,CBaya.C,0.423595935476075
CBaya,C,BA,CBaya.C,0.398611085767926
CBaya,C,BA,CBaya.C,0.391036987097911
CBaya,C,BA,CBaya.C,0.399360935536268
CBaya,C,BA,CBaya.C,0.396298614776891
CBaya,C,BA,CBaya.C,0.365097343460001
CBaya,C,BA,CBaya.C,0.407514478409294
CBaya,C,BA,CBaya.C,0.380101004731274
CBaya,C,BA,CBaya.C,0.393108235783005
CBaya,C,BA,CBaya.C,0.353142979250678
CBaya,C,BA,CBaya.C,0.381834467095879
CBaya,C,BA,CBaya.C,0.353593886688718
CBaya,C,BA,CBaya.C,0.367385125455475
CBaya,C,BA,CBaya.C,0.385197837432497
CBaya,C,BA,CBaya.C,0.416065989241564
CBaya,C,BA,CBaya.C,0.40188530080838
CBaya,C,BA,CBaya.C,0.391081536362314
CBaya,C,BA,CBaya.C,0.418803603594807
CBaya,C,BA,CBaya.C,0.411456295338208
CBaya,C,BA,CBaya.C,0.379987822004852
CBaya,C,BA,CBaya.C,0.391397943193012
CBaya,C,BA,CBaya.C,0.436871429042262
CBaya,C,BA,CBaya.C,0.389757082537845
CBaya,C,BA,CBaya.C,0.34067584152862
CBaya,C,BA,CBaya.C,0.368033479598183
CBaya,C,BA,CBaya.C,0.38411398031125
CBaya,C,BA,CBaya.C,0.381223608231251
CBaya,C,BA,CBaya.C,0.369119741425329
CBaya,C,BA,CBaya.C,0.334513860828698
CBaya,C,BA,CBaya.C,0.351560252214758
CBaya,C,BA,CBaya.C,0.348565468921228
CBaya,C,BA,CBaya.C,0.391351882983115
CBaya,C,BA,CBaya.C,0.387392793671977
CBaya,C,BA,CBaya.C,0.351253469977407
CBaya,C,BA,CBaya.C,0.373556769039132
CBaya,C,BA,CBaya.C,0.366457898798264
CBaya,C,BA,CBaya.C,0.413531704581609
CBaya,C,BA,CBaya.C,0.337575202113939
CBaya,C,BA,CBaya.C,0.367285196300419
CBaya,C,BA,CBaya.C,0.387050017906111
CBaya,C,BA,CBaya.C,0.31052866630388
CBaya,C,BA,CBaya.C,0.380577619174396
CBaya,C,BA,CBaya.C,0.361607068053371
CBaya,C,BA,CBaya.C,0.339107441239322
CBaya,C,BA,CBaya.C,0.325671793770699
CBaya,C,BA,CBaya.C,0.325106350719333
CBaya,C,BA,CBaya.C,0.34203102317606
CBaya,C,BA,CBaya.C,0.338363106020259
CBaya,C,BA,CBaya.C,0.363075911689644
CBaya,C,BA,CBaya.C,0.31538727274831
CBaya,C,BA,CBaya.C,0.330938847231905
CBaya,C,BA,CBaya.C,0.348700503144164
CBaya,C,BA,CBaya.C,0.330668948017369
CBaya,C,BA,CBaya.C,0.319136604499756
CBaya,C,BA,CBaya.C,0.339443566367068
CBaya,C,BA,CBaya.C,0.35351895768226
CBaya,C,BA,CBaya.C,0.344548938514445
CBaya,C,BA,CBaya.C,0.349925898219568
CBaya,C,BA,CBaya.C,0.299788773352327
CBaya,C,BA,CBaya.C,0.313516439010541
CBaya,C,BA,CBaya.C,0.315324616934297
CBaya,C,BA,CBaya.C,0.350027658159798
CBaya,C,BA,CBaya.C,0.350484401589904
CBaya,C,BA,CBaya.C,0.327451726166696
CBaya,C,BA,CBaya.C,0.333456658382657
CBaya,C,BA,CBaya.C,0.341439769988553
CBaya,C,BA,CBaya.C,0.322481904329118
CBaya,C,BA,CBaya.C,0.332054323296724
CBaya,C,BA,CBaya.C,0.33396536551377
CBaya,C,BA,CBaya.C,0.370051728866166
CBaya,C,BA,CBaya.C,0.361056074036523
CBaya,C,BA,CBaya.C,0.350645141630369
CBaya,C,BA,CBaya.C,0.347182712884929
CBaya,C,BA,CBaya.C,0.359408575777811
CBaya,C,BA,CBaya.C,0.368285293985054
CBaya,C,BA,CBaya.C,0.3549113997114
CBaya,C,BA,CBaya.C,0.350748227236179
CBaya,C,BA,CBaya.C,0.337889304140564
CBaya,C,BA,CBaya.C,0.312655468645538
CBaya,C,BA,CBaya.C,0.327973617204439
CBaya,C,BA,CBaya.C,0.349686079883603
CBaya,C,BA,CBaya.C,0.336038286479508
CBaya,C,BA,CBaya.C,0.31959012140403
CBaya,C,BA,CBaya.C,0.310318370803488
CBaya,C,BA,CBaya.C,0.317176315015039
CBaya,C,BA,CBaya.C,0.326894150951342
CBaya,C,BA,CBaya.C,0.354517923338585
CBaya,C,BA,CBaya.C,0.337611243866245
CBaya,C,BA,CBaya.C,0.308962113393612
CBaya,C,BA,CBaya.C,0.326336224840066
CBaya,C,BA,CBaya.C,0.30949261324456
CBaya,C,BA,CBaya.C,0.324461298852079
CBaya,C,BA,CBaya.C,0.298379770835379
CBaya,C,BA,CBaya.C,0.288529673698317
CBaya,C,BA,CBaya.C,0.308004989613072
CBaya,C,BA,CBaya.C,0.305738191585809
CBaya,C,BA,CBaya.C,0.324553334289423
CBaya,C,BA,CBaya.C,0.321854362624636
CBaya,C,BA,CBaya.C,0.298976812321488
CBaya,C,BA,CBaya.C,0.284354442787683
CBaya,C,BA,CBaya.C,0.3037582147764
CBaya,C,BA,CBaya.C,0.309876937423327
CBaya,C,BA,CBaya.C,0.34594942280327
CBaya,C,BA,CBaya.C,0.343746740996407
CBaya,C,BA,CBaya.C,0.32273766916678
CBaya,C,BA,CBaya.C,0.322553193070733
CBaya,C,BA,CBaya.C,0.288849715283377
CBaya,C,BA,CBaya.C,0.370098516506506
CBaya,C,BA,CBaya.C,0.326102077270258
CBaya,C,BA,CBaya.C,0.350528591355027
CBaya,C,BA,CBaya.C,0.38022645297653
CBaya,C,BA,CBaya.C,0.423597883671641
CBaya,C,BA,CBaya.C,0.358968432881763
CBaya,C,BA,CBaya.C,0.393508698450629
CBaya,C,BA,CBaya.C,0.381144515458104
CBaya,C,BA,CBaya.C,0.374281770549667
CBaya,C,BA,CBaya.C,0.431848619315643
CBaya,C,BA,CBaya.C,0.392846434848333
CBaya,C,BA,CBaya.C,0.429819292285755
CBaya,C,BA,CBaya.C,0.401544217316271
CBaya,C,BA,CBaya.C,0.36256197707958
CBaya,C,BA,CBaya.C,0.363037256862169
CBaya,C,BA,CBaya.C,0.318921636103196
CBaya,C,BA,CBaya.C,0.369653524616159
CBaya,C,BA,CBaya.C,0.365858835067757
CBaya,C,BA,CBaya.C,0.344757406537626
CBaya,C,BA,CBaya.C,0.371440772185247
CBaya,C,BA,CBaya.C,0.363242520652998
CBaya,C,BA,CBaya.C,0.347950703142545
CBaya,C,BA,CBaya.C,0.361116540846161
CBaya,C,BA,CBaya.C,0.393781156289462
CBaya,C,BA,CBaya.C,0.417822407283998
CBaya,C,BA,CBaya.C,0.396485552093559
CBaya,C,BA,CBaya.C,0.393345977412633
CBaya,C,BA,CBaya.C,0.411520580432588
CBaya,C,BA,CBaya.C,0.37974615023635
CBaya,C,BA,CBaya.C,0.355903070037271
CBaya,C,BA,CBaya.C,0.355580298945082
CBaya,C,BA,CBaya.C,0.377661592209419
CBaya,C,BA,CBaya.C,0.366414361734453
CBaya,C,BA,CBaya.C,0.354486107259764
CBaya,C,BA,CBaya.C,0.351573557504653
CBaya,C,BA,CBaya.C,0.355035234595611
CBaya,C,BA,CBaya.C,0.336074377796067
CBaya,C,BA,CBaya.C,0.327913629766556
CBaya,C,BA,CBaya.C,0.304944856141936
CBaya,C,BA,CBaya.C,0.291053148755954
CBaya,C,BA,CBaya.C,0.282353113615294
CBaya,C,BA,CBaya.C,0.313236487247885
CBaya,C,BA,CBaya.C,0.314821218785038
CBaya,C,BA,CBaya.C,0.333354424386922
CBaya,C,BA,CBaya.C,0.31992512973798
CBaya,C,BA,CBaya.C,0.327891452324434
CBaya,C,BA,CBaya.C,0.358952310011699
CBaya,C,BA,CBaya.C,0.342404687273857
CBaya,C,BA,CBaya.C,0.343867523723164
CBaya,C,BA,CBaya.C,0.334339206569126
CBaya,C,BA,CBaya.C,0.35526311079144
CBaya,C,BA,CBaya.C,0.339429130697755
CBaya,C,BA,CBaya.C,0.310524900978746
CBaya,C,BA,CBaya.C,0.30257910556128
CBaya,C,BA,CBaya.C,0.330650441644991
CBaya,C,BA,CBaya.C,0.314433857688987
CBaya,C,BA,CBaya.C,0.324383908186919
CBaya,C,BA,CBaya.C,0.342180993517636
CBaya,C,BA,CBaya.C,0.345068928267187
CBaya,C,BA,CBaya.C,0.318609268798272
CBaya,C,BA,CBaya.C,0.304984945257503
CBaya,C,BA,CBaya.C,0.334354148115438
CBaya,C,BA,CBaya.C,0.322442872040708
CBaya,C,BA,CBaya.C,0.332730239579397
CBaya,C,BA,CBaya.C,0.317099811648775
CBaya,C,BA,CBaya.C,0.345783136045364
CBaya,C,BA,CBaya.C,0.310217693386159
CBaya,C,BA,CBaya.C,0.319819458579937
CBaya,C,BA,CBaya.C,0.28210928695566
CBaya,C,BA,CBaya.C,0.294603237515634
CBaya,C,BA,CBaya.C,0.291631416956141
CBaya,C,BA,CBaya.C,0.320012094954274
CBaya,C,BA,CBaya.C,0.342555620649872
CBaya,C,BA,CBaya.C,0.310014129315169
CBaya,C,BA,CBaya.C,0.329673020223916
CBaya,C,BA,CBaya.C,0.304638259033665
CBaya,C,BA,CBaya.C,0.308658278742207
CBaya,C,BA,CBaya.C,0.310529649157386
