SAMPLES,CBaya.C,CBaya.C.GEBV,CBaya.H,CBaya.H.GEBV,CBaya.L,CBaya.L.GEBV,CPBrote.C,CPBrote.C.GEBV,CPBrote.H,CPBrote.H.GEBV,CPBrote.L,CPBrote.L.GEBV,CPFlor.C,CPFlor.C.GEBV,CPFlor.H,CPFlor.H.GEBV,CPFlor.L,CPFlor.L.GEBV,CPTuber.C,CPTuber.C.GEBV,CPTuber.H,CPTuber.H.GEBV,CPTuber.L,CPTuber.L.GEBV,CPulpa.C,CPulpa.C.GEBV,CPulpa.H,CPulpa.H.GEBV,CPulpa.L,CPulpa.L.GEBV,CSBrote.C,CSBrote.C.GEBV,CSBrote.H,CSBrote.H.GEBV,CSBrote.L,CSBrote.L.GEBV,CSPulpa.C,CSPulpa.C.GEBV,CSPulpa.H,CSPulpa.H.GEBV,CSPulpa.L,CSPulpa.L.GEBV,CSTuber.C,CSTuber.C.GEBV,CSTuber.H,CSTuber.H.GEBV,CSTuber.L,CSTuber.L.GEBV,CTallo.C,CTallo.C.GEBV,CTallo.H,CTallo.H.GEBV,CTallo.L,CTallo.L.GEBV
15061814,42.623,44,119.28,117,56.245,54,55.425,57,324.153,317,45.784,49,50.4316,58,322.777,322,45.578,43,29.747,29,54.494,7,35.802,30,6.601,6,75.051,71,91.522,92,6.31,4,216.844,41,91.641,94,39.43997,36,211.774,345,33.209,31,31.728,42,90.034,96,81.425,80,30.314,16,137.399,359,50.326,28
15061721,46.213,59,116.269,106,65.848,69,49.319,43,332.776,331,38.633,37,56.43236,57,328.751,327,41.978,45,33.913,28,37.707,22,42.055,39,13.93,18,79.611,90,87.47,84,6.726,7,260.881,318,94.226,96,33.7432,37,331.959,346,33.192,30,34.584,39,99.259,33,74.075,80,24.092,24,248.118,136,35.73,54
15061601,45.394,26,117.139,116,55.181,44,21.934,20,309.505,307,33.012,26,50.74551,34,318.015,316,43.876,33,25.916,8,16.849,95,31.227,89,16.056,26,83.619,94,85.509,84,5.623,7,195.349,318,94.905,96,34.11972,23,333.755,345,34.505,30,35.121,43,102.131,355,76.799,51,33.792,16,170.412,359,47.331,28
15061719,44.141,45,118.136,115,57.338,72,23.828,28,309.231,306,30.868,27,14.72844,6,82.064,71,84.283,92,30.32,33,46.653,10,41.092,43,19.471,26,87.971,94,84.605,84,5.857,7,218.799,318,95.139,96,26.99534,22,332.733,10,31.024,27,33.124,28,91.539,67,73.668,80,38.259,44,144.746,117,49.798,54
15061629,44.154,75,115.736,107,70.138,76,52.252,20,318.453,307,41.133,26,46.97792,43,318.275,319,52.945,61,40.819,41,110.711,86,77.259,80,8.419,6,80.595,71,90.794,92,6.922,7,241.465,318,93.56,96,31.57124,22,322.673,345,35.948,31,35.145,28,103.709,22,50.078,39,20.128,16,286.353,359,31.118,28
15061477,46.263,45,123.461,115,61.144,72,21.554,20,313.8,307,34.226,26,51.08746,58,323.489,312,40.328,43,21.29,8,24.335,313,30.995,29,9.365,6,81.622,71,90.081,92,6.074,4,185.16,344,94.602,94,31.96362,33,311.607,324,35.27,31,35.485,24,64.474,85,79.174,84,35.348,44,184.168,117,47.56,54
15061761,43.964,44,118.837,117,58.086,54,23.589,20,309.888,307,30.923,26,13.69079,6,82.13,71,84.764,92,30.891,32,58.028,39,42.526,45,21.679,26,87.941,94,84.309,84,5.862,7,218.063,318,95.187,95,27.05755,22,333.212,344,31.095,27,33.039,20,90.748,35,71.988,78,38.493,44,145.092,117,49.92,54
15061336,46.623,44,115.941,117,60.531,54,32.406,20,313.245,307,37.086,26,51.34877,58,322.808,322,44.968,43,28.149,23,143.259,333,45.014,29,13.611,18,82.147,90,88.068,84,6.604,4,201.772,41,93.484,94,32.47998,36,305.487,346,33.905,42,34.805,42,100.779,96,64.872,80,31.08,44,195.226,117,42.945,54
15061386,48.155,48,116.961,118,67.845,66,21.413,20,309.744,307,32.276,26,43.42798,40,307.428,309,55.272,43,14.715,16,347.974,359,29.588,28,14.939,18,84.087,90,86.478,84,6.874,7,207.142,318,93.199,96,32.53615,33,341.513,346,35.337,42,34.481,42,76.927,5,72.377,80,42.199,44,142.661,117,52.714,54
15061305,45.981,48,116.166,118,60.652,66,31.545,20,307.868,307,32.047,26,47.89155,39,321.923,319,45.171,42,24.24,41,138.177,86,43.216,80,15.621,6,79.642,71,87.443,92,6.526,4,177.178,41,93.39,94,32.55935,30,327.43,324,34.217,27,35.837,36,114.91,346,68.649,42,31.264,44,192.441,117,43.369,54
15061676,45.327,45,117.174,128,54.733,58,22.981,26,308.229,314,32.732,33,50.8242,42,322.891,316,43.555,41,27.2,32,29.388,14,30.926,38,14.578,18,83.576,90,85.949,84,5.637,7,192.731,318,94.863,96,34.07538,36,341.54,344,34.512,37,35.107,36,101.888,83,76.51,79,33.866,44,170.203,117,47.346,54
15061523,45.148,45,116.235,115,54.673,72,22.083,20,310.268,307,29.991,26,50.11082,58,322.594,322,46.43,43,12.579,16,252.197,3,28.687,30,5.656,6,63.128,71,91.624,92,5.769,4,182.463,41,94.659,94,28.7612,23,339.315,333,30.131,29,37.904,42,96.639,96,79.009,80,14.677,16,253.692,359,28.718,28
15061763,46.868,38,116.465,132,60.246,53,23.513,20,312.101,307,36.232,26,51.26895,48,320.085,315,46.695,59,28.004,22,22.777,344,33.242,27,20.641,26,84.784,94,84.808,84,6.438,7,197.852,318,93.805,96,31.20942,36,295.567,345,33.826,42,33.292,42,106.12,0,56.033,45,27.117,16,236.833,359,38.145,28
15061385,44.994,44,116.022,117,55.428,54,21.637,20,309.213,307,29.92,26,50.37736,49,321.512,320,45.642,54,11.547,11,300.451,328,29.066,30,4.838,6,63.168,71,91.98,92,5.803,4,182.705,41,94.587,94,28.93221,23,333.57,333,30.304,29,37.56,41,102.857,86,78.381,80,14.857,16,250.839,359,28.983,28
15062133,44.77,44,116.062,117,55.511,54,23.431,20,309.698,307,30.302,26,50.3064,58,314.503,322,41.241,43,26.289,29,20.048,17,32.374,35,14.367,6,85.2,71,87.158,92,6.353,7,278.118,318,95.891,95,31.71847,22,328.646,344,32.59,27,35.318,41,84.939,86,75.117,82,21.18,6,266.153,23,33.673,28
15061333,46.276,44,117.042,117,60.631,54,33.452,28,313.289,306,35.369,27,48.38928,45,316.499,305,44.94,52,30.371,8,108.994,313,51.064,29,15.464,18,83.054,90,87.173,84,6.491,7,219.207,318,94.32,96,33.21612,42,304.542,316,35.3,41,33.979,32,111.322,0,62.512,80,31.235,44,185.12,117,43.753,54
15061627,44.792,75,118.616,107,54.789,76,53.805,49,313.803,320,35.409,54,46.05148,36,322.168,309,47.108,66,28.975,32,51.715,41,37.529,60,19.267,6,84.425,71,86.564,92,7.161,7,258.75,318,93.239,96,33.98951,28,308.683,344,36.921,27,33.664,28,84.084,345,67.435,30,38.085,44,147.029,117,50.11,54
15061731,45.8,48,117.195,118,57.405,66,34.631,41,289.823,347,43.032,35,53.60218,49,323.539,320,44.693,54,12.667,43,306.031,355,31.326,51,17.074,18,84.968,90,84.484,84,11.118,7,206.52,318,86.949,96,32.01195,38,345.43,344,33.358,41,35.165,36,87.192,83,77.119,79,17.168,16,207.717,359,31.955,28
15061641,42.771,44,119.555,117,55.972,54,55.659,48,323.424,315,45.327,59,51.04406,49,323.568,320,45.069,54,29.818,28,48.794,345,35.485,30,6.577,5,75.085,52,91.626,94,6.288,7,218.515,318,91.695,96,39.45143,33,227.404,344,33.333,31,31.842,35,89.084,93,81.935,82,30.413,44,136.068,117,50.43,54
15061330,42.474,43,118.678,124,58.501,62,38.459,57,299.97,339,44.56,39,44.71308,58,296.791,322,50.856,43,33.135,35,112.494,16,54.588,40,15.996,26,80.374,94,87.526,84,6.85,4,221.458,41,90.921,94,33.72521,43,259.248,344,35.39,42,31.69,41,75.663,96,60.741,75,34.892,44,145.194,117,48.133,54
15061626,46.075,44,115.725,117,57.907,54,24.876,20,310.396,307,32.813,26,48.44107,39,324.805,321,43.124,36,24.478,8,45.973,313,38.414,29,9.909,6,80.678,71,89.288,92,6.782,7,206.979,318,93.63,96,33.46381,22,336.548,344,32.957,27,31.23,42,141.176,96,58.425,80,21.542,16,253.378,359,33.091,28
15062147,44.322,59,117.734,106,54.804,69,56.101,53,333.736,346,38.173,39,49.91153,34,316.626,316,44.578,33,29.132,37,28.84,18,36.196,42,12.697,6,78.926,71,88.046,92,6.714,7,263.045,318,95.078,96,30.84594,26,234.998,346,38.602,42,36.069,37,69.239,53,73.144,50,27.296,44,231.89,117,39.832,54
15061487,44.926,38,117.736,132,54.882,53,21.552,20,311.108,307,37.556,26,53.00951,39,309.466,319,44.32,42,10.108,16,300.151,3,32.824,30,16.704,6,82.341,71,86.031,92,6.186,7,221.488,318,95.078,96,30.39428,36,335.133,318,33.547,42,35.738,42,98.051,96,76.97,80,21.08,6,268.229,23,32.138,28
15060536,43.654,44,117.699,117,55.246,54,36.937,59,311.689,350,38.707,47,53.84292,36,314.399,319,45.167,67,40.789,32,311.558,84,53.305,81,9.943,18,81.654,90,90.254,84,6.465,7,256.508,318,94.144,95,31.34139,33,309.116,316,34.478,41,34.705,35,98.939,86,75.665,50,25.055,44,227.477,117,36.029,54
15061261,46.392,59,115.973,106,61.462,69,20.632,34,309.869,316,30.317,33,44.17609,45,311.489,305,53.346,52,32.956,41,51.912,86,50.403,80,15.905,42,82.265,96,85.616,80,6.056,7,232.876,318,95.072,95,33.31002,34,304.763,345,37.043,42,33.828,29,111.597,17,50.119,50,41.104,44,126.269,117,53.082,54
15061389,45.733,48,117.141,118,55.554,66,35.792,45,290.235,302,43.744,48,53.55728,57,323.773,327,44.856,45,12.619,11,298.711,328,32.236,30,17.435,18,85.154,90,86.423,84,11.125,4,208.564,41,86.959,94,32.00613,33,337.821,344,33.308,27,35.169,47,87.994,85,76.307,76,17.33,16,208.174,359,32.217,28
15060101,44.131,38,118.357,132,57.273,53,23.794,20,309.437,307,31.161,26,14.46443,8,82.408,95,84.279,89,30.236,26,51.417,342,40.652,50,19.51,6,87.806,71,84.54,92,5.878,7,219.835,318,95.111,95,27.00062,23,331.662,333,31.067,27,33.184,42,92.014,96,73.318,80,38.367,44,144.385,117,49.847,54
15061397,45.032,38,116.432,132,55.359,53,21.205,42,309.421,304,29.92,58,50.33875,6,320.431,71,45.709,92,13.205,26,276.736,342,30.263,50,5.466,26,63.131,94,91.909,84,5.798,7,181.566,318,94.586,96,28.98536,33,336.992,344,30.454,33,37.618,37,101.231,74,78.247,74,14.996,44,249.556,117,29.145,54
15061551,42.991,48,116.691,132,54.371,66,44.943,58,321.437,336,45.564,48,49.82471,57,315.893,327,45.2,45,39.779,41,81.66,86,73.802,80,11.957,6,74.289,71,88.415,92,5.083,4,103.236,41,94.351,94,32.16832,36,337.165,345,35.899,42,37.337,29,49.367,17,61.183,50,38.898,44,130.897,117,51.199,54
15061539,44.97,44,115.942,117,55.253,54,21.205,40,309.476,309,29.951,43,50.28635,58,321.538,322,45.707,43,12.346,35,288.272,83,28.937,75,5.535,18,63.134,90,91.72,84,5.803,7,182.785,318,94.582,96,28.96179,28,336.238,345,30.334,30,37.554,22,101.326,344,78.322,27,14.95,44,249.726,117,29.165,54
15062115,46.85,48,116.264,118,66.975,66,38.007,42,309.295,312,39.408,49,50.99971,49,323.616,320,43.919,54,42.751,42,83.087,96,76.355,80,18.292,18,83.543,90,84.229,84,6.265,4,196.37,41,94.102,94,32.30745,36,343.359,345,32.357,29,30.521,8,149.836,313,41.865,29,16.507,16,263.819,359,29.583,28
15061361,45.444,44,117.098,117,54.466,54,23.051,20,308.485,307,32.738,26,51.04348,58,321.852,322,43.524,43,26.886,28,32.358,21,30.814,34,16.413,18,83.546,90,86.029,84,5.654,7,193.113,318,94.837,96,34.11246,22,300.909,316,34.653,31,35.162,35,101.241,83,77.172,75,33.864,44,169.305,117,47.387,54
15061669,47.806,32,116.747,112,67.134,58,50.84,58,332.76,336,39.35,48,53.15032,55,324.547,328,45.352,52,44.546,47,96.387,85,77.75,76,15.363,6,83.85,71,85.782,92,6.284,7,159.4,318,93.565,96,31.54566,37,332.366,345,38.378,42,35.851,37,49.42,18,44.508,42,41.302,44,152.711,117,52.255,54
15062359,48.155,44,112.675,117,60.437,54,50.516,26,333.956,314,42.664,33,55.574,36,322.432,309,43.998,66,37.197,47,49.828,85,63.726,76,12.095,18,80.676,90,88.001,84,5.715,4,199.96,41,94.786,94,32.72963,33,253.256,344,41.429,41,35.364,36,53.049,33,52.208,46,43.107,44,125.605,117,53.653,54
15061690,45.728,44,117.362,117,58.279,54,31.001,26,289.231,314,43.247,33,53.84269,55,324.649,329,44.053,36,12.384,8,299.308,313,29.33,29,18.616,18,85.108,90,84.843,84,11.147,4,208.433,41,86.945,94,32.02877,36,342.846,346,33.292,42,35.135,36,89.759,83,77.895,79,17.309,6,207.977,23,32.077,28
15061308,45.774,44,116.746,117,56.911,54,35.638,28,290.05,306,43.032,27,53.56,46,323.267,323,44.762,57,12.477,8,308.442,313,31.29,29,17.12,35,85.069,93,84.635,82,11.118,7,208.243,318,86.963,95,32.01877,34,345.175,316,33.365,33,35.16,42,87.343,83,77.78,80,17.093,6,208.09,23,31.922,28
15062372,44.974,44,118.806,117,58.478,54,35.805,28,309.727,306,35.899,27,46.01037,35,294.451,303,53.271,65,32.769,16,108.757,359,53.492,28,14.88,26,82.285,94,86.792,84,5.838,7,213.197,318,95.045,96,33.11622,37,233.133,342,36.175,41,33.952,35,87.36,83,61.551,75,36.153,44,162.814,117,49.018,54
15061342,45.443,59,117.099,106,54.759,69,23.166,28,308.705,306,32.738,27,50.88845,39,322.156,319,43.695,42,27.414,29,29.418,17,31.857,35,14.654,18,83.58,90,86.121,84,5.653,7,193.861,318,94.833,96,34.06858,33,341.337,346,34.61,41,35.176,42,101.774,96,77.286,80,33.99,44,169.092,117,47.518,54
15061281,43.491,28,118.464,115,54.456,50,40.2,49,325.3,320,40.242,54,50.60097,60,323.204,332,44.693,41,29.654,37,42.071,18,39.467,42,16.176,6,84.023,71,86.304,92,5.515,7,162.127,318,94.622,96,33.81079,38,305.882,316,35.785,42,36.388,42,99.735,96,74.726,80,43.552,44,126.998,117,54.145,54
15061932,45.992,45,116.265,128,55.261,58,51.448,45,331.526,330,47.636,52,49.72579,46,323.135,323,50.795,57,40.232,42,56.024,96,70.139,80,12.227,6,79.236,71,88.062,92,5.464,4,167.403,41,94.686,94,31.24803,36,321.042,345,39.278,42,35.068,29,52.679,96,55.295,42,44.202,44,113.946,117,54.257,54
15061370,48.957,44,115.704,117,64.975,54,53.835,58,332.523,336,43.175,48,51.47088,55,320.993,329,48.689,36,33.337,37,33.984,12,41.459,41,24.969,18,90.113,90,84,84,6.12,7,215.234,318,94.561,96,34.90165,39,285.496,346,37.139,37,38.474,41,73.495,86,76.417,80,43.233,44,125.912,117,53.517,54
15061630,40.729,43,116.017,124,57.988,62,23.348,20,308.487,307,29.172,26,49.00572,58,320.825,318,47.069,41,10.318,11,298.404,318,31.11,28,33.606,42,87.344,96,82.302,80,6.503,7,255.667,318,94.648,96,26.55736,22,336.477,344,29.683,27,35.168,42,75.287,96,73.384,80,21.808,16,261.957,359,35.034,28
15061789,42.711,26,115.972,115,52.808,44,43.702,55,322.396,328,45.893,52,48.93553,40,321.676,326,44.198,63,40.396,41,65.132,86,75.693,80,13.435,6,74.075,71,86.781,92,5.094,4,97.008,41,94.179,94,32.23418,36,339.675,346,36.161,37,37.008,32,51.024,41,49.002,54,39.245,44,127.464,117,51.685,54
15061666,45.374,48,118.014,118,61.355,66,22.198,34,316.719,316,36.94,33,40.56767,55,317.648,329,45.841,36,9.311,36,297.73,83,31.049,79,8.116,6,81.516,71,91.355,92,6.751,4,275.136,41,94.618,94,32.66229,34,185.896,344,37.419,27,33.093,11,108.055,318,78.068,28,15.082,16,120.95,359,32.344,28
15062143,46.625,44,116.8,117,65.268,54,20.931,20,307.347,307,28.382,26,44.82337,58,315.599,312,44.83,43,37.203,32,26.943,14,40.618,38,19.888,18,88.16,90,84.076,84,6.601,4,234.179,41,94.231,94,33.97953,23,343.543,316,34.023,30,35.014,42,69.313,96,77.878,80,27.329,16,179.454,359,43.911,28
15061297,45.729,44,117.603,117,54.717,54,21.464,20,308.495,307,34.636,26,48.32301,58,323.791,312,43.567,43,12.354,8,312.367,313,32.114,29,9.693,8,85.409,95,90.379,89,6.483,7,278.776,318,95.101,96,32.93948,11,308.732,318,32.802,28,33.59,47,136.679,85,73.122,76,39.855,44,154.47,117,51.356,54
15061907,42.824,26,118.986,116,58.77,44,38.373,4,320.578,41,39.615,94,44.24523,8,296.556,95,51.979,89,33.447,42,107.806,96,55.246,80,14.036,26,78.931,94,88.225,84,5.635,58,214.034,336,95.057,48,31.09262,38,227.099,324,37.527,27,31.124,8,61.037,96,60.547,27,40.391,48,130.144,118,52.252,66
15061538,44.913,44,116.077,118,55.527,54,21.024,39,309.068,308,29.92,54,50.4679,39,319.442,319,45.563,42,12.191,11,282.611,328,30.416,30,5.072,6,63.078,71,91.977,92,5.819,4,182.688,41,94.549,94,28.92707,22,334.798,344,30.23,27,37.482,47,102.478,85,78.246,76,14.882,16,250.256,359,29.078,28
15062371,40.757,48,119.03,118,55.816,66,33.127,39,318.673,321,36.062,36,48.20567,58,324.261,322,54.148,43,32.236,35,103.903,83,51.446,75,7.619,6,69.218,71,90.447,92,5.33,7,196.102,318,94.725,96,31.99249,33,343.708,344,35.271,42,33.766,33,95.926,10,72.085,43,37.209,44,136.42,117,52.05,54
15061685,46.536,50,116.904,115,65.086,71,21.228,28,307.578,306,28.382,27,44.64944,49,314.977,320,44.929,54,37.643,32,25.143,14,41.01,38,19.498,26,88.098,94,84.076,84,6.576,7,233.713,318,94.284,96,34.04933,33,343.708,333,34.057,27,34.939,33,69.612,80,77.731,75,27.431,21,178.858,132,44.071,49
15062081,46.555,50,117.208,115,58.728,71,31.997,20,305.616,307,34.503,26,46.69532,39,308.739,308,51.805,54,21.668,19,203.749,5,38.854,27,15.007,18,83.695,90,87.071,84,7.282,7,217.271,318,92.26,96,31.67608,36,298.098,344,33.864,29,33.984,25,87.34,345,69.061,82,29.202,6,158.038,23,42.846,28
15061969,42.659,26,116.065,116,64.581,44,51.021,26,339.829,314,40.158,33,41.84894,31,312.632,304,59.878,70,35.131,41,64.329,86,75.72,80,7.211,6,78.529,71,90.793,92,5.172,4,132.377,41,94.989,94,31.7025,36,206.807,346,37.795,42,34.511,29,60.658,17,48.127,50,42.27,44,142.64,117,52.742,54
15061498,45.753,44,116.157,117,58.37,54,36.04,26,292.578,314,41.763,33,52.19712,34,323.511,316,45.063,33,13.985,8,292.946,313,32.545,29,13.394,18,84.674,90,87.224,84,10.625,7,218.317,318,88.065,96,31.90739,42,342.115,346,33.168,43,35.599,41,84.07,86,76.979,80,17.148,6,215.158,23,31.826,28
15061271,44.766,43,118.87,124,55.551,62,54.851,20,327.201,307,45.1,26,49.71112,58,332.161,312,40.277,43,34.644,11,30.113,328,39.763,30,22.68,3,85.911,32,84.236,92,11.249,7,250.137,318,88.889,96,33.86506,36,237.577,346,37.512,42,36.757,42,87.061,96,78.178,80,36.003,44,146.358,117,50.977,54
15062344,45.519,45,117.217,106,55.185,72,35.264,20,306.977,307,40.513,26,56.14019,55,319.91,329,41.692,36,13.848,29,299.872,7,33.533,30,10.008,18,79.948,90,89.583,84,7.576,7,282.895,318,92.819,96,32.73199,28,265.508,321,32.544,30,35.877,42,108.932,96,77.027,80,23.069,44,243.718,117,33.777,54
15061279,43.312,44,129.452,117,53.934,54,23.234,26,316.49,314,35.648,33,54.14697,49,325.851,320,42.17,54,28.543,29,291.593,17,33.107,35,22.951,26,86.833,94,84.206,84,6.51,53,242.676,346,94.261,39,34.33716,22,323.336,346,33.847,42,32.609,42,137.773,96,73.009,73,29.109,44,195.013,117,43.648,54
15062144,45.051,45,115.661,128,55.821,58,21.364,35,309.54,303,30.055,28,50.25517,49,321.026,320,45.786,54,11.833,16,295.789,3,28.494,30,5.478,18,63.344,90,91.714,84,5.795,7,183.752,318,94.591,96,28.97753,36,334.749,346,30.358,42,37.523,42,102.646,96,78.163,80,14.958,16,250.772,359,29.082,28
15061722,45.202,59,115.547,106,63.059,69,37.19,57,327.136,327,41.285,45,51.26513,40,314.428,314,47.118,48,26.46,19,134.131,5,49.15,27,11.832,6,79.045,71,88.266,92,6.46,4,214.243,41,94.301,94,33.60015,43,332.307,331,34.744,37,35.726,32,109.269,84,67.187,81,30.238,44,209.09,117,41.643,54
15061768,46.066,48,116.213,118,66.943,66,39.344,49,309.015,301,36.364,36,46.65657,58,324.455,322,36.231,43,26.899,33,291.944,10,43.532,43,6.464,6,70.531,71,91.513,92,5.609,7,165.524,318,94.625,96,33.94933,33,341.091,328,33.811,27,35.785,36,95.437,83,77.065,79,37.217,44,177.618,117,48.466,54
15061557,46.296,28,116.988,115,57.357,50,21.88,20,309.325,307,30.454,26,44.69294,48,319.227,315,52.316,59,33.379,35,76.506,16,52.632,40,15.802,18,82.156,90,85.904,84,6.085,7,231.066,344,95.002,95,33.38431,37,340.743,331,37.024,37,33.875,42,112.128,96,47.848,80,41.462,44,125.828,117,53.281,54
15061434,44.219,26,117.905,116,54.939,44,55.424,53,333.801,346,38.096,39,49.62435,49,316.226,320,44.61,54,31.487,29,34.602,17,38.357,35,11.593,18,78.883,90,88.4,84,6.688,7,264.558,318,95.127,96,30.85223,58,274.255,12,38.528,50,36.05,42,67.84,85,73.163,80,27.524,16,232.232,359,40.097,28
15060072,42.979,50,126.217,115,58.758,71,50.62,53,336.571,306,37.272,43,42.26227,57,305.437,317,49.985,49,33.395,40,33.506,42,38.525,70,17.034,26,83.636,94,85.734,84,6.128,5,241.221,344,94.69,95,33.66683,33,256.307,344,38.204,27,36.588,35,87.001,83,71.47,75,42.568,44,130.221,117,52.706,54
15061405,43.382,28,116.861,115,56.412,50,36.331,20,314.604,307,40.638,26,49.91467,45,318.43,310,48.906,58,28.974,36,285.221,346,41.266,42,6.248,6,67.683,71,91.239,92,6.258,4,247.094,41,95.411,94,34.54178,36,270.299,322,32.94,31,29.089,35,111.086,86,79.066,75,39.81,44,117.897,117,51.842,54
15062052,48.944,59,116.395,106,64.989,69,55.069,28,331.493,345,42.935,30,51.60376,55,322.296,329,48.442,36,33.473,39,32.436,17,41.122,43,23.029,26,90.122,94,84,84,6.16,7,212.139,318,94.418,95,34.90705,22,253.192,324,37.17,33,38.489,41,73.283,86,77.463,80,43.329,44,125.331,117,53.556,54
15062098,49.015,48,116.6,118,63.856,66,54.315,58,331.816,336,42.954,48,51.31225,49,324.932,320,48.694,54,34.687,28,35.797,22,41.119,39,22.64,18,90.323,90,84,84,6.127,4,213.74,41,94.551,94,34.91898,42,329.959,316,37.079,42,38.432,47,76.55,85,76.44,76,43.164,44,125.417,117,53.468,54
15061916,45.401,32,117.423,112,54.97,58,23.356,20,308.734,307,32.672,26,50.98405,39,319.848,321,43.604,36,26.448,19,25.31,5,31.192,27,13.289,18,83.728,90,87.132,84,5.602,4,193.62,344,94.891,96,34.03462,55,338.918,12,34.487,43,35.117,35,102.317,83,75.957,75,33.693,44,170.461,117,47.24,54
