SAMPLES,c1_16542,c1_7871,c1_7872,c1_7874,c2_47202
15061364,4,3,3,1,3
15061365,3,3,4,0,4
15061367,3,3,4,0,4
15061368,4,3,3,1,3
15061369,4,3,3,1,3
15061370,4,3,3,1,3
15061377,4,3,3,1,3
15061378,4,4,4,0,4
15061380,3,4,4,0,4
15061382,3,3,3,0,4
15061383,4,3,3,1,3
15061384,3,4,4,0,4
15061385,3,4,4,0,4
15061386,4,3,3,1,3
15061388,3,3,4,0,3
15061389,4,4,4,0,4
15061390,4,4,4,0,4
15061392,1,3,3,1,4
15061394,4,3,3,0,4
15061396,4,3,3,0,4
15061404,4,4,4,0,4
15061406,4,3,3,1,3
15061410,4,3,4,0,4
15061411,3,4,4,0,4
15061414,4,4,4,0,4
15061415,3,3,3,1,3
15061417,4,4,4,0,4
15061418,4,4,4,0,4
15061419,3,4,4,0,4
15061420,4,3,3,0,4
15061421,4,3,3,1,3
15061422,4,4,4,0,4
15061423,4,4,4,0,4
15061424,3,3,3,1,3
15061425,4,3,3,1,3
15061430,4,3,3,1,3
15061434,3,3,3,1,3
15061435,4,2,3,1,3
15061436,4,2,3,0,4
15061437,4,4,4,0,4
15061438,4,4,4,0,4
15061439,4,4,4,0,4
15061441,3,3,4,0,3
15061442,3,4,4,0,4
15061443,4,2,3,0,4
15061444,3,4,4,0,4
15061445,3,3,4,0,3
15061447,4,3,4,0,4
15061453,3,3,4,0,3
15061458,4,3,3,1,3
15061459,4,4,4,0,4
15061461,4,3,3,1,3
15061462,4,4,4,0,4
15061463,4,4,4,NA,4
15061469,4,4,4,0,4
15061470,2,2,2,1,3
15061471,2,2,2,1,3
15061475,4,3,3,1,3
15061477,3,4,4,0,4
15061478,3,4,4,0,4
15061479,4,4,4,0,4
15061480,3,3,4,0,3
15061481,4,3,3,1,3
15061482,4,2,3,0,4
15061484,4,3,3,1,3
15061485,4,2,3,0,4
15061487,2,4,4,0,4
15061488,4,4,4,0,4
15061489,4,4,4,0,4
15061490,4,4,4,0,4
15061492,4,4,4,0,4
15061493,3,4,4,0,4
15061495,3,4,4,0,4
15061498,4,4,4,0,4
15061500,4,2,3,0,4
15061501,4,3,3,1,3
15061503,4,4,4,0,4
15061504,3,3,3,0,4
15061505,4,2,2,2,2
15061507,3,4,4,0,4
15061508,3,4,4,0,4
15061509,3,1,2,2,2
15061511,3,1,2,2,2
15061514,4,3,3,1,3
15061516,4,3,3,1,3
15061517,4,3,3,1,3
15061518,4,4,4,0,4
15061520,3,4,4,0,4
15061521,3,3,3,1,3
15061523,3,4,4,0,4
15061524,4,4,4,0,4
15061525,3,4,4,0,4
15061526,NA,3,3,1,3
15061528,3,4,4,0,4
15061530,3,4,4,0,4
15061533,3,4,4,0,4
15061534,3,3,3,1,3
15061535,3,4,4,0,4
15061536,3,4,4,0,4
15061537,4,3,3,0,4
15061538,3,4,4,0,4
15061539,3,4,4,0,4
15061542,4,3,3,1,3
15061543,3,3,4,0,4
15061546,3,4,4,0,4
15061549,4,2,3,1,3
15061550,3,3,3,1,3
15061551,4,2,3,0,4
15061553,4,3,3,0,4
15061555,4,3,3,1,3
15061556,4,2,3,0,4
15061557,4,3,3,1,3
15061561,4,3,4,0,4
15061564,4,4,4,0,4
15061565,4,2,3,1,3
15061566,3,4,4,0,4
15061567,4,3,4,0,4
15061571,4,4,4,0,4
15061575,4,3,3,1,3
15061576,2,2,2,1,3
15061577,4,3,3,1,3
15061580,4,3,3,1,3
15061585,2,2,2,1,3
15061586,2,2,2,1,3
15061588,4,2,3,0,4
15061601,4,3,3,1,3
15061602,4,3,3,0,4
15061604,4,2,2,2,2
15061608,2,2,2,1,3
15061609,3,4,4,0,4
15061610,4,3,3,1,3
15061614,3,3,3,0,4
15061621,4,3,3,1,3
15061622,NA,3,3,1,3
15061626,4,4,4,NA,4
15061627,4,4,4,0,4
15061628,3,1,2,2,2
15061629,2,4,4,0,4
15061630,3,3,3,1,3
15061632,3,3,3,0,4
15061633,4,2,4,0,4
15061638,4,3,3,1,3
15061639,4,3,3,0,4
15061640,4,3,3,1,3
15061641,4,3,3,0,4
15061642,4,3,3,1,3
15061645,4,3,3,1,3
15061646,4,3,3,0,4
15061649,4,1,1,1,3
15061650,3,3,3,0,4
15061651,3,4,4,0,4
15061653,4,3,3,1,3
15061654,3,3,3,0,4
15061658,3,3,3,0,4
15061659,2,2,2,1,3
15061665,4,3,4,0,4
15061666,3,4,4,0,4
15061667,4,3,3,1,3
15061668,4,3,4,0,4
15061669,3,3,3,1,2
15061670,4,3,3,0,4
15061671,4,2,3,1,3
15061673,NA,3,3,0,4
15061677,4,4,4,0,4
15061678,4,4,4,0,4
15061679,4,2,3,1,3
15061680,4,3,3,0,4
15061682,4,3,3,1,3
15061683,4,3,3,1,3
15061684,4,1,1,1,3
15061686,4,3,3,1,3
15061687,4,4,4,0,4
15061688,4,3,3,1,3
15061690,4,4,4,0,4
15061702,4,3,3,1,3
15061706,4,4,4,0,4
15061707,4,2,3,1,3
15061709,3,3,3,1,2
15061712,4,2,2,0,4
15061714,3,3,3,1,3
15061717,4,3,3,1,3
15061719,4,3,3,0,4
15061720,3,3,3,1,3
15061722,4,3,3,NA,3
15061723,4,3,3,1,3
15061724,NA,3,3,1,3
15061725,3,3,3,1,3
15061726,3,2,2,1,3
15061729,3,3,3,1,3
15061733,4,4,4,0,4
15061734,4,4,4,0,4
15061735,3,3,3,1,3
15061736,3,3,3,1,3
15061737,3,3,3,1,3
15061738,4,4,4,0,4
15061740,3,3,3,1,3
15061744,2,1,2,1,2
15061747,4,3,3,0,4
15061751,2,2,2,1,3
15061752,3,3,3,1,3
15061753,4,4,4,0,4
15061754,4,2,3,1,3
15061755,4,3,4,0,4
15061756,4,3,4,0,4
15061757,4,2,3,1,3
15061758,4,4,4,0,4
15061760,3,3,3,1,3
15061761,4,3,3,0,4
15061762,3,4,4,0,4
15061764,3,1,2,2,2
15061766,4,3,3,1,3
15061769,3,4,4,0,4
15061771,4,4,4,0,4
15061772,4,3,3,1,3
15061773,4,4,4,0,4
15061776,4,2,3,0,4
15061777,4,2,3,1,3
15061784,4,4,4,0,4
15061785,4,4,4,0,4
15061788,4,4,4,0,4
15061789,4,2,3,0,4
15061790,4,2,3,1,3
15061795,3,3,3,1,3
15061797,4,4,4,0,4
15061798,4,4,4,0,4
15061799,4,2,3,1,3
15061800,3,2,2,1,3
15061811,4,3,3,1,3
15061813,4,2,3,0,4
15061814,4,3,3,0,4
15061815,3,3,3,0,4
15061826,4,4,4,0,4
15061905,3,3,4,0,4
15061906,4,4,4,0,4
15061907,4,4,4,0,4
15061908,4,2,3,1,2
15061909,4,2,2,2,3
15061910,3,3,3,0,4
15061911,4,2,4,0,4
15061915,4,2,4,0,4
15061917,4,3,3,1,3
15061918,2,2,2,1,3
15061926,3,3,3,0,4
15061927,3,3,3,1,4
15061929,4,3,3,1,3
15061930,2,2,2,1,3
15061933,4,3,3,1,3
15061934,3,3,3,1,3
15061937,4,4,4,0,4
15061939,4,4,4,0,4
15061941,3,3,3,1,2
15061944,4,3,4,0,4
15061945,4,3,3,1,3
15061948,4,3,3,1,3
15061949,4,3,3,1,3
15061951,4,3,3,1,3
15061952,3,3,3,1,3
15061953,3,4,4,0,4
15061954,4,3,3,1,3
15061957,4,1,2,1,2
15061958,4,3,4,0,4
15061960,4,4,4,0,4
15061961,3,4,4,0,4
15061964,4,3,3,0,4
15061965,4,3,3,0,4
15061966,2,4,4,0,4
15061967,3,3,4,0,4
15061968,4,2,3,1,3
15061969,3,3,4,0,4
15062036,3,3,3,1,3
15062038,4,3,3,1,3
15062039,3,3,4,0,4
15062050,4,2,3,1,3
15062051,4,3,3,1,3
15062052,4,3,3,1,3
15062053,3,3,4,0,4
15062063,4,3,3,1,3
15062067,3,3,4,0,4
15062069,4,4,4,0,4
15062071,4,3,3,0,4
15062080,4,2,4,NA,4
15062081,4,4,4,0,3
15062092,4,3,3,1,3
15062094,3,4,4,0,4
15062097,4,3,3,1,3
15062100,2,3,3,0,4
15062101,4,3,3,1,3
15062102,3,3,3,1,4
15062103,4,4,4,0,4
15062105,3,4,4,0,4
15062106,4,4,4,0,4
15062107,3,4,4,0,4
15062108,4,4,4,0,4
15062109,4,3,3,1,3
15062112,3,4,4,0,4
15062115,3,3,4,0,3
15062117,4,3,3,1,3
15062118,4,3,3,1,3
15062119,4,3,3,1,3
15062122,3,4,4,0,4
15062124,3,1,2,2,2
15062126,NA,4,4,NA,4
15062133,3,4,4,0,4
15062136,3,2,2,2,3
15062139,3,3,3,1,3
15062143,4,3,3,1,3
15062144,3,4,4,0,4
15062145,4,2,3,1,3
15062146,3,3,3,1,3
15062147,3,3,3,1,3
15062149,3,3,3,1,3
15062150,4,4,4,0,4
15062151,3,3,3,1,3
15062152,4,4,4,0,4
15062153,4,4,4,0,4
15062332,2,2,2,1,3
15062333,4,4,4,0,4
15062334,2,2,2,1,3
15062335,4,2,2,2,2
15062337,4,3,3,1,3
15062338,4,3,3,1,3
15062339,3,3,3,1,2
15062344,4,3,3,1,1
15062346,4,2,2,2,2
15062347,4,3,3,1,3
15062349,4,3,3,1,3
15062350,4,3,3,1,3
15062351,NA,4,4,0,4
15062353,3,3,3,1,2
15062354,4,3,3,1,3
15062356,3,3,3,1,3
15062357,3,4,4,0,4
15062358,4,4,4,0,4
15062359,4,3,4,0,4
15062360,3,3,4,0,4
15062361,4,2,3,1,3
15062363,3,3,4,0,4
15062366,4,4,4,0,4
15062367,3,3,4,0,3
15062368,4,3,3,1,3
15062369,3,3,3,1,3
15062371,2,2,2,1,3
