SAMPLES,c1_1318,c1_4359,c1_5936,c1_5940,c2_23251
15061490,1,3,0,0,1
15061492,1,3,0,0,1
15061493,3,2,1,1,0
15061495,3,2,1,1,0
15061498,1,3,0,0,1
15061500,0,0,0,0,0
15061501,2,3,0,0,2
15061503,2,3,0,0,0
15061504,1,1,1,1,1
15061505,2,3,0,0,0
15061507,2,2,1,1,0
15061508,2,2,1,1,0
15061509,2,2,1,1,1
15061511,2,2,1,1,1
15061514,3,3,0,0,2
15061516,2,3,0,0,2
15061517,2,2,1,1,0
15061518,2,3,0,0,0
15061520,1,2,1,1,1
15061521,3,3,1,1,0
15061523,2,2,0,0,0
15061524,0,3,0,0,0
15061525,2,2,1,1,0
15061526,2,2,0,0,1
15061528,3,3,1,1,0
15061530,2,2,1,1,0
15061533,2,2,1,1,0
15061534,3,3,1,1,0
15061535,3,2,1,1,0
15061536,2,2,1,1,0
15061537,1,2,1,1,0
15061538,2,2,0,0,0
15061539,2,2,0,0,0
15061542,2,3,1,1,1
15061543,0,2,1,1,2
15061546,2,2,0,1,0
15061549,1,2,0,0,1
15061550,2,2,0,0,1
15061551,0,0,0,0,0
15061553,3,3,0,1,1
15061555,3,3,0,0,2
15061556,0,0,0,0,0
15061557,3,3,0,0,2
15061561,2,2,0,0,3
15061564,2,3,0,0,0
15061565,2,2,0,0,2
15061566,2,2,0,0,0
15061567,2,2,0,0,1
15061571,2,2,0,0,2
15061575,2,3,1,1,0
15061576,4,4,2,2,0
15061577,2,4,1,1,1
15061580,2,2,1,1,0
15061585,4,4,2,2,0
15061586,4,4,2,2,0
15061588,0,0,0,0,0
15061601,2,2,1,1,0
15061602,2,2,0,0,1
15061604,1,1,1,0,0
15061608,4,4,2,2,0
15061609,2,2,0,0,0
15061610,2,3,1,1,0
15061614,1,1,1,1,1
15061621,2,3,0,0,2
15061622,3,3,0,0,2
15061626,1,2,1,1,0
15061627,4,2,1,1,1
15061628,2,2,1,1,1
15061629,2,3,0,0,2
15061630,3,3,1,1,0
15061632,1,1,1,1,1
15061633,2,1,1,1,1
15061638,3,3,0,0,2
15061639,1,3,0,0,2
15061640,4,3,1,1,1
15061641,2,3,0,0,2
15061642,3,3,0,0,2
15061645,4,3,1,1,1
15061646,1,2,1,1,0
15061649,4,3,1,1,2
15061650,4,2,1,1,1
15061651,2,2,1,1,0
15061653,0,1,0,0,2
15061654,1,1,1,1,1
15061658,1,1,1,1,1
15061659,4,4,2,2,0
15061665,0,2,1,1,2
15061666,3,4,1,1,1
15061667,2,3,1,1,0
15061668,0,2,1,1,2
15061669,0,2,0,0,0
15061670,2,3,0,0,2
15061671,1,2,1,1,2
15061673,2,3,1,1,1
15061677,1,3,0,0,1
15061678,1,3,0,0,1
15061679,2,2,1,1,0
15061680,2,3,0,0,2
15061682,3,3,0,0,1
15061683,2,2,1,1,0
15061684,2,4,0,0,0
15061686,2,2,1,1,0
15061687,3,2,0,0,1
15061688,2,2,1,1,0
15061690,1,3,0,0,1
15061702,4,3,1,1,1
15061706,2,1,0,0,1
15061707,3,4,1,1,2
15061709,0,2,0,0,0
15061712,4,2,1,1,1
15061714,3,1,0,0,0
15061717,3,3,1,1,2
15061719,1,2,1,1,0
15061720,3,2,0,0,0
15061722,1,3,0,0,1
15061723,1,3,0,0,2
15061724,2,2,0,0,1
15061725,3,1,0,0,0
15061726,0,2,1,1,1
15061729,2,2,0,0,1
15061733,1,3,0,0,1
15061734,1,3,0,0,1
15061735,3,1,0,0,0
15061736,2,2,0,0,1
15061737,2,2,0,0,1
15061738,1,3,0,0,1
15061740,4,3,1,1,1
15061744,0,1,0,0,1
15061747,1,2,1,1,0
15061751,4,4,2,2,0
15061752,4,3,1,1,1
15061753,1,3,0,0,1
15061754,0,1,0,0,1
15061755,1,2,1,1,0
15061756,1,2,1,1,0
15061757,2,2,1,1,0
15061758,4,4,2,2,0
15061760,2,2,0,0,1
15061761,1,2,1,1,0
15061762,3,2,1,1,0
15061764,2,2,1,1,1
15061766,2,3,1,1,1
15061769,0,4,0,0,0
15061771,1,3,0,0,1
15061772,1,3,1,1,0
15061773,2,2,0,0,1
15061776,0,0,0,0,0
15061777,2,2,1,1,0
15061784,1,3,0,0,1
15061785,4,3,1,1,1
15061788,0,3,0,0,0
15061789,0,0,0,0,0
15061790,2,2,1,1,0
15061795,3,3,1,1,0
15061797,1,3,0,0,1
15061798,2,3,0,0,0
15061799,2,2,1,1,0
15061800,2,3,0,0,1
15061811,3,3,0,0,2
15061813,0,0,0,0,0
15061814,2,3,0,0,2
15061815,1,1,1,1,1
15061826,1,3,0,0,0
15061905,0,2,1,1,2
15061906,3,3,1,1,1
15061907,0,0,1,1,1
15061908,1,2,0,0,1
15061909,3,2,1,1,0
15061910,1,1,1,1,1
15061911,0,1,0,0,1
15061915,0,1,0,0,1
15061917,0,1,0,0,2
15061918,4,4,2,2,0
15061926,1,1,1,1,1
15061927,3,3,0,0,2
15061929,2,4,0,0,0
15061930,4,4,2,2,0
15061933,2,2,1,1,0
15061934,2,2,0,0,1
15061937,2,2,1,1,0
15061939,1,3,0,0,1
15061941,0,2,0,0,0
15061944,0,3,0,0,1
15061945,0,1,0,0,2
15061948,2,2,1,1,0
15061949,1,2,1,1,1
15061951,0,1,0,0,2
15061952,2,2,0,0,1
15061953,2,2,0,0,0
15061954,0,1,0,0,2
15061957,2,1,0,0,1
15061958,2,2,0,0,1
15061960,3,3,1,1,1
15061961,2,2,0,0,0
15061964,1,2,1,1,0
15061965,2,2,0,0,0
15061966,2,2,1,1,1
15061967,3,3,0,0,1
15061968,2,2,1,1,0
15061969,2,3,0,0,0
15062036,3,3,1,1,0
15062038,0,1,0,0,2
15062039,0,2,1,1,2
15062050,1,1,0,0,0
15062051,0,1,0,0,2
15062052,0,1,0,0,2
15062053,0,2,1,0,2
15062063,2,2,1,1,0
15062067,2,3,0,0,0
15062069,0,3,0,0,0
15062071,1,2,1,1,0
15062080,2,3,0,0,1
15062081,2,3,1,1,0
15062092,2,2,1,1,0
15062094,2,2,0,0,0
15062097,3,3,0,0,2
15062100,1,1,0,0,2
15062101,2,3,1,1,0
15062102,2,3,0,0,1
15062103,3,3,0,0,1
15062105,2,2,0,0,0
15062106,1,3,0,0,1
15062107,2,2,1,1,0
15062108,1,3,0,0,1
15062109,0,1,0,0,2
15062112,2,2,0,0,0
15062115,2,3,1,1,1
15062117,0,1,0,0,2
15062118,0,1,0,0,2
15062119,2,4,1,1,1
15062122,3,4,1,1,1
15062124,2,2,1,1,1
15062126,2,3,0,0,0
15062133,3,2,1,1,0
15062136,0,2,0,0,3
15062139,3,1,0,0,0
15062143,2,3,1,1,0
15062144,2,2,0,0,0
15062145,3,4,1,1,2
15062146,3,3,1,1,0
15062147,3,1,0,0,0
15062149,3,1,0,0,0
15062150,1,3,1,1,1
15062151,3,3,2,2,0
15062152,1,3,0,0,1
15062153,1,3,0,0,1
15062332,4,4,2,2,0
15062333,1,2,1,1,0
15062334,4,4,2,2,0
15062335,2,3,0,0,0
15062337,0,1,0,0,2
15062338,0,1,0,0,2
15062339,4,2,1,1,1
15062344,0,3,0,0,2
15062346,2,3,0,0,2
15062347,1,3,1,1,0
15062349,2,4,1,1,1
15062350,1,2,1,1,1
15062351,3,2,1,1,0
15062353,0,2,0,0,0
15062354,0,1,0,0,2
15062356,3,3,1,1,0
15062357,2,2,0,0,0
15062358,1,3,0,0,1
15062359,0,2,1,1,2
15062360,2,3,0,0,0
15062361,1,2,0,0,1
15062363,0,2,1,1,2
15062366,2,3,0,0,0
15062367,2,3,1,1,1
15062368,0,1,0,0,2
15062369,3,1,0,0,0
15062371,4,4,2,2,0
