SAMPLES,c2_42655,c2_46081,c2_46107,c2_52905,c2_56238
15061420,2,4,4,4,4
15061421,0,4,4,4,4
15061422,0,4,4,4,4
15061423,0,4,4,4,4
15061424,0,4,4,4,3
15061425,0,4,4,4,4
15061430,0,4,4,4,4
15061434,0,4,4,4,3
15061435,0,4,4,4,4
15061436,1,4,4,4,4
15061437,0,4,4,4,3
15061438,1,3,3,3,3
15061439,0,4,4,4,3
15061441,0,4,4,4,3
15061442,0,4,4,4,4
15061443,1,4,4,4,4
15061444,0,4,4,4,2
15061445,0,4,4,4,3
15061447,0,4,4,4,4
15061453,0,4,4,4,3
15061458,0,4,4,4,4
15061459,1,3,3,3,3
15061461,0,4,4,4,4
15061462,0,4,4,4,3
15061463,0,4,4,4,4
15061469,0,4,4,4,4
15061470,0,4,4,4,4
15061471,0,4,4,4,4
15061475,0,4,4,4,4
15061477,0,4,4,4,2
15061478,0,4,4,4,3
15061479,0,4,4,4,4
15061480,0,4,4,4,3
15061481,0,4,4,4,4
15061482,1,4,4,4,4
15061484,0,4,4,4,4
15061485,1,4,4,4,4
15061487,0,4,4,4,2
15061488,1,3,3,3,3
15061489,1,3,3,3,3
15061490,1,3,3,3,3
15061492,1,3,3,3,3
15061493,0,4,4,4,3
15061495,0,4,4,4,3
15061498,1,3,2,3,3
15061500,1,4,4,4,4
15061501,0,4,4,4,3
15061503,0,4,4,4,4
15061504,0,4,4,4,4
15061505,0,3,3,3,2
15061507,0,4,4,4,4
15061508,0,4,4,4,4
15061509,0,4,4,4,3
15061511,0,4,4,4,3
15061514,0,4,4,4,4
15061516,0,4,4,4,3
15061517,0,4,4,4,4
15061518,0,4,4,4,4
15061520,0,4,4,4,3
15061521,0,4,4,4,4
15061523,0,4,4,4,3
15061524,0,3,3,2,4
15061525,0,4,4,4,4
15061526,0,4,4,4,3
15061528,0,4,4,4,3
15061530,0,4,4,4,4
15061533,0,4,4,4,4
15061534,0,4,4,4,2
15061535,0,4,4,4,3
15061536,0,4,4,4,4
15061537,0,4,4,4,4
15061538,0,4,4,4,3
15061539,0,4,4,4,3
15061542,0,4,4,4,4
15061543,1,4,4,4,4
15061546,0,4,4,4,3
15061549,0,4,4,4,3
15061550,0,4,4,4,3
15061551,1,4,4,4,4
15061553,0,4,NA,4,4
15061555,0,4,4,4,4
15061556,1,4,4,4,4
15061557,0,4,4,4,4
15061561,0,3,3,3,3
15061564,0,4,4,4,4
15061565,0,4,4,4,3
15061566,0,4,4,4,3
15061567,0,4,4,4,NA
15061571,0,3,3,3,4
15061575,0,4,4,4,4
15061576,0,4,4,4,4
15061577,0,4,4,4,4
15061580,0,4,4,4,4
15061585,0,4,4,4,4
15061586,0,4,4,4,4
15061588,1,4,4,4,4
15061601,0,4,4,4,4
15061602,0,4,4,4,4
15061604,1,3,3,3,3
15061608,0,4,4,4,4
15061609,0,4,4,4,3
15061610,0,4,4,4,4
15061614,0,4,4,4,4
15061621,0,4,4,4,3
15061622,0,4,4,4,4
15061626,0,4,4,4,2
15061627,1,4,4,4,4
15061628,0,4,4,4,3
15061629,0,4,4,4,3
15061630,0,4,4,4,2
15061632,0,4,4,4,4
15061633,1,4,4,4,4
15061638,0,4,4,4,4
15061639,1,4,4,4,4
15061640,0,4,4,4,2
15061641,1,4,4,4,4
15061642,0,4,4,4,4
15061645,0,4,4,4,2
15061646,0,4,4,4,4
15061649,1,4,4,4,2
15061650,0,4,4,4,4
15061651,0,4,4,4,4
15061653,0,4,4,4,4
15061654,0,4,4,4,4
15061658,NA,4,4,4,4
15061659,0,4,4,4,4
15061665,0,3,3,4,4
15061666,0,3,3,2,4
15061667,0,4,4,4,4
15061668,0,3,3,4,4
15061669,0,4,4,4,4
15061670,1,4,4,4,4
15061671,0,3,3,3,3
15061673,NA,4,4,4,3
15061677,1,3,3,3,3
15061678,1,3,3,3,3
15061679,0,4,4,4,4
15061680,1,4,4,4,4
15061682,0,4,4,4,4
15061683,0,4,4,4,4
15061684,1,3,3,3,3
15061686,0,4,4,4,4
15061687,0,4,4,4,4
15061688,0,4,4,4,4
15061690,1,3,3,3,3
15061702,0,4,4,4,2
15061706,0,4,4,4,3
15061707,1,4,4,4,3
15061709,0,4,4,4,4
15061712,0,4,4,4,3
15061714,0,4,4,4,3
15061717,1,4,4,4,4
15061719,0,4,4,4,4
15061720,0,4,4,4,3
15061722,0,4,4,4,3
15061723,0,4,4,4,3
15061724,0,4,4,4,3
15061725,0,4,4,4,3
15061726,0,3,3,3,4
15061729,0,4,4,4,3
15061733,1,3,3,3,3
15061734,1,3,3,3,3
15061735,0,4,4,4,3
15061736,0,4,4,4,3
15061737,0,4,4,4,3
15061738,1,3,3,3,3
15061740,0,4,4,4,4
15061744,1,3,3,3,4
15061747,0,4,4,4,4
15061751,0,4,4,4,4
15061752,0,4,4,4,4
15061753,1,3,3,3,3
15061754,1,4,4,4,4
15061755,0,3,3,3,4
15061756,0,3,3,3,4
15061757,0,4,4,4,4
15061758,0,4,4,4,3
15061760,0,4,4,4,3
15061761,0,4,4,4,4
15061762,0,4,4,4,3
15061764,0,4,4,4,3
15061766,0,4,4,4,4
15061769,0,3,3,3,3
15061771,1,3,3,3,3
15061772,1,4,4,4,4
15061773,0,4,4,4,3
15061776,1,4,4,4,4
15061777,0,4,4,4,4
15061784,1,3,3,3,3
15061785,3,4,4,4,4
15061788,0,3,3,3,4
15061789,1,4,4,4,4
15061790,0,4,4,4,4
15061795,0,4,4,4,2
15061797,1,3,3,3,3
15061798,0,4,4,4,4
15061799,0,4,4,4,4
15061800,0,4,4,4,4
15061811,0,4,4,4,4
15061813,1,4,4,4,4
15061814,1,4,4,4,4
15061815,0,4,4,4,4
15061826,0,4,4,4,4
15061905,1,4,4,4,4
15061906,0,4,4,4,4
15061907,2,3,3,2,2
15061908,0,NA,4,4,3
15061909,0,3,3,3,3
15061910,0,4,4,4,4
15061911,2,4,4,4,4
15061915,2,4,4,4,4
15061917,0,4,4,4,4
15061918,0,4,4,4,4
15061926,0,4,4,4,4
15061927,1,4,3,4,4
15061929,0,4,4,4,4
15061930,0,4,4,4,4
15061933,0,4,4,4,4
15061934,0,4,4,4,3
15061937,1,4,4,4,3
15061939,1,3,3,3,3
15061941,0,4,4,4,4
15061944,0,4,4,4,2
15061945,0,4,4,4,4
15061948,0,4,4,4,4
15061949,0,4,4,4,4
15061951,0,4,4,4,4
15061952,0,4,4,4,3
15061953,0,4,4,4,3
15061954,0,4,4,4,4
15061957,0,4,4,4,4
15061958,0,4,4,4,NA
15061960,0,4,4,4,4
15061961,0,4,4,4,3
15061964,0,4,4,4,4
15061965,NA,4,4,4,4
15061966,0,4,4,4,2
15061967,0,4,4,4,4
15061968,0,4,4,4,4
15061969,0,4,4,4,4
15062036,0,4,4,4,4
15062038,0,4,4,4,4
15062039,1,4,4,4,4
15062050,1,4,4,4,3
15062051,0,4,4,4,4
15062052,0,4,4,4,4
15062053,1,4,4,4,4
15062063,0,4,4,4,4
15062067,0,4,4,4,4
15062069,0,3,3,2,4
15062071,0,4,4,4,4
15062080,NA,NA,NA,4,3
15062081,1,4,4,4,4
15062092,0,4,4,4,4
15062094,0,4,4,4,3
15062097,0,4,4,4,4
15062100,0,4,4,4,4
15062101,0,4,4,4,4
15062102,0,4,4,4,4
15062103,1,2,NA,2,2
15062105,0,4,4,4,3
15062106,1,3,3,3,3
15062107,0,4,4,4,4
15062108,1,3,3,3,3
15062109,0,4,4,4,4
15062112,0,4,4,4,3
15062115,0,4,4,4,3
15062117,0,4,4,4,4
15062118,0,4,4,4,4
15062119,0,4,4,4,4
15062122,0,3,3,3,4
15062124,0,4,4,4,3
15062126,0,4,4,4,3
15062133,0,4,4,4,3
15062136,1,4,4,4,2
15062139,0,4,4,4,3
15062143,0,4,4,4,4
15062144,0,4,4,4,3
15062145,1,4,4,4,3
15062146,0,4,4,4,2
15062147,0,4,4,4,3
15062149,0,4,4,4,3
15062150,0,4,4,4,2
15062151,0,4,4,4,3
15062152,1,3,3,3,3
15062153,1,3,3,3,3
15062332,0,4,4,4,4
15062333,0,4,4,4,2
15062334,0,4,4,4,4
15062335,0,3,3,3,2
15062337,0,4,4,4,4
15062338,0,4,4,4,4
15062339,0,4,4,4,3
15062344,0,4,4,4,4
15062346,0,4,4,4,3
15062347,1,4,4,4,4
15062349,0,4,4,4,4
15062350,0,4,4,4,4
15062351,0,4,4,4,3
15062353,0,4,4,4,4
15062354,0,4,4,4,4
15062356,0,4,4,4,2
15062357,0,4,4,4,3
15062358,1,3,3,3,3
15062359,0,3,3,4,4
15062360,0,4,4,4,4
15062361,0,4,4,4,3
15062363,1,4,4,4,4
15062366,0,4,4,4,4
15062367,0,4,4,4,3
15062368,0,4,4,4,4
15062369,0,4,4,4,3
15062371,0,4,4,4,4
