SAMPLES,c1_11196,c1_11356,c1_11920,c1_11991,c1_15204,c1_16171,c1_16540,c1_16651,c1_2640,c1_4803,c1_8118,c1_8344,c2_10088,c2_12760,c2_12788,c2_13766,c2_15268,c2_25897,c2_26498,c2_26938,c2_30741,c2_31439,c2_3146,c2_34179,c2_36370,c2_37692,c2_40858,c2_44000,c2_45570,c2_55779,c2_55781,c2_5732,c2_5774,c2_7919,c2_9908
15061302,0,3,0,3,1,0,2,1,3,4,1,4,0,1,1,1,0,3,3,1,4,0,1,2,4,3,2,4,3,2,2,1,3,1,0
15061303,0,2,2,3,0,0,1,0,4,1,1,4,0,0,0,1,1,3,4,1,4,0,1,1,2,4,2,4,3,0,4,0,3,1,1
15061305,1,2,2,2,0,0,2,1,3,2,1,4,1,0,0,1,0,3,3,2,3,0,2,2,2,2,2,3,4,2,2,0,2,0,1
15061307,0,3,1,1,0,0,3,1,1,2,0,4,1,1,1,2,1,4,3,0,2,1,3,4,3,2,2,4,4,2,2,0,3,0,2
15061312,0,1,1,2,1,0,1,1,3,3,0,4,1,1,1,2,0,4,3,2,4,0,3,2,3,4,1,2,3,1,3,1,2,2,1
15061313,2,3,0,4,1,0,1,0,3,2,0,4,2,0,0,0,0,4,2,1,2,0,1,2,3,2,0,4,4,1,3,1,1,0,1
15061314,0,1,0,2,1,0,1,1,3,4,0,4,0,0,0,0,1,4,3,1,4,1,2,2,3,3,1,2,4,2,2,1,2,0,0
15061317,1,2,2,3,0,1,2,0,2,4,2,4,1,0,0,0,0,3,3,1,3,0,0,3,2,2,1,3,4,0,4,0,0,1,2
15061320,1,2,1,2,1,1,0,0,4,2,2,4,1,0,1,1,1,4,4,0,2,1,2,3,4,2,3,4,3,1,3,1,2,0,0
15061323,0,2,0,1,0,0,2,1,3,3,1,3,0,1,1,1,0,4,4,0,2,1,2,1,4,4,0,3,3,0,NA,0,3,0,0
15061324,1,2,1,3,1,1,0,0,4,3,0,4,1,0,1,2,3,2,4,1,2,2,3,3,3,4,2,3,4,0,4,1,2,0,2
15061327,1,3,2,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15061329,0,2,1,2,1,0,0,0,4,3,0,4,0,1,1,3,0,4,4,0,4,1,3,1,4,4,3,3,3,1,3,1,3,1,1
15061330,0,1,1,2,2,1,2,0,4,1,3,3,1,1,1,2,1,3,3,1,3,1,2,3,3,4,1,2,2,2,2,2,4,0,0
15061331,1,1,1,1,1,0,2,0,3,3,2,4,1,0,0,2,0,3,3,2,3,0,1,1,4,4,2,3,4,0,4,1,2,0,1
15061335,0,3,2,2,1,0,1,1,3,2,0,4,0,0,0,2,1,4,4,2,4,1,1,2,3,2,2,4,4,1,3,1,1,1,1
15061336,0,2,0,1,2,0,2,0,3,1,0,4,0,0,0,2,0,4,3,1,4,0,3,1,3,4,2,4,4,NA,NA,2,2,1,0
15061340,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,3,0,2,2,3,4,0,4,4,0,4,0,1,1,1
15061342,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,2,4,4,1,3,3,1,3,0,2,1,1
15061344,0,2,0,2,1,0,3,1,3,2,2,3,0,1,1,1,0,2,3,0,2,0,2,2,3,4,2,3,3,1,3,1,1,0,0
15061345,1,3,0,2,1,0,2,0,2,2,0,4,1,0,0,0,0,4,3,0,3,0,2,0,3,2,2,4,4,2,2,1,3,0,0
15061346,1,3,0,2,1,0,2,0,2,2,0,4,1,0,0,0,0,4,3,0,2,0,2,0,3,3,2,4,4,2,2,1,3,0,0
15061347,1,0,1,0,1,1,1,0,3,3,2,4,1,0,0,3,1,4,3,0,4,0,4,1,1,3,3,2,4,1,3,1,0,0,1
15061349,2,1,1,3,0,0,1,1,3,3,1,4,2,1,1,1,0,3,3,1,3,0,2,1,4,4,1,3,3,0,4,0,2,1,2
15061352,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061353,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,2,4,4,1,3,3,1,3,0,2,1,1
15061355,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,2,4,4,1,3,3,1,3,0,2,1,1
15061360,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,2,4,4,1,3,3,1,3,0,2,1,1
15061364,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,2,4,4,1,3,3,1,3,0,2,1,1
15061365,1,3,1,2,1,0,2,0,4,2,1,4,2,1,1,1,1,3,4,1,2,0,3,2,4,3,2,4,3,2,2,1,3,0,1
15061367,1,3,1,2,1,0,2,0,4,2,1,4,2,1,1,1,1,3,4,1,2,0,3,2,4,3,2,4,3,2,2,1,3,0,1
15061368,1,2,1,2,1,0,1,1,3,2,0,4,1,0,0,3,0,4,3,0,2,0,2,1,3,3,1,4,4,2,2,1,4,0,1
15061369,1,2,2,2,1,0,1,1,3,2,0,4,1,0,0,3,0,4,3,0,2,0,2,1,3,3,1,4,4,2,2,1,4,0,1
15061370,1,3,0,2,1,0,2,0,2,2,0,4,1,0,0,0,0,4,3,0,3,0,2,0,3,3,2,4,4,2,2,1,3,0,0
15061377,1,3,2,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15061378,0,3,2,2,1,0,1,1,3,2,0,4,0,0,0,2,1,4,4,2,4,1,1,2,3,2,2,4,4,1,3,1,1,1,1
15061380,1,0,1,0,1,1,1,0,3,3,2,4,1,0,0,3,1,4,3,0,4,0,4,1,1,3,3,2,4,1,3,1,0,0,1
15061382,0,2,0,1,0,0,2,1,3,3,1,3,0,1,1,1,0,4,4,0,2,1,2,1,4,4,0,3,3,0,4,0,3,0,0
15061383,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,2,4,4,1,3,3,1,3,0,2,1,1
15061384,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,3,0,2,2,3,4,0,4,4,0,4,0,1,1,1
15061385,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,3,0,2,2,3,4,0,4,4,0,4,0,1,1,1
15061386,1,2,2,2,1,0,1,1,3,2,0,4,1,0,0,3,0,4,3,0,2,0,2,1,3,3,1,4,4,2,2,1,4,0,1
15061388,1,2,1,2,0,0,2,1,2,3,0,4,1,1,1,2,0,4,4,2,3,0,1,1,3,4,1,3,3,0,4,0,3,0,0
15061389,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061390,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061392,0,2,2,2,0,2,3,0,1,3,2,4,0,0,0,2,1,1,3,2,4,1,2,1,3,2,1,4,4,0,4,1,2,0,1
15061394,1,2,2,3,0,1,2,0,2,4,2,4,1,0,0,0,0,3,3,1,3,0,0,3,2,2,1,3,4,0,4,0,0,1,2
15061396,1,2,1,3,0,1,2,0,2,4,2,4,1,0,0,0,0,3,3,1,3,0,0,3,2,2,1,3,4,0,4,0,0,1,2
15061404,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061406,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,2,4,4,1,3,3,1,3,0,2,1,1
15061410,0,2,1,3,1,1,2,0,2,1,1,4,0,1,2,1,0,3,4,1,2,0,3,2,4,3,2,4,3,0,4,1,4,0,1
15061411,1,3,0,0,1,0,3,1,3,1,1,4,1,1,1,1,0,4,4,0,2,0,4,1,3,2,2,4,3,2,2,1,1,0,0
15061414,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061415,1,2,1,0,0,1,2,0,3,3,2,4,1,0,0,4,1,4,3,1,2,1,3,1,2,3,1,2,4,0,4,0,2,0,2
15061417,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061418,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061419,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,3,0,2,2,3,4,0,4,4,0,4,0,1,1,1
15061420,1,2,1,2,1,1,0,0,4,2,2,4,1,0,1,1,1,4,4,0,2,1,2,3,4,2,3,4,3,1,3,1,2,0,0
15061421,1,3,3,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15061422,0,1,1,3,0,1,1,0,3,4,0,4,0,0,0,3,0,4,4,2,4,0,3,1,4,3,3,3,4,0,4,0,1,0,3
15061423,0,1,1,3,0,1,1,0,3,4,0,4,0,0,0,3,0,4,4,2,4,0,3,1,4,3,3,3,4,0,4,0,1,0,3
15061424,0,2,1,0,0,1,2,0,4,3,2,4,0,0,0,2,0,3,3,1,4,0,3,2,3,2,2,3,4,1,3,0,0,1,1
15061425,1,3,0,2,1,0,2,0,2,2,0,4,1,0,0,0,0,4,3,0,3,0,2,0,3,3,2,4,4,2,2,1,3,0,0
15061430,1,3,0,2,1,0,2,0,2,2,0,4,1,0,0,0,0,4,3,0,3,0,2,0,3,2,2,4,4,2,2,1,3,0,0
15061434,1,2,1,0,0,1,2,0,3,3,2,4,1,0,0,4,1,4,3,1,2,1,3,1,2,3,1,2,4,0,4,0,2,0,2
15061435,0,1,1,1,2,0,1,1,4,3,1,4,0,0,0,1,0,3,4,2,4,0,1,3,4,4,3,2,4,1,3,2,4,1,0
15061436,1,2,1,2,0,0,0,2,4,2,0,3,1,0,1,1,0,4,3,2,3,1,3,2,2,4,2,3,4,0,4,0,1,0,3
15061437,1,1,0,1,2,0,1,2,3,1,0,4,1,0,0,3,0,4,3,0,2,0,3,0,2,2,3,3,4,1,3,2,1,0,0
15061438,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061439,1,1,0,1,2,0,1,2,3,1,0,4,1,0,0,3,0,4,3,0,2,0,3,0,2,2,3,3,4,1,3,2,1,0,0
15061441,0,4,2,2,0,0,2,0,2,2,0,4,1,1,1,1,0,4,3,0,4,0,2,3,4,3,2,4,3,1,3,0,1,1,0
15061442,1,3,0,0,1,0,3,1,3,1,1,4,1,1,1,1,0,4,4,0,3,0,4,1,3,2,2,4,3,2,2,1,1,0,0
15061443,1,2,1,2,0,0,0,2,4,2,0,3,1,0,1,1,0,4,3,2,3,1,3,2,2,4,2,3,4,0,4,0,1,0,3
15061444,1,3,1,2,1,0,3,1,3,3,1,4,1,0,0,2,0,4,3,0,3,0,4,2,2,2,2,3,4,NA,NA,1,3,0,0
15061445,0,4,1,2,0,0,2,0,2,2,0,4,1,1,1,1,0,4,3,0,4,0,2,3,4,3,2,4,3,1,3,0,1,1,0
15061447,0,1,1,2,0,2,1,0,2,4,0,4,0,NA,NA,3,0,4,4,1,4,NA,3,1,NA,3,2,3,3,0,4,0,1,0,3
15061453,0,4,2,2,0,0,2,0,2,2,0,4,1,1,1,1,0,4,3,0,4,0,2,3,4,3,2,4,3,1,3,0,1,1,0
15061458,1,3,0,2,1,0,2,0,2,2,0,4,1,0,0,0,0,4,3,0,3,0,2,0,3,2,2,4,4,2,2,1,3,0,0
15061459,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061461,1,3,0,2,1,0,2,0,2,2,0,4,1,0,0,0,0,4,3,0,3,0,2,0,3,2,2,4,4,2,2,1,3,0,0
15061462,1,1,0,1,2,0,1,2,3,1,0,4,1,0,0,3,0,4,3,0,2,0,3,0,2,2,3,3,4,1,3,2,1,0,0
15061463,0,2,1,3,0,1,1,0,3,3,0,4,0,0,0,2,0,4,4,1,4,0,3,1,NA,3,2,3,4,0,NA,0,2,0,2
15061469,0,2,0,2,1,0,3,1,3,2,2,3,0,1,1,1,0,2,3,0,2,0,2,2,3,4,2,3,3,1,3,1,1,0,0
15061470,0,2,1,1,0,1,2,0,3,1,1,3,1,0,0,3,1,3,2,1,1,2,3,3,2,2,3,3,4,0,4,0,2,1,0
15061471,0,2,1,1,0,1,2,0,3,1,1,3,1,0,0,3,1,3,2,1,1,2,3,3,2,2,3,3,4,0,4,0,2,1,0
15061475,1,3,2,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15061477,1,3,1,2,1,0,3,1,3,3,1,4,1,0,0,2,0,4,3,0,3,0,4,2,2,2,2,3,4,NA,NA,1,3,0,0
15061478,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,3,0,2,2,3,4,0,4,4,0,4,0,1,1,1
15061479,0,1,1,3,0,1,1,0,3,4,0,4,0,0,0,3,0,4,4,2,4,0,3,1,4,3,3,3,4,0,4,0,1,0,3
15061480,0,4,2,2,0,0,2,0,2,2,0,4,1,1,1,1,0,4,3,0,4,0,2,3,4,3,2,4,3,1,3,0,1,1,0
15061481,2,3,0,4,1,0,1,0,3,2,0,4,2,0,0,0,0,4,2,1,2,0,1,2,3,2,0,4,4,1,3,1,1,0,1
15061482,1,2,1,2,0,0,0,2,4,2,0,3,1,0,1,1,0,4,3,2,3,1,3,2,2,4,2,3,4,0,4,0,1,0,3
15061484,2,3,0,2,1,0,1,0,3,2,0,4,2,0,0,3,0,4,3,0,2,0,2,1,3,2,1,3,4,2,2,1,2,0,0
15061485,1,2,1,2,0,0,0,2,4,2,0,3,1,0,1,1,0,4,3,2,3,1,3,2,2,4,2,3,4,0,4,0,1,0,3
15061487,1,1,1,0,1,1,3,1,4,2,2,4,1,0,0,2,0,4,3,0,3,0,3,2,2,2,2,3,4,2,2,1,1,1,0
15061488,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061489,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061490,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061492,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061493,1,0,1,0,1,1,1,0,3,3,2,4,1,0,0,3,1,4,3,0,4,0,4,1,1,3,3,2,4,1,3,1,0,0,1
15061495,1,0,1,0,1,1,1,0,3,3,2,4,1,0,0,3,1,4,3,0,4,0,4,1,1,3,3,2,4,1,3,1,0,0,1
15061498,0,2,1,2,1,1,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,2,NA,4,1,3,4,2,2,1,2,1,1
15061500,1,2,1,2,0,0,0,2,4,2,0,3,1,0,1,1,0,4,3,2,3,1,3,2,2,4,2,3,4,0,4,0,1,0,3
15061501,0,3,0,3,2,0,1,2,2,3,0,4,1,1,1,2,0,4,3,1,2,0,3,2,3,3,1,3,3,1,3,2,3,2,1
15061503,0,1,1,3,0,1,1,0,3,4,0,4,0,0,0,3,0,4,4,1,4,0,3,1,4,3,3,3,4,0,4,0,1,0,3
