SAMPLES,c1_11196,c1_11356,c1_11920,c1_11991,c1_15204,c1_16171,c1_16540,c1_16651,c1_2640,c1_4803,c1_8118,c1_8344,c2_10088,c2_12760,c2_12788,c2_13766,c2_15268,c2_25897,c2_26498,c2_26938,c2_30741,c2_31439,c2_3146,c2_34179,c2_36370,c2_37692,c2_40858,c2_44000,c2_45570,c2_55779,c2_55781,c2_5732,c2_5774,c2_7919,c2_9908
15060081,1,2,3,3,1,1,1,0,3,2,1,4,1,0,NA,1,1,4,3,1,3,NA,3,2,3,3,1,2,3,1,3,1,2,NA,1
15061656,1,3,1,3,1,1,2,1,2,2,0,4,1,0,0,1,1,4,3,0,2,2,2,0,3,4,2,4,4,1,3,0,2,0,3
15061759,1,1,0,1,2,0,1,2,3,1,0,4,1,0,0,3,0,4,3,0,2,0,3,0,2,2,3,3,4,1,3,2,1,0,0
15061928,0,0,0,2,1,0,0,1,4,3,0,4,0,2,1,2,1,4,2,0,3,1,3,0,2,2,2,3,3,1,3,1,2,1,1
15061454,1,0,1,0,0,1,1,2,1,3,2,4,1,1,1,3,0,3,3,0,3,1,3,1,2,3,2,3,2,0,4,0,2,0,2
15061605,0,1,1,2,0,1,1,2,4,4,1,3,1,0,0,2,0,4,4,0,2,1,4,1,3,2,2,2,4,0,4,0,4,1,0
15060087,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,3,0,2,2,3,4,0,4,4,0,4,0,1,1,1
15061619,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15060090,0,2,1,1,0,1,2,0,3,1,1,3,1,0,0,3,1,3,2,1,1,2,3,3,2,2,3,3,4,0,4,0,2,1,0
15061731,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061655,1,0,1,4,2,0,3,2,2,2,2,4,1,1,2,2,0,3,4,0,2,1,3,2,4,3,3,4,4,2,2,2,4,1,0
15061661,0,2,0,1,0,0,2,1,3,3,1,3,0,1,1,1,0,4,4,0,2,1,2,1,4,4,0,3,3,0,4,0,3,0,0
15061499,2,3,0,4,1,0,1,0,3,2,0,4,2,0,0,0,0,4,2,1,2,0,1,2,3,2,0,4,4,1,3,1,1,0,1
15061647,1,3,2,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15061612,0,2,2,0,1,1,2,0,3,3,1,4,1,0,0,0,1,3,4,2,3,1,0,4,4,4,2,3,4,2,2,1,2,2,0
15061742,2,3,0,4,1,0,1,0,3,2,0,4,2,0,0,0,0,4,2,1,2,0,1,2,3,2,0,4,4,1,3,1,1,0,1
15061710,1,2,1,1,1,1,1,0,4,2,1,4,1,1,1,1,1,3,4,0,4,1,3,3,3,3,2,3,4,2,2,1,2,0,0
15062372,1,2,2,1,0,0,1,0,4,3,1,4,1,1,1,1,0,3,4,0,3,0,3,2,4,3,2,4,3,1,3,0,3,1,0
15061583,0,2,0,1,0,0,2,1,3,3,1,3,0,1,1,1,0,4,4,0,2,1,2,1,4,4,0,3,3,0,4,0,3,0,0
15061767,1,2,2,2,1,0,1,1,3,2,0,4,1,0,0,3,0,4,3,0,2,0,2,1,3,3,1,4,4,2,2,1,4,0,1
15062130,1,4,1,4,1,0,2,0,2,1,0,4,1,0,0,0,0,4,2,1,3,0,2,2,3,4,2,4,4,0,4,1,4,2,1
15061637,1,3,2,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15061337,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,2,4,4,1,3,3,1,3,0,2,1,1
15062104,0,2,1,2,1,0,0,0,4,3,0,4,0,1,1,3,0,4,4,0,4,1,3,1,4,4,3,3,3,1,3,1,3,1,1
15061579,0,4,1,2,0,0,2,0,2,2,0,4,1,1,1,1,0,4,3,0,4,0,2,3,4,3,2,4,3,1,3,0,1,1,0
15061932,0,2,2,3,0,0,1,0,4,1,1,4,0,0,0,1,1,3,4,1,4,0,1,1,2,4,2,4,3,0,4,0,3,1,1
15061603,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,3,0,2,2,3,4,0,4,4,0,4,0,1,1,1
15060025,1,3,2,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15061704,1,3,2,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15061334,0,3,0,2,1,0,2,1,3,3,1,4,0,1,1,1,0,3,3,0,4,0,2,1,2,4,2,4,3,2,2,1,2,0,0
15061631,1,2,1,1,1,1,1,0,4,2,1,4,1,1,1,1,1,3,4,0,4,1,3,3,3,3,2,3,4,2,2,1,2,0,0
15060964,0,2,1,2,0,1,1,0,2,3,2,4,1,1,1,1,1,3,4,1,3,0,2,2,3,NA,3,2,4,0,4,0,3,2,0
15061778,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061718,1,0,1,0,0,1,1,2,1,3,2,4,1,1,1,3,0,3,3,0,3,1,3,1,2,3,2,3,2,0,4,0,2,0,2
15061486,0,3,1,3,0,0,3,0,2,3,1,4,2,0,0,3,0,4,3,0,4,0,4,0,4,2,2,3,4,1,3,0,4,1,0
15060214,0,2,2,4,0,0,2,0,2,2,0,4,0,0,0,1,0,4,3,1,4,0,0,2,3,3,1,4,3,0,4,0,1,1,2
15061333,1,3,1,1,1,0,1,0,4,3,1,4,1,1,1,1,0,3,3,1,2,1,1,1,2,3,1,3,3,1,3,1,3,1,1
15061962,0,2,2,3,0,0,1,0,4,1,1,4,0,0,0,1,1,3,4,1,4,0,1,1,2,4,2,4,3,0,4,0,3,1,1
15061624,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,3,0,3,2,3,4,0,4,4,0,NA,0,1,1,1
15061282,0,2,0,1,0,0,2,1,3,3,1,3,0,1,1,1,0,4,4,0,2,1,2,1,4,4,0,3,3,0,4,0,3,0,0
15061529,0,3,1,2,0,0,1,0,3,2,0,4,0,0,0,2,0,4,4,1,3,0,4,2,3,3,1,4,4,1,3,0,4,1,0
15061935,0,2,2,3,0,0,1,0,4,1,1,4,0,0,0,1,1,3,4,1,4,0,1,1,2,4,2,4,3,0,4,0,3,1,1
15061568,0,2,0,2,0,0,1,0,3,2,0,4,1,1,1,2,0,4,4,0,4,0,2,2,4,4,1,3,3,1,3,0,2,0,1
15061491,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061318,0,2,1,3,0,0,3,0,2,3,1,4,0,0,1,1,1,3,3,2,3,1,3,3,4,4,1,3,4,1,3,0,3,0,0
15061361,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,2,4,4,1,3,3,1,3,0,2,1,1
15061515,1,2,2,3,0,1,2,0,2,4,2,4,1,0,0,0,0,3,3,1,3,0,0,3,2,2,1,3,4,0,4,0,0,1,2
15062123,2,3,0,4,1,0,1,0,3,2,0,4,2,0,0,0,0,4,2,1,2,0,1,2,3,2,0,4,4,1,3,1,1,0,1
15061358,1,3,2,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15061428,1,3,0,2,1,0,2,0,2,2,0,4,1,0,0,0,0,4,3,0,3,0,2,0,3,2,2,4,4,2,2,1,3,0,0
15061496,1,0,1,0,1,1,1,0,3,3,2,4,1,0,0,3,1,4,3,0,4,0,4,1,1,3,3,2,4,1,3,1,0,0,1
15061648,0,1,0,2,1,0,1,1,3,4,0,4,0,0,0,0,1,4,3,1,4,1,2,2,3,3,1,2,4,2,2,1,2,0,0
15061808,0,2,1,2,0,2,1,0,4,2,2,4,1,1,1,2,1,4,4,1,1,2,3,3,4,4,2,4,3,1,3,0,4,1,0
15061600,0,1,1,2,0,1,1,0,3,4,0,4,0,0,0,3,0,4,4,1,4,0,3,1,NA,3,3,3,4,0,NA,0,1,0,2
15061730,0,2,2,0,0,1,2,0,4,3,2,4,0,0,0,2,0,3,3,1,4,0,2,2,3,2,2,3,4,1,3,0,0,1,1
15061623,1,3,2,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15061405,0,2,0,1,0,0,2,1,3,3,1,3,0,1,1,1,0,4,4,0,2,1,2,1,4,4,0,3,3,0,4,0,3,0,0
15061299,0,2,0,1,0,0,2,1,3,3,1,3,0,1,1,1,0,4,4,0,2,1,2,1,4,4,0,3,3,0,4,0,3,0,0
15061578,0,2,1,2,1,0,0,0,4,3,0,4,0,1,1,3,0,4,4,0,4,1,3,1,4,4,3,3,3,1,3,1,3,1,2
15061476,0,3,1,1,0,0,3,0,2,2,1,4,0,0,0,1,1,3,4,1,3,1,4,2,4,2,1,4,4,1,3,0,3,0,0
15061765,0,3,1,2,0,0,1,0,3,2,0,4,0,0,0,2,0,4,4,1,2,0,4,2,3,3,1,4,4,1,3,0,4,1,0
15062111,0,3,0,3,1,0,1,0,3,3,0,4,0,1,1,1,1,4,3,1,4,1,2,2,3,3,0,3,3,1,3,1,3,0,0
15061397,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,2,0,2,2,3,4,0,4,4,0,4,0,1,1,1
15061713,1,3,2,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15061584,0,3,3,2,2,1,4,0,1,2,2,4,1,1,1,1,1,3,3,1,2,1,4,2,3,3,3,2,4,1,3,2,2,0,1
15061912,0,1,0,3,0,1,0,0,4,2,0,4,0,1,2,3,2,4,4,0,4,1,2,2,4,2,2,4,3,NA,NA,2,1,1,1
15061260,1,3,2,3,1,0,1,0,3,1,0,4,1,0,0,1,1,4,3,1,3,0,3,2,3,3,1,3,4,1,3,1,2,0,1
15062099,0,2,0,2,1,0,3,1,3,2,2,3,0,1,1,1,0,2,3,0,2,0,2,2,3,4,2,3,3,1,3,1,1,0,0
15061350,0,1,1,2,1,0,1,1,3,3,0,4,1,1,1,2,0,4,3,2,4,0,3,2,3,4,1,2,3,1,3,1,2,2,1
15060933,0,4,1,1,1,0,3,1,2,1,1,4,1,0,1,1,0,2,4,2,4,NA,3,2,4,2,4,4,4,2,2,1,2,0,1
15061548,0,3,3,3,1,0,2,0,3,1,0,4,1,0,0,2,0,4,3,1,4,0,3,2,3,3,1,3,4,1,3,1,4,1,1
15061348,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,3,4,4,1,3,3,1,3,0,2,1,1
15061560,1,4,2,2,1,1,2,0,2,1,2,3,1,0,0,2,0,3,1,2,2,1,2,2,2,2,1,2,3,1,3,1,3,1,1
15061544,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,3,0,1,3,NA,4,0,4,4,0,4,0,1,1,2
15061449,1,0,1,0,0,1,1,2,1,3,2,4,1,1,1,3,0,3,3,0,3,1,3,1,2,3,2,3,2,0,4,0,2,0,2
15062348,1,3,0,2,1,0,2,0,2,2,0,4,1,0,0,0,0,4,3,0,3,0,2,0,3,2,2,4,4,2,2,1,3,0,0
15061916,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,2,4,4,1,3,3,1,3,0,2,1,1
15062138,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,3,0,3,2,3,4,0,4,4,0,NA,0,1,1,1
15061946,1,0,1,0,1,1,1,0,3,3,2,4,1,0,0,3,1,4,3,0,4,0,4,1,1,3,3,2,4,1,3,1,0,0,1
15061676,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,3,4,4,1,3,3,1,3,0,2,1,1
15060536,0,3,1,3,2,0,3,1,3,2,1,3,0,0,1,1,0,4,3,1,4,0,0,2,3,3,2,4,3,NA,NA,2,2,0,1
15061391,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061662,1,0,1,0,0,1,1,2,1,3,2,4,1,1,1,3,0,3,3,0,3,1,3,1,2,3,2,3,2,0,4,0,2,0,2
15061228,0,3,1,1,0,0,3,1,1,2,0,4,1,1,1,2,1,4,3,0,2,1,3,4,3,2,2,4,4,2,2,0,3,0,2
15061356,0,2,1,1,0,1,2,0,3,1,1,3,1,0,0,3,1,3,2,1,1,2,3,3,2,2,3,3,4,0,4,0,2,1,0
15061963,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061338,1,2,1,2,0,0,2,1,2,2,0,4,2,0,0,1,0,4,3,1,3,0,2,2,3,4,0,4,4,0,4,0,1,1,1
15062331,0,2,1,1,0,1,2,0,3,1,1,NA,1,0,0,3,1,3,2,1,1,2,3,3,2,2,3,3,4,0,4,0,2,1,0
15062098,1,3,0,2,1,0,2,0,2,2,0,4,1,0,0,0,0,4,3,0,3,0,2,0,3,2,2,4,4,2,2,1,3,0,0
15062114,0,4,1,2,0,0,2,0,2,2,0,4,1,1,1,1,0,4,3,0,4,0,2,3,4,3,2,4,3,1,3,0,1,1,0
15062046,0,1,0,3,0,1,0,0,4,2,0,4,0,1,2,3,2,4,4,0,4,1,3,2,4,2,2,4,3,NA,NA,2,1,1,1
15062370,0,2,1,2,1,0,0,0,4,3,0,4,0,1,1,3,0,4,4,0,4,1,3,1,4,4,3,3,3,1,3,1,3,1,1
15061685,2,3,0,2,1,0,1,0,3,2,0,4,2,0,0,3,0,4,3,0,2,0,2,1,3,2,1,3,4,2,2,1,2,0,0
15061540,2,3,0,4,1,0,1,0,3,2,0,4,2,0,0,0,0,4,2,1,2,0,1,2,3,2,0,4,4,1,3,1,1,0,1
15061721,0,3,0,3,1,0,1,2,2,3,0,4,1,1,1,2,0,4,3,1,2,0,3,2,3,3,1,3,3,1,3,2,3,2,1
15062074,1,2,2,3,0,0,2,1,4,2,0,4,1,1,1,2,1,4,4,2,3,0,2,1,3,2,1,3,4,1,3,0,2,0,0
15062362,0,3,1,2,0,0,2,0,3,3,1,4,0,1,1,1,0,3,4,1,4,0,3,2,4,4,1,3,3,1,3,0,2,1,1
15061689,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
15061357,0,2,1,2,1,0,0,0,4,3,0,4,0,1,1,3,0,4,4,0,4,1,3,1,4,4,3,3,3,1,3,1,3,1,1
15061376,1,3,0,2,1,0,2,0,2,2,0,4,1,0,0,0,0,4,3,0,3,0,2,0,3,2,2,4,4,2,2,1,3,0,0
15061308,0,3,1,2,1,0,1,0,4,3,1,4,1,0,0,1,0,3,4,1,4,0,3,3,4,4,1,3,4,2,2,1,3,1,1
