SAMPLES,c1_1318,c1_1874,c1_3992,c1_4359,c1_4748,c2_12780,c2_2464,c2_26938,c2_27929,c2_2957,c2_31156,c2_36460,c2_50176,c2_5151,c2_5152
15061461,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15061462,4,3,0,4,2,2,1,0,4,2,1,3,2,1,1
15061463,2,4,1,3,2,3,1,1,4,1,3,4,3,NA,NA
15061469,3,3,1,3,2,3,0,0,4,2,2,3,3,0,0
15061470,4,4,0,4,4,4,1,1,4,2,1,3,4,0,0
15061471,4,4,0,4,4,4,1,1,4,2,1,3,4,0,0
15061475,3,3,1,3,2,3,0,1,4,1,2,3,3,1,1
15061477,2,3,0,2,2,4,1,0,3,2,3,4,3,1,1
15061478,2,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15061479,2,4,1,3,3,3,1,2,4,1,4,4,3,0,0
15061480,2,3,1,3,3,4,0,0,3,3,4,4,3,0,0
15061481,2,3,2,3,2,4,0,1,4,2,2,4,3,0,0
15061482,0,3,2,0,3,3,1,2,3,0,2,3,4,0,0
15061484,2,4,2,3,3,4,0,0,4,2,4,4,2,0,0
15061485,0,3,2,0,3,3,1,2,3,0,2,3,4,0,0
15061487,2,3,0,2,3,3,1,0,4,1,1,4,3,1,1
15061488,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061489,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061490,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061492,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061493,3,3,1,2,2,2,1,0,4,1,2,4,3,1,1
15061495,3,3,1,2,2,2,1,0,4,1,2,4,3,1,1
15061498,1,2,1,3,2,3,0,1,4,2,2,4,4,NA,NA
15061500,0,3,2,0,3,3,1,2,3,0,2,3,4,0,0
15061501,2,3,1,3,4,3,1,1,4,2,3,4,4,0,0
15061503,2,4,1,3,3,3,1,1,4,1,4,4,3,0,0
15061504,1,2,2,1,2,3,0,0,4,2,2,2,2,1,1
15061505,2,3,0,3,1,2,0,1,4,1,2,4,2,0,0
15061507,2,3,0,2,2,3,0,0,4,1,2,4,3,1,1
15061508,2,3,0,2,2,3,0,0,4,1,2,4,3,1,1
15061509,2,3,1,2,1,3,0,1,4,1,1,4,3,1,1
15061511,2,3,1,2,1,3,0,1,4,1,1,4,3,1,1
15061514,3,3,1,3,2,3,0,1,4,1,2,3,3,1,1
15061516,2,3,1,3,4,3,1,1,4,2,3,4,4,0,0
15061517,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15061518,2,4,1,3,3,3,1,1,4,1,4,4,3,0,0
15061520,1,2,1,2,3,4,0,0,4,3,3,3,2,2,2
15061521,3,4,1,3,3,4,0,0,4,2,3,4,4,0,0
15061523,2,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15061524,0,2,1,3,2,2,0,0,4,1,2,4,4,1,1
15061525,2,3,0,2,2,3,0,0,4,1,2,4,3,1,1
15061526,2,3,1,2,2,4,0,1,4,1,2,3,3,1,1
15061528,3,3,1,3,2,2,1,0,4,1,2,4,3,1,1
15061530,2,3,0,2,2,3,0,0,4,1,2,4,3,1,1
15061533,2,3,0,2,2,3,0,0,4,1,2,4,3,1,1
15061534,3,3,1,3,2,3,0,0,4,2,3,4,4,1,1
15061535,3,3,1,2,2,2,1,0,4,1,2,4,3,1,1
15061536,2,3,0,2,2,3,0,0,4,1,2,4,3,1,1
15061537,1,3,1,2,1,3,0,1,4,3,2,4,3,0,0
15061538,2,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15061539,2,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15061542,2,3,2,3,2,4,0,1,4,2,3,4,3,0,0
15061543,0,3,1,2,4,4,1,1,4,3,3,3,4,1,1
15061546,2,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15061549,1,4,1,2,3,4,0,1,4,1,4,4,2,0,0
15061550,2,3,1,2,2,4,0,1,4,0,2,3,3,1,1
15061551,0,3,2,0,3,3,1,2,3,0,2,3,4,0,0
15061553,3,3,1,3,2,4,1,2,4,2,2,4,2,0,0
15061555,3,3,1,3,2,3,0,1,4,1,2,3,3,1,1
15061556,0,3,2,0,3,3,1,2,3,0,2,3,4,0,0
15061557,3,3,1,3,2,3,0,1,4,1,2,3,3,1,1
15061561,2,2,1,2,2,3,0,0,4,1,3,4,3,0,0
15061564,2,4,1,3,3,3,1,2,4,1,4,4,3,0,0
15061565,2,3,2,2,3,4,0,2,4,1,0,2,2,0,0
15061566,2,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15061567,2,2,2,2,1,4,0,1,4,1,1,4,1,1,1
15061571,2,4,1,2,3,3,0,1,3,0,2,4,2,0,0
15061575,2,4,2,3,3,4,0,0,4,2,4,4,2,0,0
15061576,4,4,0,4,4,4,1,1,4,2,1,3,4,0,0
15061577,2,3,1,4,1,3,0,0,4,2,3,4,4,1,1
15061580,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15061585,4,4,0,4,4,4,1,1,4,2,1,3,4,0,0
15061586,4,4,0,4,4,4,1,1,4,2,1,3,4,0,0
15061588,0,3,2,0,3,3,1,2,3,0,2,3,4,0,0
15061601,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15061602,2,3,1,2,2,4,1,2,4,2,2,4,3,0,0
15061604,1,4,3,1,4,3,1,0,3,2,2,4,2,0,0
15061608,4,4,0,4,4,4,1,1,4,2,1,3,4,0,0
15061609,2,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15061610,2,4,1,3,3,3,0,1,3,1,4,3,4,0,0
15061614,1,2,2,1,2,3,0,0,4,2,2,2,2,1,1
15061621,2,3,1,3,4,3,1,1,4,2,3,4,4,0,0
15061622,3,3,1,3,2,3,0,1,4,1,2,3,3,1,1
15061626,1,3,3,2,2,4,0,1,4,2,3,4,3,0,0
15061627,4,4,1,2,3,4,0,1,3,1,3,4,2,0,0
15061628,2,3,1,2,1,3,0,1,4,1,1,4,3,1,1
15061629,2,3,1,3,3,3,0,1,4,1,1,4,4,1,1
15061630,3,3,1,3,2,3,0,0,4,2,3,4,4,1,1
15061632,1,2,2,1,2,3,0,0,4,2,2,2,2,1,1
15061633,2,3,1,1,4,4,0,3,4,1,2,3,3,0,0
15061638,3,3,1,3,2,3,0,1,4,1,2,3,3,1,1
15061639,1,2,1,3,2,3,0,2,4,2,2,1,3,0,0
15061640,4,3,0,3,3,2,0,3,3,2,1,4,3,1,1
15061641,2,2,1,3,2,3,0,2,4,2,2,1,3,0,0
15061642,3,3,0,3,2,3,0,1,4,1,2,3,3,1,1
15061645,4,3,0,3,3,2,0,3,3,2,1,4,3,1,1
15061646,1,3,1,2,1,3,0,1,4,3,2,4,3,0,0
15061649,4,3,0,3,4,3,1,0,4,3,1,2,3,1,1
15061650,4,3,1,2,2,4,1,3,3,3,0,3,4,0,0
15061651,2,3,0,2,2,3,0,0,4,1,2,4,3,1,1
15061653,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15061654,1,2,2,1,2,3,0,0,4,2,2,2,2,1,1
15061658,1,2,2,1,2,3,0,0,4,2,2,2,2,1,1
15061659,4,4,0,4,4,4,1,1,4,1,1,3,4,0,0
15061665,0,3,NA,2,2,3,1,1,4,2,2,3,3,0,0
15061666,3,2,1,4,2,3,0,0,4,3,2,4,3,0,0
15061667,2,4,2,3,3,4,0,0,4,2,4,4,2,0,0
15061668,0,3,0,2,2,3,1,1,4,2,2,3,3,0,0
15061669,0,3,1,2,2,4,0,1,4,1,3,4,3,1,1
15061670,2,2,1,3,2,3,0,2,4,2,2,1,3,0,0
15061671,1,3,1,2,3,3,0,1,4,2,3,4,3,0,0
15061673,2,2,2,3,2,3,0,NA,4,2,1,2,3,1,1
15061677,1,2,1,3,2,3,0,1,4,1,2,4,4,0,0
15061678,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061679,2,3,2,2,1,4,0,2,4,2,2,4,3,0,0
15061680,2,2,1,3,2,3,0,2,4,2,2,1,3,0,0
15061682,3,3,1,3,2,3,0,1,4,1,2,3,3,1,1
15061683,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15061684,2,4,1,4,4,4,1,1,4,2,2,2,4,0,0
15061686,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15061687,3,3,0,2,2,2,0,2,4,1,2,4,4,1,1
15061688,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15061690,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061702,4,3,0,3,3,2,0,3,3,2,1,4,3,1,1
15061706,2,2,2,1,3,3,0,2,4,1,1,2,3,1,1
15061707,3,3,1,4,3,3,0,1,4,3,2,3,3,1,1
15061709,0,3,1,2,2,4,0,1,4,1,3,4,3,1,1
15061712,4,2,1,2,2,2,0,0,4,2,3,4,3,2,2
15061714,3,4,1,1,3,2,1,1,4,0,2,4,3,0,0
15061717,3,3,1,3,3,4,0,1,4,2,4,4,2,1,1
15061719,1,3,1,2,1,3,0,1,4,3,2,4,3,0,0
15061720,3,4,1,2,4,2,1,1,4,0,2,4,3,0,0
15061722,1,3,1,3,4,3,1,1,4,1,3,4,3,0,0
15061723,1,3,1,3,4,3,1,1,4,2,3,4,4,0,0
15061724,2,3,1,2,3,4,0,1,4,1,2,3,3,1,1
15061725,3,4,1,1,3,2,1,1,4,0,2,4,3,0,0
15061726,0,2,1,2,2,4,0,1,4,3,1,2,2,1,1
15061729,2,3,1,2,2,4,0,1,4,0,2,3,3,1,1
15061733,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061734,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061735,3,4,1,1,3,2,1,1,4,0,2,4,3,0,0
15061736,2,3,1,2,2,4,0,1,4,0,2,3,3,1,1
15061737,2,3,1,2,2,4,0,1,4,0,2,3,3,1,1
15061738,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061740,4,3,0,3,1,2,0,0,4,1,1,4,2,0,0
15061744,0,3,1,1,4,3,1,2,4,2,1,3,3,0,0
15061747,1,3,2,2,1,3,0,1,4,3,2,4,3,0,0
15061751,4,4,0,4,4,4,1,1,4,2,1,3,4,0,0
15061752,4,3,0,3,1,2,0,0,4,1,1,4,2,0,0
15061753,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061754,0,1,1,1,3,3,1,2,3,1,2,3,3,2,2
15061755,1,3,2,2,2,4,0,2,4,2,3,4,3,0,0
15061756,1,3,2,2,2,4,0,2,4,1,3,4,3,0,0
15061757,2,3,2,2,1,4,0,2,4,2,2,4,3,0,0
15061758,4,3,0,4,2,3,1,0,4,1,1,3,2,1,1
15061760,2,3,1,2,2,4,0,1,4,0,2,2,3,1,1
15061761,1,3,1,2,1,3,0,1,4,3,2,4,3,0,0
15061762,3,3,1,2,2,2,1,0,4,1,2,4,3,1,1
15061764,2,3,1,2,1,3,0,1,4,1,1,4,3,1,1
15061766,2,3,2,3,2,4,0,1,4,2,2,4,3,0,0
15061769,0,4,0,4,3,2,1,1,4,2,2,4,2,0,0
15061771,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061772,1,3,0,3,2,2,0,0,4,2,2,4,4,1,1
15061773,2,2,1,2,2,NA,0,0,4,0,2,4,2,2,2
15061776,0,3,2,0,3,3,1,2,3,0,2,3,4,0,0
15061777,2,3,2,2,1,4,0,2,4,2,2,4,3,0,0
15061784,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061785,4,4,1,3,3,4,0,1,3,1,3,4,3,0,0
15061788,0,2,1,3,2,2,0,0,4,1,2,4,4,1,1
15061789,0,3,2,0,3,3,1,2,3,0,2,3,4,0,0
15061790,2,3,2,2,1,4,0,2,4,2,2,4,3,0,0
15061795,3,3,1,3,2,3,0,0,4,2,3,4,4,1,1
15061797,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061798,2,4,1,3,3,3,1,2,4,1,4,4,3,0,0
15061799,2,3,2,2,1,4,0,2,4,2,2,4,3,0,0
15061800,2,4,3,3,3,3,0,1,4,0,0,4,3,0,0
15061811,3,3,1,3,2,3,0,1,4,1,2,3,3,1,1
15061813,0,3,2,0,3,3,1,2,3,0,2,3,4,0,0
15061814,2,2,1,3,2,3,0,2,4,2,2,1,3,0,0
15061815,1,2,2,1,2,3,0,0,4,2,2,2,2,1,1
15061826,1,4,1,3,3,3,1,1,4,1,4,4,3,0,0
15061905,0,3,1,2,4,4,1,1,4,3,3,3,4,1,1
15061906,3,3,1,3,2,4,0,0,4,2,3,4,3,0,0
15061907,0,4,3,0,2,3,0,0,2,2,1,2,4,0,0
15061908,1,4,1,2,3,4,0,1,4,1,4,4,2,0,0
15061909,3,4,0,2,3,2,1,0,4,2,2,4,4,0,0
15061910,1,2,2,1,2,3,0,0,4,2,2,2,2,1,1
15061911,0,3,2,1,3,4,1,1,3,1,2,3,4,1,1
15061915,0,3,2,1,3,4,1,1,3,1,2,3,4,1,1
15061917,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15061918,4,4,0,4,4,4,1,1,4,2,1,3,4,0,0
15061926,1,2,2,1,2,3,0,0,4,2,2,2,2,1,1
15061927,3,2,0,3,4,3,1,1,4,0,1,4,3,2,2
15061929,2,3,0,4,2,NA,1,2,4,2,0,4,4,0,0
15061930,4,4,0,4,4,4,1,1,4,2,1,3,4,0,0
15061933,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15061934,2,3,1,2,2,4,0,1,4,0,2,3,3,1,1
15061937,2,3,0,2,2,4,0,2,4,2,2,4,2,1,1
15061939,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061941,0,3,1,2,2,4,0,1,4,1,3,4,3,1,1
15061944,0,2,1,3,1,4,0,2,4,2,1,4,2,2,2
15061945,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15061948,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15061949,1,4,2,2,1,3,0,1,3,2,1,4,3,0,0
15061951,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15061952,2,3,1,2,2,4,0,1,4,0,2,3,3,1,1
15061953,2,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15061954,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15061957,2,3,1,1,3,3,0,1,4,0,4,4,4,0,0
15061958,2,2,2,2,1,4,0,1,4,1,1,4,1,1,1
15061960,3,3,1,3,2,4,0,0,4,2,3,4,3,0,0
15061961,2,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15061964,1,3,1,2,1,3,0,1,4,3,2,4,3,0,0
15061965,2,3,1,2,2,3,0,1,4,1,2,4,3,0,0
15061966,2,3,0,2,3,3,1,0,4,1,1,4,3,1,1
15061967,3,3,0,3,1,3,0,1,3,0,2,3,3,1,1
15061968,2,3,2,2,1,4,0,2,4,2,2,4,3,0,0
15061969,2,3,3,3,2,4,0,1,4,2,2,2,3,0,0
15062036,3,4,1,3,3,4,0,0,4,2,3,4,4,0,0
15062038,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15062039,0,3,1,2,4,4,1,1,4,3,3,3,4,1,1
15062050,1,4,2,1,3,3,2,0,4,1,1,4,4,0,0
15062051,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15062052,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15062053,0,3,1,2,4,4,1,1,4,2,3,3,4,1,1
15062063,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15062067,2,3,3,3,2,4,0,1,4,2,2,2,3,0,0
15062069,0,2,1,3,2,2,0,0,4,1,2,4,4,1,1
15062071,1,3,1,2,1,3,0,1,4,3,2,4,3,0,0
15062080,2,3,0,3,3,4,1,NA,4,1,3,3,4,0,0
15062081,2,4,1,3,3,3,0,0,4,2,2,4,2,0,0
15062092,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15062094,2,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15062097,3,3,1,3,2,3,0,1,4,1,2,3,3,1,1
15062100,1,2,3,1,2,4,0,0,4,2,0,2,3,1,1
15062101,2,4,2,3,3,4,0,0,4,1,4,4,2,0,0
15062102,2,3,2,3,3,3,0,1,3,1,2,3,3,0,0
15062103,3,1,2,3,2,4,0,2,4,0,1,4,4,0,0
15062105,2,3,2,2,2,3,0,1,4,2,3,4,4,0,0
15062106,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15062107,2,3,0,2,2,3,0,0,4,1,2,4,3,1,1
15062108,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15062109,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15062112,2,3,2,2,2,3,0,1,4,2,3,4,4,0,0
15062115,2,3,1,3,3,4,0,0,3,3,4,4,3,0,0
15062117,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15062118,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15062119,2,3,1,4,1,3,0,0,4,2,3,4,4,1,1
15062122,3,2,1,4,2,3,0,0,4,3,2,4,3,0,0
