SAMPLES,c1_11237,c1_11920,c1_12234,c1_5286,c1_5936,c1_5940,c2_19077,c2_23251,c2_25179,c2_44634,c2_4978,c2_49812,c2_4986,c2_52806,c2_54586
15061303,4,2,1,1,0,0,1,1,4,2,2,1,2,4,2
15061305,3,2,1,3,1,1,0,0,3,3,3,3,1,1,1
15061307,3,1,2,3,2,2,0,0,2,2,2,2,2,3,0
15061312,4,1,2,3,0,0,1,1,3,0,0,1,4,3,3
15061313,4,0,2,2,1,1,0,1,4,2,2,2,2,3,1
15061314,3,0,0,2,1,1,0,2,3,3,3,1,2,4,3
15061317,4,2,3,2,1,1,0,0,3,1,1,1,3,4,3
15061320,3,1,4,1,2,2,0,0,1,2,2,2,1,4,1
15061323,3,0,2,2,1,1,0,1,3,2,2,1,2,2,3
15061324,4,1,2,0,1,1,1,1,2,1,1,1,1,3,2
15061327,4,2,2,4,0,0,0,2,3,1,1,2,3,2,3
15061329,3,1,3,3,1,1,0,1,3,4,4,1,1,3,3
15061330,4,1,2,1,0,0,0,0,2,1,1,2,3,4,2
15061331,4,1,2,4,0,0,0,1,2,1,1,1,3,1,3
15061335,3,2,3,3,1,1,0,1,4,2,2,2,3,3,2
15061336,3,0,2,3,1,1,1,0,3,1,1,1,3,3,3
15061340,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061342,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061344,3,0,2,3,1,1,0,1,3,2,2,3,2,3,1
15061345,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061346,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061347,3,1,3,3,1,1,0,0,4,1,1,1,3,3,3
15061349,3,1,2,3,1,1,0,0,4,3,3,2,1,3,2
15061352,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061353,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061355,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061360,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061364,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061365,3,1,1,1,1,1,1,2,4,2,2,2,2,4,1
15061367,3,1,1,1,1,1,1,2,4,2,2,2,2,4,1
15061368,3,1,3,0,1,1,0,0,3,1,1,2,3,4,2
15061369,3,2,3,0,1,1,0,0,3,1,1,2,3,4,2
15061370,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061377,4,2,2,4,0,0,0,2,3,1,1,2,3,2,2
15061378,3,2,3,3,1,1,0,1,4,2,2,2,3,3,2
15061380,3,1,3,3,1,1,0,0,4,1,1,1,3,3,3
15061382,3,0,2,2,1,1,0,1,3,2,2,1,2,2,3
15061383,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061384,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061385,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061386,3,2,3,0,1,1,0,0,3,1,1,2,3,4,2
15061388,3,1,3,2,1,1,0,0,3,2,2,2,2,4,2
15061389,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061390,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061392,3,2,3,4,0,0,0,1,1,2,2,2,3,2,2
15061394,4,2,3,2,1,1,0,0,3,1,1,1,3,4,2
15061396,4,1,3,2,1,1,0,0,3,1,1,1,3,4,2
15061404,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061406,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061410,4,1,2,2,1,1,1,2,4,2,2,0,2,4,4
15061411,3,0,2,3,1,1,0,0,4,3,3,3,1,2,1
15061414,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061415,4,1,4,4,0,0,0,0,4,0,0,0,4,3,3
15061417,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061418,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061419,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061420,3,1,4,1,2,2,0,0,1,2,2,2,1,4,1
15061421,4,3,2,4,0,0,0,2,3,1,1,2,3,2,2
15061422,4,1,2,4,0,0,0,0,3,1,2,1,3,4,3
15061423,4,1,2,4,0,0,0,0,2,2,2,1,3,4,3
15061424,4,1,3,3,0,0,0,1,1,2,2,2,2,3,2
15061425,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061430,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061434,4,1,4,4,0,0,0,0,4,0,0,0,4,3,3
15061435,3,1,2,3,1,1,0,0,4,1,1,2,3,3,2
15061436,4,1,3,1,0,0,0,0,4,0,0,0,4,4,4
15061437,2,0,1,3,2,2,0,0,4,4,4,3,1,3,1
15061438,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061439,2,0,1,3,2,2,0,0,4,4,4,3,1,3,1
15061441,3,2,1,3,1,1,0,1,3,2,2,3,2,4,1
15061442,3,0,2,3,1,1,0,0,4,3,3,3,1,2,1
15061443,4,1,3,1,0,0,0,0,4,0,0,0,4,4,4
15061444,2,1,3,3,2,2,0,0,4,3,3,3,1,3,1
15061445,3,1,1,3,1,1,0,1,3,2,2,3,2,4,1
15061447,4,1,2,4,0,0,0,0,3,2,2,1,2,3,3
15061453,3,2,1,3,1,1,0,1,3,2,2,3,2,4,1
15061458,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061459,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061461,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061462,2,0,1,3,2,2,0,0,4,4,4,3,1,3,1
15061463,4,1,2,4,0,0,0,0,3,2,2,2,3,3,3
15061469,3,0,2,3,1,1,0,1,3,2,2,3,2,3,1
15061470,3,1,2,2,2,2,0,0,2,2,3,1,2,3,1
15061471,3,1,2,2,2,2,0,0,2,2,3,1,2,3,1
15061475,4,2,2,4,0,0,0,2,3,1,1,2,3,2,2
15061477,2,1,3,3,2,2,0,0,4,3,3,3,1,3,1
15061478,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061479,4,1,1,4,0,0,0,0,3,2,2,1,2,4,3
15061480,3,2,1,3,1,1,0,1,3,2,2,3,2,4,1
15061481,4,0,2,2,1,1,0,1,4,2,2,2,2,3,1
15061482,4,1,3,1,0,0,0,0,4,0,0,0,4,4,4
15061484,3,0,2,3,1,1,0,0,3,1,1,3,3,3,1
15061485,4,1,3,1,0,0,0,0,4,0,0,0,4,4,4
15061487,3,1,3,3,1,1,0,1,2,3,3,3,1,2,1
15061488,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061489,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061490,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061492,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061493,3,1,3,3,1,1,0,0,4,1,1,1,3,3,3
15061495,3,1,3,3,1,1,0,0,4,1,1,1,3,3,3
15061498,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061500,4,1,3,1,0,0,0,0,4,0,0,0,4,4,4
15061501,4,0,3,4,0,0,0,2,4,2,2,2,3,1,1
15061503,4,1,2,4,0,0,0,0,3,2,2,1,2,4,3
15061504,3,0,2,2,1,1,0,1,3,2,2,1,2,2,3
15061505,4,1,2,3,0,0,0,0,3,2,2,1,2,4,3
15061507,3,0,2,3,1,1,0,0,4,3,3,3,1,2,1
15061508,3,0,2,3,1,1,0,0,4,3,3,3,1,2,1
15061509,3,1,2,3,1,1,0,1,2,2,2,2,2,3,2
15061511,3,1,2,3,1,1,0,1,2,2,2,2,2,3,2
15061514,4,2,2,4,0,0,0,2,3,1,1,2,3,2,2
15061516,4,0,3,4,0,0,0,2,4,2,2,2,3,1,1
15061517,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061518,4,1,1,4,0,0,0,0,3,2,2,2,3,4,3
15061520,3,1,1,3,1,1,0,1,2,1,1,2,3,3,2
15061521,3,1,0,3,1,1,0,0,2,1,1,2,3,3,1
15061523,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061524,4,2,2,2,0,0,0,0,4,2,2,0,3,2,4
15061525,3,0,2,3,1,1,0,0,4,3,3,3,1,2,1
15061526,4,3,3,3,0,0,0,1,2,2,2,2,2,3,2
15061528,3,1,3,3,1,1,0,0,4,1,1,1,3,3,3
15061530,3,0,2,3,1,1,0,0,4,3,3,3,1,2,1
15061533,3,0,2,3,1,1,0,0,4,3,3,3,1,2,1
15061534,3,1,1,2,1,1,0,0,2,1,1,2,3,4,1
15061535,3,1,3,3,1,1,0,0,4,1,1,1,3,3,3
15061536,3,0,2,3,1,1,0,0,4,3,3,3,1,2,1
15061537,4,2,3,2,1,1,0,0,3,1,1,1,3,4,2
15061538,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061539,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061542,4,0,2,2,1,1,0,1,4,2,2,2,2,3,1
15061543,3,1,1,1,1,1,1,2,4,2,2,2,2,4,1
15061546,4,1,2,3,0,1,0,0,3,1,1,2,3,4,2
15061549,4,0,1,2,0,0,0,1,3,1,1,0,4,3,4
15061550,4,2,3,3,0,0,0,1,1,2,2,2,2,3,2
15061551,4,1,3,1,0,0,0,0,4,0,0,0,4,4,4
15061553,4,3,1,1,0,1,0,1,3,1,1,1,3,4,2
15061555,4,3,2,4,0,0,0,2,3,1,1,2,3,2,2
15061556,4,1,3,1,0,0,0,0,4,0,0,0,4,4,4
15061557,4,2,2,4,0,0,0,2,3,1,1,2,3,2,2
15061561,4,1,2,2,0,0,0,3,4,2,2,2,2,3,2
15061564,4,1,1,4,0,0,0,0,3,2,2,2,3,4,3
15061565,4,2,1,1,0,0,0,2,2,1,1,0,3,3,2
15061566,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061567,4,0,2,2,0,0,0,1,4,1,1,1,3,2,3
15061571,4,1,3,4,0,0,0,2,4,3,3,1,1,1,3
15061575,3,0,2,3,1,1,0,0,3,1,1,3,3,3,1
15061576,3,1,2,2,2,2,0,0,2,2,3,1,2,3,1
15061577,3,1,3,3,1,1,0,1,3,4,4,1,1,3,3
15061580,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061585,3,1,2,2,2,2,0,0,2,2,3,1,2,3,1
15061586,3,1,2,2,2,2,0,0,2,2,3,1,2,3,1
15061588,4,1,3,1,0,0,0,0,4,0,0,0,4,4,4
15061601,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061602,4,1,1,2,0,0,0,1,3,1,1,1,3,4,3
15061604,4,3,1,1,1,0,0,0,3,2,2,1,2,3,2
15061608,3,1,2,2,2,2,0,0,2,2,3,2,2,3,1
15061609,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061610,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061614,3,0,2,2,1,1,0,1,3,2,2,1,2,2,3
15061621,4,0,3,4,0,0,0,2,4,2,2,2,3,1,1
15061622,4,1,2,4,0,0,0,2,3,1,1,2,3,2,2
15061626,3,1,2,3,1,1,0,0,4,2,2,2,2,2,1
15061627,3,2,1,4,1,1,0,1,4,1,1,2,3,3,2
15061628,3,1,2,3,1,1,0,1,2,2,2,2,2,3,2
15061629,4,1,2,3,0,0,0,2,2,1,2,3,3,3,1
15061630,3,1,1,2,1,1,0,0,2,1,1,2,3,4,1
15061632,3,0,2,2,1,1,0,1,3,2,2,1,2,2,3
15061633,3,3,1,1,1,1,0,1,4,1,1,1,3,4,3
15061638,4,2,2,4,0,0,0,2,3,1,2,2,3,2,2
15061639,4,2,2,3,0,0,0,2,3,3,3,1,2,4,2
15061640,3,2,2,3,1,1,1,1,3,2,2,2,2,2,2
15061641,4,2,2,3,0,0,0,2,3,3,3,1,2,4,2
15061642,4,2,2,4,0,0,0,2,3,1,2,2,3,2,2
15061645,3,2,2,3,1,1,1,1,3,2,2,2,2,2,2
15061646,4,2,3,2,1,1,0,0,3,1,1,1,3,4,2
15061649,3,0,2,0,1,1,0,2,1,4,4,2,1,2,0
15061650,3,2,2,2,1,1,0,1,3,2,2,1,2,3,2
15061651,3,0,2,3,1,1,0,0,4,3,3,3,1,2,1
15061653,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061654,3,0,2,2,1,1,0,1,3,2,2,1,2,2,3
15061658,3,0,2,2,1,1,0,1,3,2,2,1,2,2,3
15061659,3,1,2,2,2,2,0,0,2,2,3,1,2,3,1
15061665,4,1,2,2,1,1,1,2,4,2,2,0,2,4,4
15061666,3,1,3,3,1,1,0,1,4,2,2,2,2,3,2
15061667,3,0,2,3,1,1,0,0,3,1,1,3,3,3,1
15061668,4,1,2,2,1,1,1,2,4,2,2,0,2,4,4
15061669,4,0,1,2,0,0,0,0,4,1,1,0,4,4,4
15061670,4,2,2,3,0,0,0,2,3,3,3,1,2,4,2
15061671,3,0,0,2,1,1,0,2,3,3,3,1,2,4,3
15061673,3,1,3,3,1,1,0,1,3,2,2,2,3,3,2
15061677,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061678,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061679,3,1,2,3,1,1,0,0,4,1,1,2,3,3,2
15061680,4,2,2,3,0,0,0,2,3,3,3,1,2,4,2
15061682,4,2,2,4,0,0,0,1,3,1,1,2,3,2,2
15061683,3,1,2,3,1,1,0,0,3,2,2,2,2,3,3
15061684,2,2,2,1,0,0,0,0,2,3,3,1,2,2,2
15061686,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061687,4,0,2,4,0,0,0,1,4,0,0,1,4,1,3
15061688,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061690,4,1,1,3,0,0,0,1,4,1,2,1,3,4,3
15061702,3,2,2,3,1,1,1,1,3,2,2,2,2,2,2
15061706,4,1,3,0,0,0,0,1,2,1,1,0,3,4,3
15061707,3,1,1,1,1,1,0,2,3,4,4,3,1,2,1
15061709,4,0,1,2,0,0,0,0,4,1,1,0,4,4,4
15061712,3,1,2,3,1,1,0,1,2,2,2,1,2,2,1
15061714,4,1,4,4,0,0,0,0,4,0,0,0,4,3,3
15061717,3,2,2,4,1,1,0,2,4,2,2,2,2,3,2
15061719,4,2,3,2,1,1,0,0,3,1,1,1,3,4,2
15061720,4,1,4,4,0,0,0,0,4,0,0,0,4,2,2
15061722,4,0,2,4,0,0,0,1,3,2,2,2,3,2,2
15061723,4,0,3,4,0,0,0,2,4,2,2,2,3,1,1
15061724,4,1,3,4,0,0,0,1,2,2,2,2,2,2,1
15061725,4,1,4,4,0,0,0,0,4,0,0,0,4,3,3
15061726,2,1,2,2,1,1,0,1,1,3,3,0,2,4,3
15061729,4,2,3,3,0,0,0,1,1,2,2,2,2,3,2
15061733,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061734,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061735,4,1,4,4,0,0,0,0,4,0,0,0,4,3,3
15061736,4,1,3,3,0,0,0,1,1,2,2,2,2,3,2
15061737,4,2,3,3,0,0,0,1,1,2,2,2,2,3,2
15061738,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061740,3,1,3,2,1,1,0,1,3,2,2,1,1,4,2
15061744,3,2,1,1,0,0,0,1,2,3,3,1,2,3,2
15061747,4,2,3,2,1,1,0,0,3,1,1,1,3,4,2
15061751,3,1,2,2,2,2,0,0,2,2,3,1,1,3,1
15061752,3,1,3,2,1,1,0,1,3,2,2,1,2,4,2
15061753,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061754,4,2,2,1,0,0,0,1,3,1,1,1,3,4,2
15061755,3,1,3,3,1,1,0,0,3,3,3,1,2,3,3
15061756,3,1,3,3,1,1,0,0,3,3,3,1,2,3,3
15061757,3,1,2,3,1,1,0,0,4,1,1,2,3,3,2
15061758,2,0,1,3,2,2,0,0,4,3,3,3,1,3,1
15061760,4,2,3,3,0,0,0,1,1,2,2,2,2,3,2
15061761,4,2,3,2,1,1,0,0,3,1,1,1,2,4,2
15061762,3,1,3,3,1,1,0,0,4,1,1,1,3,2,3
15061764,3,1,2,3,1,1,0,1,2,2,2,2,2,3,2
15061766,4,0,2,2,1,1,0,1,4,2,2,2,2,3,1
15061769,4,0,2,3,0,0,1,0,3,3,3,1,3,4,3
15061771,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061772,3,2,3,0,1,1,0,0,3,1,1,2,3,4,2
15061773,4,2,3,2,0,0,0,1,4,2,1,1,3,2,3
15061776,4,1,3,1,0,0,0,0,4,0,0,0,4,4,4
15061777,3,1,2,3,1,1,0,0,4,1,1,2,3,3,2
15061784,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061785,3,2,2,4,1,1,0,1,4,1,1,3,3,4,1
15061788,4,2,2,2,0,0,0,0,4,2,2,0,3,2,4
15061789,4,1,3,1,0,0,0,0,4,0,0,0,4,4,4
15061790,3,1,2,3,1,1,0,0,4,1,1,2,3,3,2
15061795,3,1,1,2,1,1,0,0,2,1,1,2,3,4,1
15061797,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061798,4,1,1,4,0,0,0,0,2,2,1,1,3,4,3
15061799,3,1,2,3,1,1,0,0,4,1,1,2,3,3,2
15061800,4,0,3,0,0,0,1,1,2,2,2,0,3,3,1
15061811,4,2,2,4,0,0,0,2,3,1,1,2,3,2,2
15061813,4,1,3,1,0,0,0,0,4,0,0,0,4,4,4
15061814,4,2,2,3,0,0,0,2,3,3,3,1,2,4,2
15061815,3,0,2,2,1,1,0,1,3,2,2,1,2,2,3
15061826,4,1,1,4,0,0,0,0,3,2,1,1,3,4,3
15061905,3,1,1,1,1,1,1,2,4,2,2,2,2,4,1
15061906,3,1,2,3,1,1,0,1,3,2,2,2,2,3,3
15061907,4,4,2,0,1,1,0,1,0,2,2,1,2,2,3
15061908,4,0,1,2,0,0,0,1,3,1,1,0,4,3,4
15061909,2,0,2,3,1,1,0,0,3,3,3,3,2,2,0
15061910,3,0,2,2,1,1,0,1,3,2,2,1,2,2,3
15061911,4,2,1,1,0,0,1,1,4,2,2,1,2,4,2
15061915,4,2,1,1,0,0,1,1,4,2,2,1,2,4,2
15061917,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061918,3,1,2,2,2,2,0,0,2,2,3,1,2,3,1
15061926,3,0,2,2,1,1,0,1,3,2,2,1,2,2,3
15061927,4,2,2,2,0,0,0,2,3,2,2,2,3,2,2
15061929,3,1,3,4,0,0,0,0,2,1,1,3,4,3,0
15061930,3,1,2,2,2,2,0,0,2,2,3,1,2,3,1
15061933,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061934,4,2,3,3,0,0,0,1,1,2,2,2,2,3,2
15061937,3,2,1,3,1,1,0,0,3,1,1,1,3,2,3
15061939,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15061941,4,0,1,2,0,0,0,0,4,1,1,0,4,4,4
15061944,4,1,3,1,0,0,1,1,4,2,2,1,3,2,3
15061945,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061948,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15061949,3,0,2,1,1,1,0,1,3,2,2,2,2,3,2
15061951,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061952,4,2,3,3,0,0,0,1,1,2,2,2,2,3,2
15061953,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061954,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15061957,4,0,0,3,0,0,0,1,3,1,1,0,3,4,3
15061958,4,0,2,2,0,0,0,1,4,1,1,1,3,2,3
15061960,3,1,2,3,1,1,0,1,3,2,2,2,2,3,2
15061961,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15061964,4,2,3,2,1,1,0,0,3,1,1,1,3,4,2
15061965,4,1,3,3,0,0,0,0,3,1,1,1,3,3,2
15061966,3,1,3,3,1,1,0,1,2,3,3,3,1,2,1
15061967,3,1,1,3,0,0,0,1,3,1,1,1,3,4,2
15061968,3,1,2,3,1,1,0,0,4,1,1,2,3,3,2
15061969,4,1,3,2,0,0,0,0,2,1,1,1,3,2,1
15062036,3,1,0,3,1,1,0,0,2,1,1,2,3,3,1
15062038,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15062039,3,1,1,1,1,1,1,2,4,2,2,2,2,4,1
15062050,4,0,2,2,0,0,0,0,4,0,0,1,4,4,3
15062051,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15062052,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15062053,3,1,1,1,1,0,1,2,4,2,2,2,2,4,1
15062063,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15062067,4,1,2,2,0,0,0,0,2,1,1,1,3,2,1
15062069,4,2,2,2,0,0,0,0,4,2,2,0,3,2,4
15062071,4,2,3,2,1,1,0,0,3,1,1,1,3,4,2
15062080,4,1,1,2,0,0,0,1,3,1,1,1,3,4,3
15062081,3,1,0,3,1,1,0,0,3,1,1,2,3,2,2
15062092,3,1,2,3,1,1,0,0,3,2,2,2,2,3,2
15062094,4,1,2,3,0,0,0,0,3,1,1,2,3,4,3
15062097,4,2,2,4,0,0,0,2,3,1,1,2,3,2,2
15062100,4,2,3,1,0,0,0,2,2,1,1,1,3,3,3
15062101,3,0,2,3,1,1,0,0,3,1,1,3,3,3,1
15062102,4,2,3,3,0,0,1,1,1,0,0,2,4,3,2
15062103,4,1,1,3,0,0,0,1,4,2,3,3,1,4,2
15062105,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15062106,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15062107,3,0,2,3,1,1,0,0,4,3,3,3,1,2,1
15062108,4,1,1,3,0,0,0,1,4,1,1,1,3,4,3
15062109,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15062112,4,1,2,3,0,0,0,0,3,1,1,2,3,4,2
15062115,3,2,1,3,1,1,0,1,3,2,2,3,2,4,1
15062117,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15062118,4,0,4,1,0,0,1,2,3,1,1,0,3,4,4
15062119,3,1,3,3,1,1,0,1,3,4,4,1,1,3,3
15062122,3,1,3,3,1,1,0,1,4,2,2,2,2,3,2
15062124,3,1,2,3,1,1,0,1,2,2,2,2,2,3,2
