SAMPLES,c1_12945,c1_14083,c1_4803,c1_8635,c2_14793,c2_14841,c2_22939,c2_28012,c2_38167,c2_43998,c2_44000,c2_46448,c2_49042,c2_54139,c2_9908
15060214,1,0,2,4,2,1,1,0,0,4,4,1,1,4,2
15061333,2,0,3,3,3,1,2,1,0,3,3,1,3,4,1
15061962,2,0,1,4,2,0,2,0,2,4,4,2,2,3,1
15061624,0,0,2,4,2,1,2,0,0,4,4,2,2,4,1
15061282,2,0,3,4,3,2,1,0,0,3,3,0,2,4,0
15061529,0,0,2,4,2,1,1,0,0,4,4,1,2,4,0
15061935,2,0,1,4,2,0,2,0,2,4,4,2,2,3,1
15061568,2,0,2,4,2,0,2,0,1,3,3,1,2,3,1
15061491,2,0,3,4,3,1,2,1,1,3,3,1,3,3,1
15061318,2,1,3,4,4,2,3,0,0,3,3,0,3,2,0
15061361,2,0,3,4,3,1,2,0,0,3,3,0,3,3,1
15061515,1,0,4,4,3,2,1,0,0,3,3,0,3,4,2
15062123,0,0,2,4,1,1,2,0,0,4,4,2,1,4,1
15061358,1,0,1,4,1,1,2,0,0,3,3,1,1,3,1
15061428,1,0,2,4,1,0,3,0,0,4,4,1,2,4,0
15061496,3,0,3,4,2,2,1,0,0,2,2,1,1,3,1
15061648,2,0,4,4,3,1,2,0,1,2,2,0,2,3,0
15061808,3,0,2,4,2,2,2,0,0,4,4,2,3,4,0
15061600,3,1,4,4,3,2,1,0,0,2,3,0,2,2,2
15061730,3,0,3,3,4,2,2,1,0,3,3,0,3,3,1
15061623,1,0,1,4,1,1,2,0,0,3,3,1,1,3,1
15061405,2,0,3,4,3,2,1,0,0,3,3,0,2,4,0
15061299,2,0,3,4,3,2,1,0,0,3,3,0,2,4,0
15061578,3,1,3,3,2,1,1,1,1,3,3,0,3,3,2
15061476,1,0,2,4,2,1,3,0,0,4,4,0,3,4,0
15061765,0,0,2,4,2,1,1,0,0,4,4,1,2,4,0
15062111,1,1,3,4,3,1,1,0,1,3,3,0,2,3,0
15061397,0,0,2,4,2,1,2,0,0,4,4,2,2,4,1
15061713,1,0,1,4,1,1,2,0,0,3,3,1,1,3,1
15061584,4,0,2,3,2,2,3,1,1,2,2,1,3,2,1
15061912,2,1,2,3,1,1,0,1,1,4,4,1,0,2,1
15061260,1,0,1,4,1,1,2,0,0,3,3,1,1,3,1
15062099,3,0,2,4,2,1,4,0,0,3,3,0,4,4,0
15061350,3,1,3,4,3,1,2,0,3,2,2,0,3,3,1
15060933,1,0,1,4,1,0,3,0,0,4,4,0,1,4,1
15061548,1,0,1,4,2,0,1,0,0,3,3,1,1,2,1
15061348,2,0,3,4,3,1,2,0,0,3,3,0,3,3,1
15061560,2,0,1,4,2,1,1,0,0,2,2,1,2,3,1
15061544,0,0,2,4,2,1,2,0,0,4,4,2,2,4,2
15061449,1,0,3,4,3,2,0,0,1,3,3,2,0,3,2
15062348,1,0,2,4,1,0,3,0,0,4,4,1,2,4,0
15061916,2,0,3,4,3,1,2,0,0,3,3,0,3,3,1
15062138,0,0,2,4,2,1,2,0,0,4,4,2,2,4,1
15061946,3,0,3,4,2,2,1,0,0,2,2,1,1,3,1
15061676,2,0,3,4,3,1,2,0,0,3,3,0,3,3,1
15060536,0,0,2,4,3,1,4,0,0,4,4,1,2,2,1
15061391,2,0,3,4,3,1,2,1,1,3,3,1,3,3,1
15061662,1,0,3,4,3,2,0,0,1,3,3,2,0,3,2
15061228,1,0,2,4,2,1,3,0,1,4,4,2,4,3,2
15061356,1,0,1,3,2,1,2,1,0,3,3,2,2,4,0
15061963,2,0,3,4,3,1,2,1,1,3,3,1,3,3,1
15061338,0,0,2,4,2,1,2,0,0,4,4,2,2,4,1
15062331,1,0,1,3,2,1,2,1,0,3,3,2,2,4,0
15062098,1,0,2,4,1,0,3,0,0,4,4,1,2,4,0
15062114,1,0,2,4,2,0,2,0,0,4,4,1,2,4,0
15062046,2,1,2,3,1,1,0,1,1,4,4,0,0,2,1
15062370,3,1,3,3,2,1,1,1,1,3,3,0,3,3,1
15061685,2,0,2,3,2,2,2,1,0,3,3,0,1,4,0
15061540,0,0,2,4,1,1,2,0,0,4,4,2,1,4,1
15061721,2,0,3,4,4,3,3,0,0,3,3,1,2,4,1
15062074,2,0,2,2,2,2,3,2,0,3,3,1,3,3,0
15062362,2,0,3,4,3,1,2,0,0,3,3,0,3,3,1
15061689,2,0,3,4,3,1,2,1,1,3,3,1,3,3,1
15061357,3,1,3,3,2,1,1,1,1,3,3,0,3,3,1
15061376,1,0,2,4,1,0,3,0,0,4,4,1,2,4,0
15061308,2,0,3,4,3,1,2,1,1,3,3,1,3,3,1
