Prefix,HCL_component,Traits,Models,Predictive_ability
CBaya,H,CBaya.H,RKHS,0.091
CBaya,H,CBaya.H,RKHS,0.134
CBaya,H,CBaya.H,RKHS,0.115
CBaya,L,CBaya.L,BA,0.121
CBaya,L,CBaya.L,BA,0.106
CBaya,L,CBaya.L,BA,0.18
CBaya,L,CBaya.L,BA,0.199
CBaya,L,CBaya.L,BA,0.15
CBaya,L,CBaya.L,BA,0.016
CBaya,L,CBaya.L,BA,0.063
CBaya,L,CBaya.L,BA,0.104
CBaya,L,CBaya.L,BA,0.127
CBaya,L,CBaya.L,BB,0.102
CBaya,L,CBaya.L,BB,0.098
CBaya,L,CBaya.L,BB,0.15
CBaya,L,CBaya.L,BB,0.131
CBaya,L,CBaya.L,BB,-0.002
CBaya,L,CBaya.L,BB,0.097
CBaya,L,CBaya.L,BB,0.151
CBaya,L,CBaya.L,BB,0.064
CBaya,L,CBaya.L,BB,0.025
CBaya,L,CBaya.L,BC,0.187
CBaya,L,CBaya.L,BC,0.012
CBaya,L,CBaya.L,BC,0.079
CBaya,L,CBaya.L,BC,0.126
CBaya,L,CBaya.L,BC,0.213
CBaya,L,CBaya.L,BC,0.077
CBaya,L,CBaya.L,BC,0.115
CBaya,L,CBaya.L,BC,0.267
CBaya,L,CBaya.L,BC,-0.005
CBaya,L,CBaya.L,BL,0.215
CBaya,L,CBaya.L,BL,0.08
CBaya,L,CBaya.L,BL,0.008
CBaya,L,CBaya.L,BL,0.148
CBaya,L,CBaya.L,BL,0.093
CBaya,L,CBaya.L,BL,0.152
CBaya,L,CBaya.L,BL,-0.013
CBaya,L,CBaya.L,BL,0.131
CBaya,L,CBaya.L,BL,0.126
CBaya,L,CBaya.L,BRR,0.142
CBaya,L,CBaya.L,BRR,0.132
CBaya,L,CBaya.L,BRR,0.118
CBaya,L,CBaya.L,BRR,0.072
CBaya,L,CBaya.L,BRR,0.222
CBaya,L,CBaya.L,BRR,0.095
CBaya,L,CBaya.L,BRR,0.049
CBaya,L,CBaya.L,BRR,0.118
CBaya,L,CBaya.L,BRR,-0.062
CBaya,L,CBaya.L,GBLUP,0.099
CBaya,L,CBaya.L,GBLUP,0.162
CBaya,L,CBaya.L,GBLUP,0.104
CBaya,L,CBaya.L,GBLUP,0.105
CBaya,L,CBaya.L,GBLUP,0.11
CBaya,L,CBaya.L,GBLUP,0.133
CBaya,L,CBaya.L,GBLUP,0.13
CBaya,L,CBaya.L,GBLUP,0.105
CBaya,L,CBaya.L,GBLUP,0.097
CBaya,L,CBaya.L,RKHS,0.033
CBaya,L,CBaya.L,RKHS,0.189
CBaya,L,CBaya.L,RKHS,0.153
CBaya,L,CBaya.L,RKHS,0.156
CBaya,L,CBaya.L,RKHS,0.052
CBaya,L,CBaya.L,RKHS,0.163
CBaya,L,CBaya.L,RKHS,0.039
CBaya,L,CBaya.L,RKHS,0.112
CBaya,L,CBaya.L,RKHS,0.194
CPBrote,C,CPBrote.C,BA,0.48
CPBrote,C,CPBrote.C,BA,0.572
CPBrote,C,CPBrote.C,BA,0.556
CPBrote,C,CPBrote.C,BA,0.485
CPBrote,C,CPBrote.C,BA,0.504
CPBrote,C,CPBrote.C,BA,0.551
CPBrote,C,CPBrote.C,BA,0.514
CPBrote,C,CPBrote.C,BA,0.531
CPBrote,C,CPBrote.C,BA,0.439
CPBrote,C,CPBrote.C,BB,0.581
CPBrote,C,CPBrote.C,BB,0.428
CPBrote,C,CPBrote.C,BB,0.539
CPBrote,C,CPBrote.C,BB,0.533
CPBrote,C,CPBrote.C,BB,0.45
CPBrote,C,CPBrote.C,BB,0.632
CPBrote,C,CPBrote.C,BB,0.529
CPBrote,C,CPBrote.C,BB,0.493
CPBrote,C,CPBrote.C,BB,0.583
CPBrote,C,CPBrote.C,BC,0.522
CPBrote,C,CPBrote.C,BC,0.531
CPBrote,C,CPBrote.C,BC,0.514
CPBrote,C,CPBrote.C,BC,0.553
CPBrote,C,CPBrote.C,BC,0.47
CPBrote,C,CPBrote.C,BC,0.681
CPBrote,C,CPBrote.C,BC,0.561
CPBrote,C,CPBrote.C,BC,0.57
CPBrote,C,CPBrote.C,BC,0.5
CPBrote,C,CPBrote.C,BL,0.489
CPBrote,C,CPBrote.C,BL,0.471
CPBrote,C,CPBrote.C,BL,0.571
CPBrote,C,CPBrote.C,BL,0.47
CPBrote,C,CPBrote.C,BL,0.525
CPBrote,C,CPBrote.C,BL,0.562
CPBrote,C,CPBrote.C,BL,0.491
CPBrote,C,CPBrote.C,BL,0.526
CPBrote,C,CPBrote.C,BL,0.653
CPBrote,C,CPBrote.C,BRR,0.521
CPBrote,C,CPBrote.C,BRR,0.514
CPBrote,C,CPBrote.C,BRR,0.527
CPBrote,C,CPBrote.C,BRR,0.573
CPBrote,C,CPBrote.C,BRR,0.569
CPBrote,C,CPBrote.C,BRR,0.562
CPBrote,C,CPBrote.C,BRR,0.481
CPBrote,C,CPBrote.C,BRR,0.555
CPBrote,C,CPBrote.C,BRR,0.409
CPBrote,C,CPBrote.C,GBLUP,0.249
CPBrote,C,CPBrote.C,GBLUP,0.347
CPBrote,C,CPBrote.C,GBLUP,0.301
CPBrote,C,CPBrote.C,GBLUP,0.291
CPBrote,C,CPBrote.C,GBLUP,0.356
CPBrote,C,CPBrote.C,GBLUP,0.275
CPBrote,C,CPBrote.C,GBLUP,0.39
CPBrote,C,CPBrote.C,GBLUP,0.265
CPBrote,C,CPBrote.C,GBLUP,0.283
CPBrote,C,CPBrote.C,RKHS,0.522
CPBrote,C,CPBrote.C,RKHS,0.539
CPBrote,C,CPBrote.C,RKHS,0.607
CPBrote,C,CPBrote.C,RKHS,0.582
CPBrote,C,CPBrote.C,RKHS,0.624
CPBrote,C,CPBrote.C,RKHS,0.555
CPBrote,C,CPBrote.C,RKHS,0.602
CPBrote,C,CPBrote.C,RKHS,0.572
CPBrote,C,CPBrote.C,RKHS,0.612
CPBrote,H,CPBrote.H,BA,0.329
CPBrote,H,CPBrote.H,BA,0.343
CPBrote,H,CPBrote.H,BA,0.147
CPBrote,H,CPBrote.H,BA,0.296
CPBrote,H,CPBrote.H,BA,0.292
CPBrote,H,CPBrote.H,BA,0.304
CPBrote,H,CPBrote.H,BA,0.368
CPBrote,H,CPBrote.H,BA,0.218
CPBrote,H,CPBrote.H,BA,0.34
CPBrote,H,CPBrote.H,BB,0.287
CPBrote,H,CPBrote.H,BB,0.357
CPBrote,H,CPBrote.H,BB,0.217
CPBrote,H,CPBrote.H,BB,0.118
CPBrote,H,CPBrote.H,BB,0.352
CPBrote,H,CPBrote.H,BB,0.281
CPBrote,H,CPBrote.H,BB,0.06
CPBrote,H,CPBrote.H,BB,0.081
CPBrote,H,CPBrote.H,BB,0.217
CPBrote,H,CPBrote.H,BC,0.298
CPBrote,H,CPBrote.H,BC,0.166
CPBrote,H,CPBrote.H,BC,0.251
CPBrote,H,CPBrote.H,BC,0.049
CPBrote,H,CPBrote.H,BC,0.247
CPBrote,H,CPBrote.H,BC,0.318
CPBrote,H,CPBrote.H,BC,0.213
CPBrote,H,CPBrote.H,BC,0.174
CPBrote,H,CPBrote.H,BC,0.208
CPBrote,H,CPBrote.H,BL,0.26
CPBrote,H,CPBrote.H,BL,0.363
CPBrote,H,CPBrote.H,BL,0.284
CPBrote,H,CPBrote.H,BL,0.358
CPBrote,H,CPBrote.H,BL,0.336
CPBrote,H,CPBrote.H,BL,0.117
CPBrote,H,CPBrote.H,BL,0.259
CPBrote,H,CPBrote.H,BL,0.137
CPBrote,H,CPBrote.H,BL,0.243
CPBrote,H,CPBrote.H,BRR,0.247
CPBrote,H,CPBrote.H,BRR,0.291
CPBrote,H,CPBrote.H,BRR,0.382
CPBrote,H,CPBrote.H,BRR,0.349
CPBrote,H,CPBrote.H,BRR,0.294
CPBrote,H,CPBrote.H,BRR,0.309
CPBrote,H,CPBrote.H,BRR,0.299
CPBrote,H,CPBrote.H,BRR,0.353
CPBrote,H,CPBrote.H,BRR,0.219
CPBrote,H,CPBrote.H,GBLUP,0.129
CPBrote,H,CPBrote.H,GBLUP,0.236
CPBrote,H,CPBrote.H,GBLUP,0.171
CPBrote,H,CPBrote.H,GBLUP,0.142
CPBrote,H,CPBrote.H,GBLUP,0.238
CPBrote,H,CPBrote.H,GBLUP,0.129
CPBrote,H,CPBrote.H,GBLUP,0.173
CPBrote,H,CPBrote.H,GBLUP,0.163
CPBrote,H,CPBrote.H,GBLUP,0.217
CPBrote,H,CPBrote.H,RKHS,0.25
CPBrote,H,CPBrote.H,RKHS,0.352
CPBrote,H,CPBrote.H,RKHS,0.399
CPBrote,H,CPBrote.H,RKHS,0.389
CPBrote,H,CPBrote.H,RKHS,0.377
CPBrote,H,CPBrote.H,RKHS,0.14
CPBrote,H,CPBrote.H,RKHS,0.322
CPBrote,H,CPBrote.H,RKHS,0.286
CPBrote,H,CPBrote.H,RKHS,0.265
CPBrote,L,CPBrote.L,BA,0.473
CPBrote,L,CPBrote.L,BA,0.396
CPBrote,L,CPBrote.L,BA,0.425
CPBrote,L,CPBrote.L,BA,0.361
CPBrote,L,CPBrote.L,BA,0.435
CPBrote,L,CPBrote.L,BA,0.42
CPBrote,L,CPBrote.L,BA,0.359
CPBrote,L,CPBrote.L,BA,0.401
CPBrote,L,CPBrote.L,BA,0.483
CPBrote,L,CPBrote.L,BB,0.467
CPBrote,L,CPBrote.L,BB,0.39
CPBrote,L,CPBrote.L,BB,0.43
CPBrote,L,CPBrote.L,BB,0.383
CPBrote,L,CPBrote.L,BB,0.53
CPBrote,L,CPBrote.L,BB,0.367
CPBrote,L,CPBrote.L,BB,0.47
CPBrote,L,CPBrote.L,BB,0.439
CPBrote,L,CPBrote.L,BB,0.447
CPBrote,L,CPBrote.L,BC,0.5
CPBrote,L,CPBrote.L,BC,0.49
CPBrote,L,CPBrote.L,BC,0.335
CPBrote,L,CPBrote.L,BC,0.352
CPBrote,L,CPBrote.L,BC,0.38
CPBrote,L,CPBrote.L,BC,0.39
CPBrote,L,CPBrote.L,BC,0.346
CPBrote,L,CPBrote.L,BC,0.465
CPBrote,L,CPBrote.L,BC,0.355
CPBrote,L,CPBrote.L,BL,0.492
CPBrote,L,CPBrote.L,BL,0.35
CPBrote,L,CPBrote.L,BL,0.38
CPBrote,L,CPBrote.L,BL,0.247
CPBrote,L,CPBrote.L,BL,0.403
CPBrote,L,CPBrote.L,BL,0.452
CPBrote,L,CPBrote.L,BL,0.396
CPBrote,L,CPBrote.L,BL,0.485
CPBrote,L,CPBrote.L,BL,0.384
CPBrote,L,CPBrote.L,BRR,0.42
CPBrote,L,CPBrote.L,BRR,0.389
CPBrote,L,CPBrote.L,BRR,0.468
CPBrote,L,CPBrote.L,BRR,0.333
CPBrote,L,CPBrote.L,BRR,0.393
CPBrote,L,CPBrote.L,BRR,0.406
CPBrote,L,CPBrote.L,BRR,0.386
CPBrote,L,CPBrote.L,BRR,0.367
CPBrote,L,CPBrote.L,BRR,0.368
CPBrote,L,CPBrote.L,GBLUP,0.143
CPBrote,L,CPBrote.L,GBLUP,0.312
CPBrote,L,CPBrote.L,GBLUP,0.207
CPBrote,L,CPBrote.L,GBLUP,0.151
CPBrote,L,CPBrote.L,GBLUP,0.262
CPBrote,L,CPBrote.L,GBLUP,0.271
CPBrote,L,CPBrote.L,GBLUP,0.303
CPBrote,L,CPBrote.L,GBLUP,0.298
CPBrote,L,CPBrote.L,GBLUP,0.15
CPBrote,L,CPBrote.L,RKHS,0.517
CPBrote,L,CPBrote.L,RKHS,0.32
CPBrote,L,CPBrote.L,RKHS,0.488
CPBrote,L,CPBrote.L,RKHS,0.444
CPBrote,L,CPBrote.L,RKHS,0.403
CPBrote,L,CPBrote.L,RKHS,0.489
CPBrote,L,CPBrote.L,RKHS,0.464
CPBrote,L,CPBrote.L,RKHS,0.49
CPBrote,L,CPBrote.L,RKHS,0.424
CPFlor,C,CPFlor.C,BA,0.526
CPFlor,C,CPFlor.C,BA,0.635
CPFlor,C,CPFlor.C,BA,0.549
CPFlor,C,CPFlor.C,BA,0.598
CPFlor,C,CPFlor.C,BA,0.609
CPFlor,C,CPFlor.C,BA,0.438
CPFlor,C,CPFlor.C,BA,0.541
CPFlor,C,CPFlor.C,BA,0.587
CPFlor,C,CPFlor.C,BA,0.489
CPFlor,C,CPFlor.C,BB,0.537
CPFlor,C,CPFlor.C,BB,0.604
CPFlor,C,CPFlor.C,BB,0.347
CPFlor,C,CPFlor.C,BB,0.533
CPFlor,C,CPFlor.C,BB,0.567
CPFlor,C,CPFlor.C,BB,0.487
CPFlor,C,CPFlor.C,BB,0.573
CPFlor,C,CPFlor.C,BB,0.577
CPFlor,C,CPFlor.C,BB,0.392
CPFlor,C,CPFlor.C,BC,0.665
CPFlor,C,CPFlor.C,BC,0.511
CPFlor,C,CPFlor.C,BC,0.318
CPFlor,C,CPFlor.C,BC,0.414
CPFlor,C,CPFlor.C,BC,0.656
CPFlor,C,CPFlor.C,BC,0.58
CPFlor,C,CPFlor.C,BC,0.6
CPFlor,C,CPFlor.C,BC,0.386
CPFlor,C,CPFlor.C,BC,0.635
CPFlor,C,CPFlor.C,BL,0.529
CPFlor,C,CPFlor.C,BL,0.681
CPFlor,C,CPFlor.C,BL,0.449
CPFlor,C,CPFlor.C,BL,0.611
CPFlor,C,CPFlor.C,BL,0.445
CPFlor,C,CPFlor.C,BL,0.601
CPFlor,C,CPFlor.C,BL,0.635
CPFlor,C,CPFlor.C,BL,0.455
CPFlor,C,CPFlor.C,BL,0.498
CPFlor,C,CPFlor.C,BRR,0.438
CPFlor,C,CPFlor.C,BRR,0.628
CPFlor,C,CPFlor.C,BRR,0.476
CPFlor,C,CPFlor.C,BRR,0.498
CPFlor,C,CPFlor.C,BRR,0.565
CPFlor,C,CPFlor.C,BRR,0.597
CPFlor,C,CPFlor.C,BRR,0.57
CPFlor,C,CPFlor.C,BRR,0.487
CPFlor,C,CPFlor.C,BRR,0.539
CPFlor,C,CPFlor.C,GBLUP,0.158
CPFlor,C,CPFlor.C,GBLUP,0.098
CPFlor,C,CPFlor.C,GBLUP,0.15
CPFlor,C,CPFlor.C,GBLUP,0.108
CPFlor,C,CPFlor.C,GBLUP,0.118
CPFlor,C,CPFlor.C,GBLUP,0.258
CPFlor,C,CPFlor.C,GBLUP,0.139
CPFlor,C,CPFlor.C,GBLUP,0.27
CPFlor,C,CPFlor.C,GBLUP,0.088
CPFlor,C,CPFlor.C,RKHS,0.653
CPFlor,C,CPFlor.C,RKHS,0.671
CPFlor,C,CPFlor.C,RKHS,0.543
CPFlor,C,CPFlor.C,RKHS,0.526
CPFlor,C,CPFlor.C,RKHS,0.655
CPFlor,C,CPFlor.C,RKHS,0.625
CPFlor,C,CPFlor.C,RKHS,0.465
CPFlor,C,CPFlor.C,RKHS,0.686
CPFlor,C,CPFlor.C,RKHS,0.661
CPFlor,H,CPFlor.H,BA,0.737
CPFlor,H,CPFlor.H,BA,0.758
CPFlor,H,CPFlor.H,BA,0.473
CPFlor,H,CPFlor.H,BA,0.781
CPFlor,H,CPFlor.H,BA,0.79
CPFlor,H,CPFlor.H,BA,0.685
CPFlor,H,CPFlor.H,BA,0.761
CPFlor,H,CPFlor.H,BA,0.65
CPFlor,H,CPFlor.H,BA,0.702
CPFlor,H,CPFlor.H,BB,0.736
CPFlor,H,CPFlor.H,BB,0.789
CPFlor,H,CPFlor.H,BB,0.595
CPFlor,H,CPFlor.H,BB,0.655
CPFlor,H,CPFlor.H,BB,0.549
CPFlor,H,CPFlor.H,BB,0.749
CPFlor,H,CPFlor.H,BB,0.754
CPFlor,H,CPFlor.H,BB,0.789
CPFlor,H,CPFlor.H,BB,0.577
CPFlor,H,CPFlor.H,BC,0.707
CPFlor,H,CPFlor.H,BC,0.675
CPFlor,H,CPFlor.H,BC,0.769
CPFlor,H,CPFlor.H,BC,0.783
CPFlor,H,CPFlor.H,BC,0.634
CPFlor,H,CPFlor.H,BC,0.858
CPFlor,H,CPFlor.H,BC,0.658
CPFlor,H,CPFlor.H,BC,0.739
CPFlor,H,CPFlor.H,BC,0.816
CPFlor,H,CPFlor.H,BL,0.686
CPFlor,H,CPFlor.H,BL,0.792
CPFlor,H,CPFlor.H,BL,0.694
CPFlor,H,CPFlor.H,BL,0.746
CPFlor,H,CPFlor.H,BL,0.65
CPFlor,H,CPFlor.H,BL,0.612
CPFlor,H,CPFlor.H,BL,0.717
CPFlor,H,CPFlor.H,BL,0.689
CPFlor,H,CPFlor.H,BL,0.697
CPFlor,H,CPFlor.H,BRR,0.618
CPFlor,H,CPFlor.H,BRR,0.78
CPFlor,H,CPFlor.H,BRR,0.793
CPFlor,H,CPFlor.H,BRR,0.634
CPFlor,H,CPFlor.H,BRR,0.811
CPFlor,H,CPFlor.H,BRR,0.638
CPFlor,H,CPFlor.H,BRR,0.833
CPFlor,H,CPFlor.H,BRR,0.546
CPFlor,H,CPFlor.H,BRR,0.611
CPFlor,H,CPFlor.H,GBLUP,0.147
CPFlor,H,CPFlor.H,GBLUP,0.087
CPFlor,H,CPFlor.H,GBLUP,0.096
CPFlor,H,CPFlor.H,GBLUP,0.065
CPFlor,H,CPFlor.H,GBLUP,0.125
CPFlor,H,CPFlor.H,GBLUP,0.117
CPFlor,H,CPFlor.H,GBLUP,0.006
CPFlor,H,CPFlor.H,GBLUP,0.191
CPFlor,H,CPFlor.H,GBLUP,0.038
CPFlor,H,CPFlor.H,RKHS,0.93
CPFlor,H,CPFlor.H,RKHS,0.842
CPFlor,H,CPFlor.H,RKHS,0.803
CPFlor,H,CPFlor.H,RKHS,0.749
CPFlor,H,CPFlor.H,RKHS,0.836
CPFlor,H,CPFlor.H,RKHS,0.925
CPFlor,H,CPFlor.H,RKHS,0.815
CPFlor,H,CPFlor.H,RKHS,0.779
CPFlor,H,CPFlor.H,RKHS,0.955
CPFlor,L,CPFlor.L,BA,0.547
CPFlor,L,CPFlor.L,BA,0.503
CPFlor,L,CPFlor.L,BA,0.655
CPFlor,L,CPFlor.L,BA,0.438
CPFlor,L,CPFlor.L,BA,0.574
CPFlor,L,CPFlor.L,BA,0.664
CPFlor,L,CPFlor.L,BA,0.535
CPFlor,L,CPFlor.L,BA,0.652
CPFlor,L,CPFlor.L,BA,0.438
CPFlor,L,CPFlor.L,BB,0.52
CPFlor,L,CPFlor.L,BB,0.593
CPFlor,L,CPFlor.L,BB,0.509
CPFlor,L,CPFlor.L,BB,0.558
CPFlor,L,CPFlor.L,BB,0.59
CPFlor,L,CPFlor.L,BB,0.528
CPFlor,L,CPFlor.L,BB,0.573
CPFlor,L,CPFlor.L,BB,0.548
CPFlor,L,CPFlor.L,BB,0.486
CPFlor,L,CPFlor.L,BC,0.568
CPFlor,L,CPFlor.L,BC,0.6
CPFlor,L,CPFlor.L,BC,0.513
CPFlor,L,CPFlor.L,BC,0.468
CPFlor,L,CPFlor.L,BC,0.527
CPFlor,L,CPFlor.L,BC,0.534
CPFlor,L,CPFlor.L,BC,0.526
CPFlor,L,CPFlor.L,BC,0.563
CPFlor,L,CPFlor.L,BC,0.53
CPFlor,L,CPFlor.L,BL,0.469
CPFlor,L,CPFlor.L,BL,0.533
CPFlor,L,CPFlor.L,BL,0.497
CPFlor,L,CPFlor.L,BL,0.603
CPFlor,L,CPFlor.L,BL,0.458
CPFlor,L,CPFlor.L,BL,0.623
CPFlor,L,CPFlor.L,BL,0.392
CPFlor,L,CPFlor.L,BL,0.583
CPFlor,L,CPFlor.L,BL,0.615
CPFlor,L,CPFlor.L,BRR,0.413
CPFlor,L,CPFlor.L,BRR,0.558
CPFlor,L,CPFlor.L,BRR,0.683
CPFlor,L,CPFlor.L,BRR,0.629
CPFlor,L,CPFlor.L,BRR,0.592
CPFlor,L,CPFlor.L,BRR,0.51
CPFlor,L,CPFlor.L,BRR,0.591
CPFlor,L,CPFlor.L,BRR,0.556
CPFlor,L,CPFlor.L,BRR,0.464
CPFlor,L,CPFlor.L,GBLUP,0.143
CPFlor,L,CPFlor.L,GBLUP,0.181
CPFlor,L,CPFlor.L,GBLUP,0.136
CPFlor,L,CPFlor.L,GBLUP,0.138
CPFlor,L,CPFlor.L,GBLUP,0.193
CPFlor,L,CPFlor.L,GBLUP,0.164
CPFlor,L,CPFlor.L,GBLUP,0.141
CPFlor,L,CPFlor.L,GBLUP,0.143
CPFlor,L,CPFlor.L,GBLUP,0.178
CPFlor,L,CPFlor.L,RKHS,0.646
CPFlor,L,CPFlor.L,RKHS,0.623
CPFlor,L,CPFlor.L,RKHS,0.66
CPFlor,L,CPFlor.L,RKHS,0.412
CPFlor,L,CPFlor.L,RKHS,0.733
CPFlor,L,CPFlor.L,RKHS,0.748
CPFlor,L,CPFlor.L,RKHS,0.621
CPFlor,L,CPFlor.L,RKHS,0.525
CPFlor,L,CPFlor.L,RKHS,0.74
CPTuber,C,CPTuber.C,BA,0.508
CPTuber,C,CPTuber.C,BA,0.537
CPTuber,C,CPTuber.C,BA,0.413
CPTuber,C,CPTuber.C,BA,0.558
CPTuber,C,CPTuber.C,BA,0.542
CPTuber,C,CPTuber.C,BA,0.334
CPTuber,C,CPTuber.C,BA,0.413
CPTuber,C,CPTuber.C,BA,0.548
CPTuber,C,CPTuber.C,BA,0.535
CPTuber,C,CPTuber.C,BB,0.501
CPTuber,C,CPTuber.C,BB,0.293
CPTuber,C,CPTuber.C,BB,0.515
CPTuber,C,CPTuber.C,BB,0.49
CPTuber,C,CPTuber.C,BB,0.46
CPTuber,C,CPTuber.C,BB,0.405
CPTuber,C,CPTuber.C,BB,0.489
CPTuber,C,CPTuber.C,BB,0.422
CPTuber,C,CPTuber.C,BB,0.446
CPTuber,C,CPTuber.C,BC,0.44
CPTuber,C,CPTuber.C,BC,0.272
CPTuber,C,CPTuber.C,BC,0.494
CPTuber,C,CPTuber.C,BC,0.406
CPTuber,C,CPTuber.C,BC,0.486
CPTuber,C,CPTuber.C,BC,0.571
CPTuber,C,CPTuber.C,BC,0.43
CPTuber,C,CPTuber.C,BC,0.381
CPTuber,C,CPTuber.C,BC,0.499
CPTuber,C,CPTuber.C,BL,0.452
CPTuber,C,CPTuber.C,BL,0.5
CPTuber,C,CPTuber.C,BL,0.494
CPTuber,C,CPTuber.C,BL,0.465
CPTuber,C,CPTuber.C,BL,0.454
CPTuber,C,CPTuber.C,BL,0.447
CPTuber,C,CPTuber.C,BL,0.484
