,BA,BB
15061419,5.767,5.822
15061420,4.977,4.813
15061421,6.161,5.978
15061422,5.947,5.759
15061424,6.072,6.038
15061425,6.254,6.173
15061428,6.23,6.171
15061430,6.238,6.176
15061435,6.567,6.96
15061436,5.233,5.62
15061437,6.097,6.103
15061439,6.072,6.061
15061441,6.428,6.662
15061442,5.689,5.496
15061444,6.121,5.516
15061445,6.449,6.662
15061447,5.69,5.619
15061449,5.532,6.328
15061454,5.486,6.313
15061458,6.252,6.176
15061459,10.755,10.174
15061461,6.248,6.175
15061463,5.78,5.601
15061469,5.656,5.741
15061470,5.392,5.697
15061471,5.354,5.694
15061475,6.156,5.966
15061476,6.948,6.949
15061478,5.813,5.824
15061479,5.896,5.772
15061480,6.45,6.661
15061481,6.423,6.167
15061484,6.52,6.241
15061485,5.257,5.63
15061486,6.717,6.244
15061489,10.755,10.226
15061490,10.751,10.224
15061491,10.747,10.172
15061492,10.735,10.173
15061493,6.132,6.191
15061494,6.603,6.71
15061495,6.181,6.201
15061496,6.148,6.196
15061499,6.408,6.168
15061500,5.217,5.612
15061501,6.959,6.327
15061503,5.949,5.784
15061504,5.966,5.902
15061505,10.938,9.488
15061507,5.726,5.504
15061508,5.701,5.501
15061509,5.733,6.259
15061511,5.704,6.234
15061515,5.746,5.615
15061516,6.929,6.302
15061517,5.67,5.727
15061518,5.692,5.703
15061521,6.098,5.446
15061522,6.479,5.915
15061524,6.59,6.708
15061525,5.669,5.498
15061526,5.961,5.793
15061528,5.99,6.18
15061529,5.734,6.237
15061530,5.711,5.5
15061533,5.601,5.481
15061534,6.698,6.941
15061535,5.92,6.12
15061536,5.599,5.445
15061540,6.528,6.457
15061542,6.465,6.435
15061543,5.238,5.773
15061544,5.675,5.777
15061546,5.686,5.748
15061548,7.404,8.006
15061549,6.626,6.427
15061550,6.069,6.035
15061553,5.826,5.776
15061555,6.108,6.011
15061556,5.145,5.583
15061560,5.79,5.612
15061561,8.282,7.968
15061564,5.906,5.798
15061565,5.721,6.2
15061566,5.783,5.801
15061568,6.436,6.311
15061571,6.934,7.811
15061575,6.535,6.237
15061576,5.371,5.696
15061577,6.027,6.313
15061578,5.975,6.34
15061579,6.412,6.68
15061580,5.634,5.726
15061583,5.926,5.883
15061584,5.736,6.096
15061585,5.356,5.703
15061586,5.347,5.689
15061588,5.205,5.618
15061600,6.031,5.563
15061602,5.821,5.658
15061603,5.762,5.8
15061604,6.043,5.937
15061605,5.552,5.77
15061608,5.358,5.694
15061609,5.78,5.828
15061610,5.679,5.741
15061612,7.076,6.906
15061613,5.984,5.892
15061619,10.741,10.175
15061621,6.937,6.326
15061622,6.522,6.259
15061623,6.146,5.982
15061624,5.756,5.794
15061628,5.728,6.236
15061631,6.706,6.927
15061632,6.023,5.901
15061637,6.135,5.992
15061638,6.139,5.981
15061639,7.567,8.123
15061640,7.074,6.343
15061642,6.099,5.975
15061645,6.94,6.302
15061646,5.75,5.635
15061647,6.137,5.974
15061648,7.689,7.648
15061649,5.77,5.81
15061650,6.071,5.721
15061651,5.668,5.495
15061653,6.244,6.174
15061654,6.01,5.906
15061655,5.211,5.912
15061658,6.002,5.907
15061659,5.404,5.693
15061661,5.962,5.895
15061662,5.511,6.327
15061665,5.764,5.965
15061668,5.876,5.986
15061670,7.545,8.116
15061671,7.674,7.642
15061673,6.395,7.291
15061677,10.689,10.138
15061678,10.79,10.197
15061679,6.573,6.965
15061680,7.545,8.117
15061682,6.132,5.968
15061683,5.562,5.612
15061684,6.866,7.255
15061686,5.658,5.732
15061687,6.239,4.956
15061688,5.635,5.725
15061689,10.745,10.174
15061704,6.142,5.979
15061706,6.179,6.156
15061709,6.43,7.369
15061712,5.493,6.323
15061713,6.136,5.978
15061714,6.685,7.085
15061717,6.56,7.352
15061718,5.522,6.334
15061720,6.467,6.843
15061723,6.951,6.308
15061724,6.365,6.099
15061725,6.698,7.082
15061726,5.823,5.678
15061729,6.066,5.784
15061730,6.022,5.991
15061733,10.716,10.182
15061734,10.74,10.161
15061735,6.65,7.058
15061736,5.999,5.999
15061737,6.117,6.04
15061738,10.728,10.173
15061740,6.842,6.699
15061742,6.399,5.928
15061744,6.398,6.468
15061747,5.731,5.612
15061751,5.372,5.706
15061752,6.799,6.704
15061753,10.711,10.166
15061754,5.387,5.291
15061755,7.05,6.207
15061756,7.005,6.167
15061757,6.562,6.955
15061758,6.248,6.146
15061759,6.059,6.075
15061760,6.092,6.007
15061762,6.116,6.2
15061765,5.754,6.246
15061766,6.393,6.171
15061767,7.031,7.317
15061769,7.435,7.43
15061771,10.674,10.145
15061772,6.986,7.317
15061773,6.762,6.93
15061777,6.597,6.975
15061778,10.721,10.171
15061784,10.765,10.196
15061785,7.682,8.084
15061788,6.588,6.721
15061790,6.535,6.95
15061795,6.705,6.935
15061797,10.738,10.173
15061798,5.862,5.778
15061800,6.499,6.002
15061801,5.344,5.341
15061808,5.296,5.276
15061811,6.172,5.994
15061813,5.19,5.611
15061815,6,5.909
15061826,5.904,5.754
15061905,5.45,5.866
15061906,7.507,6.963
15061908,6.704,6.843
15061909,5.96,5.969
15061910,5.974,5.894
15061911,5.324,5.503
15061912,7.218,7.642
15061915,5.337,5.512
15061917,6.262,6.177
15061918,5.359,5.7
15061926,5.974,5.913
15061927,6.433,6.431
15061928,7.981,6.939
15061929,7.322,7.243
15061930,5.415,5.695
15061933,5.668,5.744
15061934,6.058,6.005
15061935,5.353,5.566
15061937,8.994,8.439
15061939,10.791,10.185
15061941,6.475,7.386
15061942,6.607,6.678
15061944,7.561,7.766
15061945,6.254,6.178
15061946,6.149,6.205
15061948,5.66,5.731
15061949,7.125,7.241
15061951,6.24,6.172
15061952,6.025,6.001
15061953,5.747,5.798
15061958,7.949,7.928
15061960,7.601,7.015
15061961,5.762,5.802
15061962,5.326,5.517
15061963,10.691,10.17
15061965,6.227,6.302
15061966,6.28,5.709
15061967,6.944,6.949
15061968,6.565,6.958
15062036,6.174,5.452
15062038,6.246,6.178
15062039,5.342,5.805
15062046,7.143,7.63
15062050,6.177,5.88
15062051,6.25,6.183
15062067,5.258,5.255
15062069,6.592,6.706
15062071,5.726,5.618
15062080,8.014,7.823
15062092,5.635,5.729
15062094,5.768,5.802
15062097,6.146,5.992
15062099,5.646,5.738
15062100,6.301,6.354
15062101,6.515,6.23
15062102,6.404,5.279
15062103,9.899,9.119
15062105,5.77,5.802
15062106,10.794,10.197
15062107,5.686,5.491
15062108,10.723,10.173
15062109,6.281,6.189
15062111,6.67,6.422
15062112,5.801,5.828
15062114,6.409,6.643
15062117,6.269,6.171
15062118,6.249,6.177
15062122,6.81,6.517
15062124,5.717,6.254
15062126,5.753,5.549
15062130,6.895,7.815
15062136,11.836,10.225
15062137,10.742,10.177
15062138,5.824,5.886
15062139,6.658,7.055
15062142,5.837,5.977
15062145,7.467,7.1
15062146,6.739,6.939
15062149,6.649,7.07
15062150,6.523,6.05
15062151,5.085,6.167
15062152,10.727,10.219
15062153,10.729,10.17
15062331,5.395,5.756
15062332,5.383,5.7
15062333,6.592,6.178
15062334,5.351,5.697
15062335,10.933,9.491
15062337,6.248,6.174
15062338,6.262,6.18
15062346,6.348,6.066
15062347,7.029,7.318
15062348,6.274,6.188
15062349,5.999,6.336
15062350,7.077,7.231
15062351,6.169,6.19
15062353,6.432,7.378
15062354,6.247,6.176
15062356,6.729,6.944
15062357,5.799,5.801
15062358,10.759,10.184
15062360,5.306,5.324
15062361,6.668,6.421
15062363,5.49,5.894
15062366,5.774,5.651
15062367,6.464,6.674
15062368,6.25,6.175
15062369,6.674,7.056
15062370,6.002,6.334
